ADAPT Analyte ID,Org Analyte Name,Activity Type,Sample Collection Type,Sample Collection Equipment,Activity Depth,Activity Depth Unit,Total Depth,Total Depth Unit,Analysis Method,Sample Fraction,Preparation_Date,Preparation_Time,Preparation Time Zone,Analysis_Date,Analysis_Time,Analysis Time Zone,County,Site,Station,Activity_Start_Date,Activity_Start_Time,Activity Time Zone,Org Result Value,Org Result Unit,Org MDL,Org PQL,Org Detection Unit,Value_Qualifier,Result Comments,Result Value Type Name,Dilution
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,1/11/24,10:01:00 AM,EST,1/30/24,9:00:00 AM,EST,Citrus,CIT-HOM,1,1/11/24,9:59:00 AM,EST,1,ug/L,1,1,ug/L,U,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,1/11/24,10:16:00 AM,EST,1/30/24,9:00:00 AM,EST,Citrus,CIT-HOM,2,1/11/24,10:14:00 AM,EST,3,ug/L,1,1,ug/L,,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,1/11/24,9:45:00 AM,EST,1/30/24,9:00:00 AM,EST,Citrus,CIT-HOM,3,1/11/24,9:43:00 AM,EST,1,ug/L,1,1,ug/L,U,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,1/11/24,9:27:00 AM,EST,1/30/24,9:00:00 AM,EST,Citrus,CIT-HOM,4,1/11/24,9:25:00 AM,EST,2,ug/L,1,1,ug/L,,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,1/11/24,8:17:00 AM,EST,1/30/24,9:00:00 AM,EST,Citrus,CIT-HOM,5,1/11/24,8:15:00 AM,EST,2,ug/L,1,1,ug/L,,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,1/11/24,10:31:00 AM,EST,1/30/24,9:00:00 AM,EST,Citrus,CIT-HOM,6,1/11/24,10:29:00 AM,EST,0,ug/L,1,1,ug/L,TI,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,1/11/24,10:47:00 AM,EST,1/30/24,9:00:00 AM,EST,Citrus,CIT-HOM,7,1/11/24,10:45:00 AM,EST,1,ug/L,1,1,ug/L,U,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,1/11/24,2:02:00 PM,EST,1/30/24,9:00:00 AM,EST,Citrus,CIT-HOM,8,1/11/24,2:00:00 PM,EST,1,ug/L,1,1,ug/L,U,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,1/11/24,11:01:00 AM,EST,1/30/24,9:00:00 AM,EST,Citrus,CIT-HOM,9,1/11/24,10:59:00 AM,EST,3,ug/L,1,1,ug/L,,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,1/11/24,1:44:00 PM,EST,1/30/24,9:00:00 AM,EST,Citrus,CIT-HOM,10,1/11/24,1:42:00 PM,EST,1,ug/L,1,1,ug/L,U,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,1/23/24,11:14:00 AM,EST,1/30/24,9:00:00 AM,EST,Citrus,CIT-WIT,1,1/23/24,11:12:00 AM,EST,2,ug/L,1,1,ug/L,,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,1/23/24,9:18:00 AM,EST,1/30/24,9:00:00 AM,EST,Citrus,CIT-WIT,2,1/23/24,9:16:00 AM,EST,3,ug/L,1,1,ug/L,,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,1/23/24,8:21:00 AM,EST,1/30/24,9:00:00 AM,EST,Citrus,CIT-WIT,3,1/23/24,8:19:00 AM,EST,3,ug/L,1,1,ug/L,,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,1/23/24,10:58:00 AM,EST,1/30/24,9:00:00 AM,EST,Citrus,CIT-WIT,4,1/23/24,10:56:00 AM,EST,2,ug/L,1,1,ug/L,,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,1/23/24,11:40:00 AM,EST,1/30/24,9:00:00 AM,EST,Citrus,CIT-WIT,5,1/23/24,11:38:00 AM,EST,2,ug/L,1,1,ug/L,,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,1/23/24,12:09:00 PM,EST,1/30/24,9:00:00 AM,EST,Citrus,CIT-WIT,6,1/23/24,12:07:00 PM,EST,3,ug/L,1,1,ug/L,,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,1/23/24,10:43:00 AM,EST,1/30/24,9:00:00 AM,EST,Citrus,CIT-WIT,7,1/23/24,10:41:00 AM,EST,3,ug/L,1,1,ug/L,,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,1/23/24,9:55:00 AM,EST,1/30/24,9:00:00 AM,EST,Citrus,CIT-WIT,8,1/23/24,9:53:00 AM,EST,6,ug/L,1,1,ug/L,,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,1/23/24,10:11:00 AM,EST,1/30/24,9:00:00 AM,EST,Citrus,CIT-WIT,9,1/23/24,10:09:00 AM,EST,6,ug/L,1,1,ug/L,,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,1/23/24,10:28:00 AM,EST,1/30/24,9:00:00 AM,EST,Citrus,CIT-WIT,10,1/23/24,10:26:00 AM,EST,3,ug/L,1,1,ug/L,,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,1/11/24,12:43:00 PM,EST,1/30/24,9:00:00 AM,EST,Hernando,HER-CHA,1,1/11/24,12:41:00 PM,EST,6,ug/L,1,1,ug/L,,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,1/11/24,12:27:00 PM,EST,1/30/24,9:00:00 AM,EST,Hernando,HER-CHA,2,1/11/24,12:25:00 PM,EST,3,ug/L,1,1,ug/L,,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,1/11/24,12:17:00 PM,EST,1/30/24,9:00:00 AM,EST,Hernando,HER-CHA,3,1/11/24,12:15:00 PM,EST,1,ug/L,1,1,ug/L,U,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,1/11/24,12:04:00 PM,EST,1/30/24,9:00:00 AM,EST,Hernando,HER-CHA,4,1/11/24,12:02:00 PM,EST,1,ug/L,1,1,ug/L,U,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,1/11/24,11:53:00 AM,EST,1/30/24,9:00:00 AM,EST,Hernando,HER-CHA,5,1/11/24,11:51:00 AM,EST,1,ug/L,1,1,ug/L,U,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,1/11/24,1:09:00 PM,EST,1/30/24,9:00:00 AM,EST,Hernando,HER-CHA,6,1/11/24,1:07:00 PM,EST,1,ug/L,1,1,ug/L,U,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,1/11/24,1:18:00 PM,EST,1/30/24,9:00:00 AM,EST,Hernando,HER-CHA,7,1/11/24,1:16:00 PM,EST,1,ug/L,1,1,ug/L,U,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,1/11/24,11:43:00 AM,EST,1/30/24,9:00:00 AM,EST,Hernando,HER-CHA,8,1/11/24,11:41:00 AM,EST,1,ug/L,1,1,ug/L,U,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,1/11/24,11:31:00 AM,EST,1/30/24,9:00:00 AM,EST,Hernando,HER-CHA,9,1/11/24,11:29:00 AM,EST,0,ug/L,1,1,ug/L,TI,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,1/11/24,11:16:00 AM,EST,1/30/24,9:00:00 AM,EST,Hernando,HER-CHA,10,1/11/24,11:14:00 AM,EST,1,ug/L,1,1,ug/L,U,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,1/10/24,8:31:00 AM,EST,1/30/24,9:00:00 AM,EST,Hernando,HER-WEE,1,1/10/24,8:29:00 AM,EST,0,ug/L,1,1,ug/L,TI,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,1/10/24,10:06:00 AM,EST,1/30/24,9:00:00 AM,EST,Hernando,HER-WEE,2,1/10/24,10:04:00 AM,EST,3,ug/L,1,1,ug/L,,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,1/10/24,9:29:00 AM,EST,1/30/24,9:00:00 AM,EST,Hernando,HER-WEE,3,1/10/24,9:27:00 AM,EST,3,ug/L,1,1,ug/L,,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,1/10/24,10:39:00 AM,EST,1/30/24,9:00:00 AM,EST,Hernando,HER-WEE,4,1/10/24,10:37:00 AM,EST,1,ug/L,1,1,ug/L,U,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,1/10/24,11:19:00 AM,EST,1/30/24,9:00:00 AM,EST,Hernando,HER-WEE,5,1/10/24,11:17:00 AM,EST,1,ug/L,1,1,ug/L,U,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,1/10/24,10:53:00 AM,EST,1/30/24,9:00:00 AM,EST,Hernando,HER-WEE,6,1/10/24,10:51:00 AM,EST,2,ug/L,1,1,ug/L,,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,1/10/24,12:25:00 PM,EST,1/30/24,9:00:00 AM,EST,Hernando,HER-WEE,7,1/10/24,12:23:00 PM,EST,1,ug/L,1,1,ug/L,U,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,1/10/24,12:13:00 PM,EST,1/30/24,9:00:00 AM,EST,Hernando,HER-WEE,8,1/10/24,12:11:00 PM,EST,2,ug/L,1,1,ug/L,,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,1/10/24,11:58:00 AM,EST,1/30/24,9:00:00 AM,EST,Hernando,HER-WEE,9,1/10/24,11:56:00 AM,EST,2,ug/L,1,1,ug/L,,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,1/10/24,11:43:00 AM,EST,1/30/24,9:00:00 AM,EST,Hernando,HER-WEE,10,1/10/24,11:41:00 AM,EST,2,ug/L,1,1,ug/L,,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,1/18/24,12:01:00 PM,EST,1/30/24,9:00:00 AM,EST,Pasco,PAS-ANC,1,1/18/24,11:59:00 AM,EST,2,ug/L,1,1,ug/L,,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,1/18/24,12:26:00 PM,EST,1/30/24,9:00:00 AM,EST,Pasco,PAS-ANC,2,1/18/24,12:24:00 PM,EST,1,ug/L,1,1,ug/L,U,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,1/18/24,10:55:00 AM,EST,1/30/24,9:00:00 AM,EST,Pasco,PAS-ANC,3,1/18/24,10:53:00 AM,EST,1,ug/L,1,1,ug/L,U,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,1/18/24,12:13:00 PM,EST,1/30/24,9:00:00 AM,EST,Pasco,PAS-ANC,4,1/18/24,12:11:00 PM,EST,2,ug/L,1,1,ug/L,,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,1/18/24,11:27:00 AM,EST,1/30/24,9:00:00 AM,EST,Pasco,PAS-ANC,5,1/18/24,11:25:00 AM,EST,1,ug/L,1,1,ug/L,U,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,1/18/24,11:37:00 AM,EST,1/30/24,9:00:00 AM,EST,Pasco,PAS-ANC,6,1/18/24,11:35:00 AM,EST,1,ug/L,1,1,ug/L,U,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,1/18/24,11:48:00 AM,EST,1/30/24,9:00:00 AM,EST,Pasco,PAS-ANC,7,1/18/24,11:46:00 AM,EST,2,ug/L,1,1,ug/L,,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,1/18/24,11:14:00 AM,EST,1/30/24,9:00:00 AM,EST,Pasco,PAS-ANC,8,1/18/24,11:12:00 AM,EST,2,ug/L,1,1,ug/L,,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,1/18/24,10:42:00 AM,EST,1/30/24,9:00:00 AM,EST,Pasco,PAS-ANC,9,1/18/24,10:40:00 AM,EST,1,ug/L,1,1,ug/L,U,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,1/18/24,12:41:00 PM,EST,1/30/24,9:00:00 AM,EST,Pasco,PAS-ANC,10,1/18/24,12:39:00 PM,EST,1,ug/L,1,1,ug/L,U,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,1/19/24,12:30:00 PM,EST,1/30/24,9:00:00 AM,EST,Pasco,PAS-ARI,1,1/19/24,12:29:00 PM,EST,0,ug/L,1,1,ug/L,TI,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,1/19/24,11:51:00 AM,EST,1/30/24,9:00:00 AM,EST,Pasco,PAS-ARI,2,1/19/24,11:49:00 AM,EST,0,ug/L,1,1,ug/L,TI,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,1/19/24,12:07:00 PM,EST,1/30/24,9:00:00 AM,EST,Pasco,PAS-ARI,3,1/19/24,12:05:00 PM,EST,0,ug/L,1,1,ug/L,TI,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,1/19/24,1:28:00 PM,EST,1/30/24,9:00:00 AM,EST,Pasco,PAS-ARI,4,1/19/24,1:26:00 PM,EST,0,ug/L,1,1,ug/L,TI,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,1/19/24,11:38:00 AM,EST,1/30/24,9:00:00 AM,EST,Pasco,PAS-ARI,5,1/19/24,11:36:00 AM,EST,0,ug/L,1,1,ug/L,TI,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,1/19/24,1:42:00 PM,EST,1/30/24,9:00:00 AM,EST,Pasco,PAS-ARI,6,1/19/24,1:40:00 PM,EST,0,ug/L,1,1,ug/L,TI,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,1/19/24,11:20:00 AM,EST,1/30/24,9:00:00 AM,EST,Pasco,PAS-ARI,7,1/19/24,11:18:00 AM,EST,0,ug/L,1,1,ug/L,TI,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,1/19/24,12:47:00 PM,EST,1/30/24,9:00:00 AM,EST,Pasco,PAS-ARI,8,1/19/24,12:45:00 PM,EST,0,ug/L,1,1,ug/L,TI,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,1/19/24,1:02:00 PM,EST,1/30/24,9:00:00 AM,EST,Pasco,PAS-ARI,9,1/19/24,1:00:00 PM,EST,0,ug/L,1,1,ug/L,TI,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,1/19/24,1:16:00 PM,EST,1/30/24,9:00:00 AM,EST,Pasco,PAS-ARI,10,1/19/24,1:14:00 PM,EST,0,ug/L,1,1,ug/L,TI,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,1/19/24,1:57:00 PM,EST,1/30/24,1:00:00 PM,EST,Pasco,PAS-HUD,1,1/19/24,1:55:00 PM,EST,0,ug/L,1,1,ug/L,TI,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,1/19/24,11:00:00 AM,EST,1/30/24,1:00:00 PM,EST,Pasco,PAS-HUD,2,1/19/24,10:58:00 AM,EST,0,ug/L,1,1,ug/L,TI,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,1/19/24,10:32:00 AM,EST,1/30/24,1:00:00 PM,EST,Pasco,PAS-HUD,3,1/19/24,10:30:00 AM,EST,0,ug/L,1,1,ug/L,TI,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,1/19/24,10:45:00 AM,EST,1/30/24,1:00:00 PM,EST,Pasco,PAS-HUD,4,1/19/24,10:43:00 AM,EST,1,ug/L,1,1,ug/L,U,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,1/19/24,9:11:00 AM,EST,1/30/24,1:00:00 PM,EST,Pasco,PAS-HUD,5,1/19/24,9:09:00 AM,EST,1,ug/L,1,1,ug/L,U,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,1/19/24,10:19:00 AM,EST,1/30/24,1:00:00 PM,EST,Pasco,PAS-HUD,6,1/19/24,10:17:00 AM,EST,1,ug/L,1,1,ug/L,U,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,1/19/24,9:23:00 AM,EST,1/30/24,1:00:00 PM,EST,Pasco,PAS-HUD,7,1/19/24,9:21:00 AM,EST,1,ug/L,1,1,ug/L,U,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,1/19/24,10:03:00 AM,EST,1/30/24,1:00:00 PM,EST,Pasco,PAS-HUD,8,1/19/24,10:01:00 AM,EST,1,ug/L,1,1,ug/L,U,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,1/19/24,9:38:00 AM,EST,1/30/24,1:00:00 PM,EST,Pasco,PAS-HUD,9,1/19/24,9:36:00 AM,EST,1,ug/L,1,1,ug/L,U,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,1/19/24,9:51:00 AM,EST,1/30/24,1:00:00 PM,EST,Pasco,PAS-HUD,10,1/19/24,9:49:00 AM,EST,1,ug/L,1,1,ug/L,U,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,1/18/24,8:41:00 AM,EST,1/30/24,1:00:00 PM,EST,Pasco,PAS-PIT,1,1/18/24,8:39:00 AM,EST,2,ug/L,1,1,ug/L,,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,1/18/24,9:13:00 AM,EST,1/30/24,1:00:00 PM,EST,Pasco,PAS-PIT,2,1/18/24,9:11:00 AM,EST,2,ug/L,1,1,ug/L,,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,1/18/24,1:18:00 PM,EST,1/30/24,1:00:00 PM,EST,Pasco,PAS-PIT,3,1/18/24,1:16:00 PM,EST,1,ug/L,1,1,ug/L,U,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,1/18/24,10:09:00 AM,EST,1/30/24,1:00:00 PM,EST,Pasco,PAS-PIT,4,1/18/24,10:07:00 AM,EST,0,ug/L,1,1,ug/L,TI,,Actual,1
