ADAPT Analyte ID,Org Analyte Name,Activity Type,Sample Collection Type,Sample Collection Equipment,Activity Depth,Activity Depth Unit,Total Depth,Total Depth Unit,Analysis Method,Sample Fraction,Preparation_Date,Preparation_Time,Preparation Time Zone,Analysis_Date,Analysis_Time,Analysis Time Zone,County,Site,Station,Activity_Start_Date,Activity_Start_Time,Activity Time Zone,Org Result Value,Org Result Unit,Org MDL,Org PQL,Org Detection Unit,Value_Qualifier,Result Comments,Result Value Type Name,Dilution
1910,Phosphorus- Total,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-TP,Total,4/4/24,10:00:00 AM,EDT,4/9/24,12:22:00 PM,EDT,Citrus,CIT-HOM,1,3/14/24,,EST,11,ug/L,6,19,ug/L,I,,Actual,1
1910,Phosphorus- Total,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-TP,Total,4/4/24,10:00:00 AM,EDT,4/9/24,12:22:00 PM,EDT,Citrus,CIT-HOM,2,3/14/24,,EST,13,ug/L,6,19,ug/L,I,,Actual,1
1910,Phosphorus- Total,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-TP,Total,4/4/24,10:00:00 AM,EDT,4/9/24,12:22:00 PM,EDT,Citrus,CIT-HOM,3,3/14/24,,EST,14,ug/L,6,19,ug/L,I,,Actual,1
1910,Phosphorus- Total,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-TP,Total,4/4/24,10:00:00 AM,EDT,4/9/24,12:22:00 PM,EDT,Citrus,CIT-HOM,4,3/14/24,,EST,21,ug/L,6,19,ug/L,,,Actual,1
1910,Phosphorus- Total,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-TP,Total,4/4/24,10:00:00 AM,EDT,4/9/24,12:22:00 PM,EDT,Citrus,CIT-HOM,5,3/14/24,,EST,24,ug/L,6,19,ug/L,,,Actual,1
1910,Phosphorus- Total,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-TP,Total,4/4/24,10:00:00 AM,EDT,4/9/24,12:22:00 PM,EDT,Citrus,CIT-HOM,6,3/14/24,,EST,13,ug/L,6,19,ug/L,I,,Actual,1
1910,Phosphorus- Total,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-TP,Total,4/4/24,10:00:00 AM,EDT,4/9/24,12:22:00 PM,EDT,Citrus,CIT-HOM,7,3/14/24,,EST,13,ug/L,6,19,ug/L,I,,Actual,1
1910,Phosphorus- Total,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-TP,Total,4/4/24,10:00:00 AM,EDT,4/9/24,12:22:00 PM,EDT,Citrus,CIT-HOM,8,3/14/24,,EST,13,ug/L,6,19,ug/L,I,,Actual,1
1910,Phosphorus- Total,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-TP,Total,4/4/24,10:00:00 AM,EDT,4/9/24,12:22:00 PM,EDT,Citrus,CIT-HOM,9,3/14/24,,EST,9,ug/L,6,19,ug/L,I,,Actual,1
1910,Phosphorus- Total,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-TP,Total,4/4/24,10:00:00 AM,EDT,4/9/24,12:22:00 PM,EDT,Citrus,CIT-HOM,10,3/14/24,,EST,12,ug/L,6,19,ug/L,I,,Actual,1
1910,Phosphorus- Total,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-TP,Total,1/29/24,12:50:00 PM,EST,1/31/24,10:23:00 AM,EST,Citrus,CIT-HOM,1,1/11/24,,EST,11,ug/L,6,19,ug/L,I,,Actual,1
1910,Phosphorus- Total,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-TP,Total,1/29/24,12:50:00 PM,EST,1/31/24,10:23:00 AM,EST,Citrus,CIT-HOM,2,1/11/24,,EST,8,ug/L,6,19,ug/L,I,,Actual,1
1910,Phosphorus- Total,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-TP,Total,1/29/24,12:50:00 PM,EST,1/31/24,10:23:00 AM,EST,Citrus,CIT-HOM,3,1/11/24,,EST,10,ug/L,6,19,ug/L,I,,Actual,1
1910,Phosphorus- Total,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-TP,Total,1/29/24,12:50:00 PM,EST,1/31/24,10:23:00 AM,EST,Citrus,CIT-HOM,4,1/11/24,,EST,25,ug/L,6,19,ug/L,,,Actual,1
1910,Phosphorus- Total,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-TP,Total,1/29/24,12:50:00 PM,EST,1/31/24,10:23:00 AM,EST,Citrus,CIT-HOM,5,1/11/24,,EST,21,ug/L,6,19,ug/L,,,Actual,1
1910,Phosphorus- Total,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-TP,Total,1/29/24,12:50:00 PM,EST,1/31/24,10:23:00 AM,EST,Citrus,CIT-HOM,6,1/11/24,,EST,7,ug/L,6,19,ug/L,I,,Actual,1
1910,Phosphorus- Total,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-TP,Total,1/29/24,12:50:00 PM,EST,1/31/24,10:23:00 AM,EST,Citrus,CIT-HOM,7,1/11/24,,EST,9,ug/L,6,19,ug/L,I,,Actual,1
1910,Phosphorus- Total,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-TP,Total,1/29/24,12:50:00 PM,EST,1/31/24,10:23:00 AM,EST,Citrus,CIT-HOM,8,1/11/24,,EST,14,ug/L,6,19,ug/L,I,,Actual,1
1910,Phosphorus- Total,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-TP,Total,1/29/24,12:50:00 PM,EST,1/31/24,10:23:00 AM,EST,Citrus,CIT-HOM,9,1/11/24,,EST,11,ug/L,6,19,ug/L,I,,Actual,1
1910,Phosphorus- Total,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-TP,Total,1/29/24,12:50:00 PM,EST,1/31/24,10:23:00 AM,EST,Citrus,CIT-HOM,10,1/11/24,,EST,9,ug/L,6,19,ug/L,I,,Actual,1
1910,Phosphorus- Total,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-TP,Total,2/28/24,12:21:00 PM,EST,2/29/24,12:25:00 PM,EST,Citrus,CIT-HOM,1,2/1/24,,EST,9,ug/L,6,19,ug/L,I,,Actual,1
1910,Phosphorus- Total,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-TP,Total,2/28/24,12:21:00 PM,EST,2/29/24,12:25:00 PM,EST,Citrus,CIT-HOM,2,2/1/24,,EST,10,ug/L,6,19,ug/L,I,,Actual,1
1910,Phosphorus- Total,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-TP,Total,2/28/24,12:21:00 PM,EST,2/29/24,12:25:00 PM,EST,Citrus,CIT-HOM,3,2/1/24,,EST,9,ug/L,6,19,ug/L,I,,Actual,1
1910,Phosphorus- Total,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-TP,Total,2/28/24,12:21:00 PM,EST,2/29/24,12:25:00 PM,EST,Citrus,CIT-HOM,4,2/1/24,,EST,15,ug/L,6,19,ug/L,I,,Actual,1
1910,Phosphorus- Total,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-TP,Total,2/28/24,12:21:00 PM,EST,2/29/24,12:25:00 PM,EST,Citrus,CIT-HOM,5,2/1/24,,EST,25,ug/L,6,19,ug/L,,,Actual,1
1910,Phosphorus- Total,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-TP,Total,2/28/24,12:21:00 PM,EST,2/29/24,12:25:00 PM,EST,Citrus,CIT-HOM,6,2/1/24,,EST,5,ug/L,6,19,ug/L,TI,,Actual,1
1910,Phosphorus- Total,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-TP,Total,2/28/24,12:21:00 PM,EST,2/29/24,12:25:00 PM,EST,Citrus,CIT-HOM,7,2/1/24,,EST,9,ug/L,6,19,ug/L,I,,Actual,1
1910,Phosphorus- Total,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-TP,Total,2/28/24,12:21:00 PM,EST,2/29/24,12:25:00 PM,EST,Citrus,CIT-HOM,8,2/1/24,,EST,11,ug/L,6,19,ug/L,I,,Actual,1
1910,Phosphorus- Total,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-TP,Total,2/28/24,12:21:00 PM,EST,2/29/24,12:25:00 PM,EST,Citrus,CIT-HOM,9,2/1/24,,EST,6,ug/L,6,19,ug/L,U,,Actual,1
1910,Phosphorus- Total,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-TP,Total,2/28/24,12:21:00 PM,EST,2/29/24,12:25:00 PM,EST,Citrus,CIT-HOM,10,2/1/24,,EST,8,ug/L,6,19,ug/L,I,,Actual,1
1910,Phosphorus- Total,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-TP,Total,4/4/24,10:00:00 AM,EDT,4/9/24,12:22:00 PM,EDT,Citrus,CIT-WIT,1,3/15/24,,EST,27,ug/L,6,19,ug/L,,,Actual,1
1910,Phosphorus- Total,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-TP,Total,4/4/24,10:00:00 AM,EDT,4/9/24,12:22:00 PM,EDT,Citrus,CIT-WIT,2,3/15/24,,EST,34,ug/L,6,19,ug/L,,,Actual,1
1910,Phosphorus- Total,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-TP,Total,4/4/24,10:00:00 AM,EDT,4/9/24,12:22:00 PM,EDT,Citrus,CIT-WIT,3,3/15/24,,EST,36,ug/L,6,19,ug/L,,,Actual,1
1910,Phosphorus- Total,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-TP,Total,4/4/24,10:00:00 AM,EDT,4/9/24,12:22:00 PM,EDT,Citrus,CIT-WIT,4,3/15/24,,EST,20,ug/L,6,19,ug/L,,,Actual,1
1910,Phosphorus- Total,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-TP,Total,4/4/24,10:00:00 AM,EDT,4/9/24,12:22:00 PM,EDT,Citrus,CIT-WIT,5,3/15/24,,EST,22,ug/L,6,19,ug/L,,,Actual,1
1910,Phosphorus- Total,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-TP,Total,4/4/24,10:00:00 AM,EDT,4/9/24,12:22:00 PM,EDT,Citrus,CIT-WIT,6,3/15/24,,EST,36,ug/L,6,19,ug/L,,,Actual,1
1910,Phosphorus- Total,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-TP,Total,4/4/24,10:00:00 AM,EDT,4/9/24,12:22:00 PM,EDT,Citrus,CIT-WIT,7,3/15/24,,EST,17,ug/L,6,19,ug/L,I,,Actual,1
1910,Phosphorus- Total,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-TP,Total,4/4/24,10:00:00 AM,EDT,4/9/24,12:22:00 PM,EDT,Citrus,CIT-WIT,8,3/15/24,,EST,32,ug/L,6,19,ug/L,,,Actual,1
1910,Phosphorus- Total,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-TP,Total,4/4/24,10:00:00 AM,EDT,4/9/24,12:22:00 PM,EDT,Citrus,CIT-WIT,9,3/15/24,,EST,50,ug/L,6,19,ug/L,,,Actual,1
1910,Phosphorus- Total,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-TP,Total,4/4/24,10:00:00 AM,EDT,4/9/24,12:22:00 PM,EDT,Citrus,CIT-WIT,10,3/15/24,,EST,18,ug/L,6,19,ug/L,I,,Actual,1
1910,Phosphorus- Total,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-TP,Total,1/29/24,12:50:00 PM,EST,1/31/24,10:23:00 AM,EST,Citrus,CIT-WIT,1,1/23/24,,EST,17,ug/L,6,19,ug/L,I,,Actual,1
1910,Phosphorus- Total,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-TP,Total,1/29/24,12:50:00 PM,EST,1/31/24,10:23:00 AM,EST,Citrus,CIT-WIT,2,1/23/24,,EST,29,ug/L,6,19,ug/L,,,Actual,1
1910,Phosphorus- Total,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-TP,Total,1/29/24,12:50:00 PM,EST,1/31/24,10:23:00 AM,EST,Citrus,CIT-WIT,3,1/23/24,,EST,27,ug/L,6,19,ug/L,,,Actual,1
1910,Phosphorus- Total,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-TP,Total,1/29/24,12:50:00 PM,EST,1/31/24,10:23:00 AM,EST,Citrus,CIT-WIT,4,1/23/24,,EST,16,ug/L,6,19,ug/L,I,,Actual,1
1910,Phosphorus- Total,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-TP,Total,1/29/24,12:50:00 PM,EST,1/31/24,10:23:00 AM,EST,Citrus,CIT-WIT,5,1/23/24,,EST,14,ug/L,6,19,ug/L,I,,Actual,1
1910,Phosphorus- Total,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-TP,Total,1/29/24,12:50:00 PM,EST,1/31/24,10:23:00 AM,EST,Citrus,CIT-WIT,6,1/23/24,,EST,25,ug/L,6,19,ug/L,,,Actual,1
1910,Phosphorus- Total,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-TP,Total,1/29/24,12:50:00 PM,EST,1/31/24,10:23:00 AM,EST,Citrus,CIT-WIT,7,1/23/24,,EST,12,ug/L,6,19,ug/L,I,,Actual,1
1910,Phosphorus- Total,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-TP,Total,1/29/24,12:50:00 PM,EST,1/31/24,10:23:00 AM,EST,Citrus,CIT-WIT,8,1/23/24,,EST,18,ug/L,6,19,ug/L,I,,Actual,1
1910,Phosphorus- Total,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-TP,Total,1/29/24,12:50:00 PM,EST,1/31/24,10:23:00 AM,EST,Citrus,CIT-WIT,9,1/23/24,,EST,20,ug/L,6,19,ug/L,,,Actual,1
1910,Phosphorus- Total,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-TP,Total,1/29/24,12:50:00 PM,EST,1/31/24,10:23:00 AM,EST,Citrus,CIT-WIT,10,1/23/24,,EST,15,ug/L,6,19,ug/L,I,,Actual,1
1910,Phosphorus- Total,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-TP,Total,2/28/24,12:21:00 PM,EST,2/29/24,12:25:00 PM,EST,Citrus,CIT-WIT,1,2/16/24,,EST,17,ug/L,6,19,ug/L,I,,Actual,1
1910,Phosphorus- Total,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-TP,Total,2/28/24,12:21:00 PM,EST,2/29/24,12:25:00 PM,EST,Citrus,CIT-WIT,2,2/16/24,,EST,21,ug/L,6,19,ug/L,,,Actual,1
1910,Phosphorus- Total,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-TP,Total,2/28/24,12:21:00 PM,EST,2/29/24,12:25:00 PM,EST,Citrus,CIT-WIT,3,2/16/24,,EST,19,ug/L,6,19,ug/L,,,Actual,1
1910,Phosphorus- Total,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-TP,Total,2/28/24,12:21:00 PM,EST,2/29/24,12:25:00 PM,EST,Citrus,CIT-WIT,4,2/16/24,,EST,14,ug/L,6,19,ug/L,I,,Actual,1
1910,Phosphorus- Total,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-TP,Total,2/28/24,12:21:00 PM,EST,2/29/24,12:25:00 PM,EST,Citrus,CIT-WIT,5,2/16/24,,EST,19,ug/L,6,19,ug/L,,,Actual,1
1910,Phosphorus- Total,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-TP,Total,2/28/24,12:21:00 PM,EST,2/29/24,12:25:00 PM,EST,Citrus,CIT-WIT,6,2/16/24,,EST,21,ug/L,6,19,ug/L,,,Actual,1
1910,Phosphorus- Total,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-TP,Total,2/28/24,12:21:00 PM,EST,2/29/24,12:25:00 PM,EST,Citrus,CIT-WIT,7,2/16/24,,EST,16,ug/L,6,19,ug/L,I,,Actual,1
1910,Phosphorus- Total,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-TP,Total,2/28/24,12:21:00 PM,EST,2/29/24,12:25:00 PM,EST,Citrus,CIT-WIT,8,2/16/24,,EST,19,ug/L,6,19,ug/L,,,Actual,1
1910,Phosphorus- Total,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-TP,Total,2/28/24,12:21:00 PM,EST,2/29/24,12:25:00 PM,EST,Citrus,CIT-WIT,9,2/16/24,,EST,21,ug/L,6,19,ug/L,,,Actual,1
1910,Phosphorus- Total,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-TP,Total,2/28/24,12:21:00 PM,EST,2/29/24,12:25:00 PM,EST,Citrus,CIT-WIT,10,2/16/24,,EST,13,ug/L,6,19,ug/L,I,,Actual,1
1910,Phosphorus- Total,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-TP,Total,4/4/24,10:00:00 AM,EDT,4/9/24,12:22:00 PM,EDT,Hernando,HER-CHA,1,3/14/24,,EST,18,ug/L,6,19,ug/L,I,,Actual,1
1910,Phosphorus- Total,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-TP,Total,4/4/24,10:00:00 AM,EDT,4/9/24,12:22:00 PM,EDT,Hernando,HER-CHA,2,3/14/24,,EST,22,ug/L,6,19,ug/L,,,Actual,1
1910,Phosphorus- Total,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-TP,Total,4/4/24,10:00:00 AM,EDT,4/9/24,12:22:00 PM,EDT,Hernando,HER-CHA,3,3/14/24,,EST,20,ug/L,6,19,ug/L,,,Actual,1
1910,Phosphorus- Total,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-TP,Total,4/4/24,10:00:00 AM,EDT,4/9/24,12:22:00 PM,EDT,Hernando,HER-CHA,4,3/14/24,,EST,15,ug/L,6,19,ug/L,I,,Actual,1
1910,Phosphorus- Total,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-TP,Total,4/4/24,10:00:00 AM,EDT,4/9/24,12:22:00 PM,EDT,Hernando,HER-CHA,5,3/14/24,,EST,13,ug/L,6,19,ug/L,I,,Actual,1
1910,Phosphorus- Total,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-TP,Total,4/4/24,10:00:00 AM,EDT,4/9/24,12:22:00 PM,EDT,Hernando,HER-CHA,6,3/14/24,,EST,13,ug/L,6,19,ug/L,I,,Actual,1
