Preparation_Date,Preparation_Time,Preparation_Time_Zone,Analysis_Date,Analysis_Time,Analysis_Time_Zone,County,Lake,Station,Activity_Start_Date,Activity_Start_Time,Activity_Time_Zone,Vol Filtered (L),Ethanol (ml),Tube #,750,664,647,630,750 (HCL),665 (HCL),Result_Value(ug/L),Result_Comments,QAQC_Qualifier,WIN_Value_Qualifier,Holding_Qualifier,MDL_PQL_Qualifier,Data_Category,Run_ID,Study,Comments
01/05/2026,,,01/06/2026,12:00:00 PM,EST,,,MBLK2,01/05/2026,,,1,8,23,0.005,0.005,0.005,0.005,0.005,0.005,0,,,TI,,TI,QAQC,CHLU0105202601062026,Project Coast,
12/17/2025,12:20:59 PM,EST,01/06/2026,12:00:00 PM,EST,Citrus,CIT-WIT,1,12/17/2025,12:18:59 PM,EST,0.5,8,24,0.007,0.015,0.011,0.011,0.007,0.01,1,,,U,,U,Sample,CHLU0105202601062026,Project Coast,
12/17/2025,09:59:00 AM,EST,01/06/2026,12:00:00 PM,EST,Citrus,CIT-WIT,2,12/17/2025,09:57:00 AM,EST,0.5,8,25,0.004,0.01,0.006,0.005,0.001,0.006,1,,,U,,U,Sample,CHLU0105202601062026,Project Coast,
12/17/2025,09:35:00 AM,EST,01/06/2026,12:00:00 PM,EST,Citrus,CIT-WIT,3,12/17/2025,09:33:00 AM,EST,0.25,8,26,0.002,0.015,0.007,0.006,0.004,0.015,5,,,,,,Sample,CHLU0105202601062026,Project Coast,
12/17/2025,11:56:59 AM,EST,01/06/2026,12:00:00 PM,EST,Citrus,CIT-WIT,4,12/17/2025,11:54:59 AM,EST,0.5,8,27,0.004,0.012,0.007,0.007,0.004,0.008,1,,,U,,U,Sample,CHLU0105202601062026,Project Coast,
12/17/2025,12:39:00 PM,EST,01/06/2026,12:00:00 PM,EST,Citrus,CIT-WIT,5,12/17/2025,12:37:00 PM,EST,0.5,8,28,0.002,0.009,0.005,0.004,0.004,0.009,1,,,U,,U,Sample,CHLU0105202601062026,Project Coast,
12/17/2025,01:02:00 PM,EST,01/06/2026,12:00:00 PM,EST,Citrus,CIT-WIT,6,12/17/2025,01:00:00 PM,EST,0.25,8,29,0.003,0.009,0.006,0.005,0.004,0.008,2,,,,,,Sample,CHLU0105202601062026,Project Coast,
12/17/2025,11:40:00 AM,EST,01/06/2026,12:00:00 PM,EST,Citrus,CIT-WIT,7,12/17/2025,11:38:00 AM,EST,0.5,8,30,0.003,0.01,0.005,0.005,0.001,0.005,1,,,U,,U,Sample,CHLU0105202601062026,Project Coast,
12/17/2025,10:44:00 AM,EST,01/06/2026,12:00:00 PM,EST,Citrus,CIT-WIT,8,12/17/2025,10:42:00 AM,EST,0.5,8,31,0.005,0.016,0.009,0.009,0.006,0.015,2,,,,,,Sample,CHLU0105202601062026,Project Coast,
12/17/2025,11:04:00 AM,EST,01/06/2026,12:00:00 PM,EST,Citrus,CIT-WIT,9,12/17/2025,11:02:00 AM,EST,0.25,8,32,0.003,0.012,0.007,0.007,0.003,0.008,3,,,,,,Sample,CHLU0105202601062026,Project Coast,
12/17/2025,11:22:00 AM,EST,01/06/2026,12:00:00 PM,EST,Citrus,CIT-WIT,10,12/17/2025,11:20:00 AM,EST,0.5,8,33,0.005,0.013,0.008,0.008,0.005,0.009,1,,,U,,U,Sample,CHLU0105202601062026,Project Coast,
12/18/2025,11:11:59 AM,EST,01/06/2026,12:00:00 PM,EST,Hernando,HER-CHA,1,12/18/2025,11:09:59 AM,EST,0.25,8,34,0.009,0.014,0.012,0.012,0.01,0.011,2,,,,,,Sample,CHLU0105202601062026,Project Coast,
12/18/2025,11:01:00 AM,EST,01/06/2026,12:00:00 PM,EST,Hernando,HER-CHA,2,12/18/2025,10:59:00 AM,EST,0.25,8,35,0.005,0.014,0.009,0.009,0.005,0.01,3,,,,,,Sample,CHLU0105202601062026,Project Coast,
12/18/2025,10:51:00 AM,EST,01/06/2026,12:00:00 PM,EST,Hernando,HER-CHA,3,12/18/2025,10:49:00 AM,EST,0.25,8,36,0.003,0.013,0.007,0.007,0.003,0.008,4,,,,,,Sample,CHLU0105202601062026,Project Coast,
12/18/2025,10:41:00 AM,EST,01/06/2026,12:00:00 PM,EST,Hernando,HER-CHA,4,12/18/2025,10:39:00 AM,EST,0.25,8,37,0.003,0.008,0.005,0.005,0.001,0.004,2,,,,,,Sample,CHLU0105202601062026,Project Coast,
12/18/2025,10:31:00 AM,EST,01/06/2026,12:00:00 PM,EST,Hernando,HER-CHA,5,12/18/2025,10:28:59 AM,EST,0.25,8,38,0.001,0.003,0.001,0.001,0.001,0.003,1,,,U,,U,Sample,CHLU0105202601062026,Project Coast,
12/18/2025,11:30:00 AM,EST,01/06/2026,12:00:00 PM,EST,Hernando,HER-CHA,6,12/18/2025,11:28:00 AM,EST,0.5,8,39,-0.001,0.001,0,-0.001,0,0,0,,,TI,,TI,Sample,CHLU0105202601062026,Project Coast,
12/18/2025,11:39:00 AM,EST,01/06/2026,12:00:00 PM,EST,Hernando,HER-CHA,7,12/18/2025,11:37:00 AM,EST,0.5,8,40,0,0,0,0,0,0,0,,,TI,,TI,Sample,CHLU0105202601062026,Project Coast,
12/18/2025,10:22:00 AM,EST,01/06/2026,12:00:00 PM,EST,Hernando,HER-CHA,8,12/18/2025,10:20:00 AM,EST,0.5,8,41,0.001,0.003,0.002,0.002,0.001,0.003,0,,,TI,,TI,Sample,CHLU0105202601062026,Project Coast,
12/18/2025,10:11:00 AM,EST,01/06/2026,12:00:00 PM,EST,Hernando,HER-CHA,9,12/18/2025,10:09:00 AM,EST,0.75,8,42,0,0.003,0.001,0.001,0.001,0.002,0,,,TI,,TI,Sample,CHLU0105202601062026,Project Coast,
12/18/2025,09:59:00 AM,EST,01/06/2026,12:00:00 PM,EST,Hernando,HER-CHA,10,12/18/2025,09:57:00 AM,EST,0.25,8,43,0.003,0.009,0.006,0.005,0.003,0.006,2,,,,,,Sample,CHLU0105202601062026,Project Coast,
01/06/2026,,,01/06/2026,12:00:00 PM,EST,,,CCV2,01/06/2026,,,8.0000000000000002E-3,8,44,0.001,0.013,0.004,0.003,0,0.008,137,,,,,,QAQC,CHLU0105202601062026,Project Coast,
01/05/2026,,,01/06/2026,12:00:00 PM,EST,,,MBLK3,01/05/2026,,,1,8,45,0.002,0.003,0.003,0.004,0.002,0.002,0,,,TI,,TI,QAQC,CHLU0105202601062026,Project Coast,
12/09/2025,09:13:00 AM,EST,01/06/2026,12:00:00 PM,EST,Hernando,HER-WEE,1,12/09/2025,09:11:00 AM,EST,2,8,46,0.005,0.013,0.008,0.008,0.007,0.01,0,,,TI,,TI,Sample,CHLU0105202601062026,Project Coast,
12/09/2025,11:25:00 AM,EST,01/06/2026,12:00:00 PM,EST,Hernando,HER-WEE,2,12/09/2025,11:23:00 AM,EST,0.25,8,47,0.005,0.011,0.008,0.008,0.006,0.008,2,,,,,,Sample,CHLU0105202601062026,Project Coast,
12/09/2025,10:57:59 AM,EST,01/06/2026,12:00:00 PM,EST,Hernando,HER-WEE,3,12/09/2025,10:56:00 AM,EST,0.25,8,48,0.004,0.01,0.007,0.007,0.004,0.007,2,,,,,,Sample,CHLU0105202601062026,Project Coast,
12/09/2025,11:58:59 AM,EST,01/06/2026,12:00:00 PM,EST,Hernando,HER-WEE,4,12/09/2025,11:56:59 AM,EST,0.75,8,49,0.002,0.007,0.004,0.004,0.002,0.006,1,,,U,,U,Sample,CHLU0105202601062026,Project Coast,
12/09/2025,03:03:00 PM,EST,01/06/2026,12:00:00 PM,EST,Hernando,HER-WEE,5,12/09/2025,03:01:00 PM,EST,0.5,8,50,0.002,0.005,0.003,0.003,0.002,0.004,1,,,U,,U,Sample,CHLU0105202601062026,Project Coast,
12/09/2025,03:24:00 PM,EST,01/06/2026,12:00:00 PM,EST,Hernando,HER-WEE,6,12/09/2025,03:21:59 PM,EST,1,8,51,0.004,0.01,0.007,0.007,0.004,0.007,1,,,U,,U,Sample,CHLU0105202601062026,Project Coast,
12/09/2025,03:51:00 PM,EST,01/06/2026,12:00:00 PM,EST,Hernando,HER-WEE,7,12/09/2025,03:49:00 PM,EST,0.5,8,52,0,0.003,0.001,0.001,0,0.003,1,,,U,,U,Sample,CHLU0105202601062026,Project Coast,
12/09/2025,03:40:00 PM,EST,01/06/2026,12:00:00 PM,EST,Hernando,HER-WEE,8,12/09/2025,03:38:00 PM,EST,0.5,8,53,0.001,0.005,0.002,0.002,0.001,0.002,1,,,U,,U,Sample,CHLU0105202601062026,Project Coast,
12/09/2025,02:16:00 PM,EST,01/06/2026,12:00:00 PM,EST,Hernando,HER-WEE,9,12/09/2025,02:14:00 PM,EST,0.5,8,54,0.001,0.004,0.002,0.002,0.001,0.004,1,,,U,,U,Sample,CHLU0105202601062026,Project Coast,
12/09/2025,02:28:00 PM,EST,01/06/2026,12:00:00 PM,EST,Hernando,HER-WEE,10,12/09/2025,02:26:00 PM,EST,0.75,8,55,0.002,0.005,0.003,0.003,0.002,0.003,0,,,TI,,TI,Sample,CHLU0105202601062026,Project Coast,
12/16/2025,11:39:00 AM,EST,01/06/2026,12:00:00 PM,EST,Pasco,PAS-ANC,1,12/16/2025,11:37:00 AM,EST,0.5,8,56,0,0.005,0.003,0.003,0,0.003,1,,,U,,U,Sample,CHLU0105202601062026,Project Coast,
12/16/2025,12:00:00 PM,EST,01/06/2026,12:00:00 PM,EST,Pasco,PAS-ANC,2,12/16/2025,11:58:00 AM,EST,0.5,8,57,0.002,0.006,0.004,0.004,0.002,0.004,1,,,U,,U,Sample,CHLU0105202601062026,Project Coast,
12/16/2025,10:47:00 AM,EST,01/06/2026,12:00:00 PM,EST,Pasco,PAS-ANC,3,12/16/2025,10:45:00 AM,EST,0.5,8,58,0.005,0.01,0.007,0.007,0.005,0.007,1,,,U,,U,Sample,CHLU0105202601062026,Project Coast,
12/16/2025,11:48:00 AM,EST,01/06/2026,12:00:00 PM,EST,Pasco,PAS-ANC,4,12/16/2025,11:46:00 AM,EST,0.25,8,59,0.007,0.011,0.009,0.009,0.007,0.008,1,,,U,,U,Sample,CHLU0105202601062026,Project Coast,
12/16/2025,11:07:00 AM,EST,01/06/2026,12:00:00 PM,EST,Pasco,PAS-ANC,5,12/16/2025,11:05:00 AM,EST,0.5,8,60,0.003,0.008,0.006,0.006,0.003,0.005,1,,,U,,U,Sample,CHLU0105202601062026,Project Coast,
12/16/2025,11:17:00 AM,EST,01/06/2026,12:00:00 PM,EST,Pasco,PAS-ANC,6,12/16/2025,11:15:00 AM,EST,0.25,8,61,0.001,0.003,0.002,0.001,0.001,0.001,1,,,U,,U,Sample,CHLU0105202601062026,Project Coast,
12/16/2025,11:27:00 AM,EST,01/06/2026,12:00:00 PM,EST,Pasco,PAS-ANC,7,12/16/2025,11:25:00 AM,EST,0.25,8,62,0,0.003,0.002,0.001,0.001,0.003,1,,,U,,U,Sample,CHLU0105202601062026,Project Coast,
12/16/2025,10:57:59 AM,EST,01/06/2026,12:00:00 PM,EST,Pasco,PAS-ANC,8,12/16/2025,10:56:00 AM,EST,0.25,8,63,0,0.002,0.001,0.001,0.001,0.002,1,,,U,,U,Sample,CHLU0105202601062026,Project Coast,
12/16/2025,10:33:00 AM,EST,01/06/2026,12:00:00 PM,EST,Pasco,PAS-ANC,9,12/16/2025,10:31:00 AM,EST,0.5,8,64,0.002,0.003,0.002,0.002,0,0.002,0,,,TI,,TI,Sample,CHLU0105202601062026,Project Coast,
12/16/2025,12:12:00 PM,EST,01/06/2026,12:00:00 PM,EST,Pasco,PAS-ANC,10,12/16/2025,12:10:00 PM,EST,0.5,8,65,0.003,0.005,0.004,0.004,0.001,0.002,0,,,TI,,TI,Sample,CHLU0105202601062026,Project Coast,
01/06/2026,,,01/06/2026,12:00:00 PM,EST,,,CCV3,01/06/2026,,,8.0000000000000002E-3,8,66,0.002,0.014,0.005,0.004,0,0.008,137,,,,,,QAQC,CHLU0105202601062026,Project Coast,
,,,01/06/2026,12:00:00 PM,EST,,,,,,,,8,67,,,,,,,,,,,,,QAQC,CHLU0105202601062026,Project Coast,
01/06/2026,,,01/06/2026,12:00:00 PM,EST,,,CCV4,01/06/2026,,,8.0000000000000002E-3,8,88,,,,,,,0,,,TI,,TI,QAQC,CHLU0105202601062026,Project Coast,
01/06/2026,,,01/06/2026,12:00:00 PM,EST,,,MBLK5,01/06/2026,,,1,8,89,,,,,,,0,,,TI,,TI,QAQC,CHLU0105202601062026,Project Coast,
01/06/2026,,,01/06/2026,12:00:00 PM,EST,,,CCV5,01/06/2026,,,8.0000000000000002E-3,8,110,,,,,,,0,,J,TI,,TI,QAQC,CHLU0105202601062026,Project Coast,
,,,01/06/2026,02:00:00 PM,EST,,,MBLK1,01/05/2026,,,1,8,1,0.004,0.004,0.005,0.005,0.002,0.003,0,,,TI,,TI,QAQC,CHLU0105202601062026,,
12/11/2025,10:44:00 AM,EST,01/06/2026,02:00:00 PM,EST,Pasco,PAS-ARI,1,12/11/2025,10:42:00 AM,EST,0.75,8,2,0.004,0.007,0.005,0.005,0.004,0.005,0,,,TI,,TI,Sample,CHLU0105202601062026,,
12/11/2025,10:12:59 AM,EST,01/06/2026,02:00:00 PM,EST,Pasco,PAS-ARI,2,12/11/2025,10:11:00 AM,EST,0.5,8,3,0.002,0.005,0.003,0.003,-0.002,0,1,,,U,,U,Sample,CHLU0105202601062026,,
12/11/2025,10:31:00 AM,EST,01/06/2026,02:00:00 PM,EST,Pasco,PAS-ARI,3,12/11/2025,10:28:59 AM,EST,0.5,8,4,0.003,0.006,0.004,0.004,0.002,0.004,1,,,U,,U,Sample,CHLU0105202601062026,,
12/11/2025,11:46:00 AM,EST,01/06/2026,02:00:00 PM,EST,Pasco,PAS-ARI,4,12/11/2025,11:44:00 AM,EST,0.5,8,5,0.002,0.004,0.002,0.002,-0.002,0,0,,,TI,,TI,Sample,CHLU0105202601062026,,
12/11/2025,09:57:00 AM,EST,01/06/2026,02:00:00 PM,EST,Pasco,PAS-ARI,5,12/11/2025,09:55:00 AM,EST,0.5,8,6,0.002,0.005,0.003,0.003,0.002,0.005,1,,,U,,U,Sample,CHLU0105202601062026,,
12/11/2025,11:54:59 AM,EST,01/06/2026,02:00:00 PM,EST,Pasco,PAS-ARI,6,12/11/2025,11:53:00 AM,EST,0.5,8,7,0.002,0.005,0.004,0.003,0.002,0.003,1,,,U,,U,Sample,CHLU0105202601062026,,
12/11/2025,09:41:59 AM,EST,01/06/2026,02:00:00 PM,EST,Pasco,PAS-ARI,7,12/11/2025,09:39:59 AM,EST,0.5,8,8,0.002,0.007,0.005,0.004,0.002,0.005,1,,,U,,U,Sample,CHLU0105202601062026,,
12/11/2025,11:03:00 AM,EST,01/06/2026,02:00:00 PM,EST,Pasco,PAS-ARI,8,12/11/2025,11:01:00 AM,EST,1,8,9,0.002,0.008,0.005,0.004,0.002,0.006,1,,,U,,U,Sample,CHLU0105202601062026,,
12/11/2025,11:15:00 AM,EST,01/06/2026,02:00:00 PM,EST,Pasco,PAS-ARI,9,12/11/2025,11:13:00 AM,EST,0.5,8,10,0.004,0.008,0.006,0.006,0.005,0.006,1,,,U,,U,Sample,CHLU0105202601062026,,
12/11/2025,11:25:00 AM,EST,01/06/2026,02:00:00 PM,EST,Pasco,PAS-ARI,10,12/11/2025,11:23:00 AM,EST,0.5,8,11,0.004,0.008,0.007,0.007,0.004,0.005,1,,,U,,U,Sample,CHLU0105202601062026,,
12/11/2025,12:04:00 PM,EST,01/06/2026,02:00:00 PM,EST,Pasco,PAS-HUD,1,12/11/2025,12:02:00 PM,EST,0.5,8,12,0.004,0.007,0.006,0.006,0.004,0.005,1,,,U,,U,Sample,CHLU0105202601062026,,
12/11/2025,09:27:00 AM,EST,01/06/2026,02:00:00 PM,EST,Pasco,PAS-HUD,2,12/11/2025,09:25:00 AM,EST,0.25,8,13,0.006,0.009,0.007,0.006,0.002,0.004,1,,,U,,U,Sample,CHLU0105202601062026,,
12/11/2025,12:14:00 PM,EST,01/06/2026,02:00:00 PM,EST,Pasco,PAS-HUD,3,12/11/2025,12:12:00 PM,EST,1.5,8,14,0.001,0.006,0.003,0.003,0.003,0.006,0,,,TI,,TI,Sample,CHLU0105202601062026,,
12/11/2025,09:13:00 AM,EST,01/06/2026,02:00:00 PM,EST,Pasco,PAS-HUD,4,12/11/2025,09:11:00 AM,EST,0.25,8,15,0.003,0.005,0.004,0.004,0.003,0.003,1,,,U,,U,Sample,CHLU0105202601062026,,
12/11/2025,08:58:59 AM,EST,01/06/2026,02:00:00 PM,EST,Pasco,PAS-HUD,5,12/11/2025,08:56:59 AM,EST,0.25,8,16,0.002,0.005,0.003,0.003,0.003,0.005,1,,,U,,U,Sample,CHLU0105202601062026,,
12/11/2025,12:32:00 PM,EST,01/06/2026,02:00:00 PM,EST,Pasco,PAS-HUD,6,12/11/2025,12:30:00 PM,EST,0.5,8,17,0.004,0.006,0.005,0.004,0.003,0.004,0,,,TI,,TI,Sample,CHLU0105202601062026,,
12/11/2025,01:18:00 PM,EST,01/06/2026,02:00:00 PM,EST,Pasco,PAS-HUD,7,12/11/2025,01:16:00 PM,EST,0.5,8,18,0,0.004,0.001,0.001,0,0.002,1,,,U,,U,Sample,CHLU0105202601062026,,
12/11/2025,12:42:00 PM,EST,01/06/2026,02:00:00 PM,EST,Pasco,PAS-HUD,8,12/11/2025,12:40:00 PM,EST,0.75,8,19,0.002,0.006,0.005,0.006,0.002,0.003,0,,,TI,,TI,Sample,CHLU0105202601062026,,
12/11/2025,01:05:59 PM,EST,01/06/2026,02:00:00 PM,EST,Pasco,PAS-HUD,9,12/11/2025,01:03:59 PM,EST,0.5,8,20,0.002,0.004,0.002,0.002,-0.001,0.002,0,,,TI,,TI,Sample,CHLU0105202601062026,,
12/11/2025,12:53:00 PM,EST,01/06/2026,02:00:00 PM,EST,Pasco,PAS-HUD,10,12/11/2025,12:51:00 PM,EST,1,8,21,0.001,0.006,0.003,0.003,0.001,0.003,0,,,TI,,TI,Sample,CHLU0105202601062026,,
01/06/2026,,,01/06/2026,02:00:00 PM,EST,,,CCV1,01/06/2026,,,8.0000000000000002E-3,8,22,0.002,0.014,0.004,0.003,0,0.008,139,,,,,,QAQC,CHLU0105202601062026,,
01/05/2026,,,01/06/2026,02:00:00 PM,EST,,,MBLK2,01/05/2026,,,1,8,23,0.004,0.004,0.004,0.004,0.004,0.004,0,,,TI,,TI,QAQC,CHLU0105202601062026,,
12/16/2025,08:38:00 AM,EST,01/06/2026,02:00:00 PM,EST,Pasco,PAS-PIT,1,12/16/2025,08:36:00 AM,EST,0.25,8,24,0.002,0.017,0.008,0.006,0.002,0.012,5,,,,,,Sample,CHLU0105202601062026,,
12/16/2025,09:12:00 AM,EST,01/06/2026,02:00:00 PM,EST,Pasco,PAS-PIT,2,12/16/2025,09:10:00 AM,EST,0.25,8,25,-0.001,0.006,0.002,0.001,0.001,0.006,3,,,,,,Sample,CHLU0105202601062026,,
12/16/2025,12:42:00 PM,EST,01/06/2026,02:00:00 PM,EST,Pasco,PAS-PIT,3,12/16/2025,12:40:00 PM,EST,0.5,8,26,0,0.002,0,0,0,0,0,,,TI,,TI,Sample,CHLU0105202601062026,,
12/16/2025,09:47:00 AM,EST,01/06/2026,02:00:00 PM,EST,Pasco,PAS-PIT,4,12/16/2025,09:45:00 AM,EST,1.25,8,27,0.001,0.004,0.001,0.001,0,0.003,0,,,TI,,TI,Sample,CHLU0105202601062026,,
12/16/2025,10:00:00 AM,EST,01/06/2026,02:00:00 PM,EST,Pasco,PAS-PIT,5,12/16/2025,09:58:00 AM,EST,1,8,28,-0.001,0.002,0,0,0,0.001,0,,,TI,,TI,Sample,CHLU0105202601062026,,
12/16/2025,09:37:00 AM,EST,01/06/2026,02:00:00 PM,EST,Pasco,PAS-PIT,6,12/16/2025,09:35:00 AM,EST,0.5,8,29,0,0.001,0,0,0,0,0,,,TI,,TI,Sample,CHLU0105202601062026,,
12/16/2025,12:53:00 PM,EST,01/06/2026,02:00:00 PM,EST,Pasco,PAS-PIT,7,12/16/2025,12:51:00 PM,EST,1,8,30,0.002,0.006,0.004,0.004,0.002,0.005,0,,,TI,,TI,Sample,CHLU0105202601062026,,
12/16/2025,10:12:00 AM,EST,01/06/2026,02:00:00 PM,EST,Pasco,PAS-PIT,8,12/16/2025,10:10:00 AM,EST,0.75,8,31,0.001,0.004,0.002,0.002,0.001,0.002,0,,,TI,,TI,Sample,CHLU0105202601062026,,
12/16/2025,12:28:00 PM,EST,01/06/2026,02:00:00 PM,EST,Pasco,PAS-PIT,9,12/16/2025,12:26:00 PM,EST,0.5,8,32,0.001,0.006,0.003,0.002,0.001,0.003,1,,,U,,U,Sample,CHLU0105202601062026,,
12/16/2025,10:21:00 AM,EST,01/06/2026,02:00:00 PM,EST,Pasco,PAS-PIT,10,12/16/2025,10:19:00 AM,EST,0.5,8,33,0,0.003,0.002,0.002,0,0.001,1,,,U,,U,Sample,CHLU0105202601062026,,
08/04/2025,09:45:00 AM,EST,01/06/2026,02:00:00 PM,EST,Lake,Bear,1,08/04/2025,08:00:00 AM,EST,0.15,8,34,0.004,0.023,0.013,0.011,0.006,0.02,11,,,Q,Q,,Sample,CHLU0105202601062026,,
08/04/2025,10:00:00 AM,EST,01/06/2026,02:00:00 PM,EST,Lake,Bear,2,08/04/2025,08:10:00 AM,EST,0.15,8,35,0,0.02,0.01,0.007,0.007,0.023,12,,,Q,Q,,Sample,CHLU0105202601062026,,
