Project_ID|Sampling_Agency_Name|Matrix|Monitoring_Location_ID|Activity_ID|ADAPT_Analyte_ID|Org_Analyte_Name|Activity_Type|Sample_Collection_Type|Sample_Collection_Equipment|Activity_Depth|Activity_Depth_Unit|Total_Depth|Total_Depth_Unit|Analysis_Method|Sample_Fraction|Preparation_Date_Time|Preparation_Time_Zone|Analysis_Date_Time|Analysis_Time_Zone|Activity_Date_Time|Activity_Time_Zone|Org_Result_Value|Org_Result_Unit|Org_MDL|Org_PQL|Org_Detection_Unit|WIN_Value_Qualifier|Result_Comments|Result_Value_Type_Name|Dilution|Lab_ID|Lab_Accreditation_Authority|Lab_Sample_ID
21FLKWAT|ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.|AQUEOUS-Surface Water|Bay-Ea-stBay-5|Bay-Ea-stBay-5-2025-06-23F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-06-23 10:42:00|CST|13|ft| | | || |Actual| |21FLKWAT|None|Bay-Ea-stBay-5-2025-06-23F
21FLKWAT|ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.|AQUEOUS-Surface Water|Bay-Fannin-Bayou-1|Bay-Fannin-Bayou-1-2025-06-13F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-06-13 08:37:00|CST|7|ft| | | || |Actual| |21FLKWAT|None|Bay-Fannin-Bayou-1-2025-06-13F
21FLKWAT|ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.|AQUEOUS-Surface Water|Bay-Goose-Bayou-1|Bay-Goose-Bayou-1-2025-06-13F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-06-13 10:05:00|CST|11|ft| | | || |Actual| |21FLKWAT|None|Bay-Goose-Bayou-1-2025-06-13F
21FLKWAT|ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.|AQUEOUS-Surface Water|Bay-Johnson-Bayou-1|Bay-Johnson-Bayou-1-2025-06-30F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | |3.5|ft|FDEP FT1700| | | | | |2025-06-30 16:04:59|CST|3.5|ft| | | |S| |Actual| |21FLKWAT|None|Bay-Johnson-Bayou-1-2025-06-30F
21FLKWAT|ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.|AQUEOUS-Surface Water|Bay-La-Bayou-1|Bay-La-Bayou-1-2025-06-23F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-06-23 09:08:00|CST|10|ft| | | || |Actual| |21FLKWAT|None|Bay-La-Bayou-1-2025-06-23F
21FLKWAT|ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.|AQUEOUS-Surface Water|Bay-La-Bayou-2|Bay-La-Bayou-2-2025-06-23F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-06-23 09:22:00|CST|7|ft| | | || |Actual| |21FLKWAT|None|Bay-La-Bayou-2-2025-06-23F
21FLKWAT|ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.|AQUEOUS-Surface Water|Bay-La-Bayou-3|Bay-La-Bayou-3-2025-06-23F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-06-23 09:39:59|CST|6.5|ft| | | || |Actual| |21FLKWAT|None|Bay-La-Bayou-3-2025-06-23F
21FLKWAT|ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.|AQUEOUS-Surface Water|Bay-Lullwater-1|Bay-Lullwater-1-2025-05-29F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-05-29 10:36:00|CST|4.5|ft| | | || |Actual| |21FLKWAT|None|Bay-Lullwater-1-2025-05-29F
21FLKWAT|ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.|AQUEOUS-Surface Water|Bay-Lullwater-2|Bay-Lullwater-2-2025-05-29F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-05-29 10:28:00|CST|5|ft| | | || |Actual| |21FLKWAT|None|Bay-Lullwater-2-2025-05-29F
21FLKWAT|ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.|AQUEOUS-Surface Water|Bay-Lullwater-3|Bay-Lullwater-3-2025-05-29F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-05-29 10:14:59|CST|5|ft| | | || |Actual| |21FLKWAT|None|Bay-Lullwater-3-2025-05-29F
21FLKWAT|ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.|AQUEOUS-Surface Water|Bay-Marin-1|Bay-Marin-1-2025-05-21F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-05-21 09:10:00|CST|12.5|ft| | | || |Actual| |21FLKWAT|None|Bay-Marin-1-2025-05-21F
21FLKWAT|ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.|AQUEOUS-Surface Water|Bay-Marin-2|Bay-Marin-2-2025-05-21F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-05-21 09:29:59|CST|13|ft| | | || |Actual| |21FLKWAT|None|Bay-Marin-2-2025-05-21F
21FLKWAT|ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.|AQUEOUS-Surface Water|Bay-Marin-3|Bay-Marin-3-2025-05-21F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-05-21 09:39:59|CST|13|ft| | | || |Actual| |21FLKWAT|None|Bay-Marin-3-2025-05-21F
21FLKWAT|ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.|AQUEOUS-Surface Water|Bay-Marin-1|Bay-Marin-1-2025-06-11F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-06-11 09:02:59|CST|13|ft| | | || |Actual| |21FLKWAT|None|Bay-Marin-1-2025-06-11F
21FLKWAT|ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.|AQUEOUS-Surface Water|Bay-Marin-2|Bay-Marin-2-2025-06-11F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-06-11 09:15:00|CST|15.8|ft| | | || |Actual| |21FLKWAT|None|Bay-Marin-2-2025-06-11F
21FLKWAT|ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.|AQUEOUS-Surface Water|Bay-Marin-3|Bay-Marin-3-2025-06-11F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-06-11 09:25:00|CST|16.5|ft| | | || |Actual| |21FLKWAT|None|Bay-Marin-3-2025-06-11F
21FLKWAT|ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.|AQUEOUS-Surface Water|Bay-Marin-1|Bay-Marin-1-2025-07-16F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-07-16 08:40:00|CST|13|ft| | | || |Actual| |21FLKWAT|None|Bay-Marin-1-2025-07-16F
21FLKWAT|ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.|AQUEOUS-Surface Water|Bay-Marin-2|Bay-Marin-2-2025-07-16F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-07-16 08:54:59|CST|13.3|ft| | | || |Actual| |21FLKWAT|None|Bay-Marin-2-2025-07-16F
21FLKWAT|ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.|AQUEOUS-Surface Water|Bay-Marin-3|Bay-Marin-3-2025-07-16F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-07-16 09:10:00|CST|13.3|ft| | | || |Actual| |21FLKWAT|None|Bay-Marin-3-2025-07-16F
21FLKWAT|ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.|AQUEOUS-Surface Water|Bay-Martin-1|Bay-Martin-1-2025-05-29F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-05-29 10:30:00|CST|3|ft| | | || |Actual| |21FLKWAT|None|Bay-Martin-1-2025-05-29F
21FLKWAT|ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.|AQUEOUS-Surface Water|Bay-Martin-1|Bay-Martin-1-2025-06-30F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-06-30 16:35:00|CST|3|ft| | | || |Actual| |21FLKWAT|None|Bay-Martin-1-2025-06-30F
21FLKWAT|ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.|AQUEOUS-Surface Water|Bay-Mill-Bayou-1|Bay-Mill-Bayou-1-2025-06-13F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-06-13 08:01:00|CST|4.5|ft| | | || |Actual| |21FLKWAT|None|Bay-Mill-Bayou-1-2025-06-13F
21FLKWAT|ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.|AQUEOUS-Surface Water|Bay-No-thBay-1|Bay-No-thBay-1-2025-06-13F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-06-13 08:09:59|CST|6|ft| | | || |Actual| |21FLKWAT|None|Bay-No-thBay-1-2025-06-13F
21FLKWAT|ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.|AQUEOUS-Surface Water|Bay-No-thBay-2|Bay-No-thBay-2-2025-06-13F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-06-13 08:28:00|CST|8.5|ft| | | || |Actual| |21FLKWAT|None|Bay-No-thBay-2-2025-06-13F
21FLKWAT|ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.|AQUEOUS-Surface Water|Bay-No-thBay-3|Bay-No-thBay-3-2025-06-13F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-06-13 08:54:00|CST|11|ft| | | || |Actual| |21FLKWAT|None|Bay-No-thBay-3-2025-06-13F
21FLKWAT|ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.|AQUEOUS-Surface Water|Bay-No-thBay-4|Bay-No-thBay-4-2025-06-13F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-06-13 09:06:00|CST|14|ft| | | || |Actual| |21FLKWAT|None|Bay-No-thBay-4-2025-06-13F
21FLKWAT|ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.|AQUEOUS-Surface Water|Bay-Posten-Bayou-1|Bay-Posten-Bayou-1-2025-06-13F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | |4|ft|FDEP FT1700| | | | | |2025-06-13 09:24:00|CST|4|ft| | | |S| |Actual| |21FLKWAT|None|Bay-Posten-Bayou-1-2025-06-13F
21FLKWAT|ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.|AQUEOUS-Surface Water|Bay-Powell-1|Bay-Powell-1-2025-06-18F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-06-18 10:01:00|CST|4.5|ft| | | || |Actual| |21FLKWAT|None|Bay-Powell-1-2025-06-18F
21FLKWAT|ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.|AQUEOUS-Surface Water|Bay-Powell-2|Bay-Powell-2-2025-06-18F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-06-18 10:19:00|CST|5.5|ft| | | || |Actual| |21FLKWAT|None|Bay-Powell-2-2025-06-18F
21FLKWAT|ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.|AQUEOUS-Surface Water|Bay-Powell-3|Bay-Powell-3-2025-06-18F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-06-18 10:37:00|CST|5|ft| | | || |Actual| |21FLKWAT|None|Bay-Powell-3-2025-06-18F
21FLKWAT|ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.|AQUEOUS-Surface Water|Bay-Powell-4|Bay-Powell-4-2025-06-18F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-06-18 10:26:59|CST|7|ft| | | || |Actual| |21FLKWAT|None|Bay-Powell-4-2025-06-18F
21FLKWAT|ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.|AQUEOUS-Surface Water|Bay-Powell-5|Bay-Powell-5-2025-06-18F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-06-18 09:02:59|CST|6|ft| | | || |Actual| |21FLKWAT|None|Bay-Powell-5-2025-06-18F
21FLKWAT|ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.|AQUEOUS-Surface Water|Bay-Powell-6|Bay-Powell-6-2025-06-18F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-06-18 10:10:00|CST|5|ft| | | || |Actual| |21FLKWAT|None|Bay-Powell-6-2025-06-18F
21FLKWAT|ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.|AQUEOUS-Surface Water|Bay-Po-kEast-1|Bay-Po-kEast-1-2025-06-18F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-06-18 09:23:00|CST|3.5|ft| | | || |Actual| |21FLKWAT|None|Bay-Po-kEast-1-2025-06-18F
21FLKWAT|ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.|AQUEOUS-Surface Water|Bay-Po-kEast-2|Bay-Po-kEast-2-2025-06-18F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-06-18 09:39:59|CST|3|ft| | | || |Actual| |21FLKWAT|None|Bay-Po-kEast-2-2025-06-18F
21FLKWAT|ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.|AQUEOUS-Surface Water|Bay-Pretty-Bayou-1|Bay-Pretty-Bayou-1-2025-06-13F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-06-13 09:34:00|CST|8.5|ft| | | || |Actual| |21FLKWAT|None|Bay-Pretty-Bayou-1-2025-06-13F
21FLKWAT|ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.|AQUEOUS-Surface Water|Bay-Robinson-Bayou-1|Bay-Robinson-Bayou-1-2025-06-13F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | |3|ft|FDEP FT1700| | | | | |2025-06-13 09:47:00|CST|3|ft| | | |S| |Actual| |21FLKWAT|None|Bay-Robinson-Bayou-1-2025-06-13F
21FLKWAT|ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.|AQUEOUS-Surface Water|Bay-Upper-Goose-Bayou-1|Bay-Upper-Goose-Bayou-1-2025-06-13F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-06-13 10:14:59|CST|11|ft| | | || |Actual| |21FLKWAT|None|Bay-Upper-Goose-Bayou-1-2025-06-13F
21FLKWAT|ST. ANDREW BAY RESOURCE MANAGEMENT ASSOCIATION INC.|AQUEOUS-Surface Water|Bay-We-stBay-5|Bay-We-stBay-5-2025-02-27F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-02-27 12:09:00|CST|12|ft| | | || |Actual| |21FLKWAT|None|Bay-We-stBay-5-2025-02-27F
