Project_ID|Sampling_Agency_Name|Matrix|Monitoring_Location_ID|Activity_ID|ADAPT Analyte ID|Org Analyte Name|Activity Type|Sample Collection Type|Sample Collection Equipment|Activity Depth|Activity Depth Unit|Total Depth|Total Depth Unit|Analysis Method|Sample Fraction|Preparation_Date_Time|Preparation Time Zone|Analysis_Date_Time|Analysis Time Zone|Activity_Date_Time|Activity Time Zone|Org Result Value|Org Result Unit|Org MDL|Org PQL|Org Detection Unit|Value Qualifier|Result Comments|Result Value Type Name|Dilution|Lab_ID|Lab_Accreditation_Authority|Lab_Sample_ID
21FLUFSW|University of Florida (Soil and Water Sciences Department)|AQUEOUS-Surface Water|CIT-HOM-1|CIT-HOM-1-1/11/24S|FL-BIO-004|Chlorophyll a- uncorrected|Sample|Direct Grab|Water Bottle|0.3|m|||LAKEWATCH-CHL|Total|1/11/24 10:01:00 AM|EST|1/30/24 09:00:00 AM|EST|1/11/24 09:59:00 AM|EST|1|ug/L|1|1|ug/L|U||Actual|1|21FLKWAT|None|CIT-HOM-1-1/11/24S
21FLUFSW|University of Florida (Soil and Water Sciences Department)|AQUEOUS-Surface Water|CIT-HOM-2|CIT-HOM-2-1/11/24S|FL-BIO-004|Chlorophyll a- uncorrected|Sample|Direct Grab|Water Bottle|0.3|m|||LAKEWATCH-CHL|Total|1/11/24 10:16:00 AM|EST|1/30/24 09:00:00 AM|EST|1/11/24 10:14:00 AM|EST|3|ug/L|1|1|ug/L|||Actual|1|21FLKWAT|None|CIT-HOM-2-1/11/24S
21FLUFSW|University of Florida (Soil and Water Sciences Department)|AQUEOUS-Surface Water|CIT-HOM-3|CIT-HOM-3-1/11/24S|FL-BIO-004|Chlorophyll a- uncorrected|Sample|Direct Grab|Water Bottle|0.3|m|||LAKEWATCH-CHL|Total|1/11/24 09:45:00 AM|EST|1/30/24 09:00:00 AM|EST|1/11/24 09:43:00 AM|EST|1|ug/L|1|1|ug/L|U||Actual|1|21FLKWAT|None|CIT-HOM-3-1/11/24S
21FLUFSW|University of Florida (Soil and Water Sciences Department)|AQUEOUS-Surface Water|CIT-HOM-4|CIT-HOM-4-1/11/24S|FL-BIO-004|Chlorophyll a- uncorrected|Sample|Direct Grab|Water Bottle|0.3|m|||LAKEWATCH-CHL|Total|1/11/24 09:27:00 AM|EST|1/30/24 09:00:00 AM|EST|1/11/24 09:25:00 AM|EST|2|ug/L|1|1|ug/L|||Actual|1|21FLKWAT|None|CIT-HOM-4-1/11/24S
21FLUFSW|University of Florida (Soil and Water Sciences Department)|AQUEOUS-Surface Water|CIT-HOM-5|CIT-HOM-5-1/11/24S|FL-BIO-004|Chlorophyll a- uncorrected|Sample|Direct Grab|Water Bottle|0.3|m|||LAKEWATCH-CHL|Total|1/11/24 08:17:00 AM|EST|1/30/24 09:00:00 AM|EST|1/11/24 08:15:00 AM|EST|2|ug/L|1|1|ug/L|||Actual|1|21FLKWAT|None|CIT-HOM-5-1/11/24S
21FLUFSW|University of Florida (Soil and Water Sciences Department)|AQUEOUS-Surface Water|CIT-HOM-6|CIT-HOM-6-1/11/24S|FL-BIO-004|Chlorophyll a- uncorrected|Sample|Direct Grab|Water Bottle|0.3|m|||LAKEWATCH-CHL|Total|1/11/24 10:31:00 AM|EST|1/30/24 09:00:00 AM|EST|1/11/24 10:29:00 AM|EST|0|ug/L|1|1|ug/L|TI||Actual|1|21FLKWAT|None|CIT-HOM-6-1/11/24S
21FLUFSW|University of Florida (Soil and Water Sciences Department)|AQUEOUS-Surface Water|CIT-HOM-7|CIT-HOM-7-1/11/24S|FL-BIO-004|Chlorophyll a- uncorrected|Sample|Direct Grab|Water Bottle|0.3|m|||LAKEWATCH-CHL|Total|1/11/24 10:47:00 AM|EST|1/30/24 09:00:00 AM|EST|1/11/24 10:45:00 AM|EST|1|ug/L|1|1|ug/L|U||Actual|1|21FLKWAT|None|CIT-HOM-7-1/11/24S
21FLUFSW|University of Florida (Soil and Water Sciences Department)|AQUEOUS-Surface Water|CIT-HOM-8|CIT-HOM-8-1/11/24S|FL-BIO-004|Chlorophyll a- uncorrected|Sample|Direct Grab|Water Bottle|0.3|m|||LAKEWATCH-CHL|Total|1/11/24 02:02:00 PM|EST|1/30/24 09:00:00 AM|EST|1/11/24 02:00:00 PM|EST|1|ug/L|1|1|ug/L|U||Actual|1|21FLKWAT|None|CIT-HOM-8-1/11/24S
21FLUFSW|University of Florida (Soil and Water Sciences Department)|AQUEOUS-Surface Water|CIT-HOM-9|CIT-HOM-9-1/11/24S|FL-BIO-004|Chlorophyll a- uncorrected|Sample|Direct Grab|Water Bottle|0.3|m|||LAKEWATCH-CHL|Total|1/11/24 11:01:00 AM|EST|1/30/24 09:00:00 AM|EST|1/11/24 10:59:00 AM|EST|3|ug/L|1|1|ug/L|||Actual|1|21FLKWAT|None|CIT-HOM-9-1/11/24S
21FLUFSW|University of Florida (Soil and Water Sciences Department)|AQUEOUS-Surface Water|CIT-HOM-10|CIT-HOM-10-1/11/24S|FL-BIO-004|Chlorophyll a- uncorrected|Sample|Direct Grab|Water Bottle|0.3|m|||LAKEWATCH-CHL|Total|1/11/24 01:44:00 PM|EST|1/30/24 09:00:00 AM|EST|1/11/24 01:42:00 PM|EST|1|ug/L|1|1|ug/L|U||Actual|1|21FLKWAT|None|CIT-HOM-10-1/11/24S
21FLUFSW|University of Florida (Soil and Water Sciences Department)|AQUEOUS-Surface Water|CIT-WIT-1|CIT-WIT-1-1/23/24S|FL-BIO-004|Chlorophyll a- uncorrected|Sample|Direct Grab|Water Bottle|0.3|m|||LAKEWATCH-CHL|Total|1/23/24 11:14:00 AM|EST|1/30/24 09:00:00 AM|EST|1/23/24 11:12:00 AM|EST|2|ug/L|1|1|ug/L|||Actual|1|21FLKWAT|None|CIT-WIT-1-1/23/24S
21FLUFSW|University of Florida (Soil and Water Sciences Department)|AQUEOUS-Surface Water|CIT-WIT-2|CIT-WIT-2-1/23/24S|FL-BIO-004|Chlorophyll a- uncorrected|Sample|Direct Grab|Water Bottle|0.3|m|||LAKEWATCH-CHL|Total|1/23/24 09:18:00 AM|EST|1/30/24 09:00:00 AM|EST|1/23/24 09:16:00 AM|EST|3|ug/L|1|1|ug/L|||Actual|1|21FLKWAT|None|CIT-WIT-2-1/23/24S
21FLUFSW|University of Florida (Soil and Water Sciences Department)|AQUEOUS-Surface Water|CIT-WIT-3|CIT-WIT-3-1/23/24S|FL-BIO-004|Chlorophyll a- uncorrected|Sample|Direct Grab|Water Bottle|0.3|m|||LAKEWATCH-CHL|Total|1/23/24 08:21:00 AM|EST|1/30/24 09:00:00 AM|EST|1/23/24 08:19:00 AM|EST|3|ug/L|1|1|ug/L|||Actual|1|21FLKWAT|None|CIT-WIT-3-1/23/24S
21FLUFSW|University of Florida (Soil and Water Sciences Department)|AQUEOUS-Surface Water|CIT-WIT-4|CIT-WIT-4-1/23/24S|FL-BIO-004|Chlorophyll a- uncorrected|Sample|Direct Grab|Water Bottle|0.3|m|||LAKEWATCH-CHL|Total|1/23/24 10:58:00 AM|EST|1/30/24 09:00:00 AM|EST|1/23/24 10:56:00 AM|EST|2|ug/L|1|1|ug/L|||Actual|1|21FLKWAT|None|CIT-WIT-4-1/23/24S
21FLUFSW|University of Florida (Soil and Water Sciences Department)|AQUEOUS-Surface Water|CIT-WIT-5|CIT-WIT-5-1/23/24S|FL-BIO-004|Chlorophyll a- uncorrected|Sample|Direct Grab|Water Bottle|0.3|m|||LAKEWATCH-CHL|Total|1/23/24 11:40:00 AM|EST|1/30/24 09:00:00 AM|EST|1/23/24 11:38:00 AM|EST|2|ug/L|1|1|ug/L|||Actual|1|21FLKWAT|None|CIT-WIT-5-1/23/24S
21FLUFSW|University of Florida (Soil and Water Sciences Department)|AQUEOUS-Surface Water|CIT-WIT-6|CIT-WIT-6-1/23/24S|FL-BIO-004|Chlorophyll a- uncorrected|Sample|Direct Grab|Water Bottle|0.3|m|||LAKEWATCH-CHL|Total|1/23/24 12:09:00 PM|EST|1/30/24 09:00:00 AM|EST|1/23/24 12:07:00 PM|EST|3|ug/L|1|1|ug/L|||Actual|1|21FLKWAT|None|CIT-WIT-6-1/23/24S
21FLUFSW|University of Florida (Soil and Water Sciences Department)|AQUEOUS-Surface Water|CIT-WIT-7|CIT-WIT-7-1/23/24S|FL-BIO-004|Chlorophyll a- uncorrected|Sample|Direct Grab|Water Bottle|0.3|m|||LAKEWATCH-CHL|Total|1/23/24 10:43:00 AM|EST|1/30/24 09:00:00 AM|EST|1/23/24 10:41:00 AM|EST|3|ug/L|1|1|ug/L|||Actual|1|21FLKWAT|None|CIT-WIT-7-1/23/24S
21FLUFSW|University of Florida (Soil and Water Sciences Department)|AQUEOUS-Surface Water|CIT-WIT-8|CIT-WIT-8-1/23/24S|FL-BIO-004|Chlorophyll a- uncorrected|Sample|Direct Grab|Water Bottle|0.3|m|||LAKEWATCH-CHL|Total|1/23/24 09:55:00 AM|EST|1/30/24 09:00:00 AM|EST|1/23/24 09:53:00 AM|EST|6|ug/L|1|1|ug/L|||Actual|1|21FLKWAT|None|CIT-WIT-8-1/23/24S
21FLUFSW|University of Florida (Soil and Water Sciences Department)|AQUEOUS-Surface Water|CIT-WIT-9|CIT-WIT-9-1/23/24S|FL-BIO-004|Chlorophyll a- uncorrected|Sample|Direct Grab|Water Bottle|0.3|m|||LAKEWATCH-CHL|Total|1/23/24 10:11:00 AM|EST|1/30/24 09:00:00 AM|EST|1/23/24 10:09:00 AM|EST|6|ug/L|1|1|ug/L|||Actual|1|21FLKWAT|None|CIT-WIT-9-1/23/24S
21FLUFSW|University of Florida (Soil and Water Sciences Department)|AQUEOUS-Surface Water|CIT-WIT-10|CIT-WIT-10-1/23/24S|FL-BIO-004|Chlorophyll a- uncorrected|Sample|Direct Grab|Water Bottle|0.3|m|||LAKEWATCH-CHL|Total|1/23/24 10:28:00 AM|EST|1/30/24 09:00:00 AM|EST|1/23/24 10:26:00 AM|EST|3|ug/L|1|1|ug/L|||Actual|1|21FLKWAT|None|CIT-WIT-10-1/23/24S
21FLUFSW|University of Florida (Soil and Water Sciences Department)|AQUEOUS-Surface Water|HER-CHA-1|HER-CHA-1-1/11/24S|FL-BIO-004|Chlorophyll a- uncorrected|Sample|Direct Grab|Water Bottle|0.3|m|||LAKEWATCH-CHL|Total|1/11/24 12:43:00 PM|EST|1/30/24 09:00:00 AM|EST|1/11/24 12:41:00 PM|EST|6|ug/L|1|1|ug/L|||Actual|1|21FLKWAT|None|HER-CHA-1-1/11/24S
21FLUFSW|University of Florida (Soil and Water Sciences Department)|AQUEOUS-Surface Water|HER-CHA-2|HER-CHA-2-1/11/24S|FL-BIO-004|Chlorophyll a- uncorrected|Sample|Direct Grab|Water Bottle|0.3|m|||LAKEWATCH-CHL|Total|1/11/24 12:27:00 PM|EST|1/30/24 09:00:00 AM|EST|1/11/24 12:25:00 PM|EST|3|ug/L|1|1|ug/L|||Actual|1|21FLKWAT|None|HER-CHA-2-1/11/24S
21FLUFSW|University of Florida (Soil and Water Sciences Department)|AQUEOUS-Surface Water|HER-CHA-3|HER-CHA-3-1/11/24S|FL-BIO-004|Chlorophyll a- uncorrected|Sample|Direct Grab|Water Bottle|0.3|m|||LAKEWATCH-CHL|Total|1/11/24 12:17:00 PM|EST|1/30/24 09:00:00 AM|EST|1/11/24 12:15:00 PM|EST|1|ug/L|1|1|ug/L|U||Actual|1|21FLKWAT|None|HER-CHA-3-1/11/24S
21FLUFSW|University of Florida (Soil and Water Sciences Department)|AQUEOUS-Surface Water|HER-CHA-4|HER-CHA-4-1/11/24S|FL-BIO-004|Chlorophyll a- uncorrected|Sample|Direct Grab|Water Bottle|0.3|m|||LAKEWATCH-CHL|Total|1/11/24 12:04:00 PM|EST|1/30/24 09:00:00 AM|EST|1/11/24 12:02:00 PM|EST|1|ug/L|1|1|ug/L|U||Actual|1|21FLKWAT|None|HER-CHA-4-1/11/24S
21FLUFSW|University of Florida (Soil and Water Sciences Department)|AQUEOUS-Surface Water|HER-CHA-5|HER-CHA-5-1/11/24S|FL-BIO-004|Chlorophyll a- uncorrected|Sample|Direct Grab|Water Bottle|0.3|m|||LAKEWATCH-CHL|Total|1/11/24 11:53:00 AM|EST|1/30/24 09:00:00 AM|EST|1/11/24 11:51:00 AM|EST|1|ug/L|1|1|ug/L|U||Actual|1|21FLKWAT|None|HER-CHA-5-1/11/24S
21FLUFSW|University of Florida (Soil and Water Sciences Department)|AQUEOUS-Surface Water|HER-CHA-6|HER-CHA-6-1/11/24S|FL-BIO-004|Chlorophyll a- uncorrected|Sample|Direct Grab|Water Bottle|0.3|m|||LAKEWATCH-CHL|Total|1/11/24 01:09:00 PM|EST|1/30/24 09:00:00 AM|EST|1/11/24 01:07:00 PM|EST|1|ug/L|1|1|ug/L|U||Actual|1|21FLKWAT|None|HER-CHA-6-1/11/24S
21FLUFSW|University of Florida (Soil and Water Sciences Department)|AQUEOUS-Surface Water|HER-CHA-7|HER-CHA-7-1/11/24S|FL-BIO-004|Chlorophyll a- uncorrected|Sample|Direct Grab|Water Bottle|0.3|m|||LAKEWATCH-CHL|Total|1/11/24 01:18:00 PM|EST|1/30/24 09:00:00 AM|EST|1/11/24 01:16:00 PM|EST|1|ug/L|1|1|ug/L|U||Actual|1|21FLKWAT|None|HER-CHA-7-1/11/24S
21FLUFSW|University of Florida (Soil and Water Sciences Department)|AQUEOUS-Surface Water|HER-CHA-8|HER-CHA-8-1/11/24S|FL-BIO-004|Chlorophyll a- uncorrected|Sample|Direct Grab|Water Bottle|0.3|m|||LAKEWATCH-CHL|Total|1/11/24 11:43:00 AM|EST|1/30/24 09:00:00 AM|EST|1/11/24 11:41:00 AM|EST|1|ug/L|1|1|ug/L|U||Actual|1|21FLKWAT|None|HER-CHA-8-1/11/24S
21FLUFSW|University of Florida (Soil and Water Sciences Department)|AQUEOUS-Surface Water|HER-CHA-9|HER-CHA-9-1/11/24S|FL-BIO-004|Chlorophyll a- uncorrected|Sample|Direct Grab|Water Bottle|0.3|m|||LAKEWATCH-CHL|Total|1/11/24 11:31:00 AM|EST|1/30/24 09:00:00 AM|EST|1/11/24 11:29:00 AM|EST|0|ug/L|1|1|ug/L|TI||Actual|1|21FLKWAT|None|HER-CHA-9-1/11/24S
21FLUFSW|University of Florida (Soil and Water Sciences Department)|AQUEOUS-Surface Water|HER-CHA-10|HER-CHA-10-1/11/24S|FL-BIO-004|Chlorophyll a- uncorrected|Sample|Direct Grab|Water Bottle|0.3|m|||LAKEWATCH-CHL|Total|1/11/24 11:16:00 AM|EST|1/30/24 09:00:00 AM|EST|1/11/24 11:14:00 AM|EST|1|ug/L|1|1|ug/L|U||Actual|1|21FLKWAT|None|HER-CHA-10-1/11/24S
21FLUFSW|University of Florida (Soil and Water Sciences Department)|AQUEOUS-Surface Water|HER-WEE-1|HER-WEE-1-1/10/24S|FL-BIO-004|Chlorophyll a- uncorrected|Sample|Direct Grab|Water Bottle|0.3|m|||LAKEWATCH-CHL|Total|1/10/24 08:31:00 AM|EST|1/30/24 09:00:00 AM|EST|1/10/24 08:29:00 AM|EST|0|ug/L|1|1|ug/L|TI||Actual|1|21FLKWAT|None|HER-WEE-1-1/10/24S
21FLUFSW|University of Florida (Soil and Water Sciences Department)|AQUEOUS-Surface Water|HER-WEE-2|HER-WEE-2-1/10/24S|FL-BIO-004|Chlorophyll a- uncorrected|Sample|Direct Grab|Water Bottle|0.3|m|||LAKEWATCH-CHL|Total|1/10/24 10:06:00 AM|EST|1/30/24 09:00:00 AM|EST|1/10/24 10:04:00 AM|EST|3|ug/L|1|1|ug/L|||Actual|1|21FLKWAT|None|HER-WEE-2-1/10/24S
21FLUFSW|University of Florida (Soil and Water Sciences Department)|AQUEOUS-Surface Water|HER-WEE-3|HER-WEE-3-1/10/24S|FL-BIO-004|Chlorophyll a- uncorrected|Sample|Direct Grab|Water Bottle|0.3|m|||LAKEWATCH-CHL|Total|1/10/24 09:29:00 AM|EST|1/30/24 09:00:00 AM|EST|1/10/24 09:27:00 AM|EST|3|ug/L|1|1|ug/L|||Actual|1|21FLKWAT|None|HER-WEE-3-1/10/24S
21FLUFSW|University of Florida (Soil and Water Sciences Department)|AQUEOUS-Surface Water|HER-WEE-4|HER-WEE-4-1/10/24S|FL-BIO-004|Chlorophyll a- uncorrected|Sample|Direct Grab|Water Bottle|0.3|m|||LAKEWATCH-CHL|Total|1/10/24 10:39:00 AM|EST|1/30/24 09:00:00 AM|EST|1/10/24 10:37:00 AM|EST|1|ug/L|1|1|ug/L|U||Actual|1|21FLKWAT|None|HER-WEE-4-1/10/24S
21FLUFSW|University of Florida (Soil and Water Sciences Department)|AQUEOUS-Surface Water|HER-WEE-5|HER-WEE-5-1/10/24S|FL-BIO-004|Chlorophyll a- uncorrected|Sample|Direct Grab|Water Bottle|0.3|m|||LAKEWATCH-CHL|Total|1/10/24 11:19:00 AM|EST|1/30/24 09:00:00 AM|EST|1/10/24 11:17:00 AM|EST|1|ug/L|1|1|ug/L|U||Actual|1|21FLKWAT|None|HER-WEE-5-1/10/24S
21FLUFSW|University of Florida (Soil and Water Sciences Department)|AQUEOUS-Surface Water|HER-WEE-6|HER-WEE-6-1/10/24S|FL-BIO-004|Chlorophyll a- uncorrected|Sample|Direct Grab|Water Bottle|0.3|m|||LAKEWATCH-CHL|Total|1/10/24 10:53:00 AM|EST|1/30/24 09:00:00 AM|EST|1/10/24 10:51:00 AM|EST|2|ug/L|1|1|ug/L|||Actual|1|21FLKWAT|None|HER-WEE-6-1/10/24S
21FLUFSW|University of Florida (Soil and Water Sciences Department)|AQUEOUS-Surface Water|HER-WEE-7|HER-WEE-7-1/10/24S|FL-BIO-004|Chlorophyll a- uncorrected|Sample|Direct Grab|Water Bottle|0.3|m|||LAKEWATCH-CHL|Total|1/10/24 12:25:00 PM|EST|1/30/24 09:00:00 AM|EST|1/10/24 12:23:00 PM|EST|1|ug/L|1|1|ug/L|U||Actual|1|21FLKWAT|None|HER-WEE-7-1/10/24S
21FLUFSW|University of Florida (Soil and Water Sciences Department)|AQUEOUS-Surface Water|HER-WEE-8|HER-WEE-8-1/10/24S|FL-BIO-004|Chlorophyll a- uncorrected|Sample|Direct Grab|Water Bottle|0.3|m|||LAKEWATCH-CHL|Total|1/10/24 12:13:00 PM|EST|1/30/24 09:00:00 AM|EST|1/10/24 12:11:00 PM|EST|2|ug/L|1|1|ug/L|||Actual|1|21FLKWAT|None|HER-WEE-8-1/10/24S
21FLUFSW|University of Florida (Soil and Water Sciences Department)|AQUEOUS-Surface Water|HER-WEE-9|HER-WEE-9-1/10/24S|FL-BIO-004|Chlorophyll a- uncorrected|Sample|Direct Grab|Water Bottle|0.3|m|||LAKEWATCH-CHL|Total|1/10/24 11:58:00 AM|EST|1/30/24 09:00:00 AM|EST|1/10/24 11:56:00 AM|EST|2|ug/L|1|1|ug/L|||Actual|1|21FLKWAT|None|HER-WEE-9-1/10/24S
21FLUFSW|University of Florida (Soil and Water Sciences Department)|AQUEOUS-Surface Water|HER-WEE-10|HER-WEE-10-1/10/24S|FL-BIO-004|Chlorophyll a- uncorrected|Sample|Direct Grab|Water Bottle|0.3|m|||LAKEWATCH-CHL|Total|1/10/24 11:43:00 AM|EST|1/30/24 09:00:00 AM|EST|1/10/24 11:41:00 AM|EST|2|ug/L|1|1|ug/L|||Actual|1|21FLKWAT|None|HER-WEE-10-1/10/24S
21FLUFSW|University of Florida (Soil and Water Sciences Department)|AQUEOUS-Surface Water|PAS-ANC-1|PAS-ANC-1-1/18/24S|FL-BIO-004|Chlorophyll a- uncorrected|Sample|Direct Grab|Water Bottle|0.3|m|||LAKEWATCH-CHL|Total|1/18/24 12:01:00 PM|EST|1/30/24 09:00:00 AM|EST|1/18/24 11:59:00 AM|EST|2|ug/L|1|1|ug/L|||Actual|1|21FLKWAT|None|PAS-ANC-1-1/18/24S
21FLUFSW|University of Florida (Soil and Water Sciences Department)|AQUEOUS-Surface Water|PAS-ANC-2|PAS-ANC-2-1/18/24S|FL-BIO-004|Chlorophyll a- uncorrected|Sample|Direct Grab|Water Bottle|0.3|m|||LAKEWATCH-CHL|Total|1/18/24 12:26:00 PM|EST|1/30/24 09:00:00 AM|EST|1/18/24 12:24:00 PM|EST|1|ug/L|1|1|ug/L|U||Actual|1|21FLKWAT|None|PAS-ANC-2-1/18/24S
21FLUFSW|University of Florida (Soil and Water Sciences Department)|AQUEOUS-Surface Water|PAS-ANC-3|PAS-ANC-3-1/18/24S|FL-BIO-004|Chlorophyll a- uncorrected|Sample|Direct Grab|Water Bottle|0.3|m|||LAKEWATCH-CHL|Total|1/18/24 10:55:00 AM|EST|1/30/24 09:00:00 AM|EST|1/18/24 10:53:00 AM|EST|1|ug/L|1|1|ug/L|U||Actual|1|21FLKWAT|None|PAS-ANC-3-1/18/24S
21FLUFSW|University of Florida (Soil and Water Sciences Department)|AQUEOUS-Surface Water|PAS-ANC-4|PAS-ANC-4-1/18/24S|FL-BIO-004|Chlorophyll a- uncorrected|Sample|Direct Grab|Water Bottle|0.3|m|||LAKEWATCH-CHL|Total|1/18/24 12:13:00 PM|EST|1/30/24 09:00:00 AM|EST|1/18/24 12:11:00 PM|EST|2|ug/L|1|1|ug/L|||Actual|1|21FLKWAT|None|PAS-ANC-4-1/18/24S
21FLUFSW|University of Florida (Soil and Water Sciences Department)|AQUEOUS-Surface Water|PAS-ANC-5|PAS-ANC-5-1/18/24S|FL-BIO-004|Chlorophyll a- uncorrected|Sample|Direct Grab|Water Bottle|0.3|m|||LAKEWATCH-CHL|Total|1/18/24 11:27:00 AM|EST|1/30/24 09:00:00 AM|EST|1/18/24 11:25:00 AM|EST|1|ug/L|1|1|ug/L|U||Actual|1|21FLKWAT|None|PAS-ANC-5-1/18/24S
21FLUFSW|University of Florida (Soil and Water Sciences Department)|AQUEOUS-Surface Water|PAS-ANC-6|PAS-ANC-6-1/18/24S|FL-BIO-004|Chlorophyll a- uncorrected|Sample|Direct Grab|Water Bottle|0.3|m|||LAKEWATCH-CHL|Total|1/18/24 11:37:00 AM|EST|1/30/24 09:00:00 AM|EST|1/18/24 11:35:00 AM|EST|1|ug/L|1|1|ug/L|U||Actual|1|21FLKWAT|None|PAS-ANC-6-1/18/24S
