Project_ID|Sampling_Agency_Name|Matrix|Monitoring_Location_ID|Activity_ID|ADAPT_Analyte_ID|Org_Analyte_Name|Activity_Type|Sample_Collection_Type|Sample_Collection_Equipment|Activity_Depth|Activity_Depth_Unit|Total_Depth|Total_Depth_Unit|Analysis_Method|Sample_Fraction|Preparation_Date_Time|Preparation_Time_Zone|Analysis_Date_Time|Analysis_Time_Zone|Activity_Date_Time|Activity_Time_Zone|Org_Result_Value|Org_Result_Unit|Org_MDL|Org_PQL|Org_Detection_Unit|WIN_Value_Qualifier|Result_Comments|Result_Value_Type_Name|Dilution|Lab_ID|Lab_Accreditation_Authority|Lab_Sample_ID
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Mia-Oakland-1|Mia-Oakland-1-2025-09-03F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-09-03 11:20:00|EST|13|ft| | | || |Actual| |21FLKWAT|None|Mia-Oakland-1-2025-09-03F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Mia-Oakland-2|Mia-Oakland-2-2025-09-03F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-09-03 11:28:00|EST|12|ft| | | || |Actual| |21FLKWAT|None|Mia-Oakland-2-2025-09-03F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Mia-Oakland-3|Mia-Oakland-3-2025-09-03F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-09-03 11:35:59|EST|11.5|ft| | | || |Actual| |21FLKWAT|None|Mia-Oakland-3-2025-09-03F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Pal-GreenCay-1|Pal-GreenCay-1-2025-06-27F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-06-27 09:50:00|EST|2.3|ft| | | || |Actual| |21FLKWAT|None|Pal-GreenCay-1-2025-06-27F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Pal-GreenCay-2|Pal-GreenCay-2-2025-06-27F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-06-27 09:58:00|EST|2.8|ft| | | || |Actual| |21FLKWAT|None|Pal-GreenCay-2-2025-06-27F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Pal-GreenCay-3|Pal-GreenCay-3-2025-06-27F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-06-27 10:04:00|EST|2.8|ft| | | || |Actual| |21FLKWAT|None|Pal-GreenCay-3-2025-06-27F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Pal-GreenCay-1|Pal-GreenCay-1-2025-07-23F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-07-23 09:45:00|EST|1.8|ft| | | || |Actual| |21FLKWAT|None|Pal-GreenCay-1-2025-07-23F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Pal-GreenCay-2|Pal-GreenCay-2-2025-07-23F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-07-23 09:51:00|EST|2|ft| | | || |Actual| |21FLKWAT|None|Pal-GreenCay-2-2025-07-23F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Pal-GreenCay-3|Pal-GreenCay-3-2025-07-23F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-07-23 09:58:00|EST|2|ft| | | || |Actual| |21FLKWAT|None|Pal-GreenCay-3-2025-07-23F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Pal-GreenCay-1|Pal-GreenCay-1-2025-08-21F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-08-21 09:39:59|EST|2.3|ft| | | || |Actual| |21FLKWAT|None|Pal-GreenCay-1-2025-08-21F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Pal-GreenCay-2|Pal-GreenCay-2-2025-08-21F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-08-21 09:50:00|EST|2.5|ft| | | || |Actual| |21FLKWAT|None|Pal-GreenCay-2-2025-08-21F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Pal-GreenCay-3|Pal-GreenCay-3-2025-08-21F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-08-21 09:58:00|EST|2.3|ft| | | || |Actual| |21FLKWAT|None|Pal-GreenCay-3-2025-08-21F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Pal-Lo-River-10|Pal-Lo-River-10-2025-08-12F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | |5.5|m|FDEP FT1700| | | | | |2025-08-12 09:52:00|EST|5.5|m| | | |S| |Actual| |21FLKWAT|None|Pal-Lo-River-10-2025-08-12F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Pal-Lo-River-62|Pal-Lo-River-62-2025-08-12F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||m|FDEP FT1700| | | | | |2025-08-12 10:57:00|EST|1.6|m| | | || |Actual| |21FLKWAT|None|Pal-Lo-River-62-2025-08-12F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Pal-Lo-River-69|Pal-Lo-River-69-2025-08-12F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | |0.3|m|FDEP FT1700| | | | | |2025-08-12 10:14:00|EST|0.3|m| | | |S| |Actual| |21FLKWAT|None|Pal-Lo-River-69-2025-08-12F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Pal-Lo-River-72|Pal-Lo-River-72-2025-08-12F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||m|FDEP FT1700| | | | | |2025-08-12 10:16:00|EST|1.4|m| | | || |Actual| |21FLKWAT|None|Pal-Lo-River-72-2025-08-12F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Pal-Westwood-1|Pal-Westwood-1-2025-06-30F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-06-30 10:00:00|EST|4|ft| | | || |Actual| |21FLKWAT|None|Pal-Westwood-1-2025-06-30F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Pal-Westwood-2|Pal-Westwood-2-2025-06-30F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-06-30 10:30:00|EST|4|ft| | | || |Actual| |21FLKWAT|None|Pal-Westwood-2-2025-06-30F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Pal-Westwood-3|Pal-Westwood-3-2025-06-30F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-06-30 10:59:59|EST|4|ft| | | || |Actual| |21FLKWAT|None|Pal-Westwood-3-2025-06-30F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Pal-Westwood-1|Pal-Westwood-1-2025-07-30F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-07-30 09:00:00|EST|5.5|ft| | | || |Actual| |21FLKWAT|None|Pal-Westwood-1-2025-07-30F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Pal-Westwood-2|Pal-Westwood-2-2025-07-30F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-07-30 09:29:59|EST|5.5|ft| | | || |Actual| |21FLKWAT|None|Pal-Westwood-2-2025-07-30F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Pal-Westwood-3|Pal-Westwood-3-2025-07-30F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-07-30 10:00:00|EST|5.5|ft| | | || |Actual| |21FLKWAT|None|Pal-Westwood-3-2025-07-30F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Pal-Westwood-1|Pal-Westwood-1-2025-08-31F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-08-31 10:30:00|EST|5|ft| | | || |Actual| |21FLKWAT|None|Pal-Westwood-1-2025-08-31F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Pal-Westwood-2|Pal-Westwood-2-2025-08-31F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-08-31 10:59:59|EST|5|ft| | | || |Actual| |21FLKWAT|None|Pal-Westwood-2-2025-08-31F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Pal-Westwood-3|Pal-Westwood-3-2025-08-31F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-08-31 11:30:00|EST|5|ft| | | || |Actual| |21FLKWAT|None|Pal-Westwood-3-2025-08-31F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|St-Phillip-1|St-Phillip-1-2025-08-12F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-08-12 08:13:00|EST|3.3|ft| | | || |Actual| |21FLKWAT|None|St-Phillip-1-2025-08-12F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|St-Phillip-2|St-Phillip-2-2025-08-12F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | |3.5|ft|FDEP FT1700| | | | | |2025-08-12 08:17:00|EST|3.5|ft| | | |S| |Actual| |21FLKWAT|None|St-Phillip-2-2025-08-12F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|St-Phillip-3|St-Phillip-3-2025-08-12F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | |3.5|ft|FDEP FT1700| | | | | |2025-08-12 08:20:00|EST|3.5|ft| | | |S| |Actual| |21FLKWAT|None|St-Phillip-3-2025-08-12F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|St-Phillip-1|St-Phillip-1-2025-09-06F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | |3.8|ft|FDEP FT1700| | | | | |2025-09-06 08:12:00|EST|3.8|ft| | | |S| |Actual| |21FLKWAT|None|St-Phillip-1-2025-09-06F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|St-Phillip-2|St-Phillip-2-2025-09-06F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | |3.3|ft|FDEP FT1700| | | | | |2025-09-06 08:15:00|EST|3.3|ft| | | |S| |Actual| |21FLKWAT|None|St-Phillip-2-2025-09-06F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|St-Phillip-3|St-Phillip-3-2025-09-06F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | |3.3|ft|FDEP FT1700| | | | | |2025-09-06 08:18:00|EST|3.3|ft| | | |S| |Actual| |21FLKWAT|None|St-Phillip-3-2025-09-06F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Hil-Carroll-1|Hil-Carroll-1-2025-07-02F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-07-02 10:12:59|EST|10|ft| | | || |Actual| |21FLKWAT|None|Hil-Carroll-1-2025-07-02F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Hil-Carroll-2|Hil-Carroll-2-2025-07-02F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-07-02 10:23:00|EST|10.5|ft| | | || |Actual| |21FLKWAT|None|Hil-Carroll-2-2025-07-02F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Hil-Carroll-3|Hil-Carroll-3-2025-07-02F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-07-02 10:34:00|EST|10.5|ft| | | || |Actual| |21FLKWAT|None|Hil-Carroll-3-2025-07-02F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Hil-Carroll-1|Hil-Carroll-1-2025-07-02F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-07-02 10:12:59|EST|11|ft| | | || |Actual| |21FLKWAT|None|Hil-Carroll-1-2025-07-02F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Hil-Carroll-2|Hil-Carroll-2-2025-07-02F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-07-02 10:23:00|EST|10|ft| | | || |Actual| |21FLKWAT|None|Hil-Carroll-2-2025-07-02F
21FLKWAT|Florida Lakewatch|AQUEOUS-Surface Water|Hil-Carroll-3|Hil-Carroll-3-2025-07-02F|WIN-010|Depth, Secchi Disk Depth|Field|Field Testing-Discrete|Misc Field Device| | ||ft|FDEP FT1700| | | | | |2025-07-02 10:34:00|EST|10|ft| | | || |Actual| |21FLKWAT|None|Hil-Carroll-3-2025-07-02F
