Project_ID|Sampling_Agency_Name|Matrix|Monitoring_Location_ID|Activity_ID|ADAPT Analyte ID|Org Analyte Name|Activity Type|Sample Collection Type|Sample Collection Equipment|Activity Depth|Activity Depth Unit|Total Depth|Total Depth Unit|Analysis Method|Sample Fraction|Preparation_Date_Time|Preparation Time Zone|Analysis_Date_Time|Analysis Time Zone|Activity_Date_Time|Activity Time Zone|Org Result Value|Org Result Unit|Org MDL|Org PQL|Org Detection Unit|Value Qualifier|Result Comments|Result Value Type Name|Dilution|Lab_ID|Lab_Accreditation_Authority|Lab_Sample_ID
21FLUFSW|University of Florida (Soil and Water Sciences Department)|AQUEOUS-Surface Water|CIT-CRY-8|CIT-CRY-8-01/24/2024S|FL-INORG-002|Nitrogen- Total|Sample|Direct Grab|Water Bottle|0.3|m|||LAKEWATCH-TN|Total|1/29/24 12:50:00 PM|EST|1/31/24 11:49:00 AM|EST|01/24/2024 10:20:00 AM|EST|250|ug/L|20|60|ug/L|||Actual|1|21FLKWAT|None|CIT-CRY-8-01/24/2024S
21FLUFSW|University of Florida (Soil and Water Sciences Department)|AQUEOUS-Surface Water|CIT-CRY-9|CIT-CRY-9-01/24/2024S|FL-INORG-002|Nitrogen- Total|Sample|Direct Grab|Water Bottle|0.3|m|||LAKEWATCH-TN|Total|1/29/24 12:50:00 PM|EST|1/31/24 11:49:00 AM|EST|01/24/2024 10:38:00 AM|EST|350|ug/L|20|60|ug/L|||Actual|1|21FLKWAT|None|CIT-CRY-9-01/24/2024S
21FLUFSW|University of Florida (Soil and Water Sciences Department)|AQUEOUS-Surface Water|CIT-CRY-10|CIT-CRY-10-01/24/2024S|FL-INORG-002|Nitrogen- Total|Sample|Direct Grab|Water Bottle|0.3|m|||LAKEWATCH-TN|Total|1/29/24 12:50:00 PM|EST|1/31/24 11:49:00 AM|EST|01/24/2024 11:06:00 AM|EST|330|ug/L|20|60|ug/L|||Actual|1|21FLKWAT|None|CIT-CRY-10-01/24/2024S
21FLUFSW|University of Florida (Soil and Water Sciences Department)|AQUEOUS-Surface Water|CIT-CRY-1|CIT-CRY-1-02/09/2024S|FL-INORG-002|Nitrogen- Total|Sample|Direct Grab|Water Bottle|0.3|m|||LAKEWATCH-TN|Total|2/28/24 09:40:00 AM|EST|3/4/24 12:52:00 PM|EST|02/09/2024 10:41:00 AM|EST|260|ug/L|20|60|ug/L|||Actual|1|21FLKWAT|None|CIT-CRY-1-02/09/2024S
21FLUFSW|University of Florida (Soil and Water Sciences Department)|AQUEOUS-Surface Water|CIT-CRY-2|CIT-CRY-2-02/09/2024S|FL-INORG-002|Nitrogen- Total|Sample|Direct Grab|Water Bottle|0.3|m|||LAKEWATCH-TN|Total|2/28/24 09:40:00 AM|EST|3/4/24 12:52:00 PM|EST|02/09/2024 10:24:00 AM|EST|280|ug/L|20|60|ug/L|||Actual|1|21FLKWAT|None|CIT-CRY-2-02/09/2024S
21FLUFSW|University of Florida (Soil and Water Sciences Department)|AQUEOUS-Surface Water|CIT-CRY-3|CIT-CRY-3-02/09/2024S|FL-INORG-002|Nitrogen- Total|Sample|Direct Grab|Water Bottle|0.3|m|||LAKEWATCH-TN|Total|2/28/24 09:40:00 AM|EST|3/4/24 12:52:00 PM|EST|02/09/2024 10:02:00 AM|EST|350|ug/L|20|60|ug/L|||Actual|1|21FLKWAT|None|CIT-CRY-3-02/09/2024S
21FLUFSW|University of Florida (Soil and Water Sciences Department)|AQUEOUS-Surface Water|CIT-CRY-4|CIT-CRY-4-02/09/2024S|FL-INORG-002|Nitrogen- Total|Sample|Direct Grab|Water Bottle|0.3|m|||LAKEWATCH-TN|Total|2/28/24 09:40:00 AM|EST|3/4/24 12:52:00 PM|EST|02/09/2024 09:38:00 AM|EST|420|ug/L|20|60|ug/L|||Actual|1|21FLKWAT|None|CIT-CRY-4-02/09/2024S
21FLUFSW|University of Florida (Soil and Water Sciences Department)|AQUEOUS-Surface Water|CIT-CRY-5|CIT-CRY-5-02/09/2024S|FL-INORG-002|Nitrogen- Total|Sample|Direct Grab|Water Bottle|0.3|m|||LAKEWATCH-TN|Total|2/28/24 09:40:00 AM|EST|3/4/24 12:52:00 PM|EST|02/09/2024 10:59:00 AM|EST|230|ug/L|20|60|ug/L|||Actual|1|21FLKWAT|None|CIT-CRY-5-02/09/2024S
21FLUFSW|University of Florida (Soil and Water Sciences Department)|AQUEOUS-Surface Water|CIT-CRY-6|CIT-CRY-6-02/09/2024S|FL-INORG-002|Nitrogen- Total|Sample|Direct Grab|Water Bottle|0.3|m|||LAKEWATCH-TN|Total|2/28/24 09:40:00 AM|EST|3/4/24 12:52:00 PM|EST|02/09/2024 11:18:00 AM|EST|260|ug/L|20|60|ug/L|||Actual|1|21FLKWAT|None|CIT-CRY-6-02/09/2024S
21FLUFSW|University of Florida (Soil and Water Sciences Department)|AQUEOUS-Surface Water|CIT-CRY-7|CIT-CRY-7-02/09/2024S|FL-INORG-002|Nitrogen- Total|Sample|Direct Grab|Water Bottle|0.3|m|||LAKEWATCH-TN|Total|2/28/24 09:40:00 AM|EST|3/4/24 12:52:00 PM|EST|02/09/2024 12:44:00 PM|EST|280|ug/L|20|60|ug/L|||Actual|1|21FLKWAT|None|CIT-CRY-7-02/09/2024S
21FLUFSW|University of Florida (Soil and Water Sciences Department)|AQUEOUS-Surface Water|CIT-CRY-8|CIT-CRY-8-02/09/2024S|FL-INORG-002|Nitrogen- Total|Sample|Direct Grab|Water Bottle|0.3|m|||LAKEWATCH-TN|Total|2/28/24 09:40:00 AM|EST|3/4/24 12:52:00 PM|EST|02/09/2024 11:38:00 AM|EST|250|ug/L|20|60|ug/L|||Actual|1|21FLKWAT|None|CIT-CRY-8-02/09/2024S
21FLUFSW|University of Florida (Soil and Water Sciences Department)|AQUEOUS-Surface Water|CIT-CRY-9|CIT-CRY-9-02/09/2024S|FL-INORG-002|Nitrogen- Total|Sample|Direct Grab|Water Bottle|0.3|m|||LAKEWATCH-TN|Total|2/28/24 09:40:00 AM|EST|3/4/24 12:52:00 PM|EST|02/09/2024 11:56:00 AM|EST|500|ug/L|20|60|ug/L|||Actual|1|21FLKWAT|None|CIT-CRY-9-02/09/2024S
21FLUFSW|University of Florida (Soil and Water Sciences Department)|AQUEOUS-Surface Water|CIT-CRY-10|CIT-CRY-10-02/09/2024S|FL-INORG-002|Nitrogen- Total|Sample|Direct Grab|Water Bottle|0.3|m|||LAKEWATCH-TN|Total|2/28/24 09:40:00 AM|EST|3/4/24 12:52:00 PM|EST|02/09/2024 12:23:00 PM|EST|320|ug/L|20|60|ug/L|||Actual|1|21FLKWAT|None|CIT-CRY-10-02/09/2024S
21FLUFSW|University of Florida (Soil and Water Sciences Department)|AQUEOUS-Surface Water|CIT-HOM-1|CIT-HOM-1-03/14/2024S|FL-INORG-002|Nitrogen- Total|Sample|Direct Grab|Water Bottle|0.3|m|||LAKEWATCH-TN|Total|4/4/24 10:00:00 AM|EDT|4/11/24 10:31:00 AM|EDT|03/14/2024 09:45:00 AM|EST|270|ug/L|20|60|ug/L|||Atcutal|1|21FLKWAT|None|CIT-HOM-1-03/14/2024S
21FLUFSW|University of Florida (Soil and Water Sciences Department)|AQUEOUS-Surface Water|CIT-HOM-2|CIT-HOM-2-03/14/2024S|FL-INORG-002|Nitrogen- Total|Sample|Direct Grab|Water Bottle|0.3|m|||LAKEWATCH-TN|Total|4/4/24 10:00:00 AM|EDT|4/11/24 10:31:00 AM|EDT|03/14/2024 10:09:00 AM|EST|280|ug/L|20|60|ug/L|||Atcutal|1|21FLKWAT|None|CIT-HOM-2-03/14/2024S
21FLUFSW|University of Florida (Soil and Water Sciences Department)|AQUEOUS-Surface Water|CIT-HOM-3|CIT-HOM-3-03/14/2024S|FL-INORG-002|Nitrogen- Total|Sample|Direct Grab|Water Bottle|0.3|m|||LAKEWATCH-TN|Total|4/4/24 10:00:00 AM|EDT|4/11/24 10:31:00 AM|EDT|03/14/2024 09:30:00 AM|EST|320|ug/L|20|60|ug/L|||Atcutal|1|21FLKWAT|None|CIT-HOM-3-03/14/2024S
21FLUFSW|University of Florida (Soil and Water Sciences Department)|AQUEOUS-Surface Water|CIT-HOM-4|CIT-HOM-4-03/14/2024S|FL-INORG-002|Nitrogen- Total|Sample|Direct Grab|Water Bottle|0.3|m|||LAKEWATCH-TN|Total|4/4/24 10:00:00 AM|EDT|4/11/24 10:31:00 AM|EDT|03/14/2024 09:13:00 AM|EST|430|ug/L|20|60|ug/L|||Atcutal|1|21FLKWAT|None|CIT-HOM-4-03/14/2024S
21FLUFSW|University of Florida (Soil and Water Sciences Department)|AQUEOUS-Surface Water|CIT-HOM-5|CIT-HOM-5-03/14/2024S|FL-INORG-002|Nitrogen- Total|Sample|Direct Grab|Water Bottle|0.3|m|||LAKEWATCH-TN|Total|4/4/24 10:00:00 AM|EDT|4/11/24 10:31:00 AM|EDT|03/14/2024 08:17:00 AM|EST|570|ug/L|20|60|ug/L|||Atcutal|1|21FLKWAT|None|CIT-HOM-5-03/14/2024S
21FLUFSW|University of Florida (Soil and Water Sciences Department)|AQUEOUS-Surface Water|CIT-HOM-6|CIT-HOM-6-03/14/2024S|FL-INORG-002|Nitrogen- Total|Sample|Direct Grab|Water Bottle|0.3|m|||LAKEWATCH-TN|Total|4/4/24 10:00:00 AM|EDT|4/11/24 10:31:00 AM|EDT|03/14/2024 10:46:00 AM|EST|270|ug/L|20|60|ug/L|||Atcutal|1|21FLKWAT|None|CIT-HOM-6-03/14/2024S
21FLUFSW|University of Florida (Soil and Water Sciences Department)|AQUEOUS-Surface Water|CIT-HOM-7|CIT-HOM-7-03/14/2024S|FL-INORG-002|Nitrogen- Total|Sample|Direct Grab|Water Bottle|0.3|m|||LAKEWATCH-TN|Total|4/4/24 10:00:00 AM|EDT|4/11/24 10:31:00 AM|EDT|03/14/2024 11:01:00 AM|EST|330|ug/L|20|60|ug/L|||Atcutal|1|21FLKWAT|None|CIT-HOM-7-03/14/2024S
21FLUFSW|University of Florida (Soil and Water Sciences Department)|AQUEOUS-Surface Water|CIT-HOM-8|CIT-HOM-8-03/14/2024S|FL-INORG-002|Nitrogen- Total|Sample|Direct Grab|Water Bottle|0.3|m|||LAKEWATCH-TN|Total|4/4/24 10:00:00 AM|EDT|4/11/24 10:31:00 AM|EDT|03/14/2024 02:02:00 PM|EST|370|ug/L|20|60|ug/L|||Atcutal|1|21FLKWAT|None|CIT-HOM-8-03/14/2024S
21FLUFSW|University of Florida (Soil and Water Sciences Department)|AQUEOUS-Surface Water|CIT-HOM-9|CIT-HOM-9-03/14/2024S|FL-INORG-002|Nitrogen- Total|Sample|Direct Grab|Water Bottle|0.3|m|||LAKEWATCH-TN|Total|4/4/24 10:00:00 AM|EDT|4/11/24 10:31:00 AM|EDT|03/14/2024 11:14:00 AM|EST|390|ug/L|20|60|ug/L|||Atcutal|1|21FLKWAT|None|CIT-HOM-9-03/14/2024S
21FLUFSW|University of Florida (Soil and Water Sciences Department)|AQUEOUS-Surface Water|CIT-HOM-10|CIT-HOM-10-03/14/2024S|FL-INORG-002|Nitrogen- Total|Sample|Direct Grab|Water Bottle|0.3|m|||LAKEWATCH-TN|Total|4/4/24 10:00:00 AM|EDT|4/11/24 10:31:00 AM|EDT|03/14/2024 01:47:00 PM|EST|450|ug/L|20|60|ug/L|||Atcutal|1|21FLKWAT|None|CIT-HOM-10-03/14/2024S
21FLUFSW|University of Florida (Soil and Water Sciences Department)|AQUEOUS-Surface Water|CIT-HOM-1|CIT-HOM-1-01/11/2024S|FL-INORG-002|Nitrogen- Total|Sample|Direct Grab|Water Bottle|0.3|m|||LAKEWATCH-TN|Total|1/29/24 12:50:00 PM|EST|1/31/24 11:49:00 AM|EST|01/11/2024 09:59:00 AM|EST|300|ug/L|20|60|ug/L|||Actual|1|21FLKWAT|None|CIT-HOM-1-01/11/2024S
21FLUFSW|University of Florida (Soil and Water Sciences Department)|AQUEOUS-Surface Water|CIT-HOM-2|CIT-HOM-2-01/11/2024S|FL-INORG-002|Nitrogen- Total|Sample|Direct Grab|Water Bottle|0.3|m|||LAKEWATCH-TN|Total|1/29/24 12:50:00 PM|EST|1/31/24 11:49:00 AM|EST|01/11/2024 10:14:00 AM|EST|260|ug/L|20|60|ug/L|||Actual|1|21FLKWAT|None|CIT-HOM-2-01/11/2024S
21FLUFSW|University of Florida (Soil and Water Sciences Department)|AQUEOUS-Surface Water|CIT-HOM-3|CIT-HOM-3-01/11/2024S|FL-INORG-002|Nitrogen- Total|Sample|Direct Grab|Water Bottle|0.3|m|||LAKEWATCH-TN|Total|1/29/24 12:50:00 PM|EST|1/31/24 11:49:00 AM|EST|01/11/2024 09:43:00 AM|EST|280|ug/L|20|60|ug/L|||Actual|1|21FLKWAT|None|CIT-HOM-3-01/11/2024S
21FLUFSW|University of Florida (Soil and Water Sciences Department)|AQUEOUS-Surface Water|CIT-HOM-4|CIT-HOM-4-01/11/2024S|FL-INORG-002|Nitrogen- Total|Sample|Direct Grab|Water Bottle|0.3|m|||LAKEWATCH-TN|Total|1/29/24 12:50:00 PM|EST|1/31/24 11:49:00 AM|EST|01/11/2024 09:25:00 AM|EST|310|ug/L|20|60|ug/L|||Actual|1|21FLKWAT|None|CIT-HOM-4-01/11/2024S
21FLUFSW|University of Florida (Soil and Water Sciences Department)|AQUEOUS-Surface Water|CIT-HOM-5|CIT-HOM-5-01/11/2024S|FL-INORG-002|Nitrogen- Total|Sample|Direct Grab|Water Bottle|0.3|m|||LAKEWATCH-TN|Total|1/29/24 12:50:00 PM|EST|1/31/24 11:49:00 AM|EST|01/11/2024 08:15:00 AM|EST|400|ug/L|20|60|ug/L|||Actual|1|21FLKWAT|None|CIT-HOM-5-01/11/2024S
21FLUFSW|University of Florida (Soil and Water Sciences Department)|AQUEOUS-Surface Water|CIT-HOM-6|CIT-HOM-6-01/11/2024S|FL-INORG-002|Nitrogen- Total|Sample|Direct Grab|Water Bottle|0.3|m|||LAKEWATCH-TN|Total|1/29/24 12:50:00 PM|EST|1/31/24 11:49:00 AM|EST|01/11/2024 10:29:00 AM|EST|280|ug/L|20|60|ug/L|||Actual|1|21FLKWAT|None|CIT-HOM-6-01/11/2024S
21FLUFSW|University of Florida (Soil and Water Sciences Department)|AQUEOUS-Surface Water|CIT-HOM-7|CIT-HOM-7-01/11/2024S|FL-INORG-002|Nitrogen- Total|Sample|Direct Grab|Water Bottle|0.3|m|||LAKEWATCH-TN|Total|1/29/24 12:50:00 PM|EST|1/31/24 11:49:00 AM|EST|01/11/2024 10:45:00 AM|EST|250|ug/L|20|60|ug/L|||Actual|1|21FLKWAT|None|CIT-HOM-7-01/11/2024S
21FLUFSW|University of Florida (Soil and Water Sciences Department)|AQUEOUS-Surface Water|CIT-HOM-8|CIT-HOM-8-01/11/2024S|FL-INORG-002|Nitrogen- Total|Sample|Direct Grab|Water Bottle|0.3|m|||LAKEWATCH-TN|Total|1/29/24 12:50:00 PM|EST|1/31/24 11:49:00 AM|EST|01/11/2024 02:00:00 PM|EST|320|ug/L|20|60|ug/L|||Actual|1|21FLKWAT|None|CIT-HOM-8-01/11/2024S
21FLUFSW|University of Florida (Soil and Water Sciences Department)|AQUEOUS-Surface Water|CIT-HOM-9|CIT-HOM-9-01/11/2024S|FL-INORG-002|Nitrogen- Total|Sample|Direct Grab|Water Bottle|0.3|m|||LAKEWATCH-TN|Total|1/29/24 12:50:00 PM|EST|1/31/24 11:49:00 AM|EST|01/11/2024 10:59:00 AM|EST|370|ug/L|20|60|ug/L|||Actual|1|21FLKWAT|None|CIT-HOM-9-01/11/2024S
21FLUFSW|University of Florida (Soil and Water Sciences Department)|AQUEOUS-Surface Water|CIT-HOM-10|CIT-HOM-10-01/11/2024S|FL-INORG-002|Nitrogen- Total|Sample|Direct Grab|Water Bottle|0.3|m|||LAKEWATCH-TN|Total|1/29/24 12:50:00 PM|EST|1/31/24 11:49:00 AM|EST|01/11/2024 01:42:00 PM|EST|340|ug/L|20|60|ug/L|||Actual|1|21FLKWAT|None|CIT-HOM-10-01/11/2024S
21FLUFSW|University of Florida (Soil and Water Sciences Department)|AQUEOUS-Surface Water|CIT-HOM-1|CIT-HOM-1-02/01/2024S|FL-INORG-002|Nitrogen- Total|Sample|Direct Grab|Water Bottle|0.3|m|||LAKEWATCH-TN|Total|2/28/24 09:40:00 AM|EST|3/4/24 12:52:00 PM|EST|02/01/2024 10:08:00 AM|EST|210|ug/L|20|60|ug/L|||Actual|1|21FLKWAT|None|CIT-HOM-1-02/01/2024S
21FLUFSW|University of Florida (Soil and Water Sciences Department)|AQUEOUS-Surface Water|CIT-HOM-2|CIT-HOM-2-02/01/2024S|FL-INORG-002|Nitrogen- Total|Sample|Direct Grab|Water Bottle|0.3|m|||LAKEWATCH-TN|Total|2/28/24 09:40:00 AM|EST|3/4/24 12:52:00 PM|EST|02/01/2024 10:28:00 AM|EST|240|ug/L|20|60|ug/L|||Actual|1|21FLKWAT|None|CIT-HOM-2-02/01/2024S
21FLUFSW|University of Florida (Soil and Water Sciences Department)|AQUEOUS-Surface Water|CIT-HOM-3|CIT-HOM-3-02/01/2024S|FL-INORG-002|Nitrogen- Total|Sample|Direct Grab|Water Bottle|0.3|m|||LAKEWATCH-TN|Total|2/28/24 09:40:00 AM|EST|3/4/24 12:52:00 PM|EST|02/01/2024 09:51:00 AM|EST|270|ug/L|20|60|ug/L|||Actual|1|21FLKWAT|None|CIT-HOM-3-02/01/2024S
21FLUFSW|University of Florida (Soil and Water Sciences Department)|AQUEOUS-Surface Water|CIT-HOM-4|CIT-HOM-4-02/01/2024S|FL-INORG-002|Nitrogen- Total|Sample|Direct Grab|Water Bottle|0.3|m|||LAKEWATCH-TN|Total|2/28/24 09:40:00 AM|EST|3/4/24 12:52:00 PM|EST|02/01/2024 09:28:00 AM|EST|340|ug/L|20|60|ug/L|||Actual|1|21FLKWAT|None|CIT-HOM-4-02/01/2024S
21FLUFSW|University of Florida (Soil and Water Sciences Department)|AQUEOUS-Surface Water|CIT-HOM-5|CIT-HOM-5-02/01/2024S|FL-INORG-002|Nitrogen- Total|Sample|Direct Grab|Water Bottle|0.3|m|||LAKEWATCH-TN|Total|2/28/24 09:40:00 AM|EST|3/4/24 12:52:00 PM|EST|02/01/2024 08:17:00 AM|EST|680|ug/L|20|60|ug/L|||Actual|1|21FLKWAT|None|CIT-HOM-5-02/01/2024S
21FLUFSW|University of Florida (Soil and Water Sciences Department)|AQUEOUS-Surface Water|CIT-HOM-6|CIT-HOM-6-02/01/2024S|FL-INORG-002|Nitrogen- Total|Sample|Direct Grab|Water Bottle|0.3|m|||LAKEWATCH-TN|Total|2/28/24 09:40:00 AM|EST|3/4/24 12:52:00 PM|EST|02/01/2024 10:48:00 AM|EST|110|ug/L|20|60|ug/L|||Actual|1|21FLKWAT|None|CIT-HOM-6-02/01/2024S
