"County","Lake","StartDate","Activity_Start_Time","Station","Activity_Time_Zone","Monitoring_Location_ID"
"Alachua","Orange",2025-08-12,10:00:00,"1","EST",
"Alachua","Orange",2025-08-12,10:30:00,"2","EST","Ala-Orange-2"
"Alachua","Orange",2025-08-12,10:30:00,"2","EST",
"Alachua","Orange",2025-08-12,10:30:00,"2","EST",
"Alachua","Orange",2025-08-12,10:59:59,"3","EST","Ala-Orange-3"
"Alachua","Orange",2025-08-12,10:59:59,"3","EST",
"Alachua","Orange",2025-08-12,10:59:59,"3","EST",
"Alachua","Orange",2025-08-12,11:30:00,"4","EST","Ala-Orange-4"
"Alachua","Orange",2025-08-12,11:30:00,"4","EST",
"Citrus","Tsala Apopka",2025-08-30,18:04:00,"1","EST","Cit-TsalaApo-1"
"Citrus","Tsala Apopka",2025-08-30,18:20:00,"2","EST","Cit-TsalaApo-2"
"Citrus","Tsala Apopka",2025-08-30,18:37:00,"3","EST","Cit-TsalaApo-3"
"Sarasota","Knight",2025-06-17,10:14:59,"1","EST","Sar-Knight-1"
"Sarasota","Lake 3",2025-06-17,10:24:59,"1","EST","Sar-3-1"
"Sarasota","Lake 3",2025-07-19,11:50:00,"1","EST","Sar-3-1"
"Sarasota","Awesome",2025-07-19,11:24:00,"1","EST","Sar-Awesome-1"
"Sarasota","Lake 3",2025-08-18,11:02:59,"1","EST","Sar-3-1"
"Sarasota","Awesome",2025-08-18,11:46:00,"1","EST","Sar-Awesome-1"
"Alachua","Turkey Creek-1",2025-08-11,09:59:00,"1","EST","Ala-TurkeyC-1-1"
"Alachua","Turkey Creek-2",2025-08-11,09:39:59,"1","EST","Ala-TurkeyC-2-1"
"Volusia","Waterford",2025-04-14,14:10:00,"1","EST","Vol-Waterford-1"
"Volusia","Waterford",2025-04-14,14:29:00,"2","EST","Vol-Waterford-2"
"Volusia","Waterford",2025-04-14,14:20:00,"3","EST","Vol-Waterford-3"
"Volusia","Waterford",2025-06-12,10:09:00,"1","EST","Vol-Waterford-1"
"Volusia","Waterford",2025-06-12,10:34:00,"2","EST","Vol-Waterford-2"
"Volusia","Waterford",2025-06-12,10:23:00,"3","EST","Vol-Waterford-3"
"Seminole","Monroe West",2025-05-23,17:05:00,"1","EST","Sem-MonroeWe-1"
"Seminole","Monroe West",2025-05-23,17:27:00,"2","EST","Sem-MonroeWe-2"
"Seminole","Monroe West",2025-05-23,17:36:59,"3","EST","Sem-MonroeWe-3"
"Pasco","Conley",2025-07-06,,"1","EST","Pas-Conley-1"
"Pasco","Conley",2025-07-06,11:35:00,"2","EST","Pas-Conley-2"
"Pasco","Conley",2025-07-06,11:30:00,"3","EST","Pas-Conley-3"
"Pasco","Saxon North",2025-08-13,12:16:00,"1","EST","Pas-SaxonNor-1"
"Pasco","Saxon North",2025-08-13,12:11:00,"2","EST","Pas-SaxonNor-2"
"Pasco","Saxon North",2025-08-13,11:56:59,"3","EST","Pas-SaxonNor-3"
"Pasco","Saxon South",2025-08-13,11:35:00,"1","EST","Pas-SaxonSou-1"
"Pasco","Saxon South",2025-08-13,11:46:00,"2","EST","Pas-SaxonSou-2"
"Pasco","Saxon South",2025-08-13,11:40:00,"3","EST","Pas-SaxonSou-3"
"Bay","Burnt Mill Lower",2025-06-12,09:13:00,"1","CST","Bay-Burnt M-1L"
"Bay","Burnt Mill Upper",2025-06-12,09:27:59,"1","CST","Bay-Burnt M-1U"
"Bay","West Bay-5",2025-02-27,12:09:00,"1","CST","Bay-We-stBay-5"
"Walton","CBA Destin-7",2025-02-05,,"1","CST","Wal-CB-Destin-7"
"Bay","St. Andrew Bay-1",2025-04-29,11:09:59,"1","CST","Bay-St-ewBay-1"
"Bay","St. Andrew Bay-2",2025-04-29,11:30:00,"1","CST","Bay-St-ewBay-2"
"Bay","St. Andrew Bay-3",2025-04-29,11:49:00,"1","CST","Bay-St-ewBay-3"
"Alachua","Holden Pond",2025-07-31,11:11:59,"1","EST","Ala-HoldenPo-1"
"Alachua","Holden Pond",2025-07-31,11:14:00,"2","EST","Ala-HoldenPo-2"
"Alachua","Holden Pond",2025-07-31,11:17:59,"3","EST","Ala-HoldenPo-3"
"Clay","Asbury North",2024-12-30,11:30:00,"3","EST","Cla-AsburyNo-3"
"Clay","Asbury North",2024-12-30,11:30:00,"3","EST",
"Putnam","Broward",2025-07-20,14:51:00,"1","EST",
"Putnam","Broward",2025-07-20,14:51:00,"1","EST","Put-Broward-1"
"Putnam","Riley",2025-05-15,16:02:00,"1","EST",
"Putnam","Riley",2025-05-15,16:02:00,"1","EST","Put-Riley-1"
"Putnam","Riley",2025-05-15,16:08:00,"2","EST",
"Putnam","Riley",2025-05-15,16:08:00,"2","EST","Put-Riley-2"
"Putnam","Riley",2025-05-15,,"3","EST",
"Putnam","Riley",2025-05-15,,"3","EST","Put-Riley-3"
"Putnam","Riley",2025-06-23,08:47:59,"1","EST",
"Putnam","Riley",2025-06-23,08:47:59,"1","EST","Put-Riley-1"
"Putnam","Riley",2025-06-23,08:34:00,"2","EST",
"Putnam","Riley",2025-06-23,08:34:00,"2","EST","Put-Riley-2"
"Putnam","Riley",2025-06-23,08:44:00,"3","EST",
"Putnam","Riley",2025-06-23,08:44:00,"3","EST","Put-Riley-3"
"Pinellas","Salt Creek-1",2025-06-07,,"1","EST","Pin-SaltCreek-1-1"
"Pinellas","Storey",2025-06-17,11:23:00,"1","EST","Pin-Storey-1"
"Pinellas","Storey",2025-06-17,11:30:00,"2","EST","Pin-Storey-2"
"Hillsborough","Mid",2025-08-13,11:07:00,"1","EST","Hil-Mid-1"
"Hillsborough","Mid",2025-08-13,10:50:00,"2","EST","Hil-Mid-2"
"Hillsborough","Mid",2025-08-13,10:40:00,"3","EST","Hil-Mid-3"
"Hillsborough","Mid",2025-08-13,11:07:00,"4","EST","Hil-Mid-4"
"Hillsborough","Round",2025-08-11,09:15:00,"1","EST","Hil-Round-1"
"Orange","Hickorynut",2025-07-27,09:35:00,"2","EST","Ora-Hickorynu-2"
"Orange","Hickorynut South",2025-07-27,09:29:59,"2","EST","Ora-HickoryS-2"
"Orange","Little Hickorynut",2025-07-27,09:39:59,"2","EST","Ora-LittleHi-2"
"Orange","Little Conway",2025-08-14,10:59:59,"1","EST","Ora-LittleCo-1"
"Orange","Little Conway",2025-08-14,11:18:00,"2","EST","Ora-LittleCo-2"
"Orange","Little Conway",2025-08-14,11:31:00,"3","EST","Ora-LittleCo-3"
"Pasco","West Moon",2025-09-15,14:00:00,"1","EST","Pas-WestMoon-1"
"Pasco","West Moon",2025-09-15,14:16:00,"2","EST","Pas-WestMoon-2"
"Pasco","West Moon",2025-09-15,14:25:00,"3","EST","Pas-WestMoon-3"
"Pasco","Wisteria",2025-08-29,16:23:00,"1","EST","Pas-Wisteria-1"
"Pasco","Wisteria",2025-08-29,16:37:00,"2","EST","Pas-Wisteria-2"
"Pasco","Wisteria",2025-08-29,16:50:59,"3","EST","Pas-Wisteria-3"
"Orange","Ivanhoe East",2025-06-03,10:30:00,"2","EST","Ora-IvanhoeE-2"
"Orange","Ivanhoe East",2025-06-03,10:30:00,"2","EST",
"Orange","Ivanhoe Middle",2025-06-03,10:59:59,"2","EST","Ora-IvanhoeM-2"
"Orange","Ivanhoe Middle",2025-06-03,10:59:59,"2","EST",
"Orange","Ivanhoe West",2025-06-03,11:09:59,"2","EST","Ora-IvanhoeW-2"
"Orange","Ivanhoe West",2025-06-03,11:09:59,"2","EST",
"Orange","Ola",2025-08-10,17:15:00,"1","EST","Ora-Ola-1"
"Orange","Ola",2025-08-10,17:15:00,"1","EST",
"Orange","Ola",2025-08-10,17:15:00,"1","EST",
"Orange","Ola",2025-08-10,17:25:00,"2","EST","Ora-Ola-2"
"Orange","Ola",2025-08-10,17:25:00,"2","EST",
"Orange","Ola",2025-08-10,17:25:00,"2","EST",
"Orange","Ola",2025-08-10,17:53:00,"3","EST","Ora-Ola-3"
"Orange","Ola",2025-08-10,17:53:00,"3","EST",
"Orange","Ola",2025-08-10,17:53:00,"3","EST",
"Polk","May",2025-08-20,11:26:00,"1","EST","Pol-May-1"
"Polk","May",2025-08-20,11:29:00,"2","EST","Pol-May-2"
"Polk","May",2025-08-20,11:31:00,"3","EST","Pol-May-3"
"Polk","Shipp",2025-08-20,11:47:00,"1","EST","Pol-Shipp-1"
"Polk","Shipp",2025-08-20,11:44:00,"2","EST","Pol-Shipp-2"
"Polk","Shipp",2025-08-20,11:41:00,"3","EST","Pol-Shipp-3"
"Pinellas","Meadow West",2025-05-21,15:05:00,"1","EST","Pin-MeadowW-1"
"Clay","Deer",2025-10-13,09:50:00,"2","EST","Cla-Deer-2"
"Clay","Gold Head Branch-1",2025-10-14,14:55:00,"1","EST","Cla-GoldBranch1"
"Clay","Gold Head Branch-2",2025-10-14,15:05:00,"1","EST","Cla-GoldBranch2"
"Clay","Johnson",2025-09-09,11:13:00,"1","EST","Cla-Johnson-1"
"Clay","Johnson",2025-09-09,11:18:00,"2","EST","Cla-Johnson-2"
"Clay","Johnson",2025-09-09,11:24:00,"3","EST","Cla-Johnson-3"
"Citrus","Little Henderson",2025-08-04,14:45:00,"1","EST","Cit-LittleHe-1"
"Citrus","Little Henderson",2025-08-04,14:50:00,"2","EST","Cit-LittleHe-2"
"Citrus","Little Henderson",2025-08-04,15:00:00,"3","EST","Cit-LittleHe-3"
"Citrus","Little Spivey",2025-09-13,12:39:00,"2","EST","Cit-LittleSp-2"
"Okaloosa","CBA Ft. Walton Beach-2",2025-07-30,09:35:00,"1","CST","Oka-CB-Beach-2"
"Okaloosa","CBA GAP-1",2025-07-30,,"1","CST","Oka-CBA-GAP-1-1"
"Okaloosa","CBA GAP-2",2025-07-30,,"1","CST","Oka-CBA-GAP-2-1"
"Okaloosa","CBA GAP-3",2025-07-30,,"1","CST","Oka-CBA-GAP-3-1"
"Okaloosa","CBA Santa Rosa Sound-1",2025-06-28,11:19:00,"1","CST","Oka-CB-SanRoS-1"
"Okaloosa","CBA Santa Rosa Sound-2",2025-06-28,11:38:00,"1","CST","Oka-CB-SanRoS-2"
"Okaloosa","CBA Santa Rosa Sound-3",2025-06-28,11:54:59,"1","CST","Oka-CB-SanRoS-3"
"Orange","Olivia",2024-11-18,,"1","EST","Ora-Olivia-1"
"Orange","Olivia",2024-11-18,,"2","EST","Ora-Olivia-2"
"Orange","Olivia",2024-11-18,,"3","EST","Ora-Olivia-3"
"Osceola","Bellalago",2025-07-20,13:25:00,"1","EST","Osc-Bellalago-1"
"Pinellas","Crescent",2025-08-30,11:49:00,"1","EST","Pin-Crescent-1"
"Pinellas","Jungle North Inlet",2025-09-20,12:34:00,"1","EST","Pin-Jungle-NI-1"
"Pinellas","Winston",2025-08-17,15:16:00,"1","EST","Pin-Winston-1"
"Pinellas","Winston",2025-08-17,15:29:00,"2","EST","Pin-Winston-2"
"Pinellas","Winston",2025-08-17,15:42:00,"3","EST","Pin-Winston-3"
"Hernando","Arepika Channel-1",2025-08-27,08:13:00,"1","EST","Her-Arepika-Channel-1"
"Hernando","Cutter Rock-1",2025-08-27,08:37:00,"1","EST","Her-Cutter-Rock-1"
"Hernando","North Rack-1",2025-08-27,08:59:00,"1","EST","Her-North-Rack-1"
"Hernando","Chassahowitzka Channel-1",2025-08-27,09:22:00,"1","EST","Her-Chassahowitzka-Channel-1"
"Hernando","Pine Island-1",2025-08-27,09:47:00,"1","EST","Her-Pine-Island-1"
"Hernando","Hernando Beach Waters-1",2025-08-27,10:00:00,"1","EST","Her-Hernando-Beach-Waters-1"
"Hernando","Arepika Channel-1",2025-09-23,08:08:00,"1","EST","Her-Arepika-Channel-1"
"Hernando","Cutter Rock-1",2025-09-23,08:23:00,"1","EST","Her-Cutter-Rock-1"
"Hernando","North Rack-1",2025-09-23,08:41:00,"1","EST","Her-North-Rack-1"
"Hernando","Chassahowitzka Channel-1",2025-09-23,09:07:00,"1","EST","Her-Chassahowitzka-Channel-1"
"Hernando","Pine Island-1",2025-09-23,09:39:59,"1","EST","Her-Pine-Island-1"
"Hernando","Hernando Beach Waters-1",2025-09-23,09:56:00,"1","EST","Her-Hernando-Beach-Waters-1"
"Hernando","Hernando Beach-1",2025-06-15,08:30:00,"1","EST","Her-Hernando-Beach-1"
"Hernando","Hernando Beach-3",2025-06-15,09:10:00,"1","EST","Her-Hernando-Beach-3"
"Hernando","Hernando Beach-4",2025-06-15,08:09:59,"1","EST","Her-Hernando-Beach-4"
"Hernando","Hernando Beach-5",2025-06-15,09:29:59,"1","EST","Her-Hernando-Beach-5"
"Hernando","Hernando Beach-6",2025-06-15,08:54:59,"1","EST","Her-Hernando-Beach-6"
"Hernando","Hernando Beach-1",2025-07-23,09:55:00,"1","EST","Her-Hernando-Beach-1"
"Hernando","Hernando Beach-3",2025-07-23,11:30:00,"1","EST","Her-Hernando-Beach-3"
"Hernando","Hernando Beach-4",2025-07-23,09:29:59,"1","EST","Her-Hernando-Beach-4"
"Hernando","Hernando Beach-5",2025-07-23,10:14:59,"1","EST","Her-Hernando-Beach-5"
"Hernando","Hernando Beach-6",2025-07-23,10:50:00,"1","EST","Her-Hernando-Beach-6"
"Hernando","Hernando Beach-1",2025-08-18,07:30:00,"1","EST","Her-Hernando-Beach-1"
"Hernando","Hernando Beach-3",2025-08-18,07:55:00,"1","EST","Her-Hernando-Beach-3"
"Hernando","Hernando Beach-4",2025-08-18,06:29:59,"1","EST","Her-Hernando-Beach-4"
"Hernando","Hernando Beach-5",2025-08-18,06:45:00,"1","EST","Her-Hernando-Beach-5"
"Hernando","Hernando Beach-6",2025-08-18,08:15:00,"1","EST","Her-Hernando-Beach-6"
"Hernando","Hernando Beach-1",2025-09-24,18:20:00,"1","EST","Her-Hernando-Beach-1"
"Hernando","Hernando Beach-3",2025-09-24,20:10:00,"1","EST","Her-Hernando-Beach-3"
"Hernando","Hernando Beach-4",2025-09-24,18:00:00,"1","EST","Her-Hernando-Beach-4"
"Hernando","Hernando Beach-5",2025-09-24,19:44:59,"1","EST","Her-Hernando-Beach-5"
"Hernando","Hernando Beach-6",2025-09-24,18:59:59,"1","EST","Her-Hernando-Beach-6"
"Hillsborough","North",2025-10-09,10:55:00,"1","EST","Hil-North-1"
"Hillsborough","North",2025-10-09,11:05:00,"2","EST","Hil-North-2"
"Hillsborough","North",2025-10-09,11:14:00,"3","EST","Hil-North-3"
"Hillsborough","North",2025-11-09,10:00:00,"1","EST","Hil-North-1"
"Hillsborough","North",2025-11-09,10:20:00,"2","EST","Hil-North-2"
"Hillsborough","North",2025-11-09,10:35:00,"3","EST","Hil-North-3"
