"Org_Analyte_Name","Preparation_Date","Preparation_Time","Preparation_Time_Zone","Analysis_Date","Analysis_Time","Analysis_Time_Zone","County","Lake","Station","Activity_Start_Date","Tube_Number","Dilution","Abs","Result_Value(ug/L)","Result_Comments","QAQC_Qualifier","WIN_Value_Qualifier","Holding_Qualifier","MDL_PQL_Qualifier","Data_Category","Run_ID","Comments","Sampling_Agency_Name","Project_ID"
"Total Nitrogen","11/08/2024","9:00:00 AM","EST","11/14/2024",,"EST","Charlotte","Sunapee","1","08/07/2024",1235,2,0.7,"Result_Value(ug/L)",,,,,,"Sample","TN1108202411142024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","11/08/2024","9:00:00 AM","EST","11/14/2024",,"EST","Charlotte","Sunapee","2","08/07/2024",1236,2,0.6058,"Result_Value(ug/L)",,,,,,"Sample","TN1108202411142024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","10/29/2024","9:00:00 AM","EDT","11/01/2024",,"EDT","Charlotte","WF-1","1","06/20/2024",874,5,0.591,"Result_Value(ug/L)",,,,,,"Sample","TN10292024A11012024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","10/29/2024","9:00:00 AM","EDT","11/01/2024",,"EDT","Charlotte","WF-1","2","06/20/2024",875,5,0.6316,"Result_Value(ug/L)",,,,,,"Sample","TN10292024A11012024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","10/29/2024","9:00:00 AM","EDT","11/01/2024",,"EDT","Charlotte","WF-1","1","07/16/2024",876,5,0.6358,"Result_Value(ug/L)",,,,,,"Sample","TN10292024A11012024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","10/29/2024","9:00:00 AM","EDT","11/01/2024",,"EDT","Charlotte","WF-1","2","07/16/2024",877,5,0.6266,"Result_Value(ug/L)",,,,,,"Sample","TN10292024A11012024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","11/08/2024","9:00:00 AM","EST","11/14/2024",,"EST","Charlotte","WF-1","1","08/20/2024",1237,5,0.542,"Result_Value(ug/L)",,,,,,"Sample","TN1108202411142024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","11/08/2024","9:00:00 AM","EST","11/14/2024",,"EST","Charlotte","WF-1","2","08/20/2024",1238,5,0.5257,"Result_Value(ug/L)",,,,,,"Sample","TN1108202411142024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","10/29/2024","9:00:00 AM","EDT","11/01/2024",,"EDT","Charlotte","WF-2","1","06/20/2024",878,5,0.4123,"Result_Value(ug/L)",,,,,,"Sample","TN10292024A11012024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","10/29/2024","9:00:00 AM","EDT","11/01/2024",,"EDT","Charlotte","WF-2","2","06/20/2024",879,5,0.402,"Result_Value(ug/L)",,,,,,"Sample","TN10292024A11012024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","10/29/2024","9:00:00 AM","EDT","11/01/2024",,"EDT","Charlotte","WF-2","3","06/20/2024",880,5,0.4246,"Result_Value(ug/L)",,,,,,"Sample","TN10292024A11012024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","10/29/2024","9:00:00 AM","EDT","11/01/2024",,"EDT","Charlotte","WF-2","1","07/16/2024",881,5,0.314,"Result_Value(ug/L)",,,,,,"Sample","TN10292024A11012024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","10/29/2024","9:00:00 AM","EDT","11/01/2024",,"EDT","Charlotte","WF-2","2","07/16/2024",882,5,0.3408,"Result_Value(ug/L)",,,,,,"Sample","TN10292024A11012024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","10/29/2024","9:00:00 AM","EDT","11/01/2024",,"EDT","Charlotte","WF-2","3","07/16/2024",883,5,0.3325,"Result_Value(ug/L)",,,,,,"Sample","TN10292024A11012024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","11/08/2024","9:00:00 AM","EST","11/14/2024",,"EST","Charlotte","WF-2","1","08/20/2024",1239,5,0.2983,"Result_Value(ug/L)",,,,,,"Sample","TN1108202411142024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","11/08/2024","9:00:00 AM","EST","11/14/2024",,"EST","Charlotte","WF-2","2","08/20/2024",1240,5,0.314,"Result_Value(ug/L)",,,,,,"Sample","TN1108202411142024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","11/08/2024","9:00:00 AM","EST","11/14/2024",,"EST","Charlotte","WF-2","3","08/20/2024",1241,5,0.3218,"Result_Value(ug/L)",,,,,,"Sample","TN1108202411142024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","10/29/2024","9:00:00 AM","EDT","11/01/2024",,"EDT","Charlotte","WF-3","1","06/20/2024",884,5,0.3345,"Result_Value(ug/L)",,,,,,"Sample","TN10292024A11012024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","10/29/2024","9:00:00 AM","EDT","11/01/2024",,"EDT","Charlotte","WF-3","2","06/20/2024",885,5,0.3641,"Result_Value(ug/L)",,,,,,"Sample","TN10292024A11012024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","10/29/2024","9:00:00 AM","EDT","11/01/2024",,"EDT","Charlotte","WF-3","3","06/20/2024",886,5,0.3636,"Result_Value(ug/L)",,,,,,"Sample","TN10292024A11012024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","10/29/2024","9:00:00 AM","EDT","11/01/2024",,"EDT","Charlotte","WF-3","1","07/16/2024",892,5,0.2685,"Result_Value(ug/L)",,,,,,"Sample","TN10292024A11012024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","10/29/2024","9:00:00 AM","EDT","11/01/2024",,"EDT","Charlotte","WF-3","2","07/16/2024",893,5,0.2884,"Result_Value(ug/L)",,,,,,"Sample","TN10292024A11012024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","10/29/2024","9:00:00 AM","EDT","11/01/2024",,"EDT","Charlotte","WF-3","3","07/16/2024",894,5,0.2137,"Result_Value(ug/L)",,,,,,"Sample","TN10292024A11012024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","11/08/2024","9:00:00 AM","EST","11/14/2024",,"EST","Charlotte","WF-3","1","08/20/2024",1242,5,0.2622,"Result_Value(ug/L)",,,,,,"Sample","TN1108202411142024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","11/08/2024","9:00:00 AM","EST","11/14/2024",,"EST","Charlotte","WF-3","2","08/20/2024",1243,5,0.2823,"Result_Value(ug/L)",,,,,,"Sample","TN1108202411142024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","11/08/2024","9:00:00 AM","EST","11/14/2024",,"EST","Charlotte","WF-3","3","08/20/2024",1244,5,0.2798,"Result_Value(ug/L)",,,,,,"Sample","TN1108202411142024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","10/29/2024","9:00:00 AM","EDT","11/01/2024",,"EDT","Charlotte","WF-4","1","06/20/2024",895,5,0.3148,"Result_Value(ug/L)",,,,,,"Sample","TN10292024A11012024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","10/29/2024","9:00:00 AM","EDT","11/01/2024",,"EDT","Charlotte","WF-4","2","06/20/2024",896,5,0.3428,"Result_Value(ug/L)",,,,,,"Sample","TN10292024A11012024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","10/29/2024","9:00:00 AM","EDT","11/01/2024",,"EDT","Charlotte","WF-4","1","07/16/2024",897,5,0.32,"Result_Value(ug/L)",,,,,,"Sample","TN10292024A11012024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","10/29/2024","9:00:00 AM","EDT","11/01/2024",,"EDT","Charlotte","WF-4","2","07/16/2024",898,5,0.3263,"Result_Value(ug/L)",,,,,,"Sample","TN10292024A11012024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","11/08/2024","9:00:00 AM","EST","11/14/2024",,"EST","Charlotte","WF-4","1","08/20/2024",1245,5,0.2812,"Result_Value(ug/L)",,,,,,"Sample","TN1108202411142024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","11/08/2024","9:00:00 AM","EST","11/14/2024",,"EST","Charlotte","WF-4","2","08/20/2024",1246,5,0.2776,"Result_Value(ug/L)",,,,,,"Sample","TN1108202411142024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","10/29/2024","9:00:00 AM","EDT","11/01/2024",,"EDT","Charlotte","WF-5","1","06/20/2024",899,5,0.2416,"Result_Value(ug/L)",,,,,,"Sample","TN10292024A11012024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","10/29/2024","9:00:00 AM","EDT","11/01/2024",,"EDT","Charlotte","WF-5","2","06/20/2024",900,5,0.2401,"Result_Value(ug/L)",,,,,,"Sample","TN10292024A11012024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","10/29/2024","9:00:00 AM","EDT","11/01/2024",,"EDT","Charlotte","WF-5","1","07/16/2024",901,5,0.1979,"Result_Value(ug/L)",,,,,,"Sample","TN10292024A11012024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","10/29/2024","9:00:00 AM","EDT","11/01/2024",,"EDT","Charlotte","WF-5","2","07/16/2024",902,5,0.2111,"Result_Value(ug/L)",,,,,,"Sample","TN10292024A11012024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","11/08/2024","9:00:00 AM","EST","11/14/2024",,"EST","Charlotte","WF-5","1","08/20/2024",1252,5,0.2187,"Result_Value(ug/L)",,,,,,"Sample","TN1108202411142024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","11/08/2024","9:00:00 AM","EST","11/14/2024",,"EST","Charlotte","WF-5","2","08/20/2024",1253,5,0.2211,"Result_Value(ug/L)",,,,,,"Sample","TN1108202411142024",,"Florida Lakewatch","21FLKWAT"
"Total Nitrogen","10/29/2024","9:00:00 AM","EDT","11/01/2024",,"EDT","Charlotte","WF-6","1","06/20/2024",903,1,1.2202,"Result_Value(ug/L)",,,,,,"Sample","TN10292024A11012024",,"Florida Lakewatch","21FLKWAT"
