ADAPT_Analyte_ID,Org_Analyte_Name,Activity_Type,Sample_Collection_Type,Sample_Collection_Equipment,Activity_Depth,Activity_Depth_Unit,Total_Depth,Total_Depth_Unit,Analysis_Method,Sample_Fraction,Preparation_Date,Preparation_Time,Preparation_Time_Zone,Analysis_Date,Analysis_Time,Analysis_Time_Zone,County,Lake,Station,Activity_Start_Date,Activity_Start_Time,Activity_Time_Zone,Org_Result_Value,Org_Result_Unit,Org_MDL,Org_PQL,Org_Detection_Unit,Value_Qualifier,Result_Comments,Result_Value_Type_Name,Dilution
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,06/18/2028,02:17:00 PM,EDT,09/11/2028,12:00:00 PM,EDT,Alachua,Alto,2,06/18/2028,10:44:00 AM,EDT,11,ug/L,1,1,ug/L,,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,06/18/2028,02:29:59 PM,EDT,09/11/2028,12:00:00 PM,EDT,Alachua,Alto,3,06/18/2028,10:59:59 AM,EDT,12,ug/L,1,1,ug/L,,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,07/20/2028,10:30:00 AM,EDT,09/11/2028,12:00:00 PM,EDT,Alachua,Alto,1,07/20/2028,09:55:00 AM,EDT,10,ug/L,1,1,ug/L,,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,07/20/2028,10:48:00 AM,EDT,09/11/2028,12:00:00 PM,EDT,Alachua,Alto,2,07/20/2028,10:22:00 AM,EDT,14,ug/L,1,1,ug/L,,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,07/20/2028,10:50:00 AM,EDT,09/11/2028,12:00:00 PM,EDT,Alachua,Alto,3,07/20/2028,10:42:00 AM,EDT,13,ug/L,1,1,ug/L,,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,08/23/2028,11:35:00 AM,EDT,11/09/2028,09:20:00 AM,EST,Alachua,Alto,1,08/23/2028,09:55:00 AM,EDT,17,ug/L,1,1,ug/L,,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,08/23/2028,11:30:00 AM,EDT,11/09/2028,09:20:00 AM,EST,Alachua,Alto,2,08/23/2028,10:35:00 AM,EDT,18,ug/L,1,1,ug/L,,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,08/23/2028,11:40:00 AM,EDT,11/09/2028,09:20:00 AM,EST,Alachua,Alto,3,08/23/2028,10:55:00 AM,EDT,25,ug/L,1,1,ug/L,,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,09/24/2028,02:20:00 PM,EDT,11/09/2028,09:20:00 AM,EST,Alachua,Alto,1,09/24/2028,10:00:00 AM,EDT,10,ug/L,1,1,ug/L,,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,09/24/2028,02:25:00 PM,EDT,11/09/2028,09:20:00 AM,EST,Alachua,Alto,2,09/24/2028,10:24:59 AM,EDT,12,ug/L,1,1,ug/L,,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,09/24/2028,02:40:00 PM,EDT,11/09/2028,09:20:00 AM,EST,Alachua,Alto,3,09/24/2028,10:40:00 AM,EDT,13,ug/L,1,1,ug/L,,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,04/16/2028,02:44:00 PM,EDT,07/11/2028,12:00:00 PM,EDT,Alachua,Blues Creek-1,1,04/16/2028,02:14:00 PM,EDT,3,ug/L,1,1,ug/L,,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,05/14/2028,02:57:00 PM,EDT,08/03/2028,12:00:00 PM,EDT,Alachua,Blues Creek-1,1,05/14/2028,02:34:59 PM,EDT,4,ug/L,1,1,ug/L,,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,06/12/2028,02:10:00 PM,EDT,11/09/2028,12:00:00 PM,EST,Alachua,Blues Creek-1,1,06/12/2028,01:36:00 PM,EDT,1,ug/L,1,1,ug/L,U,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,07/16/2028,12:38:00 PM,EDT,11/09/2028,12:00:00 PM,EST,Alachua,Blues Creek-1,1,07/16/2028,12:19:59 PM,EDT,6,ug/L,1,1,ug/L,,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,08/15/2028,03:08:00 PM,EDT,09/07/2028,09:20:00 AM,EDT,Alachua,Blues Creek-1,1,08/15/2028,02:21:00 PM,EDT,1,ug/L,1,1,ug/L,U,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,09/10/2028,12:55:00 PM,EDT,11/09/2028,12:00:00 PM,EST,Alachua,Blues Creek-1,1,09/10/2028,12:13:00 PM,EDT,0,ug/L,1,1,ug/L,TI,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,04/16/2028,02:46:00 PM,EDT,07/11/2028,12:00:00 PM,EDT,Alachua,Blues Creek-2,1,04/16/2028,02:16:00 PM,EDT,1,ug/L,1,1,ug/L,U,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,05/14/2028,03:02:00 PM,EDT,08/03/2028,12:00:00 PM,EDT,Alachua,Blues Creek-2,1,05/14/2028,02:19:00 PM,EDT,0,ug/L,1,1,ug/L,TI,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,08/15/2028,03:09:00 PM,EDT,09/07/2028,09:20:00 AM,EDT,Alachua,Blues Creek-2,1,08/15/2028,02:10:00 PM,EDT,0,ug/L,1,1,ug/L,TI,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,09/10/2028,12:58:00 PM,EDT,11/09/2028,12:00:00 PM,EST,Alachua,Blues Creek-2,1,09/10/2028,12:10:00 PM,EDT,1,ug/L,1,1,ug/L,U,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,04/16/2028,02:49:00 PM,EDT,07/11/2028,12:00:00 PM,EDT,Alachua,Blues Creek-3,1,04/16/2028,01:59:00 PM,EDT,1,ug/L,1,1,ug/L,U,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,05/14/2028,03:06:00 PM,EDT,08/03/2028,12:00:00 PM,EDT,Alachua,Blues Creek-3,1,05/14/2028,02:12:00 PM,EDT,0,ug/L,1,1,ug/L,TI,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,06/12/2028,02:06:00 PM,EDT,11/09/2028,12:00:00 PM,EST,Alachua,Blues Creek-3,1,06/12/2028,01:29:00 PM,EDT,15,ug/L,1,1,ug/L,,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,07/16/2028,12:40:00 PM,EDT,11/09/2028,12:00:00 PM,EST,Alachua,Blues Creek-3,1,07/16/2028,12:07:00 PM,EDT,9,ug/L,1,1,ug/L,,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,08/15/2028,03:11:00 PM,EDT,09/07/2028,09:20:00 AM,EDT,Alachua,Blues Creek-3,1,08/15/2028,02:05:00 PM,EDT,1,ug/L,1,1,ug/L,U,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,09/10/2028,12:59:59 PM,EDT,11/09/2028,12:00:00 PM,EST,Alachua,Blues Creek-3,1,09/10/2028,12:02:00 PM,EDT,1,ug/L,1,1,ug/L,U,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,04/16/2028,02:50:00 PM,EDT,07/11/2028,12:00:00 PM,EDT,Alachua,Cellon Creek-1,1,04/16/2028,09:37:00 AM,EDT,2,ug/L,1,1,ug/L,,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,08/15/2028,03:30:00 PM,EDT,09/07/2028,09:20:00 AM,EDT,Alachua,Cellon Creek-1,1,08/15/2028,09:09:00 AM,EDT,15,ug/L,1,1,ug/L,,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,09/10/2028,12:37:00 PM,EDT,11/09/2028,12:00:00 PM,EST,Alachua,Cellon Creek-1,1,09/10/2028,10:22:00 AM,EDT,40,ug/L,1,1,ug/L,,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,04/16/2028,02:57:00 PM,EDT,07/11/2028,12:00:00 PM,EDT,Alachua,Cellon Creek-2,1,04/16/2028,09:00:00 AM,EDT,1,ug/L,1,1,ug/L,U,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,07/16/2028,12:47:00 PM,EDT,09/07/2028,09:20:00 AM,EDT,Alachua,Cellon Creek-2,1,07/16/2028,09:51:00 AM,EDT,4,ug/L,1,1,ug/L,,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,09/10/2028,12:41:00 PM,EDT,11/09/2028,12:00:00 PM,EST,Alachua,Cellon Creek-2,1,09/10/2028,09:45:00 AM,EDT,3,ug/L,1,1,ug/L,,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,04/16/2028,02:52:00 PM,EDT,07/11/2028,12:00:00 PM,EDT,Alachua,Cellon Creek-3,1,04/16/2028,10:12:59 AM,EDT,1,ug/L,1,1,ug/L,U,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,05/14/2028,03:13:00 PM,EDT,11/09/2028,09:20:00 AM,EST,Alachua,Cellon Creek-3,1,05/14/2028,11:49:00 AM,EDT,4,ug/L,1,1,ug/L,Q,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,06/12/2028,02:19:00 PM,EDT,09/07/2028,09:20:00 AM,EDT,Alachua,Cellon Creek-3,1,06/12/2028,11:09:59 AM,EDT,1,ug/L,1,1,ug/L,U,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,07/16/2028,12:50:00 PM,EDT,09/07/2028,09:20:00 AM,EDT,Alachua,Cellon Creek-3,1,07/16/2028,09:57:00 AM,EDT,1,ug/L,1,1,ug/L,U,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,08/15/2028,03:35:00 PM,EDT,09/07/2028,09:20:00 AM,EDT,Alachua,Cellon Creek-3,1,08/15/2028,09:56:00 AM,EDT,3,ug/L,1,1,ug/L,,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,09/10/2028,12:45:00 PM,EDT,11/09/2028,12:00:00 PM,EST,Alachua,Cellon Creek-3,1,09/10/2028,09:55:00 AM,EDT,1,ug/L,1,1,ug/L,U,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,04/16/2028,02:55:00 PM,EDT,07/11/2028,12:00:00 PM,EDT,Alachua,Cellon Creek-4,1,04/16/2028,12:57:00 PM,EDT,1,ug/L,1,1,ug/L,U,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,05/14/2028,03:16:00 PM,EDT,11/09/2028,09:20:00 AM,EST,Alachua,Cellon Creek-4,1,05/14/2028,01:26:00 PM,EDT,2,ug/L,1,1,ug/L,Q,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,06/12/2028,02:21:00 PM,EDT,09/07/2028,09:20:00 AM,EDT,Alachua,Cellon Creek-4,1,06/12/2028,12:43:00 PM,EDT,1,ug/L,1,1,ug/L,U,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,07/16/2028,12:52:00 PM,EDT,09/07/2028,09:20:00 AM,EDT,Alachua,Cellon Creek-4,1,07/16/2028,11:27:00 AM,EDT,1,ug/L,1,1,ug/L,U,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,08/15/2028,03:40:00 PM,EDT,09/07/2028,09:20:00 AM,EDT,Alachua,Cellon Creek-4,1,08/15/2028,12:16:00 PM,EDT,1,ug/L,1,1,ug/L,U,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,09/10/2028,12:48:00 PM,EDT,11/09/2028,12:00:00 PM,EST,Alachua,Cellon Creek-4,1,09/10/2028,11:28:00 AM,EDT,1,ug/L,1,1,ug/L,U,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,04/16/2028,02:33:59 PM,EDT,07/11/2028,12:00:00 PM,EDT,Alachua,Deer Run-1,1,04/16/2028,01:34:00 PM,EDT,1,ug/L,1,1,ug/L,U,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,05/14/2028,03:09:00 PM,EDT,08/03/2028,12:00:00 PM,EDT,Alachua,Deer Run-1,1,05/14/2028,01:43:00 PM,EDT,1,ug/L,1,1,ug/L,U,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,06/12/2028,02:14:00 PM,EDT,08/03/2028,12:00:00 PM,EDT,Alachua,Deer Run-1,1,06/12/2028,01:03:59 PM,EDT,2,ug/L,1,1,ug/L,,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,08/15/2028,03:14:00 PM,EDT,09/07/2028,09:20:00 AM,EDT,Alachua,Deer Run-1,1,08/15/2028,01:47:00 PM,EDT,0,ug/L,1,1,ug/L,TI,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,04/16/2028,02:35:59 PM,EDT,07/11/2028,12:00:00 PM,EDT,Alachua,Deer Run-2,1,04/16/2028,01:39:00 PM,EDT,4,ug/L,1,1,ug/L,,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,08/15/2028,03:17:59 PM,EDT,09/07/2028,09:20:00 AM,EDT,Alachua,Deer Run-2,1,08/15/2028,01:47:59 PM,EDT,2,ug/L,1,1,ug/L,,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,03/31/2028,11:35:00 AM,EDT,07/11/2028,12:00:00 PM,EDT,Alachua,Elizabeth,1,03/31/2028,10:48:00 AM,EDT,4,ug/L,1,1,ug/L,,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,03/31/2028,11:40:00 AM,EDT,07/11/2028,12:00:00 PM,EDT,Alachua,Elizabeth,2,03/31/2028,11:16:00 AM,EDT,4,ug/L,1,1,ug/L,,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,03/31/2028,11:44:59 AM,EDT,07/11/2028,12:00:00 PM,EDT,Alachua,Elizabeth,3,03/31/2028,11:30:00 AM,EDT,4,ug/L,1,1,ug/L,,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,05/01/2028,12:25:00 PM,EDT,07/11/2028,12:00:00 PM,EDT,Alachua,Elizabeth,1,05/01/2028,11:20:00 AM,EDT,4,ug/L,1,1,ug/L,,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,05/01/2028,12:30:00 PM,EDT,07/11/2028,12:00:00 PM,EDT,Alachua,Elizabeth,2,05/01/2028,12:06:00 PM,EDT,4,ug/L,1,1,ug/L,,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,05/01/2028,12:35:00 PM,EDT,07/11/2028,12:00:00 PM,EDT,Alachua,Elizabeth,3,05/01/2028,12:16:00 PM,EDT,4,ug/L,1,1,ug/L,,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,06/01/2028,11:44:59 AM,EDT,08/03/2028,12:00:00 PM,EDT,Alachua,Elizabeth,1,06/01/2028,07:30:00 AM,EDT,7,ug/L,1,1,ug/L,,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,06/01/2028,11:51:00 AM,EDT,08/03/2028,12:00:00 PM,EDT,Alachua,Elizabeth,2,06/01/2028,07:42:00 AM,EDT,4,ug/L,1,1,ug/L,,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,06/01/2028,11:54:59 AM,EDT,08/03/2028,12:00:00 PM,EDT,Alachua,Elizabeth,3,06/01/2028,07:54:00 AM,EDT,5,ug/L,1,1,ug/L,,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,06/30/2028,10:05:00 AM,EDT,08/03/2028,12:00:00 PM,EDT,Alachua,Elizabeth,1,06/30/2028,08:52:00 AM,EDT,12,ug/L,1,1,ug/L,,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,06/30/2028,10:14:59 AM,EDT,08/03/2028,12:00:00 PM,EDT,Alachua,Elizabeth,2,06/30/2028,09:19:00 AM,EDT,9,ug/L,1,1,ug/L,,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,06/30/2028,10:24:59 AM,EDT,08/03/2028,12:00:00 PM,EDT,Alachua,Elizabeth,3,06/30/2028,09:27:59 AM,EDT,8,ug/L,1,1,ug/L,,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,07/29/2028,09:29:59 AM,EDT,11/09/2028,09:20:00 AM,EST,Alachua,Elizabeth,1,07/29/2028,08:44:59 AM,EDT,8,ug/L,1,1,ug/L,,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,07/29/2028,09:35:00 AM,EDT,11/09/2028,09:20:00 AM,EST,Alachua,Elizabeth,2,07/29/2028,09:08:00 AM,EDT,8,ug/L,1,1,ug/L,,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,07/29/2028,09:39:59 AM,EDT,11/09/2028,09:20:00 AM,EST,Alachua,Elizabeth,3,07/29/2028,09:15:00 AM,EDT,8,ug/L,1,1,ug/L,,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,09/01/2028,09:35:00 AM,EDT,11/09/2028,12:00:00 PM,EST,Alachua,Elizabeth,1,09/01/2028,08:44:59 AM,EDT,5,ug/L,1,1,ug/L,,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,09/01/2028,09:39:00 AM,EDT,11/09/2028,12:00:00 PM,EST,Alachua,Elizabeth,2,09/01/2028,09:18:00 AM,EDT,6,ug/L,1,1,ug/L,,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,09/01/2028,09:41:59 AM,EDT,11/09/2028,12:00:00 PM,EST,Alachua,Elizabeth,3,09/01/2028,09:20:00 AM,EDT,4,ug/L,1,1,ug/L,,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,04/02/2028,06:48:00 PM,EDT,07/11/2028,12:00:00 PM,EDT,Alachua,Hogtown Creek-1,1,04/02/2028,11:40:00 AM,EDT,1,ug/L,1,1,ug/L,U,,Actual,1
FL-BIO-004,Chlorophyll a- uncorrected,Sample,Direct Grab,Water Bottle,0.3,m,,,LAKEWATCH-CHL,Total,05/09/2028,07:18:00 PM,EDT,08/03/2028,12:00:00 PM,EDT,Alachua,Hogtown Creek-1,1,05/09/2028,06:34:00 PM,EDT,1,ug/L,1,1,ug/L,U,,Actual,1
