Preparation_Date,Preparation_Time,Preparation_Time_Zone,Analysis_Date,Analysis_Time,Analysis_Time_Zone,County,Lake,Station,Activity_Start_Date,Tube_Number,Dilution,Abs,Org_Result_Value,Result_Comments,QAQC_Qualifier,WIN_Value_Qualifier,Holding_Qualifier,MDL_PQL_Qualifier,Data_Category,Run_ID,LWID,Comments
11/15/2024,11:00:00 AM,EST,11/15/2024,12:48:00 PM,EST,Alachua,Melrose Bay,2,09/30/2024,,1,0.03,22,,,,,,Sample,COL11152024,,
11/15/2024,11:00:00 AM,EST,11/15/2024,12:48:00 PM,EST,Alachua,Melrose Bay,2,10/28/2024,,1,0.034,25,,,,,,Sample,COL11152024,,
01/01/2004,12:00:00 AM,EDT,09/25/2024,1:56:00 PM,EDT,Alachua,Newnan,1,07/18/2024,,1,0.072,55,,,,,,Sample,COL0924202409252024,,
01/01/2004,12:00:00 AM,EDT,09/25/2024,1:56:00 PM,EDT,Alachua,Orange,1,07/10/2024,,1,0.06,46,,,,,,Sample,COL0924202409252024,,
08/23/2024,3:00:00 PM,EDT,08/28/2024,2:30:00 PM,EDT,Alachua,Santa Fe,2,06/25/2024,,1,0.033,24,,,,,,Sample,COL8232482824,,
01/01/2004,12:00:00 AM,EDT,09/25/2024,1:56:00 PM,EDT,Alachua,Santa Fe,2,07/29/2024,,1,0.032,24,,,,,,Sample,COL0924202409252024,,
09/13/2024,3:06:00 PM,EDT,09/16/2024,1:59:00 PM,EDT,Alachua,Santa Fe,2,08/19/2024,,1,0.27,191,,,,,,Sample,COL91320249162024,,
11/15/2024,11:00:00 AM,EST,11/15/2024,12:48:00 PM,EST,Alachua,Santa Fe,2,09/30/2024,,1,0.031,23,,,,,,Sample,COL11152024,,
11/15/2024,11:00:00 AM,EST,11/15/2024,12:48:00 PM,EST,Alachua,Santa Fe,2,10/28/2024,,1,0.036,27,,,,,,Sample,COL11152024,,
08/23/2024,3:00:00 PM,EDT,08/28/2024,2:30:00 PM,EDT,Alachua,Santa Fe-barricade,1,06/25/2024,,1,0.044,32,,,,,,Sample,COL8232482824,,
01/01/2004,12:00:00 AM,EDT,09/25/2024,1:56:00 PM,EDT,Alachua,Santa Fe-barricade,1,07/29/2024,,1,0.035,27,,,,,,Sample,COL0924202409252024,,
09/13/2024,3:06:00 PM,EDT,09/16/2024,1:59:00 PM,EDT,Alachua,Santa Fe-barricade,1,08/19/2024,,1,0.066,47,,,,,,Sample,COL91320249162024,,
11/15/2024,11:00:00 AM,EST,11/15/2024,12:48:00 PM,EST,Alachua,Santa Fe-barricade,1,09/30/2024,,1,0.041,31,,,,,,Sample,COL11152024,,
11/15/2024,11:00:00 AM,EST,11/15/2024,12:48:00 PM,EST,Alachua,Santa Fe-barricade,1,10/28/2024,,1,0.055,41,,,,,,Sample,COL11152024,,
11/15/2024,11:00:00 AM,EST,11/15/2024,12:48:00 PM,EST,Alachua,Santa Fe-Blue Bayou,1,09/30/2024,,1,0.033,25,,,,,,Sample,COL11152024,,
11/15/2024,11:00:00 AM,EST,11/15/2024,12:48:00 PM,EST,Alachua,Santa Fe-Blue Bayou,1,10/28/2024,,1,0.036,27,,,,,,Sample,COL11152024,,
09/13/2024,3:06:00 PM,EDT,09/16/2024,1:59:00 PM,EDT,Alachua,Santa Fe-Blue Bayou Canal,1,08/19/2024,,1,0.031,22,,,,,,Sample,COL91320249162024,,
01/01/2004,12:00:00 AM,EDT,09/25/2024,1:56:00 PM,EDT,Alachua,Santa Fe-Blue bayou canal mouth,1,07/29/2024,,1,0.029,22,,,,,,Sample,COL0924202409252024,,
08/23/2024,3:00:00 PM,EDT,08/28/2024,2:30:00 PM,EDT,Alachua,Santa Fe-canal mouth,1,06/25/2024,,1,0.036,27,,,,,,Sample,COL8232482824,,
01/01/2004,12:00:00 AM,EDT,09/25/2024,1:56:00 PM,EDT,Alachua,Santa Fe-canal mouth,1,07/29/2024,,1,0.028,21,,,,,,Sample,COL0924202409252024,,
09/13/2024,3:06:00 PM,EDT,09/16/2024,1:59:00 PM,EDT,Alachua,Santa Fe-canal mouth,1,08/19/2024,,1,0.03,21,,,,,,Sample,COL91320249162024,,
11/15/2024,11:00:00 AM,EST,11/15/2024,12:48:00 PM,EST,Alachua,Santa Fe-canal mouth,1,09/30/2024,,1,0.033,25,,,,,,Sample,COL11152024,,
11/15/2024,11:00:00 AM,EST,11/15/2024,12:48:00 PM,EST,Alachua,Santa Fe-canal mouth,1,10/28/2024,,1,0.036,27,,,,,,Sample,COL11152024,,
08/23/2024,3:00:00 PM,EDT,08/28/2024,2:30:00 PM,EDT,Alachua,Santa Fe-Painter Canal,1,06/25/2024,,1,0.04,29,,,,,,Sample,COL8232482824,,
01/01/2004,12:00:00 AM,EDT,09/25/2024,1:56:00 PM,EDT,Alachua,Santa Fe-Painter Canal,1,07/29/2024,,1,0.039,30,,,,,,Sample,COL0924202409252024,,
09/13/2024,3:06:00 PM,EDT,09/16/2024,1:59:00 PM,EDT,Alachua,Santa Fe-Painter Canal,1,08/19/2024,,1,0.066,47,,,,,,Sample,COL91320249162024,,
11/15/2024,11:00:00 AM,EST,11/15/2024,12:48:00 PM,EST,Alachua,Santa Fe-Painter Canal,1,09/30/2024,,1,0.054,41,,,,,,Sample,COL11152024,,
11/15/2024,11:00:00 AM,EST,11/15/2024,12:48:00 PM,EST,Alachua,Santa Fe-Painter Canal,1,10/28/2024,,1,0.053,40,,,,,,Sample,COL11152024,,
11/12/2024,2:36:00 PM,EST,11/14/2024,12:33:00 PM,EST,Alachua,Turkey Creek-1,1,07/15/2024,,1,0.025,19,,,,,,Sample,COL1112202411142024,,
11/12/2024,2:36:00 PM,EST,11/14/2024,12:33:00 PM,EST,Alachua,Turkey Creek-2,1,07/15/2024,,1,0.039,29,,,,,,Sample,COL1112202411142024,,
01/01/2004,12:00:00 AM,EDT,09/25/2024,1:56:00 PM,EDT,Alachua,Wauberg,1,07/14/2024,,1,0.025,19,,,,,,Sample,COL0924202409252024,,
10/15/2024,10:19:00 AM,EDT,10/16/2024,12:08:00 PM,EDT,Bay,Deer Point,1,07/29/2024,,1,0.062,47,,,,,,Sample,COL1015202410162024,,
10/15/2024,10:19:00 AM,EDT,10/16/2024,12:08:00 PM,EDT,Bay,Marin,1,07/24/2024,,1,0.006,4,,,,,,Sample,COL1015202410162024,,
10/15/2024,10:19:00 AM,EDT,10/16/2024,12:08:00 PM,EDT,Bay,Martin-1,1,07/03/2024,,1,0.025,19,,,,,,Sample,COL1015202410162024,,
10/15/2024,10:19:00 AM,EDT,10/16/2024,12:08:00 PM,EDT,Bay,Powell,1,07/10/2024,,1,0.075,57,,,,,,Sample,COL1015202410162024,,
10/15/2024,10:19:00 AM,EDT,10/16/2024,12:08:00 PM,EDT,Bay,Powell Creek East-1,1,07/10/2024,,1,0.136,104,,,,,,Sample,COL1015202410162024,,
10/17/2024,2:10:00 PM,EDT,10/22/2024,11:31:00 AM,EDT,Brevard,Fox,1,07/21/2024,,1,0.162,126,1,,,,,Sample,COL10172024COL10222024,,
10/17/2024,2:10:00 PM,EDT,10/22/2024,11:31:00 AM,EDT,Brevard,Washington,1,07/29/2024,,1,0.091,72,1,,,,,Sample,COL10172024COL10222024,,
08/23/2024,3:00:00 PM,EDT,08/28/2024,2:30:00 PM,EDT,Charlotte,L-4,1,04/26/2024,,1,0.099,71,,,,,,Sample,COL8232482824,,
08/23/2024,3:00:00 PM,EDT,08/28/2024,2:30:00 PM,EDT,Charlotte,L-6,1,04/25/2024,,1,0.038,28,,,,,,Sample,COL8232482824,,
08/23/2024,3:00:00 PM,EDT,08/28/2024,2:30:00 PM,EDT,Charlotte,LC-1,1,04/23/2024,,1,0.065,47,,,,,,Sample,COL8232482824,,
08/23/2024,3:00:00 PM,EDT,08/28/2024,2:30:00 PM,EDT,Charlotte,LC-2,1,04/23/2024,,1,0.053,39,,,,,,Sample,COL8232482824,,
08/23/2024,3:00:00 PM,EDT,08/28/2024,2:30:00 PM,EDT,Charlotte,LC-3,1,04/23/2024,,1,0.078,56,,,,,,Sample,COL8232482824,,
08/29/2024,3:19:00 PM,EDT,08/30/2024,12:10:00 PM,EDT,Charlotte,Oakland Hills End,1,04/24/2024,,1,0.071,51,,,,,,Sample,COL082924083024,,
08/29/2024,3:19:00 PM,EDT,08/30/2024,12:10:00 PM,EDT,Charlotte,Pine Valley End,1,04/25/2024,,1,0.047,34,,,,,,Sample,COL082924083024,,
08/29/2024,3:19:00 PM,EDT,08/30/2024,12:10:00 PM,EDT,Charlotte,Redfish,1,04/15/2024,,1,0.04,29,,,,,,Sample,COL082924083024,,
08/23/2024,3:00:00 PM,EDT,08/28/2024,2:30:00 PM,EDT,Charlotte,Sturgeon,1,04/13/2024,,1,0.037,27,,,,,,Sample,COL8232482824,,
08/23/2024,3:00:00 PM,EDT,08/28/2024,2:30:00 PM,EDT,Charlotte,Sunapee,1,04/13/2024,,1,0.051,37,,,,,,Sample,COL8232482824,,
08/23/2024,3:00:00 PM,EDT,08/28/2024,2:30:00 PM,EDT,Charlotte,WF-1,1,04/23/2024,,1,0.06,43,,,,,,Sample,COL8232482824,,
08/23/2024,3:00:00 PM,EDT,08/28/2024,2:30:00 PM,EDT,Charlotte,WF-2,1,04/23/2024,,1,0.062,45,,,,,,Sample,COL8232482824,,
08/23/2024,3:00:00 PM,EDT,08/28/2024,2:30:00 PM,EDT,Charlotte,WF-3,1,04/23/2024,,1,0.066,48,,,,,,Sample,COL8232482824,,
08/23/2024,3:00:00 PM,EDT,08/28/2024,2:30:00 PM,EDT,Charlotte,WF-4,1,04/23/2024,,1,0.106,76,,,,,,Sample,COL8232482824,,
08/23/2024,3:00:00 PM,EDT,08/28/2024,2:30:00 PM,EDT,Charlotte,WF-5,1,04/23/2024,,1,0.098,70,,,,,,Sample,COL8232482824,,
09/03/2024,10:35:00 AM,EDT,09/05/2024,12:12:00 PM,EDT,Charlotte,WF-6,1,04/23/2024,,1,0.081,58,,,,,,Sample,COL,,
08/29/2024,3:19:00 PM,EDT,08/30/2024,12:10:00 PM,EDT,Charlotte,WF-6,1,04/23/2024,,1,0.081,58,,,,,,Sample,COL082924083024,,
08/29/2024,3:19:00 PM,EDT,08/30/2024,12:10:00 PM,EDT,Charlotte,White Marsh Inflow,1,04/30/2024,,1,0.057,41,,,,,,Sample,COL082924083024,,
10/15/2024,10:19:00 AM,EDT,10/16/2024,12:08:00 PM,EDT,Citrus,Crystal River-1,1,07/17/2024,,1,0.023,17,,,,,,Sample,COL1015202410162024,,
10/15/2024,10:19:00 AM,EDT,10/16/2024,12:08:00 PM,EDT,Citrus,Crystal River-6,1,07/26/2024,,1,0.018,13,,,,,,Sample,COL1015202410162024,,
10/15/2024,10:19:00 AM,EDT,10/16/2024,12:08:00 PM,EDT,Citrus,Crystal River-7,1,07/17/2024,,1,0.015,11,,,,,,Sample,COL1015202410162024,,
10/15/2024,10:19:00 AM,EDT,10/16/2024,12:08:00 PM,EDT,Citrus,Floral City,1,07/30/2024,,1,0.08,61,,,,,,Sample,COL1015202410162024,,
10/15/2024,10:19:00 AM,EDT,10/16/2024,12:08:00 PM,EDT,Citrus,Floral City North,1,07/30/2024,,1,0.08,61,,,,,,Sample,COL1015202410162024,,
10/15/2024,10:19:00 AM,EDT,10/16/2024,12:08:00 PM,EDT,Citrus,Fort Cooper,1,07/22/2024,,1,0.031,23,,,,,,Sample,COL1015202410162024,,
10/15/2024,10:19:00 AM,EDT,10/16/2024,12:08:00 PM,EDT,Citrus,Hampton,1,07/30/2024,,1,0.06,45,,,,,,Sample,COL1015202410162024,,
10/15/2024,10:19:00 AM,EDT,10/16/2024,12:08:00 PM,EDT,Citrus,Magnolia Creek-1,1,07/19/2024,,1,0.044,33,,,,,,Sample,COL1015202410162024,,
10/15/2024,10:19:00 AM,EDT,10/16/2024,12:08:00 PM,EDT,Citrus,Magnolia Creek-2,1,07/19/2024,,1,0.011,8,,,,,,Sample,COL1015202410162024,,
10/15/2024,10:19:00 AM,EDT,10/16/2024,12:08:00 PM,EDT,Citrus,Magnolia Creek-3,1,07/19/2024,,1,0.009,6,,,,,,Sample,COL1015202410162024,,
10/15/2024,10:19:00 AM,EDT,10/16/2024,12:08:00 PM,EDT,Citrus,Magnolia Creek-4,1,07/19/2024,,1,0.005,3,,,,,,Sample,COL1015202410162024,,
10/15/2024,10:19:00 AM,EDT,10/16/2024,12:08:00 PM,EDT,Citrus,Magnolia Creek-mullet hole,1,07/19/2024,,1,0.014,10,,,,,,Sample,COL1015202410162024,,
10/15/2024,10:19:00 AM,EDT,10/16/2024,12:08:00 PM,EDT,Citrus,Tsala Apopka South,1,07/30/2024,,1,0.081,62,,,,,,Sample,COL1015202410162024,,
08/29/2024,3:19:00 PM,EDT,08/30/2024,12:10:00 PM,EDT,Clay,Asbury North,1,01/24/2024,,1,0.017,13,,,Q,Q,,Sample,COL082924083024,,
08/29/2024,3:19:00 PM,EDT,08/30/2024,12:10:00 PM,EDT,Clay,Deer,1,04/12/2024,,1,0.004,4,,,,,,Sample,COL082924083024,,
09/25/2024,1:00:00 PM,EDT,10/01/2024,1:30:00 PM,EDT,Clay,Deer,1,07/11/2024,,1,0.007,6,,,,,,Sample,COL1001202409252024,,
09/03/2024,10:35:00 AM,EDT,09/05/2024,12:12:00 PM,EDT,Clay,Flemingbrook-5,1,04/04/2024,,1,0.036,26,,,Q,Q,,Sample,COL,,
09/03/2024,10:35:00 AM,EDT,09/05/2024,12:12:00 PM,EDT,Clay,Flemingbrook-6,1,04/05/2024,,1,0.045,33,,,Q,Q,,Sample,COL,,
08/29/2024,3:19:00 PM,EDT,08/30/2024,12:10:00 PM,EDT,Clay,Gold Head Branch-1,1,04/12/2024,,1,0.023,17,,,,,,Sample,COL082924083024,,
09/25/2024,1:00:00 PM,EDT,10/01/2024,1:30:00 PM,EDT,Clay,Gold Head Branch-1,1,07/11/2024,,1,0.014,11,,,,,,Sample,COL1001202409252024,,
08/29/2024,3:19:00 PM,EDT,08/30/2024,12:10:00 PM,EDT,Clay,Gold Head Branch-2,1,04/12/2024,,1,0.018,14,,,,,,Sample,COL082924083024,,
09/25/2024,1:00:00 PM,EDT,10/01/2024,1:30:00 PM,EDT,Clay,Gold Head Branch-2,1,07/11/2024,,1,0.014,11,,,,,,Sample,COL1001202409252024,,
08/29/2024,3:19:00 PM,EDT,08/30/2024,12:10:00 PM,EDT,Clay,Johnson,1,04/12/2024,,1,0.013,10,,,,,,Sample,COL082924083024,,
09/25/2024,1:00:00 PM,EDT,10/01/2024,1:30:00 PM,EDT,Clay,Johnson,1,07/11/2024,,1,0.008,6,,,,,,Sample,COL1001202409252024,,
10/17/2024,2:10:00 PM,EDT,10/22/2024,11:31:00 AM,EDT,Clay,Lily,1,07/28/2024,,1,0.011,10,1,,,,,Sample,COL10172024COL10222024,,
08/29/2024,3:19:00 PM,EDT,08/30/2024,12:10:00 PM,EDT,Clay,Little Johnson,1,04/12/2024,,1,0.033,24,,,,,,Sample,COL082924083024,,
09/25/2024,1:00:00 PM,EDT,10/01/2024,1:30:00 PM,EDT,Clay,Little Johnson,1,07/11/2024,,1,0.026,20,,,,,,Sample,COL1001202409252024,,
08/29/2024,3:19:00 PM,EDT,08/30/2024,12:10:00 PM,EDT,Clay,Sheelar,1,04/12/2024,,1,0.011,9,,,,,,Sample,COL082924083024,,
09/25/2024,1:00:00 PM,EDT,10/01/2024,1:30:00 PM,EDT,Clay,Sheelar,1,07/11/2024,,1,0.003,2,,,,,,Sample,COL1001202409252024,,
08/23/2024,3:00:00 PM,EDT,08/28/2024,2:30:00 PM,EDT,Collier,Eagle,1,04/18/2024,,1,0.021,16,,,,,,Sample,COL8232482824,,
08/23/2024,3:00:00 PM,EDT,08/28/2024,2:30:00 PM,EDT,Collier,Harveys,1,04/05/2024,,1,0.044,32,,,,,,Sample,COL8232482824,,
08/23/2024,3:00:00 PM,EDT,08/28/2024,2:30:00 PM,EDT,Collier,IFAS Collier Pond,1,04/18/2024,,1,0.017,13,,,,,,Sample,COL8232482824,,
08/23/2024,3:00:00 PM,EDT,08/28/2024,2:30:00 PM,EDT,Collier,Islandwalk,1,04/15/2024,,1,0.03,22,,,,,,Sample,COL8232482824,,
08/29/2024,3:19:00 PM,EDT,08/30/2024,12:10:00 PM,EDT,Collier,PCL-16,1,04/24/2024,,1,0.015,12,,,,,,Sample,COL082924083024,,
08/23/2024,3:00:00 PM,EDT,08/28/2024,2:30:00 PM,EDT,Collier,PCL-2,1,04/24/2024,,1,0.015,12,,,,,,Sample,COL8232482824,,
08/23/2024,3:00:00 PM,EDT,08/28/2024,2:30:00 PM,EDT,Collier,PCL-5,1,01/24/2024,,1,0.016,12,,,Q,Q,,Sample,COL8232482824,,
08/23/2024,3:00:00 PM,EDT,08/28/2024,2:30:00 PM,EDT,Collier,PCL-5,1,04/24/2024,,1,0.015,12,,,,,,Sample,COL8232482824,,
08/29/2024,3:19:00 PM,EDT,08/30/2024,12:10:00 PM,EDT,Collier,Saddlebrook,1,04/23/2024,,1,0.033,24,,,,,,Sample,COL082924083024,,
08/29/2024,3:19:00 PM,EDT,08/30/2024,12:10:00 PM,EDT,Collier,SB-61,1,04/19/2024,,1,0.013,10,,,,,,Sample,COL082924083024,,
09/03/2024,10:35:00 AM,EDT,09/05/2024,12:12:00 PM,EDT,Collier,Seacrest 1,1,04/30/2024,,1,0.018,14,,,,,,Sample,COL,,
09/03/2024,10:35:00 AM,EDT,09/05/2024,12:12:00 PM,EDT,Collier,Seacrest 2,1,04/30/2024,,1,0.012,9,,,,,,Sample,COL,,
08/29/2024,3:19:00 PM,EDT,08/30/2024,12:10:00 PM,EDT,Columbia,Jeffery,1,04/27/2024,,1,0.078,56,,,,,,Sample,COL082924083024,,
09/03/2024,10:35:00 AM,EDT,09/05/2024,12:12:00 PM,EDT,Columbia,Rum Island Spring-1,1,04/18/2024,,1,0.007,6,,,,,,Sample,COL,,
10/29/2024,10:00:00 AM,EDT,10/30/2024,12:00:00 AM,EDT,Columbia,Rum Island Spring-1,1,07/24/2024,,1,0.002,1,,,,,,Sample,COL1029202410302024,,
08/29/2024,3:19:00 PM,EDT,08/30/2024,12:10:00 PM,EDT,Duval,Hidden,1,01/26/2024,,1,0.025,19,,,Q,Q,,Sample,COL082924083024,,
09/13/2024,3:06:00 PM,EDT,09/16/2024,1:59:00 PM,EDT,Duval,Hidden,1,07/22/2024,,1,0.01,7,,,,,,Sample,COL91320249162024,,
10/15/2024,10:19:00 AM,EDT,10/16/2024,12:08:00 PM,EDT,Flagler,Cheyenne Cove,1,07/21/2024,,1,0.031,23,,,,,,Sample,COL1015202410162024,,
10/15/2024,10:19:00 AM,EDT,10/16/2024,12:08:00 PM,EDT,Flagler,Disston,1,07/08/2024,,4,0.086,261,,,,,,Sample,COL1015202410162024,,
10/31/2024,3:08:00 PM,EDT,11/01/2024,12:00:00 AM,EDT,Franklin,Alligator Harbor-1,1,07/15/2024,,1,0.015,11,,,,,,Sample,COL1031202411012024,,
10/31/2024,3:08:00 PM,EDT,11/01/2024,12:00:00 AM,EDT,Franklin,Alligator Harbor-2,1,07/18/2024,,1,0.009,7,,,,,,Sample,COL1031202411012024,,
10/31/2024,3:08:00 PM,EDT,11/01/2024,12:00:00 AM,EDT,Franklin,Alligator Harbor-3,1,07/15/2024,,1,0.012,9,,,,,,Sample,COL1031202411012024,,
10/31/2024,3:08:00 PM,EDT,11/01/2024,12:00:00 AM,EDT,Franklin,Alligator Harbor-4,1,07/18/2024,,1,0.02,15,,,,,,Sample,COL1031202411012024,,
10/31/2024,3:08:00 PM,EDT,11/01/2024,12:00:00 AM,EDT,Franklin,Alligator Harbor-5,1,07/18/2024,,1,0.012,9,,,,,,Sample,COL1031202411012024,,
10/31/2024,3:08:00 PM,EDT,11/01/2024,12:00:00 AM,EDT,Franklin,Alligator Harbor-6,1,07/18/2024,,1,0.023,17,,,,,,Sample,COL1031202411012024,,
10/31/2024,3:08:00 PM,EDT,11/01/2024,12:00:00 AM,EDT,Franklin,Alligator Harbor-7,1,07/15/2024,,1,0.012,9,,,,,,Sample,COL1031202411012024,,
10/24/2024,12:02:00 PM,EDT,10/28/2024,2:44:00 PM,EDT,Gadsden,Talquin,1,07/01/2024,,1,0.086,65,,,,,,Sample,COL1024202410282024,,
09/03/2024,10:35:00 AM,EDT,09/05/2024,12:12:00 PM,EDT,Gilchrist,Gilchrist Blue Spring Run-1,1,04/18/2024,,1,0,1,,,TI,,TI,Sample,COL,,
10/29/2024,10:00:00 AM,EDT,10/30/2024,12:00:00 AM,EDT,Gilchrist,Gilchrist Blue Spring Run-1,1,07/24/2024,,1,0.001,0,,,,,,Sample,COL1029202410302024,,
09/03/2024,10:35:00 AM,EDT,09/05/2024,12:12:00 PM,EDT,Gilchrist,Ginnie Spring Run-1,1,04/18/2024,,1,0.001,2,,,,,,Sample,COL,,
10/29/2024,10:00:00 AM,EDT,10/30/2024,12:00:00 AM,EDT,Gilchrist,Ginnie Spring Run-1,1,07/24/2024,,1,0.001,0,,,TI,,TI,Sample,COL1029202410302024,,
10/15/2024,10:19:00 AM,EDT,10/16/2024,12:08:00 PM,EDT,Gulf,Cattledip,1,04/09/2024,,1,0.155,118,,,Q,Q,,Sample,COL1015202410162024,,
10/15/2024,10:19:00 AM,EDT,10/16/2024,12:08:00 PM,EDT,Gulf,Depot Creek-1,1,04/09/2024,,2,0.172,263,,,Q,Q,,Sample,COL1015202410162024,,
10/15/2024,10:19:00 AM,EDT,10/16/2024,12:08:00 PM,EDT,Gulf,Dove Field-1,1,04/09/2024,,2,0.123,187,,,Q,Q,,Sample,COL1015202410162024,,
10/15/2024,10:19:00 AM,EDT,10/16/2024,12:08:00 PM,EDT,Gulf,Money Bayou-1,1,04/09/2024,,2,0.188,287,,,Q,Q,,Sample,COL1015202410162024,,
10/15/2024,10:19:00 AM,EDT,10/16/2024,12:08:00 PM,EDT,Gulf,Pond Road,1,04/09/2024,,4,0.063,191,,,Q,Q,,Sample,COL1015202410162024,,
10/15/2024,10:19:00 AM,EDT,10/16/2024,12:08:00 PM,EDT,Gulf,Simmons Bayou-1,1,04/09/2024,,1,0.044,33,,,Q,Q,,Sample,COL1015202410162024,,
10/15/2024,10:19:00 AM,EDT,10/16/2024,12:08:00 PM,EDT,Gulf,South Gate,1,04/09/2024,,4,0.05,151,,,Q,Q,,Sample,COL1015202410162024,,
10/31/2024,3:08:00 PM,EDT,11/01/2024,12:00:00 AM,EDT,Gulf,St. Joseph Bay-1,1,07/26/2024,,1,0.01,7,,,,,,Sample,COL1031202411012024,,
10/31/2024,3:08:00 PM,EDT,11/01/2024,12:00:00 AM,EDT,Gulf,St. Joseph Bay-2,1,07/26/2024,,1,0.009,7,,,,,,Sample,COL1031202411012024,,
10/31/2024,3:08:00 PM,EDT,11/01/2024,12:00:00 AM,EDT,Gulf,St. Joseph Bay-3,1,07/26/2024,,1,0.014,10,,,,,,Sample,COL1031202411012024,,
10/31/2024,3:08:00 PM,EDT,11/01/2024,12:00:00 AM,EDT,Gulf,St. Joseph Bay-4,1,07/26/2024,,1,0.014,10,,,,,,Sample,COL1031202411012024,,
