Preparation_Date,Preparation_Time,Preparation_Time_Zone,Analysis_Date,Analysis_Time,Analysis_Time_Zone,County,Lake,Station,Activity_Start_Date,Tube_Number,Dilution,Org_Result_Value,Org_Result_Unit,Result_Comments,QAQC_Qualifier,WIN_Value_Qualifier,Holding_Qualifier,MDL_PQL_Qualifier,Data_Category,Run_ID,Study,Comments
7/10/25,2:23:00 PM,EDT,7/14/25,8:08:00 AM,EDT,Putnam,Enslow,1,5/13/25,,1,22,uS/cm,,,,,,Sample,20250710COND20250714,,
7/10/25,2:23:00 PM,EDT,7/14/25,8:08:00 AM,EDT,,,ALTQC2,,,1,428,uS/cm,,,Q,Q,,QAQC,20250710COND20250714,,
7/10/25,2:23:00 PM,EDT,7/14/25,8:08:00 AM,EDT,Putnam,Enslow,2,5/13/25,,1,22,uS/cm,,,,,,Sample,20250710COND20250714,,
7/10/25,2:23:00 PM,EDT,7/14/25,8:08:00 AM,EDT,Putnam,Enslow,3,5/13/25,,1,23,uS/cm,,,,,,Sample,20250710COND20250714,,
7/10/25,2:23:00 PM,EDT,7/14/25,8:08:00 AM,EDT,Putnam,Goose,1,5/14/25,,1,60,uS/cm,,,,,,Sample,20250710COND20250714,,
7/10/25,2:23:00 PM,EDT,7/14/25,8:08:00 AM,EDT,Putnam,Goose,2,5/14/25,,1,59,uS/cm,,,,,,Sample,20250710COND20250714,,
7/10/25,2:23:00 PM,EDT,7/14/25,8:08:00 AM,EDT,Putnam,Goose,3,5/14/25,,1,59,uS/cm,,,,,,Sample,20250710COND20250714,,
7/10/25,2:23:00 PM,EDT,7/14/25,8:08:00 AM,EDT,Putnam,McCloud,1,5/13/25,,1,26,uS/cm,,,,,,Sample,20250710COND20250714,,
7/10/25,2:23:00 PM,EDT,7/14/25,8:08:00 AM,EDT,Putnam,McCloud,2,5/13/25,,1,26,uS/cm,,,,,,Sample,20250710COND20250714,,
7/10/25,2:23:00 PM,EDT,7/14/25,8:08:00 AM,EDT,Putnam,McCloud,3,5/13/25,,1,26,uS/cm,,,,,,Sample,20250710COND20250714,,
7/10/25,2:23:00 PM,EDT,7/14/25,8:08:00 AM,EDT,Putnam,Ross,1,5/14/25,,1,61,uS/cm,,,,,,Sample,20250710COND20250714,,
7/10/25,2:23:00 PM,EDT,7/14/25,8:08:00 AM,EDT,Putnam,Ross,2,5/14/25,,1,62,uS/cm,,,,,,Sample,20250710COND20250714,,
7/10/25,2:23:00 PM,EDT,7/14/25,8:08:00 AM,EDT,Putnam,Ross,3,5/14/25,,1,62,uS/cm,,,,,,Sample,20250710COND20250714,,
7/10/25,2:23:00 PM,EDT,7/14/25,8:08:00 AM,EDT,Putnam,Rowan,1,5/13/25,,1,45,mS/cm,,,,,,Sample,20250710COND20250714,,
7/10/25,2:23:00 PM,EDT,7/14/25,8:08:00 AM,EDT,Putnam,Rowan,2,5/13/25,,1,46,mS/cm,,,,,,Sample,20250710COND20250714,,
7/10/25,2:23:00 PM,EDT,7/14/25,8:08:00 AM,EDT,Putnam,Rowan,3,5/13/25,,1,45,uS/cm,,,,,,Sample,20250710COND20250714,,
7/10/25,2:23:00 PM,EDT,7/14/25,8:08:00 AM,EDT,Putnam,Suggs,1,5/14/25,,1,61,uS/cm,,,,,,Sample,20250710COND20250714,,
7/10/25,2:23:00 PM,EDT,7/14/25,8:08:00 AM,EDT,Putnam,Suggs,2,5/14/25,,1,61,uS/cm,,,,,,Sample,20250710COND20250714,,
7/10/25,2:23:00 PM,EDT,7/14/25,8:08:00 AM,EDT,Putnam,Suggs,3,5/14/25,,1,62,uS/cm,,,,,,Sample,20250710COND20250714,,
7/10/25,2:23:00 PM,EDT,7/14/25,8:08:00 AM,EDT,Highlands,Annie,1,4/16/25,,1,42,uS/cm,,,,,,Sample,20250710COND20250714,,
7/10/25,2:23:00 PM,EDT,7/14/25,8:08:00 AM,EDT,Highlands,Clay,1,4/26/25,,1,181,uS/cm,,,,,,Sample,20250710COND20250714,,
7/10/25,2:23:00 PM,EDT,7/14/25,8:08:00 AM,EDT,,,ALTQC3,,,1,429,uS/cm,,,Q,Q,,QAQC,20250710COND20250714,,
7/10/25,2:23:00 PM,EDT,7/14/25,8:08:00 AM,EDT,,,ALTQC4,,,,,uS/cm,,J,Q,Q,,QAQC,20250710COND20250714,,
7/10/25,2:23:00 PM,EDT,7/14/25,8:08:00 AM,EDT,,,ALTQC5,,,,,uS/cm,,J,Q,Q,,QAQC,20250710COND20250714,,
7/21/25,1:50:59 PM,EST,7/22/25,7:58:00 AM,EST,Alachua,Lochloosa_Lajoie_Post-Doc,OP2,6/23/25,,1,124,uS/cm,,,Q,Q,,Sample,COND0721202507222025,,
7/21/25,1:50:59 PM,EST,7/22/25,7:58:00 AM,EST,Alachua,Lochloosa_Lajoie_Post-Doc,OP1,6/23/25,,1,126,uS/cm,,,Q,Q,,Sample,COND0721202507222025,,
7/21/25,1:50:59 PM,EST,7/22/25,7:58:00 AM,EST,Alachua,Lochloosa_Lajoie_Post-Doc,OP3,6/23/25,,1,125,uS/cm,,,,,,Sample,COND0721202507222025,,
7/21/25,1:50:59 PM,EST,7/22/25,7:58:00 AM,EST,Alachua,Lochloosa_Lajoie_Post-Doc,LC,6/23/25,,1,120,uS/cm,,,,,,Sample,COND0721202507222025,,
7/21/25,1:50:59 PM,EST,7/22/25,7:58:00 AM,EST,Alachua,Lochloosa_Lajoie_Post-Doc,L5,6/23/25,,1,124,uS/cm,,,,,,Sample,COND0721202507222025,,
7/21/25,1:50:59 PM,EST,7/22/25,7:58:00 AM,EST,Alachua,Lochloosa_Lajoie_Post-Doc,L2,6/23/25,,1,124,uS/cm,,,,,,Sample,COND0721202507222025,,
7/21/25,1:50:59 PM,EST,7/22/25,7:58:00 AM,EST,Alachua,Lochloosa_Lajoie_Post-Doc,L4,6/23/25,,1,124,uS/cm,,,,,,Sample,COND0721202507222025,,
7/21/25,1:50:59 PM,EST,7/22/25,7:58:00 AM,EST,Bay,Beatty Bayou-1,1,6/23/25,,1,14,mS/cm,,,,,,Sample,COND0721202507222025,,
7/21/25,1:50:59 PM,EST,7/22/25,7:58:00 AM,EST,Bay,Callaway Bayou-2,1,4/23/25,,1,22,mS/cm,,,,,,Sample,COND0721202507222025,,
7/21/25,1:50:59 PM,EST,7/22/25,7:58:00 AM,EST,Bay,East Bay-1,1,4/23/25,,1,26,mS/cm,,,,,,Sample,COND0721202507222025,,
7/21/25,1:50:59 PM,EST,7/22/25,7:58:00 AM,EST,Bay,East Bay-2,1,4/23/25,,1,32,mS/cm,,,,,,Sample,COND0721202507222025,,
7/21/25,1:50:59 PM,EST,7/22/25,7:58:00 AM,EST,Bay,East Bay-3,1,4/23/25,,1,32,mS/cm,,,,,,Sample,COND0721202507222025,,
7/21/25,1:50:59 PM,EST,7/22/25,7:58:00 AM,EST,Bay,East Bay-4,1,4/23/25,,1,34,mS/cm,,,,,,Sample,COND0721202507222025,,
7/21/25,1:50:59 PM,EST,7/22/25,7:58:00 AM,EST,,,ALTQC1,,,1,458,uS/cm,,,Q,Q,,QAQC,COND0721202507222025,,
7/21/25,1:50:59 PM,EST,7/22/25,7:58:00 AM,EST,Bay,East Bay-5,1,4/23/25,,1,40,mS/cm,,,,,,Sample,COND0721202507222025,,
7/21/25,1:50:59 PM,EST,7/22/25,7:58:00 AM,EST,Bay,Laird Bayou-1,1,4/23/25,,1,33,mS/cm,,,,,,Sample,COND0721202507222025,,
7/21/25,1:50:59 PM,EST,7/22/25,7:58:00 AM,EST,Bay,Laird Bayou-2,1,4/23/25,,1,34,mS/cm,,,,,,Sample,COND0721202507222025,,
7/21/25,1:50:59 PM,EST,7/22/25,7:58:00 AM,EST,Bay,Laird Bayou-3,1,4/23/25,,1,28,mS/cm,,,,,,Sample,COND0721202507222025,,
7/21/25,1:50:59 PM,EST,7/22/25,7:58:00 AM,EST,Bay,Massalina Bayou-1,1,4/29/25,,1,43,mS/cm,,,,,,Sample,COND0721202507222025,,
7/21/25,1:50:59 PM,EST,7/22/25,7:58:00 AM,EST,Bay,Mill Bayou-1,1,4/9/25,,1,15,mS/cm,,,,,,Sample,COND0721202507222025,,
7/21/25,1:50:59 PM,EST,7/22/25,7:58:00 AM,EST,Bay,North Bay-1,1,4/9/25,,1,13,mS/cm,,,,,,Sample,COND0721202507222025,,
7/21/25,1:50:59 PM,EST,7/22/25,7:58:00 AM,EST,,,ALTQC2,,,1,451,uS/cm,,,Q,Q,,QAQC,COND0721202507222025,,
7/21/25,1:50:59 PM,EST,7/22/25,7:58:00 AM,EST,Bay,North Bay-2,1,4/9/25,,1,18,mS/cm,,,,,,Sample,COND0721202507222025,,
7/21/25,1:50:59 PM,EST,7/22/25,7:58:00 AM,EST,Bay,North Bay-3,1,4/9/25,,1,23,mS/cm,,,,,,Sample,COND0721202507222025,,
7/21/25,1:50:59 PM,EST,7/22/25,7:58:00 AM,EST,Bay,North Bay-4,1,4/9/25,,1,4,mS/cm,,,,,,Sample,COND0721202507222025,,
7/21/25,1:50:59 PM,EST,7/22/25,7:58:00 AM,EST,Bay,Pitts Bayou-1,1,4/23/25,,1,38,mS/cm,,,,,,Sample,COND0721202507222025,,
7/21/25,1:50:59 PM,EST,7/22/25,7:58:00 AM,EST,Escambia,Bayou Texar-2,1,1/19/25,,1,27,mS/cm,,,Q,Q,,Sample,COND0721202507222025,,
7/21/25,1:50:59 PM,EST,7/22/25,7:58:00 AM,EST,Escambia,Bayou Texar-3,1,1/19/25,,1,25,mS/cm,,,Q,Q,,Sample,COND0721202507222025,,
7/21/25,1:50:59 PM,EST,7/22/25,7:58:00 AM,EST,Franklin,Alligator Harbor-1,1,1/8/25,,1,44,mS/cm,,,Q,Q,,Sample,COND0721202507222025,,
7/21/25,1:50:59 PM,EST,7/22/25,7:58:00 AM,EST,Franklin,Alligator Harbor-2,1,1/8/25,,1,56,mS/cm,,,Q,Q,,Sample,COND0721202507222025,,
7/21/25,1:50:59 PM,EST,7/22/25,7:58:00 AM,EST,Franklin,Alligator Harbor-3,1,1/8/25,,1,44,mS/cm,,,Q,Q,,Sample,COND0721202507222025,,
7/21/25,1:50:59 PM,EST,7/22/25,7:58:00 AM,EST,Franklin,Alligator Harbor-4,1,1/8/25,,1,30,mS/cm,,,Q,Q,,Sample,COND0721202507222025,,
7/21/25,1:50:59 PM,EST,7/22/25,7:58:00 AM,EST,Franklin,Alligator Harbor-5,1,1/8/25,,1,43,mS/cm,,,Q,Q,,Sample,COND0721202507222025,,
7/21/25,1:50:59 PM,EST,7/22/25,7:58:00 AM,EST,Franklin,Alligator Harbor-6,1,1/8/25,,1,42,mS/cm,,,Q,Q,,Sample,COND0721202507222025,,
7/21/25,1:50:59 PM,EST,7/22/25,7:58:00 AM,EST,Franklin,Alligator Harbor-7,1,1/8/25,,1,39,mS/cm,,,Q,Q,,Sample,COND0721202507222025,,
7/21/25,1:50:59 PM,EST,7/22/25,7:58:00 AM,EST,Franklin,Alligator Harbor-1,1,4/22/25,,1,50,mS/cm,,,,,,Sample,COND0721202507222025,,
7/21/25,1:50:59 PM,EST,7/22/25,7:58:00 AM,EST,Franklin,Alligator Harbor-2,1,4/22/25,,1,47,mS/cm,,,,,,Sample,COND0721202507222025,,
7/21/25,1:50:59 PM,EST,7/22/25,7:58:00 AM,EST,Franklin,Alligator Harbor-3,1,4/22/25,,1,48,mS/cm,,,,,,Sample,COND0721202507222025,,
7/21/25,1:50:59 PM,EST,7/22/25,7:58:00 AM,EST,,,ALTQC3,,,1,451,uS/cm,,,Q,Q,,QAQC,COND0721202507222025,,
7/21/25,1:50:59 PM,EST,7/22/25,7:58:00 AM,EST,,,ALTQC4,,,,,uS/cm,,J,Q,Q,,QAQC,COND0721202507222025,,
7/21/25,1:50:59 PM,EST,7/22/25,7:58:00 AM,EST,,,ALTQC5,,,,,uS/cm,,J,Q,Q,,QAQC,COND0721202507222025,,
7/23/25,11:28:00 AM,EST,7/24/25,8:40:00 AM,EST,Alachua,Alto,1,4/17/25,,1,70,uS/cm,,,Q,Q,,Sample,COND0723202507242025,,
7/23/25,11:28:00 AM,EST,7/24/25,8:40:00 AM,EST,Alachua,Blues Creek-1,1,4/15/25,,1,233,uS/cm,,,Q,Q,,Sample,COND0723202507242025,,
7/23/25,11:28:00 AM,EST,7/24/25,8:40:00 AM,EST,Alachua,Blues Creek-2,1,4/15/25,,1,126,uS/cm,,,,,,Sample,COND0723202507242025,,
7/23/25,11:28:00 AM,EST,7/24/25,8:40:00 AM,EST,Alachua,Blues Creek-3,1,4/15/25,,1,128,uS/cm,,,,,,Sample,COND0723202507242025,,
7/23/25,11:28:00 AM,EST,7/24/25,8:40:00 AM,EST,Alachua,Cellon Creek-1,1,4/15/25,,1,306,uS/cm,,,,,,Sample,COND0723202507242025,,
7/23/25,11:28:00 AM,EST,7/24/25,8:40:00 AM,EST,Alachua,Cellon Creek-2,1,4/15/25,,1,311,uS/cm,,,,,,Sample,COND0723202507242025,,
7/23/25,11:28:00 AM,EST,7/24/25,8:40:00 AM,EST,Alachua,Cellon Creek-3,1,4/15/25,,1,383,uS/cm,,,,,,Sample,COND0723202507242025,,
7/23/25,11:28:00 AM,EST,7/24/25,8:40:00 AM,EST,Alachua,Cellon Creek-4,1,4/15/25,,1,390,uS/cm,,,,,,Sample,COND0723202507242025,,
7/23/25,11:28:00 AM,EST,7/24/25,8:40:00 AM,EST,Alachua,Little Santa Fe,2,5/27/25,,1,72,uS/cm,,,,,,Sample,COND0723202507242025,,
7/23/25,11:28:00 AM,EST,7/24/25,8:40:00 AM,EST,Alachua,Melrose Bay,2,5/27/25,,1,80,uS/cm,,,,,,Sample,COND0723202507242025,,
7/23/25,11:28:00 AM,EST,7/24/25,8:40:00 AM,EST,Alachua,Santa Fe,2,5/27/25,,1,81,uS/cm,,,,,,Sample,COND0723202507242025,,
7/23/25,11:28:00 AM,EST,7/24/25,8:40:00 AM,EST,Alachua,Santa Fe-barricade,1,5/27/25,,1,74,uS/cm,,,,,,Sample,COND0723202507242025,,
7/23/25,11:28:00 AM,EST,7/24/25,8:40:00 AM,EST,Alachua,Santa Fe-Blue Bayou,1,5/27/25,,1,72,uS/cm,,,,,,Sample,COND0723202507242025,,
7/23/25,11:28:00 AM,EST,7/24/25,8:40:00 AM,EST,Alachua,Santa Fe-canal mouth,1,5/27/25,,1,73,uS/cm,,,,,,Sample,COND0723202507242025,,
7/23/25,11:28:00 AM,EST,7/24/25,8:40:00 AM,EST,Alachua,Santa Fe-Painter Canal,1,5/27/25,,1,75,uS/cm,,,,,,Sample,COND0723202507242025,,
7/23/25,11:28:00 AM,EST,7/24/25,8:40:00 AM,EST,Alachua,Turkey Creek-1,1,4/15/25,,1,287,uS/cm,,,,,,Sample,COND0723202507242025,,
7/23/25,11:28:00 AM,EST,7/24/25,8:40:00 AM,EST,Alachua,Turkey Creek-2,1,4/15/25,,1,269,uS/cm,,,,,,Sample,COND0723202507242025,,
7/23/25,11:28:00 AM,EST,7/24/25,8:40:00 AM,EST,,,ALTQC1,,,1,455,uS/cm,,,Q,Q,,QAQC,COND0723202507242025,,
7/23/25,11:28:00 AM,EST,7/24/25,8:40:00 AM,EST,Citrus,Crystal River-1,1,4/24/25,,1,9,mS/cm,,,,,,Sample,COND0723202507242025,,
7/23/25,11:28:00 AM,EST,7/24/25,8:40:00 AM,EST,Citrus,Crystal River-7,1,4/24/25,,1,7,mS/cm,,,,,,Sample,COND0723202507242025,,
7/23/25,11:28:00 AM,EST,7/24/25,8:40:00 AM,EST,Citrus,Floral City,1,4/5/25,,1,126,uS/cm,,,,,,Sample,COND0723202507242025,,
7/23/25,11:28:00 AM,EST,7/24/25,8:40:00 AM,EST,Citrus,Floral City North,1,4/5/25,,1,102,uS/cm,,,,,,Sample,COND0723202507242025,,
7/23/25,11:28:00 AM,EST,7/24/25,8:40:00 AM,EST,Citrus,Fort Cooper,1,4/16/25,,1,294,uS/cm,,,,,,Sample,COND0723202507242025,,
7/23/25,11:28:00 AM,EST,7/24/25,8:40:00 AM,EST,Citrus,Hampton,1,4/5/25,,1,123,uS/cm,,,,,,Sample,COND0723202507242025,,
7/23/25,11:28:00 AM,EST,7/24/25,8:40:00 AM,EST,Citrus,Tsala Apopka,1,4/6/25,,1,167,uS/cm,,,,,,Sample,COND0723202507242025,,
7/23/25,11:28:00 AM,EST,7/24/25,8:40:00 AM,EST,Citrus,Tsala Apopka South,1,4/5/25,,1,126,uS/cm,,,,,,Sample,COND0723202507242025,,
7/23/25,11:28:00 AM,EST,7/24/25,8:40:00 AM,EST,Franklin,Alligator Harbor-4,1,4/22/25,,1,43,mS/cm,,,,,,Sample,COND0723202507242025,,
7/23/25,11:28:00 AM,EST,7/24/25,8:40:00 AM,EST,Franklin,Alligator Harbor-5,1,4/22/25,,1,48,mS/cm,,,,,,Sample,COND0723202507242025,,
7/23/25,11:28:00 AM,EST,7/24/25,8:40:00 AM,EST,Franklin,Alligator Harbor-6,1,4/22/25,,1,52,mS/cm,,,,,,Sample,COND0723202507242025,,
7/23/25,11:28:00 AM,EST,7/24/25,8:40:00 AM,EST,Franklin,Alligator Harbor-7,1,4/22/25,,1,47,mS/cm,,,,,,Sample,COND0723202507242025,,
7/23/25,11:28:00 AM,EST,7/24/25,8:40:00 AM,EST,Gadsden,Talquin,1,4/5/25,,1,50,uS/cm,,,,,,Sample,COND0723202507242025,,
7/23/25,11:28:00 AM,EST,7/24/25,8:40:00 AM,EST,,,ALTQC2,,,1,454,uS/cm,,,Q,Q,,QAQC,COND0723202507242025,,
7/23/25,11:28:00 AM,EST,7/24/25,8:40:00 AM,EST,Leon,Blue Heron,1,4/2/25,,1,75,uS/cm,,,,,,Sample,COND0723202507242025,,
7/23/25,11:28:00 AM,EST,7/24/25,8:40:00 AM,EST,Leon,Bradford,1,4/28/25,,1,26,uS/cm,,,,,,Sample,COND0723202507242025,,
7/23/25,11:28:00 AM,EST,7/24/25,8:40:00 AM,EST,Marion,Deerback,1,4/22/25,,1,32,uS/cm,,,,,,Sample,COND0723202507242025,,
7/23/25,11:28:00 AM,EST,7/24/25,8:40:00 AM,EST,Marion,Little Weir,1,4/8/25,,1,178,uS/cm,,,,,,Sample,COND0723202507242025,,
7/23/25,11:28:00 AM,EST,7/24/25,8:40:00 AM,EST,Marion,Rainbow River-2,1,4/26/25,,1,207,uS/cm,,,,,,Sample,COND0723202507242025,,
7/23/25,11:28:00 AM,EST,7/24/25,8:40:00 AM,EST,Marion,Rainbow River-3,1,4/26/25,,1,265,uS/cm,,,,,,Sample,COND0723202507242025,,
7/23/25,11:28:00 AM,EST,7/24/25,8:40:00 AM,EST,Marion,Sunset Harbor,1,4/10/25,,1,229,uS/cm,,,,,,Sample,COND0723202507242025,,
7/23/25,11:28:00 AM,EST,7/24/25,8:40:00 AM,EST,Marion,Withlacoochee River-Dunnellon,1,4/26/25,,1,258,uS/cm,,,,,,Sample,COND0723202507242025,,
7/23/25,11:28:00 AM,EST,7/24/25,8:40:00 AM,EST,Sarasota,Heron,1,4/15/25,,1,974,uS/cm,,,,,,Sample,COND0723202507242025,,
7/23/25,11:28:00 AM,EST,7/24/25,8:40:00 AM,EST,Sarasota,HO6,1,4/15/25,,1,513,uS/cm,,,,,,Sample,COND0723202507242025,,
7/23/25,11:28:00 AM,EST,7/24/25,8:40:00 AM,EST,Sarasota,Lower Myakka,1,4/30/25,,1,1149,uS/cm,,,,,,Sample,COND0723202507242025,,
7/23/25,11:28:00 AM,EST,7/24/25,8:40:00 AM,EST,,,ALTQC3,,,1,448,uS/cm,,,Q,Q,,QAQC,COND0723202507242025,,
7/23/25,11:28:00 AM,EST,7/24/25,8:40:00 AM,EST,,,ALTQC4,,,,,uS/cm,,J,Q,Q,,QAQC,COND0723202507242025,,
7/23/25,11:28:00 AM,EST,7/24/25,8:40:00 AM,EST,,,ALTQC5,,,,,uS/cm,,J,Q,Q,,QAQC,COND0723202507242025,,
7/23/25,3:59:59 PM,EST,7/25/25,12:30:00 PM,EST,Highlands,Lotela,1,4/17/25,,1,167,uS/cm,,,Q,Q,,Sample,COND0723202507252025,,
7/23/25,3:59:59 PM,EST,7/25/25,12:30:00 PM,EST,Highlands,Trout,1,4/13/25,,1,149,uS/cm,,,Q,Q,,Sample,COND0723202507252025,,
7/23/25,3:59:59 PM,EST,7/25/25,12:30:00 PM,EST,Highlands,Trout,1,4/26/25,,1,153,uS/cm,,,,,,Sample,COND0723202507252025,,
7/23/25,3:59:59 PM,EST,7/25/25,12:30:00 PM,EST,Lake,Bugg Springs,1,4/19/25,,1,254,uS/cm,,,,,,Sample,COND0723202507252025,,
7/23/25,3:59:59 PM,EST,7/25/25,12:30:00 PM,EST,Lake,Crown,1,4/7/25,,1,111,uS/cm,,,,,,Sample,COND0723202507252025,,
7/23/25,3:59:59 PM,EST,7/25/25,12:30:00 PM,EST,Lake,Florence,1,4/10/25,,1,281,uS/cm,,,,,,Sample,COND0723202507252025,,
7/23/25,3:59:59 PM,EST,7/25/25,12:30:00 PM,EST,Lake,Hiawatha,1,4/14/25,,1,78,uS/cm,,,,,,Sample,COND0723202507252025,,
7/23/25,3:59:59 PM,EST,7/25/25,12:30:00 PM,EST,Lake,Jewel,1,4/7/25,,1,107,uS/cm,,,,,,Sample,COND0723202507252025,,
7/23/25,3:59:59 PM,EST,7/25/25,12:30:00 PM,EST,Lake,Joanna,1,4/22/25,,1,219,uS/cm,,,,,,Sample,COND0723202507252025,,
7/23/25,3:59:59 PM,EST,7/25/25,12:30:00 PM,EST,Marion,Weir,1,4/4/25,,1,231,uS/cm,,,,,,Sample,COND0723202507252025,,
7/23/25,3:59:59 PM,EST,7/25/25,12:30:00 PM,EST,Hernando,Mountain,1,4/26/25,,1,96,uS/cm,,,,,,Sample,COND0723202507252025,,
7/23/25,3:59:59 PM,EST,7/25/25,12:30:00 PM,EST,Lake,Bay,1,4/24/25,,1,107,uS/cm,,,,,,Sample,COND0723202507252025,,
7/23/25,3:59:59 PM,EST,7/25/25,12:30:00 PM,EST,,,ALTQC1,,,1,454,uS/cm,,,Q,Q,,QAQC,COND0723202507252025,,
7/23/25,3:59:59 PM,EST,7/25/25,12:30:00 PM,EST,Levy,Cedar Key-1,1,4/29/25,,1,43,mS/cm,,,,,,Sample,COND0723202507252025,,
7/23/25,3:59:59 PM,EST,7/25/25,12:30:00 PM,EST,Levy,Cedar Key-2,1,4/29/25,,1,23,mS/cm,,,,,,Sample,COND0723202507252025,,
7/23/25,3:59:59 PM,EST,7/25/25,12:30:00 PM,EST,Levy,Cedar Key-4,1,4/29/25,,1,43,mS/cm,,,,,,Sample,COND0723202507252025,,
7/23/25,3:59:59 PM,EST,7/25/25,12:30:00 PM,EST,,,ALTQC2,,,1,451,uS/cm,,,Q,Q,,QAQC,COND0723202507252025,,
7/23/25,3:59:59 PM,EST,7/25/25,12:30:00 PM,EST,Putnam,Rowan,1,6/10/25,,1,44,uS/cm,,,,,,Sample,COND0723202507252025,,
7/23/25,3:59:59 PM,EST,7/25/25,12:30:00 PM,EST,Putnam,Rowan,2,6/10/25,,1,44,uS/cm,,,,,,Sample,COND0723202507252025,,
7/23/25,3:59:59 PM,EST,7/25/25,12:30:00 PM,EST,Putnam,Rowan,3,6/10/25,,1,44,uS/cm,,,,,,Sample,COND0723202507252025,,
7/23/25,3:59:59 PM,EST,7/25/25,12:30:00 PM,EST,Hernando,Hunter,2,4/4/25,,1,184,uS/cm,,,,,,Sample,COND0723202507252025,,
7/23/25,3:59:59 PM,EST,7/25/25,12:30:00 PM,EST,Pinellas,Autumn,1,4/30/25,,1,775,uS/cm,,,,,,Sample,COND0723202507252025,,
7/23/25,3:59:59 PM,EST,7/25/25,12:30:00 PM,EST,Pinellas,Bellevue,1,4/25/25,,1,267,uS/cm,,,,,,Sample,COND0723202507252025,,
7/23/25,3:59:59 PM,EST,7/25/25,12:30:00 PM,EST,Pinellas,Crescent,1,4/26/25,,1,558,uS/cm,,,,,,Sample,COND0723202507252025,,
7/23/25,3:59:59 PM,EST,7/25/25,12:30:00 PM,EST,Pinellas,Meadow West,1,4/21/25,,1,458,uS/cm,,,,,,Sample,COND0723202507252025,,
7/23/25,3:59:59 PM,EST,7/25/25,12:30:00 PM,EST,Collier,Eagle,1,1/21/25,,1,384,uS/cm,,,Q,Q,,Sample,COND0723202507252025,,
7/23/25,3:59:59 PM,EST,7/25/25,12:30:00 PM,EST,Collier,Eagle,1,4/25/25,,1,409,uS/cm,,,,,,Sample,COND0723202507252025,,
7/23/25,3:59:59 PM,EST,7/25/25,12:30:00 PM,EST,Collier,Harveys,1,4/1/25,,1,1191,uS/cm,,,,,,Sample,COND0723202507252025,,
7/23/25,3:59:59 PM,EST,7/25/25,12:30:00 PM,EST,Collier,IFAS Collier Pond,1,4/21/25,,1,279,uS/cm,,,,,,Sample,COND0723202507252025,,
7/23/25,3:59:59 PM,EST,7/25/25,12:30:00 PM,EST,,,ALTQC3,,,1,453,uS/cm,,,Q,Q,,QAQC,COND0723202507252025,,
7/23/25,3:59:59 PM,EST,7/25/25,12:30:00 PM,EST,,,ALTQC4,,,,,uS/cm,,J,Q,Q,,QAQC,COND0723202507252025,,
