Org_Analyte_Name,Preparation_Date,Preparation_Time,Preparation_Time_Zone,Analysis_Date,Analysis_Time,Analysis_Time_Zone,County,Lake,Station,Activity_Start_Date,Tube_Number,Dilution,Abs,Result_Value(ug/L),Result_Comments,QAQC_Qualifier,WIN_Value_Qualifier,Holding_Qualifier,MDL_PQL_Qualifier,Data_Category,Run_ID,Comments
Nitrogen- Total,08/22/2023,9:35:00 AM,EDT,08/23/2023,1:25:00 PM,EDT,Orange,Butler,3,06/11/2023,,,,440,,,,,,,,
Nitrogen- Total,07/11/2023,9:20:00 AM,EDT,07/14/2023,2:07:00 PM,EDT,Palm Beach,Riverwalk,1,05/22/2023,,,,660,,,,,,,,
Nitrogen- Total,07/28/2023,12:00:00 PM,EDT,07/31/2023,12:29:00 PM,EDT,Pinellas,Autumn,1,05/23/2023,,,,1220,,,,,,,,
Nitrogen- Total,07/28/2023,12:00:00 PM,EDT,07/31/2023,12:29:00 PM,EDT,Pinellas,Autumn,2,05/23/2023,,,,1250,,,,,,,,
Nitrogen- Total,08/04/2023,10:45:00 AM,EDT,08/09/2023,1:17:00 PM,EDT,Pinellas,Bellevue,1,06/15/2023,,,,720,,,,,,,,
Nitrogen- Total,08/04/2023,12:45:00 PM,EDT,08/10/2023,12:14:00 PM,EDT,Pinellas,Bellevue,2,06/15/2023,,,,610,,,,,,,,
Nitrogen- Total,08/04/2023,10:45:00 AM,EDT,08/09/2023,1:17:00 PM,EDT,Pinellas,Bellevue,3,06/15/2023,,,,730,,,,,,,,
Nitrogen- Total,08/22/2023,9:35:00 AM,EDT,08/23/2023,1:25:00 PM,EDT,Pinellas,Crescent,1,07/29/2023,,,,480,,,,,,,,
Nitrogen- Total,08/22/2023,9:35:00 AM,EDT,08/23/2023,1:25:00 PM,EDT,Pinellas,Crescent,3,07/29/2023,,,,400,,,,,,,,
Nitrogen- Total,07/28/2023,12:00:00 PM,EDT,07/31/2023,12:29:00 PM,EDT,Pinellas,Jungle North Inlet,1,05/26/2023,,,,1330,,,,,,,,
Nitrogen- Total,07/28/2023,12:00:00 PM,EDT,07/31/2023,12:29:00 PM,EDT,Pinellas,Jungle Outlet,1,05/26/2023,,,,1220,,,,,,,,
Nitrogen- Total,07/28/2023,12:00:00 PM,EDT,07/31/2023,12:29:00 PM,EDT,Pinellas,Jungle South Inlet,1,05/26/2023,,,,1210,,,,,,,,
Nitrogen- Total,08/02/2023,1:00:00 PM,EDT,08/04/2023,11:47:00 AM,EDT,Putnam,Annie,1,05/21/2023,,,,410,,,,,,,,
Nitrogen- Total,08/02/2023,1:00:00 PM,EDT,08/04/2023,11:47:00 AM,EDT,Putnam,Annie,2,05/21/2023,,,,410,,,,,,,,
Nitrogen- Total,08/02/2023,1:00:00 PM,EDT,08/04/2023,11:47:00 AM,EDT,Putnam,Annie,3,05/21/2023,,,,400,,,,,,,,
Nitrogen- Total,10/10/2023,1:15:00 PM,EDT,10/12/2023,12:24:00 PM,EDT,Putnam,Annie,1,07/16/2023,,,,390,,,,,,,,
Nitrogen- Total,10/10/2023,1:15:00 PM,EDT,10/12/2023,12:24:00 PM,EDT,Putnam,Annie,2,07/16/2023,,,,390,,,,,,,,
Nitrogen- Total,10/10/2023,1:15:00 PM,EDT,10/12/2023,12:24:00 PM,EDT,Putnam,Annie,3,07/16/2023,,,,390,,,,,,,,
Nitrogen- Total,10/10/2023,1:15:00 PM,EDT,10/12/2023,12:24:00 PM,EDT,Sarasota,Center,1,08/18/2023,,,,970,,,,,,,,
Nitrogen- Total,10/10/2023,1:15:00 PM,EDT,10/12/2023,12:24:00 PM,EDT,Sarasota,Center,2,08/18/2023,,,,890,,,,,,,,
Nitrogen- Total,10/10/2023,1:15:00 PM,EDT,10/12/2023,12:24:00 PM,EDT,Sarasota,Center,3,08/18/2023,,,,1020,,,,,,,,
Nitrogen- Total,10/10/2023,1:15:00 PM,EDT,10/12/2023,12:24:00 PM,EDT,Sarasota,North,1,08/18/2023,,,,950,,,,,,,,
Nitrogen- Total,10/10/2023,1:15:00 PM,EDT,10/12/2023,12:24:00 PM,EDT,Sarasota,North,2,08/18/2023,,,,890,,,,,,,,
Nitrogen- Total,10/10/2023,1:15:00 PM,EDT,10/12/2023,12:24:00 PM,EDT,Sarasota,North,3,08/18/2023,,,,940,,,,,,,,
Nitrogen- Total,10/10/2023,1:15:00 PM,EDT,10/12/2023,12:24:00 PM,EDT,Sarasota,South,1,08/18/2023,,,,1050,,,,,,,,
Nitrogen- Total,10/10/2023,1:15:00 PM,EDT,10/12/2023,12:24:00 PM,EDT,Sarasota,South,2,08/18/2023,,,,1010,,,,,,,,
Nitrogen- Total,10/10/2023,1:15:00 PM,EDT,10/12/2023,12:24:00 PM,EDT,Sarasota,South,3,08/18/2023,,,,1020,,,,,,,,
Nitrogen- Total,10/03/2023,9:30:00 AM,EDT,10/10/2023,11:48:00 AM,EDT,Sarasota,Uplands,1,07/30/2023,,,,1740,,,,,,,,
Nitrogen- Total,10/03/2023,9:30:00 AM,EDT,10/10/2023,11:48:00 AM,EDT,Sarasota,Uplands,2,07/30/2023,,,,1470,,,,,,,,
Nitrogen- Total,10/03/2023,9:30:00 AM,EDT,10/10/2023,11:48:00 AM,EDT,Sarasota,Uplands,3,07/30/2023,,,,1670,,,,,,,,
Nitrogen- Total,09/15/2023,9:40:00 AM,EDT,09/20/2023,10:05:00 AM,EDT,Seminole,Crescent,1,06/28/2023,,,,420,,,,,,,,
Nitrogen- Total,09/15/2023,9:40:00 AM,EDT,09/20/2023,10:05:00 AM,EDT,Seminole,Crescent,2,06/28/2023,,,,740,,,,,,,,
Nitrogen- Total,09/15/2023,9:40:00 AM,EDT,09/20/2023,10:05:00 AM,EDT,Seminole,Crescent,3,06/28/2023,,,,1020,,,,,,,,
Nitrogen- Total,07/14/2023,9:30:00 AM,EDT,07/17/2023,12:12:00 PM,EDT,Seminole,Horseshoe North,1,04/05/2023,,,,600,,,,,,,,
Nitrogen- Total,07/14/2023,10:45:00 AM,EDT,07/18/2023,12:40:00 PM,EDT,Seminole,Horseshoe North,2,04/05/2023,,,,750,,,,,,,,
Nitrogen- Total,07/14/2023,9:30:00 AM,EDT,07/17/2023,12:12:00 PM,EDT,Seminole,Horseshoe North,3,04/05/2023,,,,660,,,,,,,,
Nitrogen- Total,09/15/2023,12:00:00 PM,EDT,09/20/2023,10:05:00 AM,EDT,Seminole,Howell,1,03/19/2023,,,,850,,,Q,,,,,
Nitrogen- Total,09/15/2023,12:00:00 PM,EDT,09/20/2023,10:05:00 AM,EDT,Seminole,Howell,2,03/19/2023,,,,680,,,Q,,,,,
Nitrogen- Total,09/15/2023,12:00:00 PM,EDT,09/20/2023,10:05:00 AM,EDT,Seminole,Howell,3,03/19/2023,,,,730,,,Q,,,,,
Nitrogen- Total,10/13/2023,9:55:00 AM,EDT,10/18/2023,11:58:00 AM,EDT,Seminole,Mary,1,07/15/2023,,,,610,,,,,,,,
Nitrogen- Total,10/13/2023,9:55:00 AM,EDT,10/18/2023,11:58:00 AM,EDT,Seminole,Mary,2,07/15/2023,,,,690,,,,,,,,
Nitrogen- Total,10/13/2023,9:55:00 AM,EDT,10/18/2023,11:58:00 AM,EDT,Seminole,Mary,3,07/15/2023,,,,670,,,,,,,,
Nitrogen- Total,07/20/2023,9:25:00 AM,EDT,07/21/2023,12:14:00 PM,EDT,Seminole,Onora,1,05/14/2023,,,,570,,,,,,,,
Nitrogen- Total,09/15/2023,9:40:00 AM,EDT,09/20/2023,10:05:00 AM,EDT,Seminole,Orienta 1,1,05/21/2023,,,,1390,,,,,,,,
Nitrogen- Total,09/15/2023,9:40:00 AM,EDT,09/20/2023,10:05:00 AM,EDT,Seminole,Orienta 1,1,08/24/2023,,,,1260,,,,,,,,
Nitrogen- Total,09/15/2023,9:40:00 AM,EDT,09/20/2023,10:05:00 AM,EDT,Seminole,Orienta 2,1,05/21/2023,,,,1250,,,,,,,,
Nitrogen- Total,09/15/2023,9:40:00 AM,EDT,09/20/2023,10:05:00 AM,EDT,Seminole,Orienta 2,1,08/24/2023,,,,1120,,,,,,,,
Nitrogen- Total,09/15/2023,9:40:00 AM,EDT,09/20/2023,10:05:00 AM,EDT,Seminole,Orienta East,1,05/21/2023,,,,1170,,,,,,,,
Nitrogen- Total,09/15/2023,9:40:00 AM,EDT,09/20/2023,10:05:00 AM,EDT,Seminole,Orienta East,1,08/24/2023,,,,990,,,,,,,,
Nitrogen- Total,09/15/2023,9:40:00 AM,EDT,09/20/2023,10:05:00 AM,EDT,Seminole,Orienta North,1,05/21/2023,,,,750,,,,,,,,
Nitrogen- Total,09/15/2023,9:40:00 AM,EDT,09/20/2023,10:05:00 AM,EDT,Seminole,Orienta North,1,08/24/2023,,,,650,,,,,,,,
Nitrogen- Total,11/14/2023,9:20:00 AM,EST,11/20/2023,12:13:00 PM,EST,Wakulla,Wakulla River Middle-1,1,12/17/2022,,,,160,,,Q,,,,,
Nitrogen- Total,11/14/2023,9:20:00 AM,EST,11/20/2023,12:13:00 PM,EST,Wakulla,Wakulla River Middle-2,1,12/17/2022,,,,90,,,Q,,,,,
Nitrogen- Total,11/14/2023,9:20:00 AM,EST,11/20/2023,12:13:00 PM,EST,Wakulla,Wakulla River Middle-3,1,12/17/2022,,,,180,,,Q,,,,,
Nitrogen- Total,08/11/2023,9:25:00 AM,EDT,08/15/2023,1:10:00 PM,EDT,Walton,Alligator,1,05/29/2023,,,,380,,,,,,,,
Nitrogen- Total,08/11/2023,9:25:00 AM,EDT,08/15/2023,1:10:00 PM,EDT,Walton,Alligator,2,05/29/2023,,,,440,,,,,,,,
Nitrogen- Total,08/11/2023,9:25:00 AM,EDT,08/15/2023,1:10:00 PM,EDT,Walton,Alligator,3,05/29/2023,,,,420,,,,,,,,
Nitrogen- Total,08/11/2023,9:25:00 AM,EDT,08/15/2023,1:10:00 PM,EDT,Walton,Alligator,4,05/29/2023,,,,410,,,,,,,,
Nitrogen- Total,08/11/2023,10:45:00 AM,EDT,08/15/2023,1:10:00 PM,EDT,Walton,Alligator,1,06/25/2023,,,,430,,,,,,,,
Nitrogen- Total,08/11/2023,10:45:00 AM,EDT,08/15/2023,1:10:00 PM,EDT,Walton,Alligator,2,06/25/2023,,,,350,,,,,,,,
Nitrogen- Total,08/11/2023,10:45:00 AM,EDT,08/15/2023,1:10:00 PM,EDT,Walton,Alligator,3,06/25/2023,,,,270,,,,,,,,
Nitrogen- Total,08/11/2023,10:45:00 AM,EDT,08/15/2023,1:10:00 PM,EDT,Walton,Alligator,4,06/25/2023,,,,480,,,,,,,,
Nitrogen- Total,01/06/2023,10:30:00 AM,EST,01/11/2023,1:40:00 PM,EST,Bay,Massalina Bayou-1,1,10/19/2022,,,,200,,,,,,,,
Nitrogen- Total,12/19/2022,12:15:00 PM,EST,12/20/2022,12:44:00 PM,EST,Collier,Heron Pointe,1,05/24/2022,,,,540,,,Q,,,,,
Nitrogen- Total,12/19/2022,12:15:00 PM,EST,12/20/2022,12:44:00 PM,EST,Collier,Heron Pointe,2,05/24/2022,,,,540,,,Q,,,,,
Nitrogen- Total,12/19/2022,12:15:00 PM,EST,12/20/2022,12:44:00 PM,EST,Collier,Heron Pointe,3,05/24/2022,,,,580,,,Q,,,,,
Nitrogen- Total,01/06/2023,1:00:00 PM,EST,01/11/2023,1:40:00 PM,EST,Collier,IFAS Collier Pond,1,10/31/2022,,,,320,,,,,,,,
Nitrogen- Total,01/06/2023,1:00:00 PM,EST,01/11/2023,1:40:00 PM,EST,Collier,IFAS Collier Pond,2,10/31/2022,,,,340,,,,,,,,
Nitrogen- Total,01/06/2023,1:00:00 PM,EST,01/11/2023,1:40:00 PM,EST,Collier,IFAS Collier Pond,3,10/31/2022,,,,320,,,,,,,,
Nitrogen- Total,12/14/2022,9:30:00 AM,EST,12/15/2022,11:43:00 AM,EST,Hillsborough,Cypress Creek-122,1,10/26/2022,,,,1110,,,,,,,,
Nitrogen- Total,12/14/2022,9:30:00 AM,EST,12/15/2022,11:43:00 AM,EST,Hillsborough,Cypress Creek-122,2,10/26/2022,,,,1010,,,,,,,,
Nitrogen- Total,01/20/2023,1:15:00 PM,EST,02/03/2023,12:41:00 PM,EST,Hillsborough,Cypress Creek-122,1,11/23/2022,,,,860,,,,,,,,
Nitrogen- Total,01/20/2023,1:15:00 PM,EST,02/03/2023,12:41:00 PM,EST,Hillsborough,Cypress Creek-122,2,11/23/2022,,,,840,,,,,,,,
Nitrogen- Total,02/15/2023,10:30:00 AM,EST,02/17/2023,12:18:00 PM,EST,Hillsborough,Cypress Creek-122,1,12/22/2022,,,,830,,,,,,,,
Nitrogen- Total,02/15/2023,10:30:00 AM,EST,02/17/2023,12:18:00 PM,EST,Hillsborough,Cypress Creek-122,2,12/22/2022,,,,760,,,,,,,,
Nitrogen- Total,12/09/2022,10:30:00 AM,EST,12/14/2022,11:59:00 AM,EST,Hillsborough,Pine,1,10/20/2022,,,,620,,,,,,,,
Nitrogen- Total,12/09/2022,10:30:00 AM,EST,12/14/2022,11:59:00 AM,EST,Hillsborough,Pine,2,10/20/2022,,,,620,,,,,,,,
Nitrogen- Total,12/09/2022,10:30:00 AM,EST,12/14/2022,11:59:00 AM,EST,Hillsborough,Pine,3,10/20/2022,,,,630,,,,,,,,
Nitrogen- Total,01/24/2023,9:15:00 AM,EST,02/03/2023,12:41:00 PM,EST,Orange,Holden,1,10/16/2022,,,,500,,,,,,,,
Nitrogen- Total,01/24/2023,9:15:00 AM,EST,02/03/2023,12:41:00 PM,EST,Orange,Holden,2,10/16/2022,,,,460,,,,,,,,
Nitrogen- Total,01/24/2023,9:15:00 AM,EST,02/03/2023,12:41:00 PM,EST,Orange,Holden,3,10/16/2022,,,,470,,,,,,,,
Nitrogen- Total,01/24/2023,9:15:00 AM,EST,02/03/2023,12:41:00 PM,EST,Orange,Holden Canal-1,1,10/16/2022,,,,770,,,,,,,,
Nitrogen- Total,01/12/2023,9:15:00 AM,EST,01/13/2023,11:16:00 AM,EST,Sarasota,Lake 37,1,10/17/2022,,,,800,,,,,,,,
Nitrogen- Total,01/12/2023,9:15:00 AM,EST,01/13/2023,11:16:00 AM,EST,Sarasota,Lake 37,2,10/17/2022,,,,740,,,,,,,,
Nitrogen- Total,01/12/2023,9:15:00 AM,EST,01/13/2023,11:16:00 AM,EST,Sarasota,Lake 37,3,10/17/2022,,,,750,,,,,,,,
Nitrogen- Total,01/12/2023,9:15:00 AM,EST,01/13/2023,11:16:00 AM,EST,Sarasota,Lake G-20,2,10/17/2022,,,,600,,,,,,,,
Nitrogen- Total,01/12/2023,9:15:00 AM,EST,01/13/2023,11:16:00 AM,EST,Sarasota,Lake G-20,3,10/17/2022,,,,670,,,,,,,,
Nitrogen- Total,01/12/2023,9:15:00 AM,EST,01/13/2023,11:16:00 AM,EST,Sarasota,Lake M-9,1,10/17/2022,,,,1320,,,,,,,,
Nitrogen- Total,01/12/2023,9:15:00 AM,EST,01/13/2023,11:16:00 AM,EST,Sarasota,Lake M-9,2,10/17/2022,,,,1420,,,,,,,,
Nitrogen- Total,01/12/2023,9:15:00 AM,EST,01/13/2023,11:16:00 AM,EST,Sarasota,Lake M-9,3,10/17/2022,,,,1320,,,,,,,,
Nitrogen- Total,01/31/2023,1:00:00 PM,EST,02/10/2023,9:49:00 AM,EST,Sarasota,Pinebrook South,1,12/03/2022,,,,1070,,,,,,,,
Nitrogen- Total,01/31/2023,1:00:00 PM,EST,02/10/2023,9:49:00 AM,EST,Sarasota,Pinebrook South,2,12/03/2022,,,,1300,,,,,,,,
Nitrogen- Total,01/31/2023,1:00:00 PM,EST,02/10/2023,9:49:00 AM,EST,Sarasota,Pinebrook South,3,12/03/2022,,,,1400,,,,,,,,
Nitrogen- Total,09/13/2022,12:30:00 PM,EDT,09/16/2022,11:24:00 AM,EDT,Alachua,Turkey Creek-2,1,08/16/2022,,,,1100,,,,,,,,
Nitrogen- Total,09/13/2022,12:30:00 PM,EDT,09/16/2022,11:24:00 AM,EDT,Citrus,Fort Cooper,1,08/17/2022,,,,550,,,,,,,,
Nitrogen- Total,09/13/2022,12:30:00 PM,EDT,09/16/2022,11:24:00 AM,EDT,Citrus,Fort Cooper,2,08/17/2022,,,,540,,,,,,,,
Nitrogen- Total,09/13/2022,12:30:00 PM,EDT,09/16/2022,11:24:00 AM,EDT,Citrus,Fort Cooper,3,08/17/2022,,,,520,,,,,,,,
Nitrogen- Total,09/21/2022,1:45:00 PM,EDT,10/06/2022,10:29:00 AM,EDT,Citrus,Tsala Apopka South,1,07/29/2022,,,,740,,,,,,,,
Nitrogen- Total,09/21/2022,1:45:00 PM,EDT,10/06/2022,10:29:00 AM,EDT,Citrus,Tsala Apopka South,3,07/29/2022,,,,630,,,,,,,,
Nitrogen- Total,09/16/2022,12:00:00 PM,EDT,09/20/2022,10:28:00 AM,EDT,Hillsborough,Cypress Creek-122,1,08/24/2022,,,,800,,,,,,,,
Nitrogen- Total,09/16/2022,12:00:00 PM,EDT,09/20/2022,10:28:00 AM,EDT,Hillsborough,Cypress Creek-122,2,08/24/2022,,,,680,,,,,,,,
Nitrogen- Total,11/30/2022,9:30:00 AM,EST,12/01/2022,1:12:00 PM,EST,Hillsborough,Cypress Creek-122,1,09/20/2022,,,,1010,,,,,,,,
Nitrogen- Total,11/30/2022,9:30:00 AM,EST,12/01/2022,1:12:00 PM,EST,Hillsborough,Cypress Creek-122,2,09/20/2022,,,,1070,,,,,,,,
Nitrogen- Total,11/22/2022,12:00:00 PM,EST,11/28/2022,12:31:00 PM,EST,Marion,Horseshoe,3,03/28/2022,,,,430,,,Q,,,,,
Nitrogen- Total,09/13/2022,2:00:00 PM,EDT,09/19/2022,11:11:00 AM,EDT,Seminole,Orienta 1,1,07/25/2022,,,,1260,,,,,,,,
Nitrogen- Total,09/13/2022,2:00:00 PM,EDT,09/19/2022,11:11:00 AM,EDT,Seminole,Orienta 2,1,07/25/2022,,,,1140,,,,,,,,
Nitrogen- Total,09/13/2022,2:00:00 PM,EDT,09/19/2022,11:11:00 AM,EDT,Seminole,Orienta East,1,07/25/2022,,,,1080,,,,,,,,
Nitrogen- Total,09/13/2022,2:00:00 PM,EDT,09/19/2022,11:11:00 AM,EDT,Seminole,Orienta North,1,07/25/2022,,,,770,,,,,,,,
Nitrogen- Total,10/21/2022,2:00:00 PM,EDT,10/31/2022,1:35:00 PM,EDT,Sumter,Miona,1,09/17/2022,,,,1160,,,,,,,,
Nitrogen- Total,10/21/2022,2:00:00 PM,EDT,10/31/2022,1:35:00 PM,EDT,Sumter,Miona,2,09/17/2022,,,,1090,,,,,,,,
Nitrogen- Total,10/21/2022,2:00:00 PM,EDT,10/31/2022,1:35:00 PM,EDT,Sumter,Miona,3,09/17/2022,,,,1070,,,,,,,,
Nitrogen- Total,05/17/2022,9:32:00 AM,EDT,05/23/2022,12:23:00 PM,EDT,Alachua,Blues Creek-3,1,04/14/2022,,,,740,,,,,,,,
Nitrogen- Total,05/17/2022,9:32:00 AM,EDT,05/23/2022,12:23:00 PM,EDT,Alachua,Cellon Creek-1,1,04/13/2022,,,,1060,,,,,,,,
Nitrogen- Total,06/10/2022,9:27:00 AM,EDT,06/14/2022,10:50:00 AM,EDT,Bay,Burnt Mill Upper-2,1,04/22/2022,,,,270,,,,,,,,
Nitrogen- Total,06/23/2022,9:15:00 AM,EDT,06/28/2022,11:54:00 AM,EDT,Bay,Warren Bayou-1,1,05/02/2022,,,,250,,,,,,,,
Nitrogen- Total,06/23/2022,9:15:00 AM,EDT,06/28/2022,11:54:00 AM,EDT,Bay,West Bay-2,1,05/02/2022,,,,260,,,,,,,,
Nitrogen- Total,05/10/2022,11:19:00 AM,EDT,05/12/2022,10:56:00 AM,EDT,Columbia,Lower Ichetucknee River-1,1,09/22/2021,,,,560,,,Q,,,,,
Nitrogen- Total,05/10/2022,11:19:00 AM,EDT,05/12/2022,10:56:00 AM,EDT,Columbia,Lower Ichetucknee River-2,1,09/22/2021,,,,570,,,Q,,,,,
