ADAPT Analyte ID,Org Analyte Name,Activity Type,Sample Collection Type,Sample Collection Equipment,Activity Depth,Activity Depth Unit,Analysis Method,Sample Fraction,Preparation Date,Preparation Time,Preparation Time Zone,Analysis Date,Analysis Time,Analysis Time Zone,County,Lake,Station,Activity Start Date,Activity Start Time,Activity Time Zone,Org Result Value,Org Result Unit,Org MDL,Org PQL,Org Detection Unit,Value Qualifier,Result Comments,Result Value Type Name,Dilution
FL-INORG-002,Nitrogen- Total,Sample,Direct Grab,Water Bottle,0.3,m,LAKEWATCH-TN,Total,01/09/2024,11:00:00 AM,EST,01/10/2024,12:39:00 PM,EST,Alachua,Cellon Creek-2,1,12/06/2023,,,840,ug/L,20,60,ug/L,,,Actual,5
FL-INORG-002,Nitrogen- Total,Sample,Direct Grab,Water Bottle,0.3,m,LAKEWATCH-TN,Total,02/09/2024,9:25:00 AM,EST,02/15/2024,11:57:00 AM,EST,Alachua,Cellon Creek-2,1,01/24/2024,,EST,5340,ug/L,20,60,ug/L,,,Actual,5
FL-INORG-002,Nitrogen- Total,Sample,Direct Grab,Water Bottle,0.3,m,LAKEWATCH-TN,Total,11/28/2023,1:10:00 PM,EST,12/04/2023,12:18:00 PM,EST,Alachua,Cellon Creek-3,1,11/08/2023,,,880,ug/L,20,60,ug/L,,,Actual,5
FL-INORG-002,Nitrogen- Total,Sample,Direct Grab,Water Bottle,0.3,m,LAKEWATCH-TN,Total,01/09/2024,11:00:00 AM,EST,01/10/2024,12:39:00 PM,EST,Alachua,Cellon Creek-3,1,12/06/2023,,,1580,ug/L,20,60,ug/L,,,Actual,5
FL-INORG-002,Nitrogen- Total,Sample,Direct Grab,Water Bottle,0.3,m,LAKEWATCH-TN,Total,02/09/2024,9:25:00 AM,EST,02/15/2024,11:57:00 AM,EST,Alachua,Cellon Creek-3,1,01/24/2024,,EST,8560,ug/L,20,60,ug/L,,,Actual,5
FL-INORG-002,Nitrogen- Total,Sample,Direct Grab,Water Bottle,0.3,m,LAKEWATCH-TN,Total,11/28/2023,1:10:00 PM,EST,12/04/2023,12:18:00 PM,EST,Alachua,Cellon Creek-4,1,11/08/2023,,,1330,ug/L,20,60,ug/L,,,Actual,5
FL-INORG-002,Nitrogen- Total,Sample,Direct Grab,Water Bottle,0.3,m,LAKEWATCH-TN,Total,01/09/2024,11:00:00 AM,EST,01/10/2024,12:39:00 PM,EST,Alachua,Cellon Creek-4,1,12/06/2023,,,3500,ug/L,20,60,ug/L,,,Actual,5
FL-INORG-002,Nitrogen- Total,Sample,Direct Grab,Water Bottle,0.3,m,LAKEWATCH-TN,Total,02/09/2024,9:25:00 AM,EST,02/15/2024,11:57:00 AM,EST,Alachua,Cellon Creek-4,1,01/24/2024,,EST,9500,ug/L,20,60,ug/L,,,Actual,5
FL-INORG-002,Nitrogen- Total,Sample,Direct Grab,Water Bottle,0.3,m,LAKEWATCH-TN,Total,12/05/2023,9:45:00 AM,EST,12/06/2023,12:07:00 PM,EST,Alachua,Elizabeth,1,09/30/2023,,,820,ug/L,20,60,ug/L,,,Actual,1
FL-INORG-002,Nitrogen- Total,Sample,Direct Grab,Water Bottle,0.3,m,LAKEWATCH-TN,Total,12/05/2023,9:45:00 AM,EST,12/06/2023,12:07:00 PM,EST,Alachua,Elizabeth,2,09/30/2023,,,800,ug/L,20,60,ug/L,,,Actual,1
FL-INORG-002,Nitrogen- Total,Sample,Direct Grab,Water Bottle,0.3,m,LAKEWATCH-TN,Total,12/05/2023,9:45:00 AM,EST,12/06/2023,12:07:00 PM,EST,Alachua,Elizabeth,3,09/30/2023,,,780,ug/L,20,60,ug/L,,,Actual,1
FL-INORG-002,Nitrogen- Total,Sample,Direct Grab,Water Bottle,0.3,m,LAKEWATCH-TN,Total,01/23/2024,10:30:00 AM,EST,01/24/2024,12:38:00 PM,EST,Alachua,Elizabeth,1,10/30/2023,,,790,ug/L,20,60,ug/L,,,Actual,1
FL-INORG-002,Nitrogen- Total,Sample,Direct Grab,Water Bottle,0.3,m,LAKEWATCH-TN,Total,01/23/2024,10:30:00 AM,EST,01/24/2024,12:38:00 PM,EST,Alachua,Elizabeth,2,10/30/2023,,,790,ug/L,20,60,ug/L,,,Actual,1
FL-INORG-002,Nitrogen- Total,Sample,Direct Grab,Water Bottle,0.3,m,LAKEWATCH-TN,Total,01/23/2024,10:30:00 AM,EST,01/24/2024,12:38:00 PM,EST,Alachua,Elizabeth,3,10/30/2023,,,760,ug/L,20,60,ug/L,,,Actual,1
FL-INORG-002,Nitrogen- Total,Sample,Direct Grab,Water Bottle,0.3,m,LAKEWATCH-TN,Total,01/23/2024,10:30:00 AM,EST,01/24/2024,12:38:00 PM,EST,Alachua,Elizabeth,1,11/30/2023,,,740,ug/L,20,60,ug/L,,,Actual,1
FL-INORG-002,Nitrogen- Total,Sample,Direct Grab,Water Bottle,0.3,m,LAKEWATCH-TN,Total,01/23/2024,10:30:00 AM,EST,01/24/2024,12:38:00 PM,EST,Alachua,Elizabeth,2,11/30/2023,,,710,ug/L,20,60,ug/L,,,Actual,1
FL-INORG-002,Nitrogen- Total,Sample,Direct Grab,Water Bottle,0.3,m,LAKEWATCH-TN,Total,01/23/2024,10:30:00 AM,EST,01/24/2024,12:38:00 PM,EST,Alachua,Elizabeth,3,11/30/2023,,,710,ug/L,20,60,ug/L,,,Actual,1
FL-INORG-002,Nitrogen- Total,Sample,Direct Grab,Water Bottle,0.3,m,LAKEWATCH-TN,Total,02/15/2024,10:00:00 AM,EST,02/20/2024,1:57:00 PM,EST,Alachua,Elizabeth,1,12/30/2023,,EST,720,ug/L,20,60,ug/L,,,Actual,1
FL-INORG-002,Nitrogen- Total,Sample,Direct Grab,Water Bottle,0.3,m,LAKEWATCH-TN,Total,02/15/2024,10:00:00 AM,EST,02/20/2024,1:57:00 PM,EST,Alachua,Elizabeth,2,12/30/2023,,EST,720,ug/L,20,60,ug/L,,,Actual,1
FL-INORG-002,Nitrogen- Total,Sample,Direct Grab,Water Bottle,0.3,m,LAKEWATCH-TN,Total,02/15/2024,10:00:00 AM,EST,02/20/2024,1:57:00 PM,EST,Alachua,Elizabeth,3,12/30/2023,,EST,690,ug/L,20,60,ug/L,,,Actual,1
FL-INORG-002,Nitrogen- Total,Sample,Direct Grab,Water Bottle,0.3,m,LAKEWATCH-TN,Total,11/28/2023,1:10:00 PM,EST,12/04/2023,12:18:00 PM,EST,Alachua,Hogtown Creek-1,1,09/04/2023,,,630,ug/L,20,60,ug/L,,,Actual,1
FL-INORG-002,Nitrogen- Total,Sample,Direct Grab,Water Bottle,0.3,m,LAKEWATCH-TN,Total,11/28/2023,1:10:00 PM,EST,12/04/2023,12:18:00 PM,EST,Alachua,Hogtown Creek-1,1,10/01/2023,,,610,ug/L,20,60,ug/L,,,Actual,1
FL-INORG-002,Nitrogen- Total,Sample,Direct Grab,Water Bottle,0.3,m,LAKEWATCH-TN,Total,11/28/2023,1:10:00 PM,EST,12/04/2023,12:18:00 PM,EST,Alachua,Hogtown Creek-1,1,11/04/2023,,,620,ug/L,20,60,ug/L,,,Actual,1
FL-INORG-002,Nitrogen- Total,Sample,Direct Grab,Water Bottle,0.3,m,LAKEWATCH-TN,Total,11/28/2023,1:10:00 PM,EST,12/04/2023,12:18:00 PM,EST,Alachua,Hogtown Creek-2,1,09/04/2023,,,650,ug/L,20,60,ug/L,,,Actual,1
FL-INORG-002,Nitrogen- Total,Sample,Direct Grab,Water Bottle,0.3,m,LAKEWATCH-TN,Total,11/28/2023,1:10:00 PM,EST,12/04/2023,12:18:00 PM,EST,Alachua,Hogtown Creek-2,1,10/01/2023,,,610,ug/L,20,60,ug/L,,,Actual,1
FL-INORG-002,Nitrogen- Total,Sample,Direct Grab,Water Bottle,0.3,m,LAKEWATCH-TN,Total,11/28/2023,1:10:00 PM,EST,12/04/2023,12:18:00 PM,EST,Alachua,Hogtown Creek-2,1,11/04/2023,,,560,ug/L,20,60,ug/L,,,Actual,1
FL-INORG-002,Nitrogen- Total,Sample,Direct Grab,Water Bottle,0.3,m,LAKEWATCH-TN,Total,01/23/2024,10:30:00 AM,EST,01/24/2024,12:38:00 PM,EST,Alachua,Jeffords,1,11/21/2023,,,420,ug/L,20,60,ug/L,,,Actual,1
FL-INORG-002,Nitrogen- Total,Sample,Direct Grab,Water Bottle,0.3,m,LAKEWATCH-TN,Total,01/23/2024,10:30:00 AM,EST,01/24/2024,12:38:00 PM,EST,Alachua,Jeffords,2,11/21/2023,,,440,ug/L,20,60,ug/L,,,Actual,1
FL-INORG-002,Nitrogen- Total,Sample,Direct Grab,Water Bottle,0.3,m,LAKEWATCH-TN,Total,01/23/2024,10:30:00 AM,EST,01/24/2024,12:38:00 PM,EST,Alachua,Jeffords,3,11/21/2023,,,430,ug/L,20,60,ug/L,,,Actual,1
FL-INORG-002,Nitrogen- Total,Sample,Direct Grab,Water Bottle,0.3,m,LAKEWATCH-TN,Total,12/05/2023,9:45:00 AM,EST,12/06/2023,12:07:00 PM,EST,Alachua,Kingswood,1,11/26/2023,,,1040,ug/L,20,60,ug/L,,,Actual,1
FL-INORG-002,Nitrogen- Total,Sample,Direct Grab,Water Bottle,0.3,m,LAKEWATCH-TN,Total,12/05/2023,9:45:00 AM,EST,12/06/2023,12:07:00 PM,EST,Alachua,Kingswood,2,11/26/2023,,,1050,ug/L,20,60,ug/L,,,Actual,1
FL-INORG-002,Nitrogen- Total,Sample,Direct Grab,Water Bottle,0.3,m,LAKEWATCH-TN,Total,12/05/2023,9:45:00 AM,EST,12/06/2023,12:07:00 PM,EST,Alachua,Kingswood,3,11/26/2023,,,1050,ug/L,20,60,ug/L,,,Actual,1
FL-INORG-002,Nitrogen- Total,Sample,Direct Grab,Water Bottle,0.3,m,LAKEWATCH-TN,Total,01/09/2024,11:00:00 AM,EST,01/10/2024,12:39:00 PM,EST,Alachua,Kingswood,1,12/19/2023,,,840,ug/L,20,60,ug/L,,,Actual,1
FL-INORG-002,Nitrogen- Total,Sample,Direct Grab,Water Bottle,0.3,m,LAKEWATCH-TN,Total,01/09/2024,11:00:00 AM,EST,01/10/2024,12:39:00 PM,EST,Alachua,Kingswood,2,12/19/2023,,,850,ug/L,20,60,ug/L,,,Actual,1
FL-INORG-002,Nitrogen- Total,Sample,Direct Grab,Water Bottle,0.3,m,LAKEWATCH-TN,Total,01/09/2024,11:00:00 AM,EST,01/10/2024,12:39:00 PM,EST,Alachua,Kingswood,3,12/19/2023,,,830,ug/L,20,60,ug/L,,,Actual,1
FL-INORG-002,Nitrogen- Total,Sample,Direct Grab,Water Bottle,0.3,m,LAKEWATCH-TN,Total,02/09/2024,9:25:00 AM,EST,02/15/2024,11:57:00 AM,EST,Alachua,Kingswood,1,01/25/2024,,EST,830,ug/L,20,60,ug/L,,,Actual,1
FL-INORG-002,Nitrogen- Total,Sample,Direct Grab,Water Bottle,0.3,m,LAKEWATCH-TN,Total,02/09/2024,9:25:00 AM,EST,02/15/2024,11:57:00 AM,EST,Alachua,Kingswood,2,01/25/2024,,EST,830,ug/L,20,60,ug/L,,,Actual,1
FL-INORG-002,Nitrogen- Total,Sample,Direct Grab,Water Bottle,0.3,m,LAKEWATCH-TN,Total,02/09/2024,9:25:00 AM,EST,02/15/2024,11:57:00 AM,EST,Alachua,Kingswood,3,01/25/2024,,EST,810,ug/L,20,60,ug/L,,,Actual,1
FL-INORG-002,Nitrogen- Total,Sample,Direct Grab,Water Bottle,0.3,m,LAKEWATCH-TN,Total,12/05/2023,9:45:00 AM,EST,12/06/2023,12:07:00 PM,EST,Alachua,Little Santa Fe,1,11/28/2023,,,540,ug/L,20,60,ug/L,,,Actual,1
FL-INORG-002,Nitrogen- Total,Sample,Direct Grab,Water Bottle,0.3,m,LAKEWATCH-TN,Total,12/05/2023,9:45:00 AM,EST,12/06/2023,12:07:00 PM,EST,Alachua,Little Santa Fe,2,11/28/2023,,,530,ug/L,20,60,ug/L,,,Actual,1
FL-INORG-002,Nitrogen- Total,Sample,Direct Grab,Water Bottle,0.3,m,LAKEWATCH-TN,Total,12/05/2023,9:45:00 AM,EST,12/06/2023,12:07:00 PM,EST,Alachua,Little Santa Fe,3,11/28/2023,,,530,ug/L,20,60,ug/L,,,Actual,1
FL-INORG-002,Nitrogen- Total,Sample,Direct Grab,Water Bottle,0.3,m,LAKEWATCH-TN,Total,01/09/2024,11:00:00 AM,EST,01/10/2024,12:39:00 PM,EST,Alachua,Little Santa Fe,1,12/12/2023,,,520,ug/L,20,60,ug/L,,,Actual,1
FL-INORG-002,Nitrogen- Total,Sample,Direct Grab,Water Bottle,0.3,m,LAKEWATCH-TN,Total,01/09/2024,11:00:00 AM,EST,01/10/2024,12:39:00 PM,EST,Alachua,Little Santa Fe,2,12/12/2023,,,520,ug/L,20,60,ug/L,,,Actual,1
FL-INORG-002,Nitrogen- Total,Sample,Direct Grab,Water Bottle,0.3,m,LAKEWATCH-TN,Total,01/09/2024,11:00:00 AM,EST,01/10/2024,12:39:00 PM,EST,Alachua,Little Santa Fe,3,12/12/2023,,,510,ug/L,20,60,ug/L,,,Actual,1
FL-INORG-002,Nitrogen- Total,Sample,Direct Grab,Water Bottle,0.3,m,LAKEWATCH-TN,Total,02/09/2024,9:25:00 AM,EST,02/15/2024,11:57:00 AM,EST,Alachua,Little Santa Fe,1,01/31/2024,,EST,510,ug/L,20,60,ug/L,,,Actual,1
FL-INORG-002,Nitrogen- Total,Sample,Direct Grab,Water Bottle,0.3,m,LAKEWATCH-TN,Total,02/09/2024,9:25:00 AM,EST,02/15/2024,11:57:00 AM,EST,Alachua,Little Santa Fe,2,01/31/2024,,EST,530,ug/L,20,60,ug/L,,,Actual,1
FL-INORG-002,Nitrogen- Total,Sample,Direct Grab,Water Bottle,0.3,m,LAKEWATCH-TN,Total,02/09/2024,9:25:00 AM,EST,02/15/2024,11:57:00 AM,EST,Alachua,Little Santa Fe,3,01/31/2024,,EST,500,ug/L,20,60,ug/L,,,Actual,1
FL-INORG-002,Nitrogen- Total,Sample,Direct Grab,Water Bottle,0.3,m,LAKEWATCH-TN,Total,11/28/2023,1:10:00 PM,EST,12/04/2023,12:18:00 PM,EST,Alachua,Lochloosa,1,10/17/2023,,,1870,ug/L,20,60,ug/L,,,Actual,5
FL-INORG-002,Nitrogen- Total,Sample,Direct Grab,Water Bottle,0.3,m,LAKEWATCH-TN,Total,11/28/2023,1:10:00 PM,EST,12/04/2023,12:18:00 PM,EST,Alachua,Lochloosa,2,10/17/2023,,,1650,ug/L,20,60,ug/L,,,Actual,5
FL-INORG-002,Nitrogen- Total,Sample,Direct Grab,Water Bottle,0.3,m,LAKEWATCH-TN,Total,11/28/2023,1:10:00 PM,EST,12/04/2023,12:18:00 PM,EST,Alachua,Lochloosa,3,10/17/2023,,,1790,ug/L,20,60,ug/L,,,Actual,5
FL-INORG-002,Nitrogen- Total,Sample,Direct Grab,Water Bottle,0.3,m,LAKEWATCH-TN,Total,11/28/2023,1:10:00 PM,EST,12/04/2023,12:18:00 PM,EST,Alachua,Lochloosa,4,10/17/2023,,,1750,ug/L,20,60,ug/L,,,Actual,5
FL-INORG-002,Nitrogen- Total,Sample,Direct Grab,Water Bottle,0.3,m,LAKEWATCH-TN,Total,12/05/2023,9:45:00 AM,EST,12/06/2023,12:07:00 PM,EST,Alachua,Melrose Bay,1,11/28/2023,,,490,ug/L,20,60,ug/L,,,Actual,1
FL-INORG-002,Nitrogen- Total,Sample,Direct Grab,Water Bottle,0.3,m,LAKEWATCH-TN,Total,12/05/2023,9:45:00 AM,EST,12/06/2023,12:07:00 PM,EST,Alachua,Melrose Bay,2,11/28/2023,,,480,ug/L,20,60,ug/L,,,Actual,1
FL-INORG-002,Nitrogen- Total,Sample,Direct Grab,Water Bottle,0.3,m,LAKEWATCH-TN,Total,12/05/2023,9:45:00 AM,EST,12/06/2023,12:07:00 PM,EST,Alachua,Melrose Bay,3,11/28/2023,,,490,ug/L,20,60,ug/L,,,Actual,1
FL-INORG-002,Nitrogen- Total,Sample,Direct Grab,Water Bottle,0.3,m,LAKEWATCH-TN,Total,01/09/2024,11:00:00 AM,EST,01/10/2024,12:39:00 PM,EST,Alachua,Melrose Bay,1,12/12/2023,,,490,ug/L,20,60,ug/L,,,Actual,1
FL-INORG-002,Nitrogen- Total,Sample,Direct Grab,Water Bottle,0.3,m,LAKEWATCH-TN,Total,01/09/2024,11:00:00 AM,EST,01/10/2024,12:39:00 PM,EST,Alachua,Melrose Bay,2,12/12/2023,,,490,ug/L,20,60,ug/L,,,Actual,1
FL-INORG-002,Nitrogen- Total,Sample,Direct Grab,Water Bottle,0.3,m,LAKEWATCH-TN,Total,01/09/2024,11:00:00 AM,EST,01/10/2024,12:39:00 PM,EST,Alachua,Melrose Bay,3,12/12/2023,,,490,ug/L,20,60,ug/L,,,Actual,1
FL-INORG-002,Nitrogen- Total,Sample,Direct Grab,Water Bottle,0.3,m,LAKEWATCH-TN,Total,02/09/2024,9:25:00 AM,EST,02/15/2024,11:57:00 AM,EST,Alachua,Melrose Bay,1,01/31/2024,,EST,520,ug/L,20,60,ug/L,,,Actual,1
FL-INORG-002,Nitrogen- Total,Sample,Direct Grab,Water Bottle,0.3,m,LAKEWATCH-TN,Total,02/09/2024,9:25:00 AM,EST,02/15/2024,11:57:00 AM,EST,Alachua,Melrose Bay,2,01/31/2024,,EST,500,ug/L,20,60,ug/L,,,Actual,1
FL-INORG-002,Nitrogen- Total,Sample,Direct Grab,Water Bottle,0.3,m,LAKEWATCH-TN,Total,02/09/2024,9:25:00 AM,EST,02/15/2024,11:57:00 AM,EST,Alachua,Melrose Bay,3,01/31/2024,,EST,500,ug/L,20,60,ug/L,,,Actual,1
FL-INORG-002,Nitrogen- Total,Sample,Direct Grab,Water Bottle,0.3,m,LAKEWATCH-TN,Total,12/05/2023,9:45:00 AM,EST,12/06/2023,12:07:00 PM,EST,Alachua,Moon,1,11/15/2023,,,1490,ug/L,20,60,ug/L,,,Actual,1
FL-INORG-002,Nitrogen- Total,Sample,Direct Grab,Water Bottle,0.3,m,LAKEWATCH-TN,Total,12/05/2023,9:45:00 AM,EST,12/06/2023,12:07:00 PM,EST,Alachua,Moon,2,11/15/2023,,,1140,ug/L,20,60,ug/L,,,Actual,1
FL-INORG-002,Nitrogen- Total,Sample,Direct Grab,Water Bottle,0.3,m,LAKEWATCH-TN,Total,12/05/2023,9:45:00 AM,EST,12/06/2023,12:07:00 PM,EST,Alachua,Moon,3,11/15/2023,,,1440,ug/L,20,60,ug/L,,,Actual,1
FL-INORG-002,Nitrogen- Total,Sample,Direct Grab,Water Bottle,0.3,m,LAKEWATCH-TN,Total,11/28/2023,1:10:00 PM,EST,12/04/2023,12:18:00 PM,EST,Alachua,Newnan,1,10/16/2023,,,2030,ug/L,20,60,ug/L,,,Actual,5
FL-INORG-002,Nitrogen- Total,Sample,Direct Grab,Water Bottle,0.3,m,LAKEWATCH-TN,Total,11/28/2023,1:10:00 PM,EST,12/04/2023,12:18:00 PM,EST,Alachua,Newnan,2,10/16/2023,,,2570,ug/L,20,60,ug/L,,,Actual,5
FL-INORG-002,Nitrogen- Total,Sample,Direct Grab,Water Bottle,0.3,m,LAKEWATCH-TN,Total,11/28/2023,1:10:00 PM,EST,12/04/2023,12:18:00 PM,EST,Alachua,Newnan,3,10/16/2023,,,2850,ug/L,20,60,ug/L,,,Actual,5
FL-INORG-002,Nitrogen- Total,Sample,Direct Grab,Water Bottle,0.3,m,LAKEWATCH-TN,Total,11/28/2023,1:10:00 PM,EST,12/04/2023,12:18:00 PM,EST,Alachua,Orange,1,10/20/2023,,,1550,ug/L,20,60,ug/L,,,Actual,1
FL-INORG-002,Nitrogen- Total,Sample,Direct Grab,Water Bottle,0.3,m,LAKEWATCH-TN,Total,11/28/2023,1:10:00 PM,EST,12/04/2023,12:18:00 PM,EST,Alachua,Orange,2,10/20/2023,,,1560,ug/L,20,60,ug/L,,,Actual,1
FL-INORG-002,Nitrogen- Total,Sample,Direct Grab,Water Bottle,0.3,m,LAKEWATCH-TN,Total,11/28/2023,1:10:00 PM,EST,12/04/2023,12:18:00 PM,EST,Alachua,Orange,3,10/20/2023,,,1350,ug/L,20,60,ug/L,,,Actual,1
FL-INORG-002,Nitrogen- Total,Sample,Direct Grab,Water Bottle,0.3,m,LAKEWATCH-TN,Total,11/28/2023,1:10:00 PM,EST,12/04/2023,12:18:00 PM,EST,Alachua,Orange,4,10/20/2023,,,1920,ug/L,20,60,ug/L,,,Actual,1
FL-INORG-002,Nitrogen- Total,Sample,Direct Grab,Water Bottle,0.3,m,LAKEWATCH-TN,Total,12/05/2023,9:45:00 AM,EST,12/06/2023,12:07:00 PM,EST,Alachua,Santa Fe,1,11/28/2023,,,480,ug/L,20,60,ug/L,,,Actual,1
FL-INORG-002,Nitrogen- Total,Sample,Direct Grab,Water Bottle,0.3,m,LAKEWATCH-TN,Total,12/05/2023,9:45:00 AM,EST,12/06/2023,12:07:00 PM,EST,Alachua,Santa Fe,2,11/28/2023,,,490,ug/L,20,60,ug/L,,,Actual,1
FL-INORG-002,Nitrogen- Total,Sample,Direct Grab,Water Bottle,0.3,m,LAKEWATCH-TN,Total,12/05/2023,9:45:00 AM,EST,12/06/2023,12:07:00 PM,EST,Alachua,Santa Fe,3,11/28/2023,,,490,ug/L,20,60,ug/L,,,Actual,1
FL-INORG-002,Nitrogen- Total,Sample,Direct Grab,Water Bottle,0.3,m,LAKEWATCH-TN,Total,01/09/2024,11:00:00 AM,EST,01/10/2024,12:39:00 PM,EST,Alachua,Santa Fe,1,12/12/2023,,,480,ug/L,20,60,ug/L,,,Actual,1
FL-INORG-002,Nitrogen- Total,Sample,Direct Grab,Water Bottle,0.3,m,LAKEWATCH-TN,Total,01/09/2024,11:00:00 AM,EST,01/10/2024,12:39:00 PM,EST,Alachua,Santa Fe,2,12/12/2023,,,490,ug/L,20,60,ug/L,,,Actual,1
