Preparation_Date,Preparation_Time,Preparation_Time_Zone,Analysis_Date,Analysis_Time,Analysis_Time_Zone,County,Lake,Station,Activity_Start_Date,Tube_Number,Dilution,Abs,Result_Value(ug/L),Result_Comments,QAQC_Qualifier,WIN_Value_Qualifier,Holding_Qualifier,MDL_PQL_Qualifier,Data_Category,Run_ID,Study,Comments
6/27/25,8:30:00 AM,EST,7/10/25,2:33:59 PM,EST,Citrus,CIT-WIT,4,6/6/25,192,1,0.2721,272,,,,,,Sample,TN0627202507102025,,
6/27/25,8:30:00 AM,EST,7/10/25,2:33:59 PM,EST,Citrus,CIT-WIT,5,6/6/25,193,1,0.363,363,,,,,,Sample,TN0627202507102025,,
6/27/25,8:30:00 AM,EST,7/10/25,2:33:59 PM,EST,Citrus,CIT-WIT,6,6/6/25,194,1,0.5477,548,,,,,,Sample,TN0627202507102025,,
6/27/25,8:30:00 AM,EST,7/10/25,2:33:59 PM,EST,Citrus,CIT-WIT,7,6/6/25,195,1,0.2484,248,,,,,,Sample,TN0627202507102025,,
6/27/25,8:30:00 AM,EST,7/10/25,2:33:59 PM,EST,Citrus,CIT-WIT,8,6/6/25,196,1,0.312,312,,,,,,Sample,TN0627202507102025,,
6/27/25,8:30:00 AM,EST,7/10/25,2:33:59 PM,EST,Citrus,CIT-WIT,9,6/6/25,197,1,0.426,426,,,,,,Sample,TN0627202507102025,,
6/27/25,8:30:00 AM,EST,7/10/25,2:33:59 PM,EST,Citrus,CIT-WIT,10,6/6/25,198,1,0.2964,296,,,,,,Sample,TN0627202507102025,,
6/27/25,8:30:00 AM,EST,7/10/25,2:33:59 PM,EST,Hernando,HER-CHA,Blank,6/19/25,199,1,0.0109,20,,,U,,TI,Sample,TN0627202507102025,,
6/27/25,8:30:00 AM,EST,7/10/25,2:33:59 PM,EST,Hernando,HER-CHA,1,6/19/25,200,1,0.6461,646,,,,,,Sample,TN0627202507102025,,
6/27/25,8:30:00 AM,EST,7/10/25,2:33:59 PM,EST,Hernando,HER-CHA,2,6/19/25,201,1,0.4452,445,,,,,,Sample,TN0627202507102025,,
6/27/25,8:30:00 AM,EST,7/10/25,2:33:59 PM,EST,Hernando,HER-CHA,3,6/19/25,202,1,0.343,343,,,,,,Sample,TN0627202507102025,,
6/27/25,8:30:00 AM,EST,7/10/25,2:33:59 PM,EST,Hernando,HER-CHA,4,6/19/25,203,1,0.5032,503,,,,,,Sample,TN0627202507102025,,
6/27/25,8:30:00 AM,EST,7/10/25,2:33:59 PM,EST,Hernando,HER-CHA,5,6/19/25,204,1,0.5577,558,,,,,,Sample,TN0627202507102025,,
6/27/25,8:30:00 AM,EST,7/10/25,2:33:59 PM,EST,Hernando,HER-CHA,6,6/19/25,205,1,0.5137,514,,,,,,Sample,TN0627202507102025,,
6/27/25,8:30:00 AM,EST,7/10/25,2:33:59 PM,EST,Hernando,HER-CHA,7,6/19/25,206,1,0.5251,525,,,,,,Sample,TN0627202507102025,,
6/27/25,8:30:00 AM,EST,7/10/25,2:33:59 PM,EST,Hernando,HER-CHA,8,6/19/25,212,1,0.5887,589,,,,,,Sample,TN0627202507102025,,
6/27/25,8:30:00 AM,EST,7/10/25,2:33:59 PM,EST,Hernando,HER-CHA,9,6/19/25,213,1,0.5296,530,,,,,,Sample,TN0627202507102025,,
6/27/25,8:30:00 AM,EST,7/10/25,2:33:59 PM,EST,Hernando,HER-CHA,10,6/19/25,214,1,0.6297,630,,,,,,Sample,TN0627202507102025,,
6/27/25,8:30:00 AM,EST,7/10/25,2:33:59 PM,EST,Hernando,HER-WEE,Blank,6/18/25,215,1,0.0116,20,,,U,,TI,Sample,TN0627202507102025,,
6/27/25,8:30:00 AM,EST,7/10/25,2:33:59 PM,EST,Hernando,HER-WEE,1,6/18/25,216,1,0.9411,941,,,,,,Sample,TN0627202507102025,,
6/27/25,8:30:00 AM,EST,7/10/25,2:33:59 PM,EST,Hernando,HER-WEE,2,6/18/25,217,1,0.8296,830,,,,,,Sample,TN0627202507102025,,
6/27/25,8:30:00 AM,EST,7/10/25,2:33:59 PM,EST,Hernando,HER-WEE,3,6/18/25,218,1,0.6191,619,,,,,,Sample,TN0627202507102025,,
6/27/25,8:30:00 AM,EST,7/10/25,2:33:59 PM,EST,Hernando,HER-WEE,4,6/18/25,219,1,0.5775,577,,,,,,Sample,TN0627202507102025,,
6/27/25,8:30:00 AM,EST,7/10/25,2:33:59 PM,EST,Hernando,HER-WEE,5,6/18/25,220,1,0.5733,573,,,,,,Sample,TN0627202507102025,,
6/27/25,8:30:00 AM,EST,7/10/25,2:33:59 PM,EST,Hernando,HER-WEE,6,6/18/25,221,1,0.5364,536,,,,,,Sample,TN0627202507102025,,
6/27/25,8:30:00 AM,EST,7/10/25,2:33:59 PM,EST,Hernando,HER-WEE,7,6/18/25,222,1,0.6224,622,,,,,,Sample,TN0627202507102025,,
6/27/25,8:30:00 AM,EST,7/10/25,2:33:59 PM,EST,Hernando,HER-WEE,8,6/18/25,223,1,0.6097,610,,,,,,Sample,TN0627202507102025,,
6/27/25,8:30:00 AM,EST,7/10/25,2:33:59 PM,EST,Hernando,HER-WEE,9,6/18/25,224,1,0.5649,565,,,,,,Sample,TN0627202507102025,,
6/27/25,8:30:00 AM,EST,7/10/25,2:33:59 PM,EST,Hernando,HER-WEE,10,6/18/25,225,1,0.573,573,,,,,,Sample,TN0627202507102025,,
6/27/25,10:30:00 AM,EST,7/10/25,2:33:59 PM,EST,Pasco,PAS-ANC,1,6/2/25,242,1,0.4866,487,,,,,,Sample,TN0627202507102025,,
6/27/25,10:30:00 AM,EST,7/10/25,2:33:59 PM,EST,Pasco,PAS-ANC,2,6/2/25,243,1,0.4505,451,,,,,,Sample,TN0627202507102025,,
6/27/25,10:30:00 AM,EST,7/10/25,2:33:59 PM,EST,Pasco,PAS-ANC,3,6/2/25,244,1,0.3801,380,,,,,,Sample,TN0627202507102025,,
6/27/25,10:30:00 AM,EST,7/10/25,2:33:59 PM,EST,Pasco,PAS-ANC,4,6/2/25,245,1,0.4325,433,,,,,,Sample,TN0627202507102025,,
6/27/25,10:30:00 AM,EST,7/10/25,2:33:59 PM,EST,Pasco,PAS-ANC,5,6/2/25,246,1,0.4706,471,,,,,,Sample,TN0627202507102025,,
6/27/25,10:30:00 AM,EST,7/10/25,2:33:59 PM,EST,Pasco,PAS-ANC,6,6/2/25,247,1,0.4981,498,,,,,,Sample,TN0627202507102025,,
6/27/25,10:30:00 AM,EST,7/10/25,2:33:59 PM,EST,Pasco,PAS-ANC,7,6/2/25,248,1,0.3911,391,,,,,,Sample,TN0627202507102025,,
6/27/25,10:30:00 AM,EST,7/10/25,2:33:59 PM,EST,Pasco,PAS-ANC,8,6/2/25,249,1,0.3682,368,,,,,,Sample,TN0627202507102025,,
6/27/25,10:30:00 AM,EST,7/10/25,2:33:59 PM,EST,Pasco,PAS-ANC,9,6/2/25,250,1,0.3497,350,,,,,,Sample,TN0627202507102025,,
6/27/25,10:30:00 AM,EST,7/10/25,2:33:59 PM,EST,Pasco,PAS-ANC,10,6/2/25,251,1,0.5028,503,,,,,,Sample,TN0627202507102025,,
6/27/25,10:30:00 AM,EST,7/10/25,2:33:59 PM,EST,Pasco,PAS-ARI,1,6/3/25,252,1,0.557,557,,,,,,Sample,TN0627202507102025,,
6/27/25,10:30:00 AM,EST,7/10/25,2:33:59 PM,EST,Pasco,PAS-ARI,2,6/3/25,253,1,0.4734,473,,,,,,Sample,TN0627202507102025,,
6/27/25,10:30:00 AM,EST,7/10/25,2:33:59 PM,EST,Pasco,PAS-ARI,3,6/3/25,254,1,0.5299,530,,,,,,Sample,TN0627202507102025,,
6/27/25,10:30:00 AM,EST,7/10/25,2:33:59 PM,EST,Pasco,PAS-ARI,4,6/3/25,255,1,0.3967,397,,,,,,Sample,TN0627202507102025,,
6/27/25,10:30:00 AM,EST,7/10/25,2:33:59 PM,EST,Pasco,PAS-ARI,5,6/3/25,256,1,0.6156,616,,,,,,Sample,TN0627202507102025,,
6/27/25,10:30:00 AM,EST,7/10/25,2:33:59 PM,EST,Pasco,PAS-ARI,6,6/3/25,257,1,0.3902,390,,,,,,Sample,TN0627202507102025,,
6/27/25,10:30:00 AM,EST,7/10/25,2:33:59 PM,EST,Pasco,PAS-ARI,7,6/3/25,258,1,0.6025,603,,,,,,Sample,TN0627202507102025,,
6/27/25,10:30:00 AM,EST,7/10/25,2:33:59 PM,EST,Pasco,PAS-ARI,8,6/3/25,259,1,0.4216,422,,,,,,Sample,TN0627202507102025,,
6/27/25,10:30:00 AM,EST,7/10/25,2:33:59 PM,EST,Pasco,PAS-ARI,9,6/3/25,260,1,0.3962,396,,,,,,Sample,TN0627202507102025,,
6/27/25,10:30:00 AM,EST,7/10/25,2:33:59 PM,EST,Pasco,PAS-ARI,10,6/3/25,261,1,0.3849,385,,,,,,Sample,TN0627202507102025,,
6/27/25,10:30:00 AM,EST,7/10/25,2:33:59 PM,EST,Pasco,PAS-HUD,1,6/2/25,267,1,0.3571,357,,,,,,Sample,TN0627202507102025,,
6/27/25,10:30:00 AM,EST,7/10/25,2:33:59 PM,EST,Pasco,PAS-HUD,2,6/2/25,268,1,0.5702,570,,,,,,Sample,TN0627202507102025,,
6/27/25,10:30:00 AM,EST,7/10/25,2:33:59 PM,EST,Pasco,PAS-HUD,3,6/2/25,269,1,0.3211,321,,,,,,Sample,TN0627202507102025,,
6/27/25,10:30:00 AM,EST,7/10/25,2:33:59 PM,EST,Pasco,PAS-HUD,4,6/2/25,270,1,0.4318,432,,,,,,Sample,TN0627202507102025,,
6/27/25,10:30:00 AM,EST,7/10/25,2:33:59 PM,EST,Pasco,PAS-HUD,5,6/2/25,271,1,0.5495,550,,,,,,Sample,TN0627202507102025,,
6/27/25,10:30:00 AM,EST,7/10/25,2:33:59 PM,EST,Pasco,PAS-HUD,6,6/2/25,272,1,0.4593,459,,,,,,Sample,TN0627202507102025,,
6/27/25,10:30:00 AM,EST,7/10/25,2:33:59 PM,EST,Pasco,PAS-HUD,7,6/2/25,273,1,0.6634,663,,,,,,Sample,TN0627202507102025,,
6/27/25,10:30:00 AM,EST,7/10/25,2:33:59 PM,EST,Pasco,PAS-HUD,8,6/2/25,274,1,0.3679,368,,,,,,Sample,TN0627202507102025,,
6/27/25,10:30:00 AM,EST,7/10/25,2:33:59 PM,EST,Pasco,PAS-HUD,9,6/2/25,275,1,0.5277,528,,,,,,Sample,TN0627202507102025,,
6/27/25,10:30:00 AM,EST,7/10/25,2:33:59 PM,EST,Pasco,PAS-HUD,10,6/2/25,276,1,0.5025,503,,,,,,Sample,TN0627202507102025,,
6/27/25,10:30:00 AM,EST,7/10/25,2:33:59 PM,EST,Pasco,PAS-PIT,Blank,6/2/25,277,1,0.0156,20,,,U,,TI,Sample,TN0627202507102025,,
6/27/25,10:30:00 AM,EST,7/10/25,2:33:59 PM,EST,Pasco,PAS-PIT,1,6/2/25,278,1,0.3744,374,,,,,,Sample,TN0627202507102025,,
6/27/25,10:30:00 AM,EST,7/10/25,2:33:59 PM,EST,Pasco,PAS-PIT,2,6/2/25,279,1,0.6551,655,,,,,,Sample,TN0627202507102025,,
6/27/25,10:30:00 AM,EST,7/10/25,2:33:59 PM,EST,Pasco,PAS-PIT,3,6/2/25,280,1,0.6755,676,,,,,,Sample,TN0627202507102025,,
6/27/25,10:30:00 AM,EST,7/10/25,2:33:59 PM,EST,Pasco,PAS-PIT,4,6/2/25,281,1,0.5177,518,,,,,,Sample,TN0627202507102025,,
6/27/25,10:30:00 AM,EST,7/10/25,2:33:59 PM,EST,Pasco,PAS-PIT,5,6/2/25,282,1,0.4132,413,,,,,,Sample,TN0627202507102025,,
6/27/25,10:30:00 AM,EST,7/10/25,2:33:59 PM,EST,Pasco,PAS-PIT,6,6/2/25,283,1,0.3071,307,,,,,,Sample,TN0627202507102025,,
6/27/25,10:30:00 AM,EST,7/10/25,2:33:59 PM,EST,Pasco,PAS-PIT,7,6/2/25,284,1,0.571,571,,,,,,Sample,TN0627202507102025,,
6/27/25,10:30:00 AM,EST,7/10/25,2:33:59 PM,EST,Pasco,PAS-PIT,8,6/2/25,285,1,0.5798,580,,,,,,Sample,TN0627202507102025,,
6/27/25,10:30:00 AM,EST,7/10/25,2:33:59 PM,EST,Pasco,PAS-PIT,9,6/2/25,286,1,0.5293,529,,,,,,Sample,TN0627202507102025,,
6/27/25,10:30:00 AM,EST,7/10/25,2:33:59 PM,EST,Pasco,PAS-PIT,10,6/2/25,292,1,0.4554,455,,,,,,Sample,TN0627202507102025,,
6/27/25,10:30:00 AM,EST,7/10/25,2:33:59 PM,EST,,Old Greg Bottom,1,6/19/25,293,1,0.6401,640,,,,,,Sample,TN0627202507102025,,
6/27/25,10:30:00 AM,EST,7/10/25,2:33:59 PM,EST,,Old Greg 10,1,6/19/25,294,1,0.6389,639,,,,,,Sample,TN0627202507102025,,
6/27/25,10:30:00 AM,EST,7/10/25,2:33:59 PM,EST,,Old Greg 50,1,6/19/25,295,1,0.5044,504,,,,,,Sample,TN0627202507102025,,
6/27/25,10:30:00 AM,EST,7/10/25,2:33:59 PM,EST,,Crack Bottom,1,5/22/25,296,1,0.5888,589,,,,,,Sample,TN0627202507102025,,
6/27/25,10:30:00 AM,EST,7/10/25,2:33:59 PM,EST,,Crack 10,1,5/22/25,297,1,0.5136,514,,,,,,Sample,TN0627202507102025,,
6/27/25,10:30:00 AM,EST,7/10/25,2:33:59 PM,EST,,Crack 50,1,5/22/25,298,1,0.5201,520,,,,,,Sample,TN0627202507102025,,
6/27/25,10:30:00 AM,EST,7/10/25,2:33:59 PM,EST,,Old Spring Bottom,1,6/19/25,299,1,0.5705,571,,,,,,Sample,TN0627202507102025,,
6/27/25,10:30:00 AM,EST,7/10/25,2:33:59 PM,EST,,Old Spring 10,1,6/19/25,300,1,0.4974,497,,,,,,Sample,TN0627202507102025,,
6/27/25,10:30:00 AM,EST,7/10/25,2:33:59 PM,EST,,Old Spring 50,1,6/19/25,301,1,0.4696,470,,,,,,Sample,TN0627202507102025,,
6/27/25,10:30:00 AM,EST,7/10/25,2:33:59 PM,EST,Lake,Emma,1,3/15/25,305,1,0.9912,991,,,,,,Sample,TN0627202507102025,,
6/27/25,10:30:00 AM,EST,7/10/25,2:33:59 PM,EST,Lake,Emma,2,3/16/25,306,1,1.0302,1030,,,,,,Sample,TN0627202507102025,,
6/27/25,10:30:00 AM,EST,7/10/25,2:33:59 PM,EST,Lake,Emma,3,3/17/25,307,1,1.0343,1034,,,,,,Sample,TN0627202507102025,,
6/13/25,12:59:59 PM,EST,7/7/25,1:57:00 PM,EST,Lake,Palatlakaha,1,4/14/25,402,1,1.3147,1315,,,,,,Sample,TN06132025A07072025,,
6/13/25,12:59:59 PM,EST,7/7/25,1:57:00 PM,EST,Lake,Palatlakaha,2,4/14/25,403,1,1.3382,1338,,,,,,Sample,TN06132025A07072025,,
6/13/25,12:59:59 PM,EST,7/7/25,1:57:00 PM,EST,Lake,Palatlakaha,3,4/14/25,404,1,1.3646,1365,,,,,,Sample,TN06132025A07072025,,
6/13/25,12:59:59 PM,EST,7/7/25,1:57:00 PM,EST,Lake,Royal,1,4/7/25,405,1,1.0134,1013,,,,,,Sample,TN06132025A07072025,,
6/13/25,12:59:59 PM,EST,7/7/25,1:57:00 PM,EST,Lake,Royal,2,4/7/25,406,1,0.9986,999,,,,,,Sample,TN06132025A07072025,,
6/13/25,12:59:59 PM,EST,7/7/25,1:57:00 PM,EST,Lake,Royal,3,4/7/25,407,1,0.9877,988,,,,,,Sample,TN06132025A07072025,,
6/13/25,12:59:59 PM,EST,7/7/25,1:57:00 PM,EST,Lake,Winona,1,4/14/25,408,1,0.9796,980,,,,,,Sample,TN06132025A07072025,,
6/13/25,12:59:59 PM,EST,7/7/25,1:57:00 PM,EST,Lake,Winona,2,4/14/25,409,1,0.9942,994,,,,,,Sample,TN06132025A07072025,,
6/13/25,12:59:59 PM,EST,7/7/25,1:57:00 PM,EST,Lake,Winona,3,4/14/25,410,1,0.869,869,,,,,,Sample,TN06132025A07072025,,
6/13/25,12:59:59 PM,EST,7/7/25,1:57:00 PM,EST,Monroe,Ramrod Key-1,1,6/10/25,411,1,0.5563,556,,,,,,Sample,TN06132025A07072025,,
6/13/25,12:59:59 PM,EST,7/7/25,1:57:00 PM,EST,Monroe,Ramrod Key-2,1,6/10/25,412,1,0.5181,518,,,,,,Sample,TN06132025A07072025,,
6/13/25,12:59:59 PM,EST,7/7/25,1:57:00 PM,EST,Monroe,Ramrod Key-3,1,6/10/25,413,1,0.502,502,,,,,,Sample,TN06132025A07072025,,
6/13/25,12:59:59 PM,EST,7/7/25,1:57:00 PM,EST,Monroe,Ramrod Key-7,1,6/10/25,414,1,0.4784,478,,,,,,Sample,TN06132025A07072025,,
6/13/25,12:59:59 PM,EST,7/7/25,1:57:00 PM,EST,Monroe,Ramrod Key-10,1,6/10/25,415,1,0.4393,439,,,,,,Sample,TN06132025A07072025,,
6/13/25,12:59:59 PM,EST,7/7/25,1:57:00 PM,EST,Monroe,Ramrod Key-11,1,6/10/25,416,1,0.3623,362,,,,,,Sample,TN06132025A07072025,,
6/13/25,12:59:59 PM,EST,7/7/25,1:57:00 PM,EST,Monroe,Tom's Harbor-1,1,3/28/25,417,1,0.2729,273,,,,,,Sample,TN06132025A07072025,,
6/13/25,12:59:59 PM,EST,7/7/25,1:57:00 PM,EST,Monroe,Tom's Harbor-2,1,3/28/25,418,1,0.2608,261,,,,,,Sample,TN06132025A07072025,,
6/13/25,12:59:59 PM,EST,7/7/25,1:57:00 PM,EST,Monroe,Tom's Harbor-3,1,3/28/25,419,1,0.2587,259,,,,,,Sample,TN06132025A07072025,,
6/13/25,12:59:59 PM,EST,7/7/25,1:57:00 PM,EST,Putnam,Anderson Cue,1,5/13/24,420,1,0.3997,400,,,Q,Q,,Sample,TN06132025A07072025,,
6/13/25,12:59:59 PM,EST,7/7/25,1:57:00 PM,EST,Putnam,Anderson Cue,2,5/13/24,421,1,0.3642,364,,,Q,Q,,Sample,TN06132025A07072025,,
6/13/25,12:59:59 PM,EST,7/7/25,1:57:00 PM,EST,Putnam,Anderson Cue,3,5/13/25,427,1,0.3924,392,,,,,,Sample,TN06132025A07072025,,
6/13/25,12:59:59 PM,EST,7/7/25,1:57:00 PM,EST,Putnam,Barco,1,5/13/25,428,1,0.3242,324,,,,,,Sample,TN06132025A07072025,,
6/13/25,12:59:59 PM,EST,7/7/25,1:57:00 PM,EST,Putnam,Barco,2,5/13/25,429,1,0.341,341,,,,,,Sample,TN06132025A07072025,,
6/13/25,12:59:59 PM,EST,7/7/25,1:57:00 PM,EST,Putnam,Barco,3,5/13/25,430,1,0.3407,341,,,,,,Sample,TN06132025A07072025,,
6/13/25,12:59:59 PM,EST,7/7/25,1:57:00 PM,EST,Putnam,Enslow,1,5/13/25,431,1,0.7249,725,,,,,,Sample,TN06132025A07072025,,
6/13/25,12:59:59 PM,EST,7/7/25,1:57:00 PM,EST,Putnam,Enslow,2,5/13/25,432,1,0.752,752,,,,,,Sample,TN06132025A07072025,,
6/13/25,12:59:59 PM,EST,7/7/25,1:57:00 PM,EST,Putnam,Enslow,3,5/13/25,433,1,0.7565,756,,,,,,Sample,TN06132025A07072025,,
6/13/25,12:59:59 PM,EST,7/7/25,1:57:00 PM,EST,Putnam,Goose,1,5/14/25,434,1,1.17,1170,,,,,,Sample,TN06132025A07072025,,
6/13/25,12:59:59 PM,EST,7/7/25,1:57:00 PM,EST,Putnam,Goose,2,5/14/25,435,1,1.1651,1165,,,,,,Sample,TN06132025A07072025,,
6/13/25,12:59:59 PM,EST,7/7/25,1:57:00 PM,EST,Putnam,Goose,3,5/14/25,436,1,1.1686,1169,,,,,,Sample,TN06132025A07072025,,
6/13/25,12:59:59 PM,EST,7/7/25,1:57:00 PM,EST,Putnam,McCloud,1,5/13/25,437,1,0.5765,576,,,,,,Sample,TN06132025A07072025,,
6/13/25,12:59:59 PM,EST,7/7/25,1:57:00 PM,EST,Putnam,McCloud,2,5/13/25,438,1,0.5827,583,,,,,,Sample,TN06132025A07072025,,
6/13/25,12:59:59 PM,EST,7/7/25,1:57:00 PM,EST,Putnam,McCloud,3,5/13/25,439,1,0.5733,573,,,,,,Sample,TN06132025A07072025,,
6/13/25,12:59:59 PM,EST,7/7/25,1:57:00 PM,EST,Putnam,Ross,1,5/14/25,440,2,0.6086,1217,,,,,,Sample,TN06132025A07072025,,
6/13/25,12:59:59 PM,EST,7/7/25,1:57:00 PM,EST,Putnam,Ross,2,5/14/25,441,2,0.6212,1242,,,,,,Sample,TN06132025A07072025,,
6/13/25,12:59:59 PM,EST,7/7/25,1:57:00 PM,EST,Putnam,Ross,3,5/14/25,442,2,0.6327,1265,,,,,,Sample,TN06132025A07072025,,
6/13/25,12:59:59 PM,EST,7/7/25,1:57:00 PM,EST,Putnam,Rowan,1,5/13/25,443,2,0.6231,1246,,,,,,Sample,TN06132025A07072025,,
6/13/25,12:59:59 PM,EST,7/7/25,1:57:00 PM,EST,Putnam,Rowan,2,5/13/25,444,2,0.5941,1188,,,,,,Sample,TN06132025A07072025,,
6/13/25,12:59:59 PM,EST,7/7/25,1:57:00 PM,EST,St Lucie,Jeffrey,1,4/10/25,446,1,0.8887,889,,,,,,Sample,TN06132025A07072025,,
6/13/25,12:59:59 PM,EST,7/7/25,1:57:00 PM,EST,St Lucie,Jeffrey,2,4/10/25,452,1,0.8924,892,,,,,,Sample,TN06132025A07072025,,
6/13/25,12:59:59 PM,EST,7/7/25,1:57:00 PM,EST,St Lucie,Jeffrey,3,4/10/25,453,1,0.893,893,,,,,,Sample,TN06132025A07072025,,
6/13/25,12:59:59 PM,EST,7/7/25,1:57:00 PM,EST,Putnam,Suggs,1,5/14/25,454,2,0.6711,1342,,,,,,Sample,TN06132025A07072025,,
6/13/25,12:59:59 PM,EST,7/7/25,1:57:00 PM,EST,Putnam,Suggs,2,5/14/25,455,2,0.6592,1318,,,,,,Sample,TN06132025A07072025,,
6/13/25,12:59:59 PM,EST,7/7/25,1:57:00 PM,EST,Putnam,Suggs,3,5/14/25,456,2,0.6567,1313,,,,,,Sample,TN06132025A07072025,,
6/13/25,12:59:59 PM,EST,7/7/25,1:57:00 PM,EST,St Lucie,Phillip,1,4/12/25,457,1,0.6227,623,,,,,,Sample,TN06132025A07072025,,
6/13/25,12:59:59 PM,EST,7/7/25,1:57:00 PM,EST,St Lucie,Phillip,2,4/12/25,458,1,0.6223,622,,,,,,Sample,TN06132025A07072025,,
6/13/25,12:59:59 PM,EST,7/7/25,1:57:00 PM,EST,St Lucie,Phillip,3,4/12/25,459,1,0.5918,592,,,,,,Sample,TN06132025A07072025,,
6/13/25,12:59:59 PM,EST,7/7/25,1:57:00 PM,EST,St Lucie,Phillip,1,5/14/25,460,1,0.5744,574,,,,,,Sample,TN06132025A07072025,,
6/13/25,12:59:59 PM,EST,7/7/25,1:57:00 PM,EST,St Lucie,Phillip,2,5/14/25,461,1,0.5421,542,,,,,,Sample,TN06132025A07072025,,
