Org_Analyte_Name,Preparation_Date,Preparation_Time,Preparation_Time_Zone,Analysis_Date,Analysis_Time,Analysis_Time_Zone,County,Lake,Station,Activity_Start_Date,Tube_Number,Dilution,Abs,Result_Value(ug/L),Result_Comments,QAQC_Qualifier,WIN_Value_Qualifier,Holding_Qualifier,MDL_PQL_Qualifier,Data_Category,Run_ID,Comments
Phosphorus- Total,6/14/24,1:00:00 PM,EDT,6/17/24,10:18:00 AM,EDT,Alachua,Elizabeth,2,4/30/24,,1,,8,,,I,,,,,
Phosphorus- Total,6/14/24,1:00:00 PM,EDT,6/17/24,10:18:00 AM,EDT,Alachua,Elizabeth,3,4/30/24,,1,,9,,,I,,,,,
Phosphorus- Total,3/19/24,10:30:00 AM,EDT,3/21/24,8:44:00 AM,EDT,Alachua,Elizabeth,1,1/28/24,,1,,15,,,I,,,,,
Phosphorus- Total,3/19/24,10:30:00 AM,EDT,3/21/24,8:44:00 AM,EDT,Alachua,Elizabeth,2,1/28/24,,1,,6,,,U,,,,,
Phosphorus- Total,6/18/24,10:00:00 AM,EDT,6/20/24,1:20:00 PM,EDT,Alachua,Hogtown Creek-1,1,4/1/24,,2,,340,,,,,,,,
Phosphorus- Total,6/18/24,10:00:00 AM,EDT,6/20/24,1:20:00 PM,EDT,Alachua,Hogtown Creek-2,1,4/1/24,,2,,373,,,,,,,,
Phosphorus- Total,5/23/24,10:00:00 AM,EDT,5/28/24,11:58:00 AM,EDT,Alachua,Jeffords,1,2/22/24,,1,,31,,,,,,,,
Phosphorus- Total,5/23/24,10:00:00 AM,EDT,5/28/24,11:58:00 AM,EDT,Alachua,Jeffords,2,2/22/24,,1,,31,,,,,,,,
Phosphorus- Total,5/23/24,10:00:00 AM,EDT,5/28/24,11:58:00 AM,EDT,Alachua,Jeffords,3,2/22/24,,1,,31,,,,,,,,
Phosphorus- Total,6/14/24,1:00:00 PM,EDT,6/17/24,10:18:00 AM,EDT,Alachua,Jeffords,1,4/20/24,,1,,29,,,,,,,,
Phosphorus- Total,6/14/24,1:00:00 PM,EDT,6/17/24,10:18:00 AM,EDT,Alachua,Jeffords,2,4/20/24,,1,,31,,,,,,,,
Phosphorus- Total,6/14/24,1:00:00 PM,EDT,6/17/24,10:18:00 AM,EDT,Alachua,Jeffords,3,4/20/24,,1,,28,,,,,,,,
Phosphorus- Total,2/9/24,9:25:00 AM,EST,2/12/24,12:14:00 PM,EST,Alachua,Kingswood,1,1/25/24,,1,,209,,,,,,,,
Phosphorus- Total,2/9/24,9:25:00 AM,EST,2/12/24,12:14:00 PM,EST,Alachua,Kingswood,2,1/25/24,,1,,205,,,,,,,,
Phosphorus- Total,2/9/24,9:25:00 AM,EST,2/12/24,12:14:00 PM,EST,Alachua,Kingswood,3,1/25/24,,1,,206,,,,,,,,
Phosphorus- Total,3/6/24,12:20:00 PM,EST,3/8/24,8:26:00 AM,EST,Alachua,Kingswood,1,2/26/24,,1,,181,,,,,,,,
Phosphorus- Total,3/6/24,12:20:00 PM,EST,3/8/24,8:26:00 AM,EST,Alachua,Kingswood,3,2/26/24,,1,,188,,,,,,,,
Phosphorus- Total,4/4/24,10:00:00 AM,EDT,4/10/24,8:28:00 AM,EDT,Alachua,Kingswood,1,3/26/24,,1,,178,,,,,,,,
Phosphorus- Total,4/4/24,10:00:00 AM,EDT,4/10/24,8:28:00 AM,EDT,Alachua,Kingswood,2,3/26/24,,1,,179,,,,,,,,
Phosphorus- Total,4/4/24,10:00:00 AM,EDT,4/10/24,8:28:00 AM,EDT,Alachua,Kingswood,3,3/26/24,,1,,188,,,,,,,,
Phosphorus- Total,5/8/24,10:00:00 AM,EDT,5/14/24,1:14:00 PM,EDT,Alachua,Kingswood,1,4/26/24,,1,,153,,,,,,,,
Phosphorus- Total,5/8/24,10:00:00 AM,EDT,5/14/24,1:14:00 PM,EDT,Alachua,Kingswood,2,4/26/24,,1,,155,,,,,,,,
Phosphorus- Total,5/8/24,10:00:00 AM,EDT,5/14/24,1:14:00 PM,EDT,Alachua,Kingswood,3,4/26/24,,1,,148,,,,,,,,
Phosphorus- Total,6/11/24,10:00:00 AM,EDT,6/13/24,1:38:00 PM,EDT,Alachua,Turkey Creek-1,1,4/15/24,,5,,1115,,,,,,,,
Phosphorus- Total,6/11/24,10:00:00 AM,EDT,6/13/24,1:38:00 PM,EDT,Alachua,Turkey Creek-2,1,4/15/24,,5,,318,,,,,,,,
Phosphorus- Total,3/6/24,12:20:00 PM,EST,3/8/24,8:26:00 AM,EST,Bay,East Bay-3,1,12/27/23,,1,,11,,,I,,,,,
Phosphorus- Total,3/6/24,12:20:00 PM,EST,3/8/24,8:26:00 AM,EST,Bay,East Bay-4,1,12/27/23,,1,,11,,,I,,,,,
Phosphorus- Total,5/29/24,10:00:00 AM,EDT,5/31/24,9:14:00 AM,EDT,Bay,East Bay-4,1,4/25/24,,1,,13,,,I,,,,,
Phosphorus- Total,3/6/24,12:20:00 PM,EST,3/8/24,8:26:00 AM,EST,Bay,East Bay-5,1,12/27/23,,1,,11,,,I,,,,,
Phosphorus- Total,5/29/24,10:00:00 AM,EDT,5/31/24,9:14:00 AM,EDT,Bay,East Bay-5,1,4/25/24,,1,,15,,,I,,,,,
Phosphorus- Total,3/6/24,9:50:00 AM,EST,3/7/24,12:18:00 PM,EST,Bay,St. Andrew Bay-12,1,12/15/23,,1,,14,,,I,,,,,
Phosphorus- Total,6/18/24,10:00:00 AM,EDT,6/20/24,1:20:00 PM,EDT,Brevard,Blue Trail-1,1,5/2/24,,1,,50,,,,,,,,
Phosphorus- Total,6/18/24,10:00:00 AM,EDT,6/20/24,1:20:00 PM,EDT,Brevard,Clear,1,5/5/24,,1,,33,,,,,,,,
Phosphorus- Total,6/18/24,10:00:00 AM,EDT,6/20/24,1:20:00 PM,EDT,Brevard,Clear,2,5/5/24,,1,,25,,,,,,,,
Phosphorus- Total,6/18/24,10:00:00 AM,EDT,6/20/24,1:20:00 PM,EDT,Brevard,Fox,1,2/24/24,,1,,29,,,,,,,,
Phosphorus- Total,6/18/24,10:00:00 AM,EDT,6/20/24,1:20:00 PM,EDT,Brevard,Fox,2,2/24/24,,1,,29,,,,,,,,
Phosphorus- Total,6/18/24,10:00:00 AM,EDT,6/20/24,1:20:00 PM,EDT,Brevard,Fox,3,2/24/24,,1,,24,,,,,,,,
Phosphorus- Total,6/18/24,10:00:00 AM,EDT,6/20/24,1:20:00 PM,EDT,Brevard,Fox,1,3/17/24,,1,,34,,,,,,,,
Phosphorus- Total,6/18/24,10:00:00 AM,EDT,6/20/24,1:20:00 PM,EDT,Brevard,Fox,2,3/17/24,,1,,45,,,,,,,,
Phosphorus- Total,6/18/24,10:00:00 AM,EDT,6/20/24,1:20:00 PM,EDT,Brevard,Fox,3,3/17/24,,1,,27,,,,,,,,
Phosphorus- Total,6/18/24,10:00:00 AM,EDT,6/20/24,1:20:00 PM,EDT,Brevard,Fox,1,5/24/24,,1,,40,,,,,,,,
Phosphorus- Total,6/18/24,10:00:00 AM,EDT,6/20/24,1:20:00 PM,EDT,Brevard,Fox,2,5/24/24,,1,,29,,,,,,,,
Phosphorus- Total,6/18/24,10:00:00 AM,EDT,6/20/24,1:20:00 PM,EDT,Brevard,Fox,3,5/24/24,,1,,31,,,,,,,,
Phosphorus- Total,3/19/24,10:30:00 AM,EDT,3/20/24,12:13:00 PM,EDT,Brevard,IRL Max Brewer Bridge-1,1,11/17/23,,1,,38,,,,,,,,
Phosphorus- Total,6/18/24,10:00:00 AM,EDT,6/20/24,1:20:00 PM,EDT,Brevard,IRL Max Brewer Bridge-1,1,3/26/24,,1,,60,,,,,,,,
Phosphorus- Total,12/12/23,12:00:00 PM,EST,12/14/23,10:03:00 AM,EST,Brevard,IRL Max Brewer Bridge-2,1,9/26/23,,1,,110,,,,,,,,
Phosphorus- Total,3/19/24,10:30:00 AM,EDT,3/20/24,12:13:00 PM,EDT,Brevard,IRL Max Brewer Bridge-3,1,11/17/23,,1,,29,,,,,,,,
Phosphorus- Total,6/18/24,10:00:00 AM,EDT,6/20/24,1:20:00 PM,EDT,Brevard,IRL Max Brewer Bridge-3,1,3/26/24,,1,,67,,,,,,,,
Phosphorus- Total,3/19/24,10:30:00 AM,EDT,3/20/24,12:13:00 PM,EDT,Brevard,IRL Max Brewer Bridge-4,1,11/17/23,,1,,76,,,,,,,,
Phosphorus- Total,6/18/24,10:00:00 AM,EDT,6/20/24,1:20:00 PM,EDT,Brevard,IRL Max Brewer Bridge-4,1,3/26/24,,1,,68,,,,,,,,
Phosphorus- Total,6/18/24,10:00:00 AM,EDT,6/20/24,1:20:00 PM,EDT,Brevard,Washington,1,3/26/24,,1,,48,,,,,,,,
Phosphorus- Total,6/18/24,10:00:00 AM,EDT,6/20/24,1:20:00 PM,EDT,Brevard,Washington,2,3/26/24,,1,,49,,,,,,,,
Phosphorus- Total,6/18/24,10:00:00 AM,EDT,6/20/24,1:20:00 PM,EDT,Brevard,Washington,3,3/26/24,,1,,48,,,,,,,,
Phosphorus- Total,6/18/24,10:00:00 AM,EDT,6/20/24,1:20:00 PM,EDT,Brevard,Washington,1,4/24/24,,1,,40,,,,,,,,
Phosphorus- Total,6/18/24,10:00:00 AM,EDT,6/20/24,1:20:00 PM,EDT,Brevard,Washington,2,4/24/24,,1,,46,,,,,,,,
Phosphorus- Total,6/18/24,10:00:00 AM,EDT,6/20/24,1:20:00 PM,EDT,Brevard,Washington,3,4/24/24,,1,,46,,,,,,,,
Phosphorus- Total,6/18/24,10:00:00 AM,EDT,6/20/24,1:20:00 PM,EDT,Brevard,Washington,1,5/28/24,,1,,37,,,,,,,,
Phosphorus- Total,6/18/24,10:00:00 AM,EDT,6/20/24,1:20:00 PM,EDT,Brevard,Washington,2,5/28/24,,1,,53,,,,,,,,
Phosphorus- Total,6/18/24,10:00:00 AM,EDT,6/20/24,1:20:00 PM,EDT,Brevard,Washington,3,5/28/24,,1,,58,,,,,,,,
Phosphorus- Total,1/12/24,10:30:00 AM,EST,1/17/24,8:47:00 AM,EST,Charlotte,White Marsh Inflow,1,10/30/23,,1,,22,,,,,,,,
Phosphorus- Total,1/12/24,10:30:00 AM,EST,1/17/24,8:47:00 AM,EST,Charlotte,White Marsh Inflow,2,10/30/23,,1,,20,,,,,,,,
Phosphorus- Total,1/12/24,10:30:00 AM,EST,1/17/24,8:47:00 AM,EST,Charlotte,White Marsh Inflow,3,10/30/23,,1,,29,,,,,,,,
Phosphorus- Total,4/9/24,10:00:00 AM,EDT,4/15/24,12:26:00 PM,EDT,Charlotte,White Marsh Inflow,1,1/30/24,,1,,23,,,,,,,,
Phosphorus- Total,4/9/24,10:00:00 AM,EDT,4/15/24,12:26:00 PM,EDT,Charlotte,White Marsh Inflow,2,1/30/24,,1,,22,,,,,,,,
Phosphorus- Total,4/9/24,10:00:00 AM,EDT,4/15/24,12:26:00 PM,EDT,Charlotte,White Marsh Inflow,3,1/30/24,,1,,22,,,,,,,,
Phosphorus- Total,4/2/24,10:00:00 AM,EDT,4/5/24,1:34:00 PM,EDT,Charlotte,White Marsh Inflow,1,2/29/24,,1,,26,,,,,,,,
Phosphorus- Total,4/2/24,10:00:00 AM,EDT,4/5/24,1:34:00 PM,EDT,Charlotte,White Marsh Inflow,2,2/29/24,,1,,25,,,,,,,,
Phosphorus- Total,4/2/24,10:00:00 AM,EDT,4/5/24,1:34:00 PM,EDT,Charlotte,White Marsh Inflow,3,2/29/24,,1,,21,,,,,,,,
Phosphorus- Total,1/25/24,1:45:00 PM,EST,2/1/24,8:44:00 AM,EST,Citrus,Crystal River-3,1,11/20/23,,1,,15,,,I,,,,,
Phosphorus- Total,4/23/24,10:00:00 AM,EDT,4/29/24,9:24:00 AM,EDT,Citrus,Crystal River-Kings Bay Canal 1,1,2/28/24,,1,,32,,,I,,,,,
Phosphorus- Total,4/23/24,10:00:00 AM,EDT,4/29/24,9:24:00 AM,EDT,Citrus,Crystal River-Kings Bay Canal 3,1,2/21/24,,1,,43,,,I,,,,,
Phosphorus- Total,4/23/24,10:00:00 AM,EDT,4/29/24,9:24:00 AM,EDT,Citrus,Crystal River-Kings Bay Canal 7,1,2/28/24,,1,,30,,,I,,,,,
Phosphorus- Total,4/2/24,10:00:00 AM,EDT,4/5/24,1:34:00 PM,EDT,Citrus,Fort Cooper,1,2/19/24,,1,,16,,,I,,,,,
Phosphorus- Total,4/2/24,10:00:00 AM,EDT,4/5/24,1:34:00 PM,EDT,Citrus,Fort Cooper,2,2/19/24,,1,,19,,,,,,,,
Phosphorus- Total,4/2/24,10:00:00 AM,EDT,4/5/24,1:34:00 PM,EDT,Citrus,Fort Cooper,3,2/19/24,,1,,16,,,I,,,,,
Phosphorus- Total,1/25/24,1:45:00 PM,EST,2/1/24,8:44:00 AM,EST,Citrus,Magnolia Creek-1,1,1/18/24,,1,,21,,,,,,,,
Phosphorus- Total,2/13/24,1:15:00 PM,EST,2/16/24,12:19:00 PM,EST,Clay,Asbury South,1,4/22/23,,1,,11,,,QI,,,,,
Phosphorus- Total,2/13/24,1:15:00 PM,EST,2/16/24,12:19:00 PM,EST,Clay,Asbury South,2,4/22/23,,1,,23,,,Q,,,,,
Phosphorus- Total,2/13/24,1:15:00 PM,EST,2/16/24,12:19:00 PM,EST,Clay,Asbury South,3,4/22/23,,1,,34,,,Q,,,,,
Phosphorus- Total,2/13/24,1:15:00 PM,EST,2/16/24,12:19:00 PM,EST,Clay,Asbury South,1,6/26/23,,1,,15,,,QI,,,,,
Phosphorus- Total,2/13/24,1:15:00 PM,EST,2/16/24,12:19:00 PM,EST,Clay,Asbury South,2,6/26/23,,1,,13,,,QI,,,,,
Phosphorus- Total,2/13/24,1:15:00 PM,EST,2/16/24,12:19:00 PM,EST,Clay,Asbury South,3,6/26/23,,1,,16,,,QI,,,,,
Phosphorus- Total,2/13/24,1:15:00 PM,EST,2/16/24,12:19:00 PM,EST,Clay,Deer,2,10/13/23,,1,,6,,,U,,,,,
Phosphorus- Total,3/29/24,12:00:00 PM,EDT,4/5/24,10:40:00 AM,EDT,Collier,PCL-16,4,1/24/24,,1,,11,,,I,,,,,
Phosphorus- Total,3/29/24,12:00:00 PM,EDT,4/5/24,10:40:00 AM,EDT,Collier,Seacrest 1,1,12/7/23,,1,,6,,,U,,,,,
Phosphorus- Total,3/29/24,12:00:00 PM,EDT,4/5/24,10:40:00 AM,EDT,Collier,Seacrest 1,2,12/7/23,,1,,7,,,I,,,,,
Phosphorus- Total,3/29/24,12:00:00 PM,EDT,4/5/24,10:40:00 AM,EDT,Collier,Seacrest 1,3,12/7/23,,1,,7,,,I,,,,,
Phosphorus- Total,3/29/24,12:00:00 PM,EDT,4/5/24,10:40:00 AM,EDT,Collier,Seacrest 1,1,1/15/24,,1,,12,,,I,,,,,
Phosphorus- Total,3/29/24,12:00:00 PM,EDT,4/5/24,10:40:00 AM,EDT,Collier,Seacrest 1,2,1/15/24,,1,,14,,,I,,,,,
Phosphorus- Total,3/29/24,12:00:00 PM,EDT,4/5/24,10:40:00 AM,EDT,Collier,Seacrest 1,3,1/15/24,,1,,13,,,I,,,,,
Phosphorus- Total,3/29/24,12:00:00 PM,EDT,4/5/24,10:40:00 AM,EDT,Collier,Seacrest 2,1,12/7/23,,1,,23,,,,,,,,
Phosphorus- Total,3/29/24,12:00:00 PM,EDT,4/5/24,10:40:00 AM,EDT,Collier,Seacrest 2,2,12/7/23,,1,,13,,,I,,,,,
Phosphorus- Total,3/12/24,9:30:00 AM,EDT,3/13/24,12:25:00 PM,EDT,Columbia,Jeffery,1,10/27/23,,1,,9,,,I,,,,,
Phosphorus- Total,3/12/24,9:30:00 AM,EDT,3/13/24,12:25:00 PM,EDT,Columbia,Jeffery,2,10/27/23,,1,,13,,,I,,,,,
Phosphorus- Total,3/12/24,9:30:00 AM,EDT,3/13/24,12:25:00 PM,EDT,Columbia,Jeffery,3,10/27/23,,1,,15,,,I,,,,,
Phosphorus- Total,12/5/23,1:15:00 PM,EST,12/8/23,8:49:00 AM,EST,Escambia,Bayou Chico-1,1,9/4/23,,1,,8,,,I,,,,,
Phosphorus- Total,12/5/23,1:15:00 PM,EST,12/8/23,8:49:00 AM,EST,Escambia,Bayou Chico-2,1,9/4/23,,1,,13,,,I,,,,,
Phosphorus- Total,12/5/23,1:15:00 PM,EST,12/8/23,8:49:00 AM,EST,Escambia,Bayou Chico-3,1,9/4/23,,1,,15,,,I,,,,,
Phosphorus- Total,5/14/24,10:00:00 AM,EDT,5/16/24,11:51:00 AM,EDT,Franklin,Alligator Harbor-7,1,11/27/23,,1,,8,,,QI,,,,,
Phosphorus- Total,5/29/24,10:00:00 AM,EDT,5/31/24,12:40:00 PM,EDT,Gadsden,Talquin,1,5/4/24,,1,,64,,,,,,,,
Phosphorus- Total,5/29/24,10:00:00 AM,EDT,5/31/24,12:40:00 PM,EDT,Gadsden,Talquin,2,5/4/24,,1,,60,,,,,,,,
Phosphorus- Total,5/29/24,10:00:00 AM,EDT,5/31/24,12:40:00 PM,EDT,Gadsden,Talquin,3,5/4/24,,1,,69,,,,,,,,
Phosphorus- Total,4/23/24,10:00:00 AM,EDT,4/29/24,9:24:00 AM,EDT,Gulf,Cattledip,1,7/7/22,,1,,25,,,Q,,,,,
Phosphorus- Total,4/23/24,10:00:00 AM,EDT,4/29/24,9:24:00 AM,EDT,Gulf,Cattledip,1,1/11/23,,1,,12,,,QI,,,,,
Phosphorus- Total,4/23/24,10:00:00 AM,EDT,4/29/24,9:24:00 AM,EDT,Gulf,Cattledip,1,4/12/23,,1,,18,,,QI,,,,,
Phosphorus- Total,5/14/24,10:00:00 AM,EDT,5/16/24,11:51:00 AM,EDT,Gulf,Cattledip,1,10/16/23,,1,,17,,,QI,,,,,
Phosphorus- Total,5/14/24,10:00:00 AM,EDT,5/17/24,8:28:00 AM,EDT,Gulf,Cattledip,1,1/15/24,,1,,21,,,I,,,,,
Phosphorus- Total,5/3/24,10:30:00 AM,EDT,5/8/24,8:43:00 AM,EDT,Gulf,Depot Creek-1,1,7/7/22,,1,,41,,,Q,,,,,
Phosphorus- Total,4/23/24,10:00:00 AM,EDT,4/29/24,9:24:00 AM,EDT,Gulf,Depot Creek-1,1,10/11/22,,1,,28,,,Q,,,,,
Phosphorus- Total,4/23/24,10:00:00 AM,EDT,4/29/24,9:24:00 AM,EDT,Gulf,Depot Creek-1,1,1/11/23,,1,,11,,,QI,,,,,
Phosphorus- Total,4/23/24,10:00:00 AM,EDT,4/29/24,9:24:00 AM,EDT,Gulf,Depot Creek-1,1,4/12/23,,1,,14,,,QI,,,,,
Phosphorus- Total,5/14/24,10:00:00 AM,EDT,5/16/24,11:51:00 AM,EDT,Gulf,Depot Creek-1,1,10/16/23,,1,,13,,,QI,,,,,
Phosphorus- Total,5/14/24,10:00:00 AM,EDT,5/17/24,8:28:00 AM,EDT,Gulf,Depot Creek-1,1,1/15/24,,1,,17,,,TI,,,,,
Phosphorus- Total,4/23/24,10:00:00 AM,EDT,4/29/24,9:24:00 AM,EDT,Gulf,Dove Field-1,1,7/7/22,,1,,11,,,QI,,,,,
Phosphorus- Total,4/23/24,10:00:00 AM,EDT,4/29/24,9:24:00 AM,EDT,Gulf,Dove Field-1,1,10/11/22,,1,,17,,,QI,,,,,
Phosphorus- Total,4/23/24,10:00:00 AM,EDT,4/29/24,9:24:00 AM,EDT,Gulf,Dove Field-1,1,1/11/23,,1,,8,,,QI,,,,,
Phosphorus- Total,4/23/24,10:00:00 AM,EDT,4/29/24,9:24:00 AM,EDT,Gulf,Dove Field-1,1,4/12/23,,1,,10,,,QI,,,,,
Phosphorus- Total,5/14/24,10:00:00 AM,EDT,5/16/24,11:51:00 AM,EDT,Gulf,Dove Field-1,1,10/16/23,,1,,14,,,QI,,,,,
Phosphorus- Total,5/14/24,10:00:00 AM,EDT,5/17/24,8:28:00 AM,EDT,Gulf,Dove Field-1,1,1/15/24,,1,,11,,,TI,,,,,
Phosphorus- Total,4/23/24,10:00:00 AM,EDT,4/29/24,9:24:00 AM,EDT,Gulf,Money Bayou-1,1,7/7/22,,1,,22,,,Q,,,,,
Phosphorus- Total,4/23/24,10:00:00 AM,EDT,4/29/24,9:24:00 AM,EDT,Gulf,Money Bayou-1,1,10/11/22,,1,,78,,,Q,,,,,
Phosphorus- Total,4/23/24,10:00:00 AM,EDT,4/29/24,9:24:00 AM,EDT,Gulf,Money Bayou-1,1,1/11/23,,1,,13,,,QI,,,,,
Phosphorus- Total,4/23/24,10:00:00 AM,EDT,4/29/24,9:24:00 AM,EDT,Gulf,Money Bayou-1,1,4/12/23,,1,,21,,,Q,,,,,
Phosphorus- Total,5/14/24,10:00:00 AM,EDT,5/16/24,11:51:00 AM,EDT,Gulf,Money Bayou-1,1,10/16/23,,1,,19,,,Q,,,,,
Phosphorus- Total,5/14/24,10:00:00 AM,EDT,5/17/24,8:28:00 AM,EDT,Gulf,Money Bayou-1,1,1/15/24,,1,,12,,,TI,,,,,
Phosphorus- Total,4/23/24,10:00:00 AM,EDT,4/29/24,9:24:00 AM,EDT,Gulf,Pond Road,1,7/7/22,,1,,23,,,Q,,,,,
Phosphorus- Total,4/23/24,10:00:00 AM,EDT,4/29/24,9:24:00 AM,EDT,Gulf,Pond Road,1,10/11/22,,1,,45,,,Q,,,,,
Phosphorus- Total,4/23/24,10:00:00 AM,EDT,4/29/24,9:24:00 AM,EDT,Gulf,Pond Road,1,1/11/23,,1,,12,,,QI,,,,,
Phosphorus- Total,4/23/24,10:00:00 AM,EDT,4/29/24,9:24:00 AM,EDT,Gulf,Pond Road,1,4/12/23,,1,,43,,,Q,,,,,
Phosphorus- Total,5/14/24,10:00:00 AM,EDT,5/16/24,11:51:00 AM,EDT,Gulf,Pond Road,1,10/16/23,,1,,16,,,QI,,,,,
Phosphorus- Total,5/14/24,10:00:00 AM,EDT,5/17/24,8:28:00 AM,EDT,Gulf,Pond Road,1,1/15/24,,1,,16,,,TI,,,,,
Phosphorus- Total,4/23/24,10:00:00 AM,EDT,4/29/24,9:24:00 AM,EDT,Gulf,Simmons Bayou-1,1,7/7/22,,1,,28,,,Q,,,,,
Phosphorus- Total,4/23/24,10:00:00 AM,EDT,4/29/24,9:24:00 AM,EDT,Gulf,Simmons Bayou-1,1,10/11/22,,1,,53,,,Q,,,,,
Phosphorus- Total,4/23/24,10:00:00 AM,EDT,4/29/24,9:24:00 AM,EDT,Gulf,Simmons Bayou-1,1,1/11/23,,1,,21,,,Q,,,,,
Phosphorus- Total,4/23/24,10:00:00 AM,EDT,4/29/24,9:24:00 AM,EDT,Gulf,Simmons Bayou-1,1,4/12/23,,1,,19,,,Q,,,,,
Phosphorus- Total,5/14/24,10:00:00 AM,EDT,5/16/24,11:51:00 AM,EDT,Gulf,Simmons Bayou-1,1,10/16/23,,1,,24,,,Q,,,,,
Phosphorus- Total,5/14/24,10:00:00 AM,EDT,5/17/24,8:28:00 AM,EDT,Gulf,Simmons Bayou-1,1,1/15/24,,1,,39,,,I,,,,,
Phosphorus- Total,4/23/24,10:00:00 AM,EDT,4/29/24,9:24:00 AM,EDT,Gulf,South Gate,1,7/7/22,,1,,27,,,Q,,,,,
Phosphorus- Total,4/23/24,10:00:00 AM,EDT,4/29/24,9:24:00 AM,EDT,Gulf,South Gate,1,10/11/22,,1,,419,,,Q,,,,,
Phosphorus- Total,4/23/24,10:00:00 AM,EDT,4/29/24,9:24:00 AM,EDT,Gulf,South Gate,1,1/11/23,,1,,30,,,Q,,,,,
Phosphorus- Total,4/23/24,10:00:00 AM,EDT,4/29/24,9:24:00 AM,EDT,Gulf,South Gate,1,4/12/23,,1,,39,,,Q,,,,,
Phosphorus- Total,5/14/24,10:00:00 AM,EDT,5/16/24,11:51:00 AM,EDT,Gulf,South Gate,1,10/16/23,,1,,43,,,Q,,,,,
Phosphorus- Total,5/14/24,10:00:00 AM,EDT,5/17/24,8:28:00 AM,EDT,Gulf,South Gate,1,1/15/24,,1,,26,,,I,,,,,
Phosphorus- Total,4/30/24,10:00:00 AM,EDT,5/2/24,8:40:00 AM,EDT,Hernando,Hernando Beach-2,1,2/15/24,,1,,6,,,TI,,,,,
Phosphorus- Total,5/8/24,10:00:00 AM,EDT,5/14/24,10:38:00 AM,EDT,Hernando,Hernando Beach-2,1,3/20/24,,1,,4,,,TI,,,,,
Phosphorus- Total,4/30/24,10:00:00 AM,EDT,5/2/24,8:40:00 AM,EDT,Hernando,Hernando Beach-3,1,2/15/24,,1,,14,,,TI,,,,,
Phosphorus- Total,5/8/24,10:00:00 AM,EDT,5/14/24,10:38:00 AM,EDT,Hernando,Hernando Beach-3,1,3/20/24,,1,,22,,,,,,,,
Phosphorus- Total,4/30/24,10:00:00 AM,EDT,5/2/24,8:40:00 AM,EDT,Hernando,Hernando Beach-4,1,2/15/24,,1,,42,,,I,,,,,
Phosphorus- Total,5/8/24,10:00:00 AM,EDT,5/14/24,10:38:00 AM,EDT,Hernando,Hernando Beach-4,1,3/20/24,,1,,14,,,I,,,,,
