Preparation_Date,Preparation_Time,Preparation_Time_Zone,Analysis_Date,Analysis_Time,Analysis_Time_Zone,County,Lake,Station,Activity_Start_Date,Tube_Number,Dilution,Abs,Result_Value(ug/L),Result_Comments,QAQC_Qualifier,WIN_Value_Qualifier,Holding_Qualifier,MDL_PQL_Qualifier,Data_Category,Run_ID,Study,Comments
9/25/25,12:59:59 PM,EST,10/1/25,12:50:00 PM,EST,Alachua,Cellon Creek-1,1,8/11/25,,5,0.3211,1605,,,,,,Sample,TN09252025B10012025,,
9/25/25,12:59:59 PM,EST,10/1/25,12:50:00 PM,EST,Alachua,Cellon Creek-2,1,8/11/25,,5,0.2018,1009,,,,,,Sample,TN09252025B10012025,,
9/5/25,9:29:59 AM,EST,9/18/25,3:37:00 PM,EST,Alachua,Cellon Creek-3,1,6/10/25,577,5,0.0896,448,,,,,,Sample,TN09052025A09182025,,
9/23/25,10:00:00 AM,EST,9/26/25,1:04:59 PM,EST,Alachua,Cellon Creek-3,1,8/11/25,1044,5,0.4187,2094,,,,,,Sample,TN09232025A09262025,,
9/5/25,9:29:59 AM,EST,9/18/25,3:37:00 PM,EST,Alachua,Cellon Creek-4,1,6/10/25,578,5,0.1099,550,,,,,,Sample,TN09052025A09182025,,
9/23/25,10:00:00 AM,EST,9/26/25,1:04:59 PM,EST,Alachua,Cellon Creek-4,1,8/11/25,1045,5,0.5432,2716,,,,,,Sample,TN09232025A09262025,,
9/23/25,1:30:00 PM,EST,9/30/25,1:05:59 PM,EST,Alachua,Elizabeth,1,7/30/25,1180,1,0.8829,883,,,,,,Sample,TN09232025B09302025,,
9/23/25,1:30:00 PM,EST,9/30/25,1:05:59 PM,EST,Alachua,Elizabeth,2,7/30/25,1181,1,0.7262,726,,,,,,Sample,TN09232025B09302025,,
9/23/25,1:30:00 PM,EST,9/30/25,1:05:59 PM,EST,Alachua,Elizabeth,3,7/30/25,1182,1,0.7273,727,,,,,,Sample,TN09232025B09302025,,
9/23/25,1:30:00 PM,EST,9/30/25,1:05:59 PM,EST,Alachua,Elizabeth,1,8/30/25,1183,1,0.7998,800,,,,,,Sample,TN09232025B09302025,,
9/23/25,1:30:00 PM,EST,9/30/25,1:05:59 PM,EST,Alachua,Elizabeth,2,8/30/25,1184,1,0.7735,774,,,,,,Sample,TN09232025B09302025,,
9/23/25,1:30:00 PM,EST,9/30/25,1:05:59 PM,EST,Alachua,Elizabeth,3,8/30/25,1185,1,0.7496,750,,,,,,Sample,TN09232025B09302025,,
9/5/25,9:29:59 AM,EST,9/18/25,3:37:00 PM,EST,Alachua,Holden,1,7/31/25,579,1,0.7915,792,,,,,,Sample,TN09052025A09182025,,
9/5/25,9:29:59 AM,EST,9/18/25,3:37:00 PM,EST,Alachua,Holden,2,7/31/25,580,1,0.8187,819,,,,,,Sample,TN09052025A09182025,,
9/5/25,9:29:59 AM,EST,9/18/25,3:37:00 PM,EST,Alachua,Holden,3,7/31/25,581,1,0.8166,817,,,,,,Sample,TN09052025A09182025,,
9/5/25,9:29:59 AM,EST,9/18/25,3:37:00 PM,EST,Alachua,Holden,DUP1,7/31/25,583,1,1.1137,1114,,,,,,QAQC,TN09052025A09182025,,
9/5/25,9:29:59 AM,EST,9/18/25,3:37:00 PM,EST,Alachua,Holden,MS1,7/31/25,582,1,1.107,1107,,,,,,QAQC,TN09052025A09182025,,
9/23/25,1:30:00 PM,EST,9/30/25,1:05:59 PM,EST,Alachua,Jeffords,1,8/25/25,1186,1,0.5062,506,,,,,,Sample,TN09232025B09302025,,
9/23/25,1:30:00 PM,EST,9/30/25,1:05:59 PM,EST,Alachua,Jeffords,2,8/25/25,1187,1,0.483,483,,,,,,Sample,TN09232025B09302025,,
9/23/25,1:30:00 PM,EST,9/30/25,1:05:59 PM,EST,Alachua,Jeffords,3,8/25/25,1188,1,0.5029,503,,,,,,Sample,TN09232025B09302025,,
10/3/25,10:59:59 AM,EST,10/14/25,1:34:00 PM,EST,Alachua,Kingswood,1,9/22/25,867,1,0.9533,953,,,,,,Sample,TN10032025B10142025,,
10/3/25,10:59:59 AM,EST,10/14/25,1:34:00 PM,EST,Alachua,Kingswood,2,9/22/25,868,1,0.9797,980,,,,,,Sample,TN10032025B10142025,,
10/3/25,10:59:59 AM,EST,10/14/25,1:34:00 PM,EST,Alachua,Kingswood,3,9/22/25,869,1,0.8193,819,,,,,,Sample,TN10032025B10142025,,
10/3/25,10:59:59 AM,EST,10/14/25,1:34:00 PM,EST,Alachua,Kingswood,DUP3,9/22/25,871,1,1.1349,1135,,,,,,QAQC,TN10032025B10142025,,
10/3/25,10:59:59 AM,EST,10/14/25,1:34:00 PM,EST,Alachua,Kingswood,MS3,9/22/25,870,1,1.1253,1125,,,,,,QAQC,TN10032025B10142025,,
9/5/25,9:29:59 AM,EST,9/18/25,3:37:00 PM,EST,Alachua,Little Orange,1,7/31/25,587,1,1.1922,1192,,,,,,Sample,TN09052025A09182025,,
9/5/25,9:29:59 AM,EST,9/18/25,3:37:00 PM,EST,Alachua,Little Orange,2,7/31/25,588,1,1.2132,1213,,,,,,Sample,TN09052025A09182025,,
9/5/25,9:29:59 AM,EST,9/18/25,3:37:00 PM,EST,Alachua,Little Orange,3,7/31/25,589,1,1.136,1136,,,,,,Sample,TN09052025A09182025,,
9/5/25,9:29:59 AM,EST,9/18/25,3:37:00 PM,EST,Alachua,Little Santa Fe,1,8/26/25,590,1,0.5361,536,,,,,,Sample,TN09052025A09182025,,
9/5/25,9:29:59 AM,EST,9/18/25,3:37:00 PM,EST,Alachua,Little Santa Fe,2,8/26/25,591,1,0.5146,515,,,,,,Sample,TN09052025A09182025,,
9/5/25,9:29:59 AM,EST,9/18/25,3:37:00 PM,EST,Alachua,Little Santa Fe,3,8/26/25,592,1,0.5293,529,,,,,,Sample,TN09052025A09182025,,
10/3/25,10:59:59 AM,EST,10/14/25,1:34:00 PM,EST,Alachua,Little Santa Fe,1,9/23/25,846,1,0.5417,542,,,,,,Sample,TN10032025B10142025,,
10/3/25,10:59:59 AM,EST,10/14/25,1:34:00 PM,EST,Alachua,Little Santa Fe,2,9/23/25,852,1,0.3965,396,,,,,,Sample,TN10032025B10142025,,
10/3/25,10:59:59 AM,EST,10/14/25,1:34:00 PM,EST,Alachua,Little Santa Fe,3,9/23/25,853,1,0.6007,601,,,,,,Sample,TN10032025B10142025,,
10/3/25,10:59:59 AM,EST,10/14/25,1:34:00 PM,EST,Alachua,Little Santa Fe,DUP2,9/23/25,848,1,0.8344,834,,,,,,QAQC,TN10032025B10142025,,
10/3/25,10:59:59 AM,EST,10/14/25,1:34:00 PM,EST,Alachua,Little Santa Fe,MS2,9/23/25,847,1,0.848,848,,,,,,QAQC,TN10032025B10142025,,
9/26/25,12:00:00 PM,EST,10/2/25,1:12:00 PM,EST,Alachua,Lochloosa_Lajoie_Post-Doc,L2,8/20/25,363,5,0.288,1440,,,,,,Sample,TN09262025A10022025,,
9/26/25,12:00:00 PM,EST,10/2/25,1:12:00 PM,EST,Alachua,Lochloosa_Lajoie_Post-Doc,L4,8/20/25,364,5,0.3429,1715,,,,,,Sample,TN09262025A10022025,,
9/26/25,12:00:00 PM,EST,10/2/25,1:12:00 PM,EST,Alachua,Lochloosa_Lajoie_Post-Doc,L5,8/20/25,362,5,0.308,1540,,,,,,Sample,TN09262025A10022025,,
9/26/25,12:00:00 PM,EST,10/2/25,1:12:00 PM,EST,Alachua,Lochloosa_Lajoie_Post-Doc,LC,8/20/25,368,5,0.2346,1173,,,,,,Sample,TN09262025A10022025,,
9/26/25,12:00:00 PM,EST,10/2/25,1:12:00 PM,EST,Alachua,Lochloosa_Lajoie_Post-Doc,OP1,8/20/25,366,5,0.4335,2168,,,,,,Sample,TN09262025A10022025,,
9/26/25,12:00:00 PM,EST,10/2/25,1:12:00 PM,EST,Alachua,Lochloosa_Lajoie_Post-Doc,OP2,8/20/25,365,5,0.3789,1895,,,,,,Sample,TN09262025A10022025,,
9/26/25,12:00:00 PM,EST,10/2/25,1:12:00 PM,EST,Alachua,Lochloosa_Lajoie_Post-Doc,OP3,8/20/25,367,5,0.3342,1671,,,,,,Sample,TN09262025A10022025,,
9/26/25,12:00:00 PM,EST,10/2/25,1:12:00 PM,EST,Alachua,Lochloosa_Lajoie_Post-Doc,L2,9/23/25,370,5,0.3172,1586,,,,,,Sample,TN09262025A10022025,,
9/26/25,12:00:00 PM,EST,10/2/25,1:12:00 PM,EST,Alachua,Lochloosa_Lajoie_Post-Doc,L4,9/23/25,371,5,0.3746,1873,,,,,,Sample,TN09262025A10022025,,
9/26/25,12:00:00 PM,EST,10/2/25,1:12:00 PM,EST,Alachua,Lochloosa_Lajoie_Post-Doc,L5,9/23/25,369,5,0.3191,1596,,,,,,Sample,TN09262025A10022025,,
9/26/25,12:00:00 PM,EST,10/2/25,1:12:00 PM,EST,Alachua,Lochloosa_Lajoie_Post-Doc,LC,9/23/25,375,5,0.2329,1165,,,,,,Sample,TN09262025A10022025,,
9/26/25,12:00:00 PM,EST,10/2/25,1:12:00 PM,EST,Alachua,Lochloosa_Lajoie_Post-Doc,OP1,9/23/25,373,5,0.3489,1745,,,,,,Sample,TN09262025A10022025,,
9/26/25,12:00:00 PM,EST,10/2/25,1:12:00 PM,EST,Alachua,Lochloosa_Lajoie_Post-Doc,OP2,9/23/25,372,5,0.3428,1714,,,,,,Sample,TN09262025A10022025,,
9/26/25,12:00:00 PM,EST,10/2/25,1:12:00 PM,EST,Alachua,Lochloosa_Lajoie_Post-Doc,OP3,9/23/25,374,5,0.3746,1873,,,,,,Sample,TN09262025A10022025,,
9/5/25,9:29:59 AM,EST,9/18/25,3:37:00 PM,EST,Alachua,Melrose Bay,1,8/26/25,593,1,0.4721,472,,,,,,Sample,TN09052025A09182025,,
9/5/25,9:29:59 AM,EST,9/18/25,3:37:00 PM,EST,Alachua,Melrose Bay,2,8/26/25,594,1,0.4807,481,,,,,,Sample,TN09052025A09182025,,
9/5/25,9:29:59 AM,EST,9/18/25,3:37:00 PM,EST,Alachua,Melrose Bay,3,8/26/25,595,1,0.468,468,,,,,,Sample,TN09052025A09182025,,
10/3/25,10:59:59 AM,EST,10/14/25,1:34:00 PM,EST,Alachua,Melrose Bay,1,9/23/25,854,1,0.4172,417,,,,,,Sample,TN10032025B10142025,,
10/3/25,10:59:59 AM,EST,10/14/25,1:34:00 PM,EST,Alachua,Melrose Bay,2,9/23/25,855,1,0.4416,442,,,,,,Sample,TN10032025B10142025,,
10/3/25,10:59:59 AM,EST,10/14/25,1:34:00 PM,EST,Alachua,Melrose Bay,3,9/23/25,856,1,0.3612,361,,,,,,Sample,TN10032025B10142025,,
9/5/25,9:29:59 AM,EST,9/18/25,3:37:00 PM,EST,Alachua,Moss,1,7/31/25,596,1,0.6775,678,,,,,,Sample,TN09052025A09182025,,
9/5/25,9:29:59 AM,EST,9/18/25,3:37:00 PM,EST,Alachua,Moss,2,7/31/25,597,1,0.6693,669,,,,,,Sample,TN09052025A09182025,,
9/5/25,9:29:59 AM,EST,9/18/25,3:37:00 PM,EST,Alachua,Moss,3,7/31/25,598,1,0.6917,692,,,,,,Sample,TN09052025A09182025,,
8/12/25,12:59:59 PM,EST,8/13/25,12:59:00 PM,EST,Alachua,Orange_Belk_PhD,1,7/11/25,1028,1,1.8812,1881,Rerun,,,,,Sample,TN08122025B08132025,,
8/12/25,12:59:59 PM,EST,8/13/25,12:59:00 PM,EST,Alachua,Orange_Belk_PhD,2,7/11/25,1029,1,5.9201,5920,Rerun,,,,,Sample,TN08122025B08132025,,
8/12/25,12:59:59 PM,EST,8/13/25,12:59:00 PM,EST,Alachua,Orange_Belk_PhD,4,7/11/25,1030,1,2.4802,2480,Rerun,,,,,Sample,TN08122025B08132025,,
8/12/25,12:59:59 PM,EST,8/13/25,12:59:00 PM,EST,Alachua,Orange_Belk_PhD,5,7/11/25,1031,1,1.7032,1703,Rerun,,,,,Sample,TN08122025B08132025,,
8/12/25,12:59:59 PM,EST,8/13/25,12:59:00 PM,EST,Alachua,Orange_Belk_PhD,DUP3,7/11/25,1033,1,2.0885,2088,Rerun,,,,,QAQC,TN08122025B08132025,,
8/12/25,12:59:59 PM,EST,8/13/25,12:59:00 PM,EST,Alachua,Orange_Belk_PhD,MS3,7/11/25,1032,1,2.0148,2015,Rerun,,,,,QAQC,TN08122025B08132025,,
9/5/25,9:29:59 AM,EST,9/18/25,3:37:00 PM,EST,Alachua,Santa Fe,1,8/26/25,599,1,0.4775,478,,,,,,Sample,TN09052025A09182025,,
9/5/25,9:29:59 AM,EST,9/18/25,3:37:00 PM,EST,Alachua,Santa Fe,2,8/26/25,600,1,0.4454,445,,,,,,Sample,TN09052025A09182025,,
9/5/25,9:29:59 AM,EST,9/18/25,3:37:00 PM,EST,Alachua,Santa Fe,3,8/26/25,601,1,0.4504,450,,,,,,Sample,TN09052025A09182025,,
10/3/25,10:59:59 AM,EST,10/14/25,1:34:00 PM,EST,Alachua,Santa Fe,1,9/23/25,857,1,0.4082,408,,,,,,Sample,TN10032025B10142025,,
10/3/25,10:59:59 AM,EST,10/14/25,1:34:00 PM,EST,Alachua,Santa Fe,2,9/23/25,858,1,0.4024,402,,,,,,Sample,TN10032025B10142025,,
10/3/25,10:59:59 AM,EST,10/14/25,1:34:00 PM,EST,Alachua,Santa Fe,3,9/23/25,859,1,0.5748,575,,,,,,Sample,TN10032025B10142025,,
9/5/25,9:29:59 AM,EST,9/18/25,3:37:00 PM,EST,Alachua,Santa Fe-barricade,1,8/26/25,603,1,0.4575,458,,,,,,Sample,TN09052025A09182025,,
10/3/25,10:59:59 AM,EST,10/14/25,1:34:00 PM,EST,Alachua,Santa Fe-barricade,1,9/23/25,860,1,0.7326,733,,,,,,Sample,TN10032025B10142025,,
9/5/25,9:29:59 AM,EST,9/18/25,3:37:00 PM,EST,Alachua,Santa Fe-Blue Bayou,1,8/26/25,602,1,0.5504,550,,,,,,Sample,TN09052025A09182025,,
10/3/25,10:59:59 AM,EST,10/14/25,1:34:00 PM,EST,Alachua,Santa Fe-Blue Bayou,1,9/23/25,861,1,0.5099,510,,,,,,Sample,TN10032025B10142025,,
9/5/25,9:29:59 AM,EST,9/18/25,3:37:00 PM,EST,Alachua,Santa Fe-canal mouth,1,8/26/25,604,1,0.4707,471,,,,,,Sample,TN09052025A09182025,,
10/3/25,10:59:59 AM,EST,10/14/25,1:34:00 PM,EST,Alachua,Santa Fe-canal mouth,1,9/23/25,862,1,0.4369,437,,,,,,Sample,TN10032025B10142025,,
9/5/25,9:29:59 AM,EST,9/18/25,3:37:00 PM,EST,Alachua,Santa Fe-Painter Canal,1,8/26/25,605,1,0.5485,549,,,,,,Sample,TN09052025A09182025,,
10/3/25,10:59:59 AM,EST,10/14/25,1:34:00 PM,EST,Alachua,Santa Fe-Painter Canal,1,9/23/25,863,1,0.7721,772,,,,,,Sample,TN10032025B10142025,,
9/5/25,9:29:59 AM,EST,9/18/25,3:37:00 PM,EST,Alachua,Turkey Creek-1,1,5/11/25,614,5,0.1835,918,,,,,,Sample,TN09052025A09182025,,
9/5/25,9:29:59 AM,EST,9/18/25,3:37:00 PM,EST,Alachua,Turkey Creek-1,1,6/10/25,616,5,0.1234,617,,,,,,Sample,TN09052025A09182025,,
9/5/25,9:29:59 AM,EST,9/18/25,3:37:00 PM,EST,Alachua,Turkey Creek-2,1,5/11/25,615,5,0.1697,849,,,,,,Sample,TN09052025A09182025,,
9/5/25,9:29:59 AM,EST,9/18/25,3:37:00 PM,EST,Alachua,Turkey Creek-2,1,6/10/25,617,5,0.0946,473,,,,,,Sample,TN09052025A09182025,,
9/5/25,9:29:59 AM,EST,9/18/25,3:37:00 PM,EST,Alachua,Wauberg,1,8/16/25,606,5,0.2891,1446,,,,,,Sample,TN09052025A09182025,,
9/5/25,9:29:59 AM,EST,9/18/25,3:37:00 PM,EST,Alachua,Wauberg,2,8/16/25,612,5,0.2518,1259,,,,,,Sample,TN09052025A09182025,,
9/5/25,9:29:59 AM,EST,9/18/25,3:37:00 PM,EST,Alachua,Wauberg,3,8/16/25,613,5,0.2477,1239,,,,,,Sample,TN09052025A09182025,,
9/5/25,9:29:59 AM,EST,9/18/25,3:37:00 PM,EST,Alachua,Wauberg,DUP2,8/16/25,608,5,0.5838,2919,,,,,,QAQC,TN09052025A09182025,,
9/5/25,9:29:59 AM,EST,9/18/25,3:37:00 PM,EST,Alachua,Wauberg,MS2,8/16/25,607,5,0.579,2895,,,,,,QAQC,TN09052025A09182025,,
9/3/25,10:59:59 AM,EST,9/18/25,1:17:00 PM,EST,Bay,Beatty Bayou-1,1,6/13/25,1246,1,0.2838,284,,,,,,Sample,TN09032025A09182025,,
9/3/25,10:59:59 AM,EST,9/18/25,1:17:00 PM,EST,Bay,Beatty Bayou-1,DUP2,6/13/25,1248,1,0.5853,585,,,,,,QAQC,TN09032025A09182025,,
9/3/25,10:59:59 AM,EST,9/18/25,1:17:00 PM,EST,Bay,Beatty Bayou-1,MS2,6/13/25,1247,1,0.5758,576,,,,,,QAQC,TN09032025A09182025,,
9/3/25,10:59:59 AM,EST,9/18/25,1:17:00 PM,EST,Bay,Burnt Mill Lower,1,6/13/25,1253,1,0.2163,216,,,,,,Sample,TN09032025A09182025,,
9/3/25,10:59:59 AM,EST,9/18/25,1:17:00 PM,EST,Bay,Burnt Mill Upper,1,6/13/25,1252,1,0.2414,241,,,,,,Sample,TN09032025A09182025,,
9/3/25,10:59:59 AM,EST,9/18/25,1:17:00 PM,EST,Bay,Callaway Bayou-2,1,6/23/25,1254,1,0.2334,233,,,,,,Sample,TN09032025A09182025,,
9/3/25,10:59:59 AM,EST,9/18/25,1:17:00 PM,EST,Bay,Crooked Lower,1,6/12/25,1257,1,0.237,237,,,,,,Sample,TN09032025A09182025,,
9/3/25,10:59:59 AM,EST,9/18/25,1:17:00 PM,EST,Bay,Crooked Upper,1,6/12/25,1255,1,0.3301,330,,,,,,Sample,TN09032025A09182025,,
9/3/25,10:59:59 AM,EST,9/18/25,1:17:00 PM,EST,Bay,Crooked Upper-2,1,6/12/25,1256,1,0.3827,383,,,,,,Sample,TN09032025A09182025,,
9/3/25,10:59:59 AM,EST,9/18/25,1:17:00 PM,EST,Bay,Deer Point,1,5/27/25,1258,1,0.2394,239,,,,,,Sample,TN09032025A09182025,,
9/3/25,10:59:59 AM,EST,9/18/25,1:17:00 PM,EST,Bay,Deer Point,2,5/27/25,1259,1,0.2571,257,,,,,,Sample,TN09032025A09182025,,
9/3/25,10:59:59 AM,EST,9/18/25,1:17:00 PM,EST,Bay,Deer Point,3,5/27/25,1260,1,0.2414,241,,,,,,Sample,TN09032025A09182025,,
9/3/25,10:59:59 AM,EST,9/18/25,1:17:00 PM,EST,Bay,Deer Point,1,6/28/25,1261,1,0.212,212,,,,,,Sample,TN09032025A09182025,,
9/3/25,10:59:59 AM,EST,9/18/25,1:17:00 PM,EST,Bay,Deer Point,2,6/28/25,1262,1,0.2174,217,,,,,,Sample,TN09032025A09182025,,
9/3/25,10:59:59 AM,EST,9/18/25,1:17:00 PM,EST,Bay,Deer Point,3,6/28/25,1263,1,0.1958,196,,,,,,Sample,TN09032025A09182025,,
9/3/25,10:59:59 AM,EST,9/18/25,1:17:00 PM,EST,Bay,Deer Point,1,7/30/25,1264,1,0.3175,318,,,,,,Sample,TN09032025A09182025,,
9/3/25,10:59:59 AM,EST,9/18/25,1:17:00 PM,EST,Bay,Deer Point,2,7/30/25,1265,1,0.225,225,,,,,,Sample,TN09032025A09182025,,
9/3/25,10:59:59 AM,EST,9/18/25,1:17:00 PM,EST,Bay,Deer Point,3,7/30/25,1266,1,0.1931,193,,,,,,Sample,TN09032025A09182025,,
9/3/25,10:59:59 AM,EST,9/18/25,1:17:00 PM,EST,Bay,Grand Lagoon-1,1,6/18/25,1267,1,0.5462,546,,,,,,Sample,TN09032025A09182025,,
9/3/25,10:59:59 AM,EST,9/18/25,1:17:00 PM,EST,Bay,Grand Lagoon-2,1,6/18/25,1268,1,0.5869,587,,,,,,Sample,TN09032025A09182025,,
9/3/25,10:59:59 AM,EST,9/18/25,1:17:00 PM,EST,Bay,Grand Lagoon-3,1,6/18/25,1269,1,0.3422,342,,,,,,Sample,TN09032025A09182025,,
9/3/25,10:59:59 AM,EST,9/18/25,1:17:00 PM,EST,Bay,Grand Lagoon-4,1,6/18/25,1270,1,0.2666,267,,,,,,Sample,TN09032025A09182025,,
9/3/25,10:59:59 AM,EST,9/18/25,1:17:00 PM,EST,Bay,Grand Lagoon-5,1,6/18/25,1271,1,0.196,196,,,,,,Sample,TN09032025A09182025,,
9/3/25,10:59:59 AM,EST,9/18/25,1:17:00 PM,EST,Bay,Grand Lagoon-5,DUP3,6/18/25,1273,1,0.5754,575,,,,,,QAQC,TN09032025A09182025,,
9/3/25,10:59:59 AM,EST,9/18/25,1:17:00 PM,EST,Bay,Grand Lagoon-5,MS3,6/18/25,1272,1,0.5777,578,,J,,,,QAQC,TN09032025A09182025,,
9/3/25,10:59:59 AM,EST,9/18/25,1:17:00 PM,EST,Bay,Powell,1,6/18/25,1230,1,0.2406,241,,,,,,Sample,TN09032025A09182025,,
9/3/25,10:59:59 AM,EST,9/18/25,1:17:00 PM,EST,Bay,Powell,2,6/18/25,1231,1,0.2074,207,,,,,,Sample,TN09032025A09182025,,
9/3/25,10:59:59 AM,EST,9/18/25,1:17:00 PM,EST,Bay,Powell,3,6/18/25,1232,1,0.2275,228,,,,,,Sample,TN09032025A09182025,,
9/3/25,10:59:59 AM,EST,9/18/25,1:17:00 PM,EST,Bay,Powell,4,6/18/25,1233,1,0.2501,250,,,,,,Sample,TN09032025A09182025,,
9/3/25,10:59:59 AM,EST,9/18/25,1:17:00 PM,EST,Bay,Powell,5,6/18/25,1234,1,0.3176,318,,,,,,Sample,TN09032025A09182025,,
9/3/25,10:59:59 AM,EST,9/18/25,1:17:00 PM,EST,Bay,Powell,6,6/18/25,1235,1,0.2412,241,,,,,,Sample,TN09032025A09182025,,
9/3/25,10:59:59 AM,EST,9/18/25,1:17:00 PM,EST,Bay,Powell,1,7/9/25,1238,1,0.3651,365,,,,,,Sample,TN09032025A09182025,,
9/3/25,10:59:59 AM,EST,9/18/25,1:17:00 PM,EST,Bay,Powell,2,7/9/25,1239,1,0.3543,354,,,,,,Sample,TN09032025A09182025,,
9/3/25,10:59:59 AM,EST,9/18/25,1:17:00 PM,EST,Bay,Powell,3,7/9/25,1240,1,0.3167,317,,,,,,Sample,TN09032025A09182025,,
9/3/25,10:59:59 AM,EST,9/18/25,1:17:00 PM,EST,Bay,Powell,4,7/9/25,1241,1,0.337,337,,,,,,Sample,TN09032025A09182025,,
9/3/25,10:59:59 AM,EST,9/18/25,1:17:00 PM,EST,Bay,Powell,5,7/9/25,1242,1,0.3653,365,,,,,,Sample,TN09032025A09182025,,
9/3/25,10:59:59 AM,EST,9/18/25,1:17:00 PM,EST,Bay,Powell,6,7/9/25,1243,1,0.3543,354,,,,,,Sample,TN09032025A09182025,,
9/3/25,10:59:59 AM,EST,9/18/25,1:17:00 PM,EST,Bay,Powell Creek East-1,1,6/18/25,1236,1,0.2358,236,,,,,,Sample,TN09032025A09182025,,
9/3/25,10:59:59 AM,EST,9/18/25,1:17:00 PM,EST,Bay,Powell Creek East-1,1,7/9/25,1244,1,0.599,599,,,,,,Sample,TN09032025A09182025,,
9/3/25,10:59:59 AM,EST,9/18/25,1:17:00 PM,EST,Bay,Powell Creek East-2,1,6/18/25,1237,1,0.3336,334,,,,,,Sample,TN09032025A09182025,,
9/3/25,10:59:59 AM,EST,9/18/25,1:17:00 PM,EST,Bay,Powell Creek East-2,1,7/9/25,1245,1,0.7051,705,,,,,,Sample,TN09032025A09182025,,
9/25/25,9:29:59 AM,EST,10/1/25,12:50:00 PM,EST,Brevard,Blue Trail-1,1,6/19/25,1430,1,1.2032,1203,,,,,,Sample,TN09252025A10012025,,
9/25/25,9:29:59 AM,EST,10/1/25,12:50:00 PM,EST,Brevard,Blue Trail-1,1,7/24/25,1431,1,1.6319,1632,,,,,,Sample,TN09252025A10012025,,
9/25/25,9:29:59 AM,EST,10/1/25,12:50:00 PM,EST,Brevard,Blue Trail-1,DUP3,7/24/25,1433,1,1.9999,2000,,,,,,QAQC,TN09252025A10012025,,
9/25/25,9:29:59 AM,EST,10/1/25,12:50:00 PM,EST,Brevard,Blue Trail-1,MS3,7/24/25,1432,1,1.9904,1990,,,,,,QAQC,TN09252025A10012025,,
10/2/25,9:29:59 AM,EST,10/14/25,11:17:59 AM,EST,Charlotte,L-4,1,6/30/25,126,1,2.3719,2372,Rerun,,,,,Sample,TN10022025A10142025,,
10/3/25,10:59:59 AM,EST,10/14/25,1:34:00 PM,EST,Charlotte,L-4,1,6/30/25,126,2,1.1649,2330,,,,,,Sample,TN10032025B10142025,,
