Preparation_Date,Preparation_Time,Preparation_Time_Zone,Analysis_Date,Analysis_Time,Analysis_Time_Zone,County,Lake,Station,Activity_Start_Date,Activity_Start_Time,Activity_Time_Zone,Vol Filtered (L),Ethanol (ml),Tube #,750,664,647,630,750 (HCL),665 (HCL),Result_Value(ug/L),Result_Comments,QAQC_Qualifier,WIN_Value_Qualifier,Holding_Qualifier,MDL_PQL_Qualifier,Data_Category,Run_ID,Study,Comments
08/10/2025,01:44:59 PM,EST,10/15/2025,12:00:00 PM,EST,Miami-Dade,Oakland,3,08/10/2025,12:45:00 PM,EST,0.5,8,36,0.014,0.032,0.022,0.014,0.017,0.031,2,,,,,,Sample,CHLC1014202510152025,,
09/03/2025,12:00:00 PM,EST,10/15/2025,12:00:00 PM,EST,Miami-Dade,Oakland,1,09/03/2025,11:20:00 AM,EST,0.5,8,37,0.005,0.021,0.013,0.005,0.005,0.016,2,,,,,,Sample,CHLC1014202510152025,,
09/03/2025,12:10:00 PM,EST,10/15/2025,12:00:00 PM,EST,Miami-Dade,Oakland,2,09/03/2025,11:28:00 AM,EST,0.5,8,38,0.006,0.023,0.014,0.006,0.006,0.017,3,,,,,,Sample,CHLC1014202510152025,,
09/03/2025,12:19:59 PM,EST,10/15/2025,12:00:00 PM,EST,Miami-Dade,Oakland,3,09/03/2025,11:35:59 AM,EST,0.5,8,39,0.001,0.017,0.007,0.001,0.003,0.014,2,,,,,,Sample,CHLC1014202510152025,,
06/27/2025,10:20:00 AM,EST,10/15/2025,12:00:00 PM,EST,Palm Beach,Green Cay,1,06/27/2025,09:50:00 AM,EST,3.5000000000000003E-2,8,40,0.003,0.041,0.018,0.003,0.005,0.03,79,,,,,,Sample,CHLC1014202510152025,,
06/27/2025,10:24:59 AM,EST,10/15/2025,12:00:00 PM,EST,Palm Beach,Green Cay,2,06/27/2025,09:58:00 AM,EST,0.03,8,41,0.004,0.068,0.027,0.004,0.006,0.048,157,,,,,,Sample,CHLC1014202510152025,,
06/27/2025,10:30:00 AM,EST,10/15/2025,12:00:00 PM,EST,Palm Beach,Green Cay,3,06/27/2025,10:04:00 AM,EST,3.5000000000000003E-2,8,42,0.005,0.035,0.017,0.005,0.004,0.025,55,,,,,,Sample,CHLC1014202510152025,,
07/23/2025,10:10:00 AM,EST,10/15/2025,12:00:00 PM,EST,Palm Beach,Green Cay,1,07/23/2025,09:45:00 AM,EST,2.5000000000000001E-2,8,43,0.003,0.081,0.033,0.003,0.005,0.059,205,,,,,,Sample,CHLC1014202510152025,,
,,,10/15/2025,12:00:00 PM,EST,,,CCV2,,,,8.0000000000000002E-3,8,44,0.004,0.019,0.009,0.004,0.006,0.016,134,,,,,,QAQC,CHLC1014202510152025,,
,,,10/15/2025,12:00:00 PM,EST,,,MLBK3,,,,1,8,45,0.003,0.005,0.004,0.003,0.003,0.004,0,,,TI,,TI,QAQC,CHLC1014202510152025,,
07/23/2025,10:14:59 AM,EST,10/15/2025,12:00:00 PM,EST,Palm Beach,Green Cay,2,07/23/2025,09:51:00 AM,EST,0.03,8,46,0.004,0.055,0.024,0.004,0.009,0.045,107,,,,,,Sample,CHLC1014202510152025,,
07/23/2025,10:20:00 AM,EST,10/15/2025,12:00:00 PM,EST,Palm Beach,Green Cay,3,07/23/2025,09:58:00 AM,EST,0.02,8,47,0.006,0.047,0.021,0.006,0.007,0.038,107,,,,,,Sample,CHLC1014202510152025,,
08/21/2025,10:14:59 AM,EST,10/15/2025,12:00:00 PM,EST,Palm Beach,Green Cay,1,08/21/2025,09:39:59 AM,EST,0.03,8,48,0.008,0.042,0.023,0.008,0.01,0.036,57,,,,,,Sample,CHLC1014202510152025,,
08/21/2025,10:19:00 AM,EST,10/15/2025,12:00:00 PM,EST,Palm Beach,Green Cay,2,08/21/2025,09:50:00 AM,EST,0.03,8,49,0.003,0.043,0.019,0.003,0.003,0.033,71,,,,,,Sample,CHLC1014202510152025,,
08/21/2025,10:24:00 AM,EST,10/15/2025,12:00:00 PM,EST,Palm Beach,Green Cay,3,08/21/2025,09:58:00 AM,EST,2.8000000000000001E-2,8,50,0.003,0.045,0.019,0.003,0.002,0.034,76,,,,,,Sample,CHLC1014202510152025,,
08/12/2025,03:02:00 PM,EST,10/15/2025,12:00:00 PM,EST,Palm Beach,Loxahatchee River-10,1,08/12/2025,09:52:00 AM,EST,1,8,51,0.001,0.014,0.006,0.001,0.001,0.01,1,,,U,,U,Sample,CHLC1014202510152025,,
08/12/2025,03:18:59 PM,EST,10/15/2025,12:00:00 PM,EST,Palm Beach,Loxahatchee River-62,1,08/12/2025,10:57:00 AM,EST,1,8,52,0.003,0.08,0.031,0.003,0.002,0.056,5,,,,,,Sample,CHLC1014202510152025,,
08/12/2025,02:18:00 PM,EST,10/15/2025,12:00:00 PM,EST,Palm Beach,Loxahatchee River-69,1,08/12/2025,10:14:00 AM,EST,1,8,53,0.003,0.055,0.021,0.003,0.003,0.041,3,,,,,,Sample,CHLC1014202510152025,,
08/12/2025,03:18:59 PM,EST,10/15/2025,12:00:00 PM,EST,Palm Beach,Loxahatchee River-72,1,08/12/2025,10:16:00 AM,EST,0.8,8,54,0.002,0.118,0.043,0.002,0.004,0.082,10,,,,,,Sample,CHLC1014202510152025,,
06/30/2025,11:30:00 AM,EST,10/15/2025,12:00:00 PM,EST,Palm Beach,Westwood,1,06/30/2025,10:00:00 AM,EST,0.15,8,55,0.004,0.019,0.01,0.004,0.006,0.017,6,,,,,,Sample,CHLC1014202510152025,,
06/30/2025,11:35:00 AM,EST,10/15/2025,12:00:00 PM,EST,Palm Beach,Westwood,2,06/30/2025,10:30:00 AM,EST,0.15,8,56,0.003,0.015,0.008,0.003,0.003,0.011,6,,,,,,Sample,CHLC1014202510152025,,
06/30/2025,11:40:00 AM,EST,10/15/2025,12:00:00 PM,EST,Palm Beach,Westwood,3,06/30/2025,10:59:59 AM,EST,0.15,8,57,0.001,0.014,0.007,0.001,0.003,0.012,6,,,,,,Sample,CHLC1014202510152025,,
07/30/2025,10:30:00 AM,EST,10/15/2025,12:00:00 PM,EST,Palm Beach,Westwood,1,07/30/2025,09:00:00 AM,EST,0.15,8,58,0.003,0.014,0.008,0.003,0.003,0.008,9,,,,,,Sample,CHLC1014202510152025,,
07/30/2025,10:35:00 AM,EST,10/15/2025,12:00:00 PM,EST,Palm Beach,Westwood,2,07/30/2025,09:29:59 AM,EST,0.15,8,59,0.003,0.013,0.008,0.003,0.001,0.007,6,,,,,,Sample,CHLC1014202510152025,,
07/30/2025,10:40:00 AM,EST,10/15/2025,12:00:00 PM,EST,Palm Beach,Westwood,3,07/30/2025,10:00:00 AM,EST,0.15,8,60,0.005,0.015,0.01,0.005,0.005,0.01,7,,,,,,Sample,CHLC1014202510152025,,
08/31/2025,12:00:00 PM,EST,10/15/2025,12:00:00 PM,EST,Palm Beach,Westwood,1,08/31/2025,10:30:00 AM,EST,0.15,8,61,0.001,0.012,0.006,0.001,0.003,0.01,6,,,,,,Sample,CHLC1014202510152025,,
08/31/2025,12:05:00 PM,EST,10/15/2025,12:00:00 PM,EST,Palm Beach,Westwood,2,08/31/2025,10:59:59 AM,EST,0.15,8,62,0.003,0.012,0.007,0.003,0.003,0.01,3,,,,,,Sample,CHLC1014202510152025,,
08/31/2025,12:10:00 PM,EST,10/15/2025,12:00:00 PM,EST,Palm Beach,Westwood,3,08/31/2025,11:30:00 AM,EST,0.15,8,63,0.001,0.045,0.016,0.001,0.007,0.016,50,,,,,,Sample,CHLC1014202510152025,,
08/12/2025,08:38:00 AM,EST,10/15/2025,12:00:00 PM,EST,St Lucie,Phillip,1,08/12/2025,08:13:00 AM,EST,0.45,8,64,0.002,0.054,0.019,0.002,0.002,0.032,10,,,,,,Sample,CHLC1014202510152025,,
08/12/2025,08:44:00 AM,EST,10/15/2025,12:00:00 PM,EST,St Lucie,Phillip,2,08/12/2025,08:17:00 AM,EST,0.45,8,65,0.003,0.019,0.008,0.003,0.002,0.01,4,,,,,,Sample,CHLC1014202510152025,,
,,,10/15/2025,12:00:00 PM,EST,,,CCV3,,,,8.0000000000000002E-3,8,66,0.003,0.013,0.006,0.003,0.002,0.008,107,,,,,,QAQC,CHLC1014202510152025,,
,,,10/15/2025,12:00:00 PM,EST,,,MLBK4,,,,1,8,67,0.001,0.002,0.003,0.001,0.002,0.002,0,,,TI,,TI,QAQC,CHLC1014202510152025,,
08/12/2025,08:47:59 AM,EST,10/15/2025,12:00:00 PM,EST,St Lucie,Phillip,3,08/12/2025,08:20:00 AM,EST,0.45,8,68,0.003,0.042,0.018,0.003,0.004,0.032,5,,,,,,Sample,CHLC1014202510152025,,
09/06/2025,08:42:59 AM,EST,10/15/2025,12:00:00 PM,EST,St Lucie,Phillip,1,09/06/2025,08:12:00 AM,EST,0.45,8,69,0.003,0.039,0.017,0.003,0.004,0.029,5,,,,,,Sample,CHLC1014202510152025,,
09/06/2025,08:46:59 AM,EST,10/15/2025,12:00:00 PM,EST,St Lucie,Phillip,2,09/06/2025,08:15:00 AM,EST,0.45,8,70,0.004,0.043,0.019,0.004,0.005,0.032,6,,,,,,Sample,CHLC1014202510152025,,
09/06/2025,08:52:00 AM,EST,10/15/2025,12:00:00 PM,EST,St Lucie,Phillip,3,09/06/2025,08:18:00 AM,EST,0.45,8,71,0.002,0.035,0.016,0.002,0.007,0.031,4,,,,,,Sample,CHLC1014202510152025,,
,,,10/15/2025,12:00:00 PM,EST,,,CCV4,,,,8.0000000000000002E-3,8,72,0.002,0.017,0.006,0.002,0.003,0.012,160,,,,,,Sample,CHLC1014202510152025,,
,,,10/15/2025,12:00:00 PM,EST,,,CCV4,,,,8.0000000000000002E-3,8,88,0.002,0.017,0.006,0.002,0.003,0.012,160,,,,,,QAQC,CHLC1014202510152025,,
,,,10/15/2025,12:00:00 PM,EST,,,MLBK5,,,,1,8,89,,,,,,,,,V,,,,QAQC,CHLC1014202510152025,,
,,,10/15/2025,12:00:00 PM,EST,,,CCV5,,,,8.0000000000000002E-3,8,110,,,,,,,,,,,,,QAQC,CHLC1014202510152025,,
,,,10/01/2025,12:59:59 PM,EST,,,MBLK1,,,,1,8,1,0.006,0.005,0.006,0.006,0.004,0.002,0,,,TI,,TI,QAQC,CHLC0930202510012025,,
07/02/2025,11:06:00 AM,EST,10/01/2025,12:59:59 PM,EST,Hillsborough,Carroll,1,07/02/2025,10:12:59 AM,EST,0.5,8,2,0.006,0.024,0.013,0.006,0.007,0.019,3,,,,,,Sample,CHLC0930202510012025,,
07/02/2025,11:13:00 AM,EST,10/01/2025,12:59:59 PM,EST,Hillsborough,Carroll,2,07/02/2025,10:23:00 AM,EST,0.5,8,3,0.003,0.023,0.01,0.003,0.004,0.018,3,,,,,,Sample,CHLC0930202510012025,,
07/02/2025,11:24:00 AM,EST,10/01/2025,12:59:59 PM,EST,Hillsborough,Carroll,3,07/02/2025,10:34:00 AM,EST,0.5,8,4,0.003,0.023,0.01,0.003,0.008,0.021,3,,,,,,Sample,CHLC0930202510012025,,
07/02/2025,10:57:59 AM,EST,10/01/2025,12:59:59 PM,EST,Hillsborough,Carroll,1,07/02/2025,10:12:59 AM,EST,0.5,8,5,0.006,0.025,0.014,0.006,0.008,0.022,2,,,,,,Sample,CHLC0930202510012025,Hillsborough Comparison,Lakewatch coordinator
07/02/2025,11:07:00 AM,EST,10/01/2025,12:59:59 PM,EST,Hillsborough,Carroll,2,07/02/2025,10:23:00 AM,EST,0.5,8,6,0.005,0.026,0.013,0.005,0.005,0.018,3,,,,,,Sample,CHLC0930202510012025,Hillsborough Comparison,Lakewatch coordinator
07/02/2025,11:11:00 AM,EST,10/01/2025,12:59:59 PM,EST,Hillsborough,Carroll,3,07/02/2025,10:34:00 AM,EST,0.5,8,7,0.003,0.024,0.011,0.003,0.007,0.021,3,,,,,,Sample,CHLC0930202510012025,Hillsborough Comparison,Lakewatch coordinator
08/08/2025,10:24:59 AM,EST,10/01/2025,12:59:59 PM,EST,Hillsborough,Cooper,1,08/08/2025,09:49:00 AM,EST,0.3,8,8,0.008,0.073,0.031,0.008,0.007,0.049,16,,,,,,Sample,CHLC0930202510012025,,
08/08/2025,10:30:00 AM,EST,10/01/2025,12:59:59 PM,EST,Hillsborough,Cooper,2,08/08/2025,09:56:00 AM,EST,0.3,8,9,0.004,0.072,0.03,0.004,0.004,0.051,15,,,,,,Sample,CHLC0930202510012025,,
08/08/2025,10:34:00 AM,EST,10/01/2025,12:59:59 PM,EST,Hillsborough,Cooper,3,08/08/2025,10:14:00 AM,EST,0.3,8,10,0.004,0.082,0.033,0.004,0.004,0.06,16,,,,,,Sample,CHLC0930202510012025,,
08/08/2025,10:23:00 AM,EST,10/01/2025,12:59:59 PM,EST,Hillsborough,Cooper,1,08/08/2025,09:50:00 AM,EST,0.3,8,11,0.004,0.061,0.025,0.004,0.005,0.043,14,,,,,,Sample,CHLC0930202510012025,Hillsborough Comparison,Lakewatch coordinator
08/08/2025,10:26:00 AM,EST,10/01/2025,12:59:59 PM,EST,Hillsborough,Cooper,2,08/08/2025,09:57:00 AM,EST,0.3,8,12,0.009,0.074,0.033,0.009,0.011,0.054,16,,,,,,Sample,CHLC0930202510012025,Hillsborough Comparison,Lakewatch coordinator
08/08/2025,10:32:00 AM,EST,10/01/2025,12:59:59 PM,EST,Hillsborough,Cooper,3,08/08/2025,10:05:00 AM,EST,0.3,8,13,0.003,0.08,0.031,0.003,0.007,0.058,19,,,,,,Sample,CHLC0930202510012025,Hillsborough Comparison,Lakewatch coordinator
07/09/2025,09:36:00 AM,EST,10/01/2025,12:59:59 PM,EST,Hillsborough,Dead Lady,1,07/09/2025,09:05:00 AM,EST,0.1,8,14,0.004,0.015,0.008,0.004,0.007,0.015,6,,,,,,Sample,CHLC0930202510012025,Hillsborough Comparison,Lakewatch coordinator
07/09/2025,09:41:00 AM,EST,10/01/2025,12:59:59 PM,EST,Hillsborough,Dead Lady,2,07/09/2025,09:13:00 AM,EST,0.1,8,15,0.004,0.018,0.01,0.004,0.003,0.012,11,,,,,,Sample,CHLC0930202510012025,Hillsborough Comparison,Lakewatch coordinator
07/09/2025,09:47:00 AM,EST,10/01/2025,12:59:59 PM,EST,Hillsborough,Dead Lady,3,07/09/2025,09:24:00 AM,EST,0.1,8,16,0.008,0.02,0.013,0.008,0.007,0.015,9,,,,,,Sample,CHLC0930202510012025,Hillsborough Comparison,Lakewatch coordinator
08/05/2025,12:14:59 PM,EST,10/01/2025,12:59:59 PM,EST,Hillsborough,Keystone,1,08/05/2025,11:37:00 AM,EST,0.5,8,17,0.001,0.024,0.009,0.001,0.005,0.02,3,,,,,,Sample,CHLC0930202510012025,,
08/05/2025,12:17:00 PM,EST,10/01/2025,12:59:59 PM,EST,Hillsborough,Keystone,2,08/05/2025,11:44:00 AM,EST,0.5,8,18,0.009,0.029,0.017,0.009,0.007,0.02,3,,,,,,Sample,CHLC0930202510012025,,
08/05/2025,12:19:59 PM,EST,10/01/2025,12:59:59 PM,EST,Hillsborough,Keystone,3,08/05/2025,11:51:00 AM,EST,0.5,8,19,0.006,0.026,0.013,0.006,0.008,0.025,1,,,U,,U,Sample,CHLC0930202510012025,,
08/05/2025,12:10:00 PM,EST,10/01/2025,12:59:59 PM,EST,Hillsborough,Keystone,1,08/05/2025,11:37:00 AM,EST,0.5,8,20,0.006,0.027,0.014,0.006,0.002,0.017,3,,,,,,Sample,CHLC0930202510012025,Hillsborough Comparison,Lakewatch coordinator
08/05/2025,12:13:00 PM,EST,10/01/2025,12:59:59 PM,EST,Hillsborough,Keystone,2,08/05/2025,11:44:00 AM,EST,0.5,8,21,0.005,0.025,0.013,0.005,0.006,0.02,3,,,,,,Sample,CHLC0930202510012025,Hillsborough Comparison,Lakewatch coordinator
,,,10/01/2025,12:59:59 PM,EST,,,CCV1,,,,8.0000000000000002E-3,8,22,0.005,0.019,0.008,0.005,0.006,0.016,107,,,,,,QAQC,CHLC0930202510012025,,
,,,10/01/2025,12:59:59 PM,EST,,,MLBK2,,,,1,8,23,0.004,0.004,0.005,0.004,0.004,0.004,0,,,TI,,TI,QAQC,CHLC0930202510012025,,
08/05/2025,12:14:59 PM,EST,10/01/2025,12:59:59 PM,EST,Hillsborough,Keystone,3,08/05/2025,11:50:00 AM,EST,0.5,8,24,0.004,0.026,0.012,0.004,0.004,0.021,2,,,,,,Sample,CHLC0930202510012025,Hillsborough Comparison,Lakewatch coordinator
07/22/2025,10:14:59 AM,EST,10/01/2025,12:59:59 PM,EST,Hillsborough,Twin,1,07/22/2025,10:02:00 AM,EST,0.5,8,25,0.006,0.048,0.021,0.006,0.006,0.035,6,,,,,,Sample,CHLC0930202510012025,,
07/22/2025,10:17:59 AM,EST,10/01/2025,12:59:59 PM,EST,Hillsborough,Twin,2,07/22/2025,09:55:00 AM,EST,0.5,8,26,0.005,0.047,0.019,0.005,0.005,0.035,5,,,,,,Sample,CHLC0930202510012025,,
07/22/2025,10:22:00 AM,EST,10/01/2025,12:59:59 PM,EST,Hillsborough,Twin,3,07/22/2025,09:47:00 AM,EST,0.5,8,27,0.004,0.043,0.018,0.004,0.007,0.033,6,,,,,,Sample,CHLC0930202510012025,,
07/22/2025,10:16:00 AM,EST,10/01/2025,12:59:59 PM,EST,Hillsborough,Twin,1,07/22/2025,10:00:00 AM,EST,0.5,8,28,0.006,0.054,0.023,0.006,0.012,0.044,7,,,,,,Sample,CHLC0930202510012025,Hillsborough Comparison,Lakewatch coordinator
07/22/2025,10:17:59 AM,EST,10/01/2025,12:59:59 PM,EST,Hillsborough,Twin,2,07/22/2025,09:54:00 AM,EST,0.5,8,29,0.004,0.044,0.017,0.004,0.004,0.031,6,,,,,,Sample,CHLC0930202510012025,Hillsborough Comparison,Lakewatch coordinator
07/22/2025,10:23:00 AM,EST,10/01/2025,12:59:59 PM,EST,Hillsborough,Twin,3,07/22/2025,09:47:00 AM,EST,0.5,8,30,0.006,0.045,0.019,0.006,0.009,0.035,6,,,,,,Sample,CHLC0930202510012025,Hillsborough Comparison,Lakewatch coordinator
07/18/2025,12:24:00 PM,EST,10/01/2025,12:59:59 PM,EST,Pasco,Jovita,1,07/18/2025,11:17:00 AM,EST,0.3,8,31,0.005,0.034,0.015,0.005,0.004,0.024,6,,,,,,Sample,CHLC0930202510012025,,
07/18/2025,12:29:00 PM,EST,10/01/2025,12:59:59 PM,EST,Pasco,Jovita,2,07/18/2025,11:25:00 AM,EST,0.3,8,32,0.003,0.035,0.014,0.003,0.004,0.026,7,,,,,,Sample,CHLC0930202510012025,,
