Preparation_Date,Preparation_Time,Preparation_Time_Zone,Analysis_Date,Analysis_Time,Analysis_Time_Zone,County,Lake,Station,Activity_Start_Date,Tube_Number,Dilution,Abs,Result_Value(PCU),Result_Comments,QAQC_Qualifier,WIN_Value_Qualifier,Holding_Qualifier,MDL_PQL_Qualifier,Data_Category,Run_ID,Study,Comments
7/21/25,1:50:59 PM,EST,7/22/25,1:01:00 PM,EST,Alachua,Lochloosa_Lajoie_Post-Doc,OP2,6/23/25,,1,0.053,39,,,,,,Sample,COL0721202507222025,Student Project,
7/21/25,1:50:59 PM,EST,7/22/25,1:01:00 PM,EST,Alachua,Lochloosa_Lajoie_Post-Doc,OP1,6/23/25,,1,0.051,38,,,,,,Sample,COL0721202507222025,Student Project,
7/21/25,1:50:59 PM,EST,7/22/25,1:01:00 PM,EST,Alachua,Lochloosa_Lajoie_Post-Doc,OP3,6/23/25,,1,0.051,38,,,,,,Sample,COL0721202507222025,Student Project,
7/21/25,1:50:59 PM,EST,7/22/25,1:01:00 PM,EST,Alachua,Lochloosa_Lajoie_Post-Doc,LC,6/23/25,,1,0.072,53,,,,,,Sample,COL0721202507222025,Student Project,
7/21/25,1:50:59 PM,EST,7/22/25,1:01:00 PM,EST,Alachua,Lochloosa_Lajoie_Post-Doc,L5,6/23/25,,1,0.056,41,,,,,,Sample,COL0721202507222025,Student Project,
7/21/25,1:50:59 PM,EST,7/22/25,1:01:00 PM,EST,Alachua,Lochloosa_Lajoie_Post-Doc,L2,6/23/25,,1,0.055,41,,,,,,Sample,COL0721202507222025,Student Project,
7/21/25,1:50:59 PM,EST,7/22/25,1:01:00 PM,EST,Alachua,Lochloosa_Lajoie_Post-Doc,L4,6/23/25,,1,0.057,42,,,,,,Sample,COL0721202507222025,Student Project,
7/21/25,1:50:59 PM,EST,7/22/25,1:01:00 PM,EST,Bay,Beatty Bayou-1,1,6/23/25,,1,0.039,29,,,,,,Sample,COL0721202507222025,,
7/21/25,1:50:59 PM,EST,7/22/25,1:01:00 PM,EST,Bay,Callaway Bayou-2,1,4/23/25,,1,0.013,10,,,,,,Sample,COL0721202507222025,,
7/21/25,1:50:59 PM,EST,7/22/25,1:01:00 PM,EST,Bay,East Bay-1,1,4/23/25,,1,0.02,15,,,,,,Sample,COL0721202507222025,,
7/21/25,1:50:59 PM,EST,7/22/25,1:01:00 PM,EST,Bay,East Bay-2,1,4/23/25,,1,0.016,12,,,,,,Sample,COL0721202507222025,,
7/21/25,1:50:59 PM,EST,7/22/25,1:01:00 PM,EST,Bay,East Bay-3,1,4/23/25,,1,0.019,14,,,,,,Sample,COL0721202507222025,,
7/21/25,1:50:59 PM,EST,7/22/25,1:01:00 PM,EST,Bay,East Bay-4,1,4/23/25,,1,0.016,12,,,,,,Sample,COL0721202507222025,,
7/21/25,1:50:59 PM,EST,7/22/25,1:01:00 PM,EST,,,ALTQC1,,,1,0.023,17,,,Q,Q,,QAQC,COL0721202507222025,,
7/21/25,1:50:59 PM,EST,7/22/25,1:01:00 PM,EST,Bay,East Bay-5,1,4/23/25,,1,0.014,10,,,,,,Sample,COL0721202507222025,,
7/21/25,1:50:59 PM,EST,7/22/25,1:01:00 PM,EST,Bay,Laird Bayou-1,1,4/23/25,,1,0.021,15,,,,,,Sample,COL0721202507222025,,
7/21/25,1:50:59 PM,EST,7/22/25,1:01:00 PM,EST,Bay,Laird Bayou-2,1,4/23/25,,1,0.021,15,,,,,,Sample,COL0721202507222025,,
7/21/25,1:50:59 PM,EST,7/22/25,1:01:00 PM,EST,Bay,Laird Bayou-3,1,4/23/25,,1,0.023,17,,,,,,Sample,COL0721202507222025,,
7/21/25,1:50:59 PM,EST,7/22/25,1:01:00 PM,EST,Bay,Massalina Bayou-1,1,4/29/25,,1,0.016,12,,,,,,Sample,COL0721202507222025,,
7/21/25,1:50:59 PM,EST,7/22/25,1:01:00 PM,EST,Bay,Mill Bayou-1,1,4/9/25,,1,0.041,30,,,,,,Sample,COL0721202507222025,,
7/21/25,1:50:59 PM,EST,7/22/25,1:01:00 PM,EST,Bay,North Bay-1,1,4/9/25,,1,0.041,30,,,,,,Sample,COL0721202507222025,,
7/21/25,1:50:59 PM,EST,7/22/25,1:01:00 PM,EST,,,ALTQC2,,,1,0.023,17,,,Q,Q,,QAQC,COL0721202507222025,,
7/21/25,1:50:59 PM,EST,7/22/25,1:01:00 PM,EST,Bay,North Bay-2,1,4/9/25,,1,0.034,25,,,,,,Sample,COL0721202507222025,,
7/21/25,1:50:59 PM,EST,7/22/25,1:01:00 PM,EST,Bay,North Bay-3,1,4/9/25,,1,0.032,24,,,,,,Sample,COL0721202507222025,,
7/21/25,1:50:59 PM,EST,7/22/25,1:01:00 PM,EST,Bay,North Bay-4,1,4/9/25,,1,0.022,16,,,,,,Sample,COL0721202507222025,,
7/21/25,1:50:59 PM,EST,7/22/25,1:01:00 PM,EST,Bay,Pitts Bayou-1,1,4/23/25,,1,0.014,10,,,,,,Sample,COL0721202507222025,,
7/21/25,1:50:59 PM,EST,7/22/25,1:01:00 PM,EST,Escambia,Bayou Texar-2,1,1/19/25,,1,0.011,8,,,Q,Q,,Sample,COL0721202507222025,,
7/21/25,1:50:59 PM,EST,7/22/25,1:01:00 PM,EST,Escambia,Bayou Texar-3,1,1/19/25,,1,0.011,8,,,Q,Q,,Sample,COL0721202507222025,,
7/21/25,1:50:59 PM,EST,7/22/25,1:01:00 PM,EST,Franklin,Alligator Harbor-1,1,1/8/25,,1,0.01,7,,,Q,Q,,Sample,COL0721202507222025,,
7/21/25,1:50:59 PM,EST,7/22/25,1:01:00 PM,EST,Franklin,Alligator Harbor-2,1,1/8/25,,1,0.01,7,,,Q,Q,,Sample,COL0721202507222025,,
7/21/25,1:50:59 PM,EST,7/22/25,1:01:00 PM,EST,Franklin,Alligator Harbor-3,1,1/8/25,,1,0.006,4,,,Q,Q,,Sample,COL0721202507222025,,
7/21/25,1:50:59 PM,EST,7/22/25,1:01:00 PM,EST,Franklin,Alligator Harbor-4,1,1/8/25,,1,0.008,6,,,Q,Q,,Sample,COL0721202507222025,,
7/21/25,1:50:59 PM,EST,7/22/25,1:01:00 PM,EST,Franklin,Alligator Harbor-5,1,1/8/25,,1,0.006,4,,,Q,Q,,Sample,COL0721202507222025,,
7/21/25,1:50:59 PM,EST,7/22/25,1:01:00 PM,EST,Franklin,Alligator Harbor-6,1,1/8/25,,1,0.007,5,,,Q,Q,,Sample,COL0721202507222025,,
7/21/25,1:50:59 PM,EST,7/22/25,1:01:00 PM,EST,Franklin,Alligator Harbor-7,1,1/8/25,,1,0.008,6,,,Q,Q,,Sample,COL0721202507222025,,
7/21/25,1:50:59 PM,EST,7/22/25,1:01:00 PM,EST,Franklin,Alligator Harbor-1,1,4/22/25,,1,0.01,7,,,,,,Sample,COL0721202507222025,,
7/21/25,1:50:59 PM,EST,7/22/25,1:01:00 PM,EST,Franklin,Alligator Harbor-2,1,4/22/25,,1,0.007,5,,,,,,Sample,COL0721202507222025,,
7/21/25,1:50:59 PM,EST,7/22/25,1:01:00 PM,EST,Franklin,Alligator Harbor-3,1,4/22/25,,1,0.01,7,,,,,,Sample,COL0721202507222025,,
7/21/25,1:50:59 PM,EST,7/22/25,1:01:00 PM,EST,,,ALTQC3,,,1,0.023,17,,,Q,Q,,QAQC,COL0721202507222025,,
7/21/25,1:50:59 PM,EST,7/22/25,1:01:00 PM,EST,,,ALTQC4,,,,,1,,J,QU,Q,TI,QAQC,COL0721202507222025,,
7/21/25,1:50:59 PM,EST,7/22/25,1:01:00 PM,EST,,,ALTQC5,,,,,1,,J,QU,Q,TI,QAQC,COL0721202507222025,,
7/23/25,11:28:00 AM,EST,7/24/25,11:58:00 AM,EST,Alachua,Alto,1,4/17/25,,1,0.084,62,,,,,,Sample,COL0723202507242025,,
7/23/25,11:28:00 AM,EST,7/24/25,11:58:00 AM,EST,Alachua,Blues Creek-1,1,4/15/25,,1,0.044,33,,,,,,Sample,COL0723202507242025,,
7/23/25,11:28:00 AM,EST,7/24/25,11:58:00 AM,EST,Alachua,Blues Creek-2,1,4/15/25,,4,0.119,352,,,,,,Sample,COL0723202507242025,,
7/23/25,11:28:00 AM,EST,7/24/25,11:58:00 AM,EST,Alachua,Blues Creek-3,1,4/15/25,,4,0.112,331,,,,,,Sample,COL0723202507242025,,
7/23/25,11:28:00 AM,EST,7/24/25,11:58:00 AM,EST,Alachua,Cellon Creek-1,1,4/15/25,,1,0.129,95,,,,,,Sample,COL0723202507242025,,
7/23/25,11:28:00 AM,EST,7/24/25,11:58:00 AM,EST,Alachua,Cellon Creek-2,1,4/15/25,,1,0.109,81,,,,,,Sample,COL0723202507242025,,
7/23/25,11:28:00 AM,EST,7/24/25,11:58:00 AM,EST,Alachua,Cellon Creek-3,1,4/15/25,,1,0.038,28,,,,,,Sample,COL0723202507242025,,
7/23/25,11:28:00 AM,EST,7/24/25,11:58:00 AM,EST,Alachua,Cellon Creek-4,1,4/15/25,,1,0.027,20,,,,,,Sample,COL0723202507242025,,
7/23/25,11:28:00 AM,EST,7/24/25,11:58:00 AM,EST,Alachua,Little Santa Fe,2,5/27/25,,1,0.042,31,,,,,,Sample,COL0723202507242025,,
7/23/25,11:28:00 AM,EST,7/24/25,11:58:00 AM,EST,Alachua,Melrose Bay,2,5/27/25,,1,0.033,25,,,,,,Sample,COL0723202507242025,,
7/23/25,11:28:00 AM,EST,7/24/25,11:58:00 AM,EST,Alachua,Santa Fe,2,5/27/25,,1,0.032,24,,,,,,Sample,COL0723202507242025,,
7/23/25,11:28:00 AM,EST,7/24/25,11:58:00 AM,EST,Alachua,Santa Fe-barricade,1,5/27/25,,1,0.041,30,,,,,,Sample,COL0723202507242025,,
7/23/25,11:28:00 AM,EST,7/24/25,11:58:00 AM,EST,Alachua,Santa Fe-Blue Bayou,1,5/27/25,,1,0.031,23,,,,,,Sample,COL0723202507242025,,
7/23/25,11:28:00 AM,EST,7/24/25,11:58:00 AM,EST,Alachua,Santa Fe-canal mouth,1,5/27/25,,1,0.031,23,,,,,,Sample,COL0723202507242025,,
7/23/25,11:28:00 AM,EST,7/24/25,11:58:00 AM,EST,Alachua,Santa Fe-Painter Canal,1,5/27/25,,1,0.042,31,,,,,,Sample,COL0723202507242025,,
7/23/25,11:28:00 AM,EST,7/24/25,11:58:00 AM,EST,Alachua,Turkey Creek-1,1,4/15/25,,1,0.05,37,,,,,,Sample,COL0723202507242025,,
7/23/25,11:28:00 AM,EST,7/24/25,11:58:00 AM,EST,Alachua,Turkey Creek-2,1,4/15/25,,1,0.058,43,,,,,,Sample,COL0723202507242025,,
7/23/25,11:28:00 AM,EST,7/24/25,11:58:00 AM,EST,,,ALTQC1,,,1,0.025,19,,,Q,Q,,QAQC,COL0723202507242025,,
7/23/25,11:28:00 AM,EST,7/24/25,11:58:00 AM,EST,Citrus,Crystal River-1,1,4/24/25,,1,0.017,13,,,,,,Sample,COL0723202507242025,,
7/23/25,11:28:00 AM,EST,7/24/25,11:58:00 AM,EST,Citrus,Crystal River-7,1,4/24/25,,1,0.012,9,,,,,,Sample,COL0723202507242025,,
7/23/25,11:28:00 AM,EST,7/24/25,11:58:00 AM,EST,Citrus,Floral City,1,4/5/25,,2,0.113,167,,,,,,Sample,COL0723202507242025,,
7/23/25,11:28:00 AM,EST,7/24/25,11:58:00 AM,EST,Citrus,Floral City North,1,4/5/25,,2,0.114,168,,,,,,Sample,COL0723202507242025,,
7/23/25,11:28:00 AM,EST,7/24/25,11:58:00 AM,EST,Citrus,Fort Cooper,1,4/16/25,,1,0.041,30,,,,,,Sample,COL0723202507242025,,
7/23/25,11:28:00 AM,EST,7/24/25,11:58:00 AM,EST,Citrus,Hampton,1,4/5/25,,1,0.202,149,,,,,,Sample,COL0723202507242025,,
7/23/25,11:28:00 AM,EST,7/24/25,11:58:00 AM,EST,Citrus,Tsala Apopka,1,4/6/25,,1,0.085,63,,,,,,Sample,COL0723202507242025,,
7/23/25,11:28:00 AM,EST,7/24/25,11:58:00 AM,EST,Citrus,Tsala Apopka South,1,4/5/25,,2,0.118,174,,,,,,Sample,COL0723202507242025,,
7/23/25,11:28:00 AM,EST,7/24/25,11:58:00 AM,EST,Franklin,Alligator Harbor-4,1,4/22/25,,1,0.013,10,,,,,,Sample,COL0723202507242025,,
7/23/25,11:28:00 AM,EST,7/24/25,11:58:00 AM,EST,Franklin,Alligator Harbor-5,1,4/22/25,,1,0.008,6,,,,,,Sample,COL0723202507242025,,
7/23/25,11:28:00 AM,EST,7/24/25,11:58:00 AM,EST,Franklin,Alligator Harbor-6,1,4/22/25,,1,0.012,9,,,,,,Sample,COL0723202507242025,,
7/23/25,11:28:00 AM,EST,7/24/25,11:58:00 AM,EST,Franklin,Alligator Harbor-7,1,4/22/25,,1,0.009,7,,,,,,Sample,COL0723202507242025,,
7/23/25,11:28:00 AM,EST,7/24/25,11:58:00 AM,EST,Gadsden,Talquin,1,4/5/25,,1,0.076,56,,,,,,Sample,COL0723202507242025,,
7/23/25,11:28:00 AM,EST,7/24/25,11:58:00 AM,EST,,,ALTQC2,,,1,0.025,19,,,Q,Q,,QAQC,COL0723202507242025,,
7/23/25,11:28:00 AM,EST,7/24/25,11:58:00 AM,EST,Leon,Blue Heron,1,4/2/25,,1,0.011,8,,,,,,Sample,COL0723202507242025,,
7/23/25,11:28:00 AM,EST,7/24/25,11:58:00 AM,EST,Leon,Bradford,1,4/28/25,,1,0.127,94,,,,,,Sample,COL0723202507242025,,
7/23/25,11:28:00 AM,EST,7/24/25,11:58:00 AM,EST,Marion,Deerback,1,4/22/25,,1,0.03,22,,,,,,Sample,COL0723202507242025,,
7/23/25,11:28:00 AM,EST,7/24/25,11:58:00 AM,EST,Marion,Little Weir,1,4/8/25,,1,0.026,19,,,,,,Sample,COL0723202507242025,,
7/23/25,11:28:00 AM,EST,7/24/25,11:58:00 AM,EST,Marion,Rainbow River-2,1,4/26/25,,1,0.002,2,,,,,,Sample,COL0723202507242025,,
7/23/25,11:28:00 AM,EST,7/24/25,11:58:00 AM,EST,Marion,Rainbow River-3,1,4/26/25,,1,0.003,2,,,,,,Sample,COL0723202507242025,,
7/23/25,11:28:00 AM,EST,7/24/25,11:58:00 AM,EST,Marion,Sunset Harbor,1,4/10/25,,1,0.013,10,,,,,,Sample,COL0723202507242025,,
7/23/25,11:28:00 AM,EST,7/24/25,11:58:00 AM,EST,Marion,Withlacoochee River-Dunnellon,1,4/26/25,,1,0.012,9,,,,,,Sample,COL0723202507242025,,
7/23/25,11:28:00 AM,EST,7/24/25,11:58:00 AM,EST,Sarasota,Heron,1,4/15/25,,1,0.041,30,,,,,,Sample,COL0723202507242025,,
7/23/25,11:28:00 AM,EST,7/24/25,11:58:00 AM,EST,Sarasota,HO6,1,4/15/25,,1,0.072,53,,,,,,Sample,COL0723202507242025,,
7/23/25,11:28:00 AM,EST,7/24/25,11:58:00 AM,EST,Sarasota,Lower Myakka,1,4/30/25,,1,0.085,63,,,,,,Sample,COL0723202507242025,,
7/23/25,11:28:00 AM,EST,7/24/25,11:58:00 AM,EST,,,ALTQC3,,,1,0.025,19,,,Q,Q,,QAQC,COL0723202507242025,,
7/23/25,11:28:00 AM,EST,7/24/25,11:58:00 AM,EST,,,ALTQC4,,,,,1,,J,QU,Q,TI,QAQC,COL0723202507242025,,
7/23/25,11:28:00 AM,EST,7/24/25,11:58:00 AM,EST,,,ALTQC5,,,,,1,,J,QU,Q,TI,QAQC,COL0723202507242025,,
7/23/25,3:59:59 PM,EST,7/28/25,2:22:00 PM,EST,Highlands,Lotela,1,4/17/25,,1,0.009,7,,,,,,Sample,COL0723202507282025,,
7/23/25,3:59:59 PM,EST,7/28/25,2:22:00 PM,EST,Highlands,Trout,1,4/13/25,,1,0.007,5,,,,,,Sample,COL0723202507282025,,
7/23/25,3:59:59 PM,EST,7/28/25,2:22:00 PM,EST,Highlands,Trout,1,4/26/25,,1,0.007,5,,,,,,Sample,COL0723202507282025,,
7/23/25,3:59:59 PM,EST,7/28/25,2:22:00 PM,EST,Lake,Bugg Springs,1,4/19/25,,1,0.004,3,,,,,,Sample,COL0723202507282025,,
7/23/25,3:59:59 PM,EST,7/28/25,2:22:00 PM,EST,Lake,Crown,1,4/7/25,,1,0.054,39,,,,,,Sample,COL0723202507282025,,
7/23/25,3:59:59 PM,EST,7/28/25,2:22:00 PM,EST,Lake,Florence,1,4/10/25,,1,0.016,12,,,,,,Sample,COL0723202507282025,,
7/23/25,3:59:59 PM,EST,7/28/25,2:22:00 PM,EST,Lake,Hiawatha,1,4/14/25,,5,0.114,415,,,,,,Sample,COL0723202507282025,,
7/23/25,3:59:59 PM,EST,7/28/25,2:22:00 PM,EST,Lake,Jewel,1,4/7/25,,1,0.129,94,,,,,,Sample,COL0723202507282025,,
